edge_id,scenario_id,effective_time_hours,effective_cost_yuan_per_two,effective_risk,is_available,availability_note
AM0369,hotel_full_price_surge,8.216,425.19,0.33,True,
AM0369,mayday_peak,8.216,425.19,0.33,True,
AM0369,summer_peak,8.216,425.19,0.33,True,
AM0370,base_summer,10.969,488.76,0.33,True,
AM0370,duku_weather_disruption,10.969,488.76,0.33,True,
AM0370,hotel_full_price_surge,10.969,488.76,0.33,True,
AM0370,mayday_peak,10.969,488.76,0.33,True,
AM0370,summer_peak,10.969,488.76,0.33,True,
AM0371,base_summer,10.408,479.45,0.33,True,
AM0371,duku_weather_disruption,10.408,479.45,0.33,True,
AM0371,hotel_full_price_surge,10.408,479.45,0.33,True,
AM0371,mayday_peak,10.408,479.45,0.33,True,
AM0371,summer_peak,10.408,479.45,0.33,True,
AM0372,base_summer,10.321,472.76,0.33,True,
AM0372,duku_weather_disruption,10.321,472.76,0.33,True,
AM0372,hotel_full_price_surge,10.321,472.76,0.33,True,
AM0372,mayday_peak,10.321,472.76,0.33,True,
AM0372,summer_peak,10.321,472.76,0.33,True,
AM0373,base_summer,8.048,400.45,0.323,True,
AM0373,duku_weather_disruption,8.048,400.45,0.323,True,
AM0373,hotel_full_price_surge,8.048,400.45,0.323,True,
AM0373,mayday_peak,8.048,400.45,0.323,True,
AM0373,summer_peak,8.048,400.45,0.323,True,
AM0374,base_summer,8.248,407.06,0.327,True,
AM0374,duku_weather_disruption,8.248,407.06,0.327,True,
AM0374,hotel_full_price_surge,8.248,407.06,0.327,True,
AM0374,mayday_peak,8.248,407.06,0.327,True,
AM0374,summer_peak,8.248,407.06,0.327,True,
AM0375,base_summer,6.789,344.12,0.249,True,
AM0375,duku_weather_disruption,6.789,344.12,0.249,True,
AM0375,hotel_full_price_surge,6.789,344.12,0.249,True,
AM0375,mayday_peak,6.789,344.12,0.249,True,
AM0375,summer_peak,6.789,344.12,0.249,True,
AM0376,base_summer,15.448,749.85,0.33,True,
AM0376,duku_weather_disruption,15.448,749.85,0.33,True,
AM0376,hotel_full_price_surge,15.448,749.85,0.33,True,
AM0376,mayday_peak,15.448,749.85,0.33,True,
AM0376,summer_peak,15.448,749.85,0.33,True,
AM0377,base_summer,15.432,749.5,0.33,True,
AM0377,duku_weather_disruption,15.432,749.5,0.33,True,
AM0377,hotel_full_price_surge,15.432,749.5,0.33,True,
AM0377,mayday_peak,15.432,749.5,0.33,True,
AM0377,summer_peak,15.432,749.5,0.33,True,
AM0378,base_summer,15.324,749.19,0.33,True,
AM0378,duku_weather_disruption,15.324,749.19,0.33,True,
AM0378,hotel_full_price_surge,15.324,749.19,0.33,True,
AM0378,mayday_peak,15.324,749.19,0.33,True,
AM0378,summer_peak,15.324,749.19,0.33,True,
AM0379,base_summer,18.159,850.82,0.33,True,
AM0379,duku_weather_disruption,18.159,850.82,0.33,True,
AM0379,hotel_full_price_surge,18.159,850.82,0.33,True,
AM0379,mayday_peak,18.159,850.82,0.33,True,
AM0379,summer_peak,18.159,850.82,0.33,True,
AM0380,base_summer,19.538,905.79,0.33,True,
AM0380,duku_weather_disruption,19.538,905.79,0.33,True,
AM0380,hotel_full_price_surge,19.538,905.79,0.33,True,
AM0380,mayday_peak,19.538,905.79,0.33,True,
AM0380,summer_peak,19.538,905.79,0.33,True,
AM0381,base_summer,9.58,394.1,0.319,True,
AM0381,duku_weather_disruption,9.58,394.1,0.319,True,
AM0381,hotel_full_price_surge,9.58,394.1,0.319,True,
AM0381,mayday_peak,9.58,394.1,0.319,True,
AM0381,summer_peak,9.58,394.1,0.319,True,
AM0382,base_summer,8.413,363.03,0.3,True,
AM0382,duku_weather_disruption,8.413,363.03,0.3,True,
AM0382,hotel_full_price_surge,8.413,363.03,0.3,True,
AM0382,mayday_peak,8.413,363.03,0.3,True,
AM0382,summer_peak,8.413,363.03,0.3,True,
AM0383,base_summer,9.546,393.49,0.318,True,
AM0383,duku_weather_disruption,9.546,393.49,0.318,True,
AM0383,hotel_full_price_surge,9.546,393.49,0.318,True,
AM0383,mayday_peak,9.546,393.49,0.318,True,
AM0383,summer_peak,9.546,393.49,0.318,True,
AM0384,base_summer,5.304,186.68,0.153,True,
AM0384,duku_weather_disruption,5.304,186.68,0.153,True,
AM0384,hotel_full_price_surge,5.304,186.68,0.153,True,
AM0384,mayday_peak,5.304,186.68,0.153,True,
AM0384,summer_peak,5.304,186.68,0.153,True,
AM0385,base_summer,8.468,273.86,0.246,True,
AM0385,duku_weather_disruption,8.468,273.86,0.246,True,
AM0385,hotel_full_price_surge,8.468,273.86,0.246,True,
AM0385,mayday_peak,8.468,273.86,0.246,True,
AM0385,summer_peak,8.468,273.86,0.246,True,
AM0386,base_summer,6.404,248.3,0.19,True,
AM0386,duku_weather_disruption,6.404,248.3,0.19,True,
AM0386,hotel_full_price_surge,6.404,248.3,0.19,True,
AM0386,mayday_peak,6.404,248.3,0.19,True,
AM0386,summer_peak,6.404,248.3,0.19,True,
AM0387,base_summer,5.23,201.68,0.162,True,
AM0387,duku_weather_disruption,5.23,201.68,0.162,True,
AM0387,hotel_full_price_surge,5.23,201.68,0.162,True,
AM0387,mayday_peak,5.23,201.68,0.162,True,
AM0387,summer_peak,5.23,201.68,0.162,True,
AM0388,base_summer,4.294,205.6,0.165,True,
AM0388,duku_weather_disruption,4.294,205.6,0.165,True,
AM0388,hotel_full_price_surge,4.294,205.6,0.165,True,
AM0388,mayday_peak,4.294,205.6,0.165,True,
AM0388,summer_peak,4.294,205.6,0.165,True,
AM0389,base_summer,16.652,719.0,0.33,True,
AM0389,duku_weather_disruption,16.652,719.0,0.33,True,
AM0389,hotel_full_price_surge,16.652,719.0,0.33,True,
AM0389,mayday_peak,16.652,719.0,0.33,True,
AM0389,summer_peak,16.652,719.0,0.33,True,
AM0390,base_summer,14.068,559.34,0.33,True,
AM0390,duku_weather_disruption,14.068,559.34,0.33,True,
AM0390,hotel_full_price_surge,14.068,559.34,0.33,True,
AM0390,mayday_peak,14.068,559.34,0.33,True,
AM0390,summer_peak,14.068,559.34,0.33,True,
AM0391,base_summer,16.707,719.77,0.33,True,
AM0391,duku_weather_disruption,16.707,719.77,0.33,True,
AM0391,hotel_full_price_surge,16.707,719.77,0.33,True,
AM0391,mayday_peak,16.707,719.77,0.33,True,
AM0391,summer_peak,16.707,719.77,0.33,True,
AM0392,base_summer,16.884,803.5,0.33,True,
AM0392,duku_weather_disruption,16.884,803.5,0.33,True,
AM0392,hotel_full_price_surge,16.884,803.5,0.33,True,
AM0392,mayday_peak,16.884,803.5,0.33,True,
AM0392,summer_peak,16.884,803.5,0.33,True,
AM0393,base_summer,14.842,764.05,0.33,True,
AM0393,duku_weather_disruption,14.842,764.05,0.33,True,
AM0393,hotel_full_price_surge,14.842,764.05,0.33,True,
AM0393,mayday_peak,14.842,764.05,0.33,True,
AM0393,summer_peak,14.842,764.05,0.33,True,
AM0394,base_summer,14.58,760.59,0.33,True,
AM0394,duku_weather_disruption,14.58,760.59,0.33,True,
AM0394,hotel_full_price_surge,14.58,760.59,0.33,True,
AM0394,mayday_peak,14.58,760.59,0.33,True,
AM0394,summer_peak,14.58,760.59,0.33,True,
AM0395,base_summer,15.74,758.98,0.33,True,
AM0395,duku_weather_disruption,15.74,758.98,0.33,True,
AM0395,hotel_full_price_surge,15.74,758.98,0.33,True,
AM0395,mayday_peak,15.74,758.98,0.33,True,
AM0395,summer_peak,15.74,758.98,0.33,True,
AM0396,base_summer,15.544,748.53,0.33,True,
AM0396,duku_weather_disruption,15.544,748.53,0.33,True,
AM0396,hotel_full_price_surge,15.544,748.53,0.33,True,
AM0396,mayday_peak,15.544,748.53,0.33,True,
AM0396,summer_peak,15.544,748.53,0.33,True,
AM0397,base_summer,15.18,741.62,0.33,True,
AM0397,duku_weather_disruption,15.18,741.62,0.33,True,
AM0397,hotel_full_price_surge,15.18,741.62,0.33,True,
AM0397,mayday_peak,15.18,741.62,0.33,True,
AM0397,summer_peak,15.18,741.62,0.33,True,
AM0398,base_summer,15.342,745.48,0.33,True,
AM0398,duku_weather_disruption,15.342,745.48,0.33,True,
AM0398,hotel_full_price_surge,15.342,745.48,0.33,True,
AM0398,mayday_peak,15.342,745.48,0.33,True,
AM0398,summer_peak,15.342,745.48,0.33,True,
AM0399,base_summer,17.465,784.79,0.33,True,
AM0399,duku_weather_disruption,17.465,784.79,0.33,True,
AM0399,hotel_full_price_surge,17.465,784.79,0.33,True,
AM0399,mayday_peak,17.465,784.79,0.33,True,
AM0399,summer_peak,17.465,784.79,0.33,True,
AM0400,base_summer,13.358,576.0,0.33,True,
AM0400,duku_weather_disruption,13.358,576.0,0.33,True,
AM0400,hotel_full_price_surge,13.358,576.0,0.33,True,
AM0400,mayday_peak,13.358,576.0,0.33,True,
AM0400,summer_peak,13.358,576.0,0.33,True,
AM0401,base_summer,17.074,723.66,0.33,True,
AM0401,duku_weather_disruption,17.074,723.66,0.33,True,
AM0401,hotel_full_price_surge,17.074,723.66,0.33,True,
AM0401,mayday_peak,17.074,723.66,0.33,True,
AM0401,summer_peak,17.074,723.66,0.33,True,
AM0402,base_summer,16.299,762.05,0.33,True,
AM0402,duku_weather_disruption,16.299,762.05,0.33,True,
AM0402,hotel_full_price_surge,16.299,762.05,0.33,True,
AM0402,mayday_peak,16.299,762.05,0.33,True,
AM0402,summer_peak,16.299,762.05,0.33,True,
AM0403,base_summer,15.279,743.74,0.33,True,
AM0403,duku_weather_disruption,15.279,743.74,0.33,True,
AM0403,hotel_full_price_surge,15.279,743.74,0.33,True,
AM0403,mayday_peak,15.279,743.74,0.33,True,
AM0403,summer_peak,15.279,743.74,0.33,True,
AM0404,base_summer,16.159,769.53,0.33,True,
AM0404,duku_weather_disruption,16.159,769.53,0.33,True,
AM0404,hotel_full_price_surge,16.159,769.53,0.33,True,
AM0404,mayday_peak,16.159,769.53,0.33,True,
AM0404,summer_peak,16.159,769.53,0.33,True,
AM0405,base_summer,16.462,749.23,0.33,True,
AM0405,duku_weather_disruption,16.462,749.23,0.33,True,
AM0405,hotel_full_price_surge,16.462,749.23,0.33,True,
AM0405,mayday_peak,16.462,749.23,0.33,True,
AM0405,summer_peak,16.462,749.23,0.33,True,
AM0406,base_summer,19.139,744.86,0.33,True,
AM0406,duku_weather_disruption,19.139,744.86,0.33,True,
AM0406,hotel_full_price_surge,19.139,744.86,0.33,True,
AM0406,mayday_peak,19.139,744.86,0.33,True,
AM0406,summer_peak,19.139,744.86,0.33,True,
AM0407,base_summer,18.426,782.79,0.33,True,
AM0407,duku_weather_disruption,18.426,782.79,0.33,True,
AM0407,hotel_full_price_surge,18.426,782.79,0.33,True,
AM0407,mayday_peak,18.426,782.79,0.33,True,
AM0407,summer_peak,18.426,782.79,0.33,True,
AM0408,base_summer,17.859,804.79,0.33,True,
AM0408,duku_weather_disruption,17.859,804.79,0.33,True,
AM0408,hotel_full_price_surge,17.859,804.79,0.33,True,
AM0408,mayday_peak,17.859,804.79,0.33,True,
AM0408,summer_peak,17.859,804.79,0.33,True,
AM0409,base_summer,22.38,1100.11,0.33,True,
AM0409,duku_weather_disruption,22.38,1100.11,0.33,True,
AM0409,hotel_full_price_surge,22.38,1100.11,0.33,True,
AM0409,mayday_peak,22.38,1100.11,0.33,True,
AM0409,summer_peak,22.38,1100.11,0.33,True,
AM0410,base_summer,21.699,1090.8,0.33,True,
AM0410,duku_weather_disruption,21.699,1090.8,0.33,True,
AM0410,hotel_full_price_surge,21.699,1090.8,0.33,True,
AM0410,mayday_peak,21.699,1090.8,0.33,True,
AM0410,summer_peak,21.699,1090.8,0.33,True,
AM0411,base_summer,21.561,1084.11,0.33,True,
AM0411,duku_weather_disruption,21.561,1084.11,0.33,True,
AM0411,hotel_full_price_surge,21.561,1084.11,0.33,True,
AM0411,mayday_peak,21.561,1084.11,0.33,True,
AM0411,summer_peak,21.561,1084.11,0.33,True,
AM0412,base_summer,19.692,1014.92,0.33,True,
AM0412,duku_weather_disruption,19.692,1014.92,0.33,True,
AM0412,hotel_full_price_surge,19.692,1014.92,0.33,True,
AM0412,mayday_peak,19.692,1014.92,0.33,True,
AM0412,summer_peak,19.692,1014.92,0.33,True,
AM0413,base_summer,19.462,1018.41,0.33,True,
AM0413,duku_weather_disruption,19.462,1018.41,0.33,True,
AM0413,hotel_full_price_surge,19.462,1018.41,0.33,True,
AM0413,mayday_peak,19.462,1018.41,0.33,True,
AM0413,summer_peak,19.462,1018.41,0.33,True,
AM0414,base_summer,19.569,813.82,0.33,True,
AM0414,duku_weather_disruption,19.569,813.82,0.33,True,
AM0414,hotel_full_price_surge,19.569,813.82,0.33,True,
AM0414,mayday_peak,19.569,813.82,0.33,True,
AM0414,summer_peak,19.569,813.82,0.33,True,
AM0415,base_summer,0.143,1.11,0.041,True,
AM0415,duku_weather_disruption,0.143,1.11,0.041,True,
AM0415,hotel_full_price_surge,0.143,1.11,0.041,True,
AM0415,mayday_peak,0.143,1.11,0.041,True,
AM0415,summer_peak,0.143,1.11,0.041,True,
AM0416,base_summer,0.133,1.16,0.041,True,
AM0416,duku_weather_disruption,0.133,1.16,0.041,True,
AM0416,hotel_full_price_surge,0.133,1.16,0.041,True,
AM0416,mayday_peak,0.133,1.16,0.041,True,
AM0416,summer_peak,0.133,1.16,0.041,True,
AM0417,base_summer,0.274,2.48,0.042,True,
AM0417,duku_weather_disruption,0.274,2.48,0.042,True,
AM0417,hotel_full_price_surge,0.274,2.48,0.042,True,
AM0417,mayday_peak,0.274,2.48,0.042,True,
AM0417,summer_peak,0.274,2.48,0.042,True,
AM0418,base_summer,3.455,99.92,0.101,True,
AM0418,duku_weather_disruption,3.455,99.92,0.101,True,
AM0418,hotel_full_price_surge,3.455,99.92,0.101,True,
AM0418,mayday_peak,3.455,99.92,0.101,True,
AM0418,summer_peak,3.455,99.92,0.101,True,
AM0419,base_summer,4.93,154.89,0.134,True,
AM0419,duku_weather_disruption,4.93,154.89,0.134,True,
AM0419,hotel_full_price_surge,4.93,154.89,0.134,True,
AM0419,mayday_peak,4.93,154.89,0.134,True,
AM0419,summer_peak,4.93,154.89,0.134,True,
AM0420,base_summer,8.201,422.43,0.33,True,
AM0420,duku_weather_disruption,8.201,422.43,0.33,True,
AM0420,hotel_full_price_surge,8.201,422.43,0.33,True,
AM0420,mayday_peak,8.201,422.43,0.33,True,
AM0420,summer_peak,8.201,422.43,0.33,True,
AM0421,base_summer,7.267,390.1,0.276,True,
AM0421,duku_weather_disruption,7.267,390.1,0.276,True,
AM0421,hotel_full_price_surge,7.267,390.1,0.276,True,
AM0421,mayday_peak,7.267,390.1,0.276,True,
AM0421,summer_peak,7.267,390.1,0.276,True,
AM0422,base_summer,7.649,384.23,0.273,True,
AM0422,duku_weather_disruption,7.649,384.23,0.273,True,
AM0422,hotel_full_price_surge,7.649,384.23,0.273,True,
AM0422,mayday_peak,7.649,384.23,0.273,True,
AM0422,summer_peak,7.649,384.23,0.273,True,
AM0423,base_summer,12.068,602.12,0.33,True,
AM0423,duku_weather_disruption,12.068,602.12,0.33,True,
AM0423,hotel_full_price_surge,12.068,602.12,0.33,True,
AM0423,mayday_peak,12.068,602.12,0.33,True,
AM0423,summer_peak,12.068,602.12,0.33,True,
AM0424,base_summer,11.245,526.38,0.33,True,
AM0424,duku_weather_disruption,11.245,526.38,0.33,True,
AM0424,hotel_full_price_surge,11.245,526.38,0.33,True,
AM0424,mayday_peak,11.245,526.38,0.33,True,
AM0424,summer_peak,11.245,526.38,0.33,True,
AM0425,base_summer,12.365,601.48,0.33,True,
AM0425,duku_weather_disruption,12.365,601.48,0.33,True,
AM0425,hotel_full_price_surge,12.365,601.48,0.33,True,
AM0425,mayday_peak,12.365,601.48,0.33,True,
AM0425,summer_peak,12.365,601.48,0.33,True,
AM0426,base_summer,16.749,853.41,0.33,True,
AM0426,duku_weather_disruption,16.749,853.41,0.33,True,
AM0426,hotel_full_price_surge,16.749,853.41,0.33,True,
AM0426,mayday_peak,16.749,853.41,0.33,True,
AM0426,summer_peak,16.749,853.41,0.33,True,
AM0427,base_summer,15.968,820.06,0.33,True,
AM0427,duku_weather_disruption,15.968,820.06,0.33,True,
AM0427,hotel_full_price_surge,15.968,820.06,0.33,True,
AM0427,mayday_peak,15.968,820.06,0.33,True,
AM0427,summer_peak,15.968,820.06,0.33,True,
AM0428,base_summer,5.617,272.52,0.205,True,
AM0428,duku_weather_disruption,5.617,272.52,0.205,True,
AM0428,hotel_full_price_surge,5.617,272.52,0.205,True,
AM0428,mayday_peak,5.617,272.52,0.205,True,
AM0428,summer_peak,5.617,272.52,0.205,True,
AM0429,base_summer,9.991,473.78,0.33,True,
AM0429,duku_weather_disruption,9.991,473.78,0.33,True,
AM0429,hotel_full_price_surge,9.991,473.78,0.33,True,
AM0429,mayday_peak,9.991,473.78,0.33,True,
AM0429,summer_peak,9.991,473.78,0.33,True,
AM0430,base_summer,5.565,270.41,0.204,True,
AM0430,duku_weather_disruption,5.565,270.41,0.204,True,
AM0430,hotel_full_price_surge,5.565,270.41,0.204,True,
AM0430,mayday_peak,5.565,270.41,0.204,True,
AM0430,summer_peak,5.565,270.41,0.204,True,
AM0431,base_summer,2.108,52.6,0.072,True,
AM0431,duku_weather_disruption,2.108,52.6,0.072,True,
AM0431,hotel_full_price_surge,2.108,52.6,0.072,True,
AM0431,mayday_peak,2.108,52.6,0.072,True,
AM0431,summer_peak,2.108,52.6,0.072,True,
AM0432,base_summer,6.21,323.25,0.236,True,
AM0432,duku_weather_disruption,6.21,323.25,0.236,True,
AM0432,hotel_full_price_surge,6.21,323.25,0.236,True,
AM0432,mayday_peak,6.21,323.25,0.236,True,
AM0432,summer_peak,6.21,323.25,0.236,True,
AM0433,base_summer,6.635,351.02,0.253,True,
AM0433,duku_weather_disruption,6.635,351.02,0.253,True,
AM0433,hotel_full_price_surge,6.635,351.02,0.253,True,
AM0433,mayday_peak,6.635,351.02,0.253,True,
AM0433,summer_peak,6.635,351.02,0.253,True,
AM0434,base_summer,8.365,417.72,0.33,True,
AM0434,duku_weather_disruption,8.365,417.72,0.33,True,
AM0434,hotel_full_price_surge,8.365,417.72,0.33,True,
AM0434,mayday_peak,8.365,417.72,0.33,True,
AM0434,summer_peak,8.365,417.72,0.33,True,
AM0435,base_summer,7.994,405.8,0.286,True,
AM0435,duku_weather_disruption,7.994,405.8,0.286,True,
AM0435,hotel_full_price_surge,7.994,405.8,0.286,True,
AM0435,mayday_peak,7.994,405.8,0.286,True,
AM0435,summer_peak,7.994,405.8,0.286,True,
AM0436,base_summer,8.023,403.84,0.325,True,
AM0436,duku_weather_disruption,8.023,403.84,0.325,True,
AM0436,hotel_full_price_surge,8.023,403.84,0.325,True,
AM0436,mayday_peak,8.023,403.84,0.325,True,
AM0436,summer_peak,8.023,403.84,0.325,True,
AM0437,base_summer,8.267,408.14,0.327,True,
AM0437,duku_weather_disruption,8.267,408.14,0.327,True,
AM0437,hotel_full_price_surge,8.267,408.14,0.327,True,
AM0437,mayday_peak,8.267,408.14,0.327,True,
AM0437,summer_peak,8.267,408.14,0.327,True,
AM0438,base_summer,17.846,784.73,0.33,True,
AM0438,duku_weather_disruption,17.846,784.73,0.33,True,
AM0438,hotel_full_price_surge,17.846,784.73,0.33,True,
AM0438,mayday_peak,17.846,784.73,0.33,True,
AM0438,summer_peak,17.846,784.73,0.33,True,
AM0439,base_summer,5.346,224.35,0.176,True,
AM0439,duku_weather_disruption,5.346,224.35,0.176,True,
AM0439,hotel_full_price_surge,5.346,224.35,0.176,True,
AM0439,mayday_peak,5.346,224.35,0.176,True,
AM0439,summer_peak,5.346,224.35,0.176,True,
AM0440,base_summer,4.563,172.32,0.144,True,
AM0440,duku_weather_disruption,4.563,172.32,0.144,True,
AM0440,hotel_full_price_surge,4.563,172.32,0.144,True,
AM0440,mayday_peak,4.563,172.32,0.144,True,
AM0440,summer_peak,4.563,172.32,0.144,True,
AM0441,base_summer,8.773,423.43,0.33,True,
AM0441,duku_weather_disruption,8.773,423.43,0.33,True,
AM0441,hotel_full_price_surge,8.773,423.43,0.33,True,
AM0441,mayday_peak,8.773,423.43,0.33,True,
AM0441,summer_peak,8.773,423.43,0.33,True,
AM0442,base_summer,8.087,406.85,0.327,True,
AM0442,duku_weather_disruption,8.087,406.85,0.327,True,
AM0442,hotel_full_price_surge,8.087,406.85,0.327,True,
AM0442,mayday_peak,8.087,406.85,0.327,True,
AM0442,summer_peak,8.087,406.85,0.327,True,
AM0443,base_summer,8.714,428.26,0.33,True,
AM0443,duku_weather_disruption,8.714,428.26,0.33,True,
AM0443,hotel_full_price_surge,8.714,428.26,0.33,True,
AM0443,mayday_peak,8.714,428.26,0.33,True,
AM0443,summer_peak,8.714,428.26,0.33,True,
AM0444,base_summer,1.179,41.71,0.065,True,
AM0444,duku_weather_disruption,1.179,41.71,0.065,True,
AM0444,hotel_full_price_surge,1.179,41.71,0.065,True,
AM0444,mayday_peak,1.179,41.71,0.065,True,
AM0444,summer_peak,1.179,41.71,0.065,True,
AM0445,base_summer,6.572,193.52,0.157,True,
AM0445,duku_weather_disruption,6.572,193.52,0.157,True,
AM0445,hotel_full_price_surge,6.572,193.52,0.157,True,
AM0445,mayday_peak,6.572,193.52,0.157,True,
AM0445,summer_peak,6.572,193.52,0.157,True,
AM0446,base_summer,5.808,231.45,0.18,True,
AM0446,duku_weather_disruption,5.808,231.45,0.18,True,
AM0446,hotel_full_price_surge,5.808,231.45,0.18,True,
AM0446,mayday_peak,5.808,231.45,0.18,True,
AM0446,summer_peak,5.808,231.45,0.18,True,
AM0447,base_summer,0.597,22.62,0.054,True,
AM0447,duku_weather_disruption,0.597,22.62,0.054,True,
AM0447,hotel_full_price_surge,0.597,22.62,0.054,True,
AM0447,mayday_peak,0.597,22.62,0.054,True,
AM0447,summer_peak,0.597,22.62,0.054,True,
AM0448,base_summer,11.553,510.7,0.33,True,
AM0448,duku_weather_disruption,11.553,510.7,0.33,True,
AM0448,hotel_full_price_surge,11.553,510.7,0.33,True,
AM0448,mayday_peak,11.553,510.7,0.33,True,
AM0448,summer_peak,11.553,510.7,0.33,True,
AM0449,base_summer,10.976,501.38,0.33,True,
AM0449,duku_weather_disruption,10.976,501.38,0.33,True,
AM0449,hotel_full_price_surge,10.976,501.38,0.33,True,
AM0449,mayday_peak,10.976,501.38,0.33,True,
AM0449,summer_peak,10.976,501.38,0.33,True,
AM0450,base_summer,10.868,494.7,0.33,True,
AM0450,duku_weather_disruption,10.868,494.7,0.33,True,
AM0450,hotel_full_price_surge,10.868,494.7,0.33,True,
AM0450,mayday_peak,10.868,494.7,0.33,True,
AM0450,summer_peak,10.868,494.7,0.33,True,
AM0451,base_summer,11.338,551.88,0.33,True,
AM0451,duku_weather_disruption,11.338,551.88,0.33,True,
AM0451,hotel_full_price_surge,11.338,551.88,0.33,True,
AM0451,mayday_peak,11.338,551.88,0.33,True,
AM0451,summer_peak,11.338,551.88,0.33,True,
AM0452,base_summer,8.673,429.0,0.33,True,
AM0452,duku_weather_disruption,8.673,429.0,0.33,True,
AM0452,hotel_full_price_surge,8.673,429.0,0.33,True,
AM0452,mayday_peak,8.673,429.0,0.33,True,
AM0452,summer_peak,8.673,429.0,0.33,True,
AM0453,base_summer,5.968,299.83,0.222,True,
AM0453,duku_weather_disruption,5.968,299.83,0.222,True,
AM0453,hotel_full_price_surge,5.968,299.83,0.222,True,
AM0453,mayday_peak,5.968,299.83,0.222,True,
AM0453,summer_peak,5.968,299.83,0.222,True,
AM0454,base_summer,17.813,784.03,0.33,True,
AM0454,duku_weather_disruption,17.813,784.03,0.33,True,
AM0454,hotel_full_price_surge,17.813,784.03,0.33,True,
AM0454,mayday_peak,17.813,784.03,0.33,True,
AM0454,summer_peak,17.813,784.03,0.33,True,
AM0455,base_summer,17.781,783.69,0.33,True,
AM0455,duku_weather_disruption,17.781,783.69,0.33,True,
AM0455,hotel_full_price_surge,17.781,783.69,0.33,True,
AM0455,mayday_peak,17.781,783.69,0.33,True,
AM0455,summer_peak,17.781,783.69,0.33,True,
AM0456,base_summer,17.696,783.38,0.33,True,
AM0456,duku_weather_disruption,17.696,783.38,0.33,True,
AM0456,hotel_full_price_surge,17.696,783.38,0.33,True,
AM0456,mayday_peak,17.696,783.38,0.33,True,
AM0456,summer_peak,17.696,783.38,0.33,True,
AM0457,base_summer,20.542,885.0,0.33,True,
AM0457,duku_weather_disruption,20.542,885.0,0.33,True,
AM0457,hotel_full_price_surge,20.542,885.0,0.33,True,
AM0457,mayday_peak,20.542,885.0,0.33,True,
AM0457,summer_peak,20.542,885.0,0.33,True,
AM0458,base_summer,21.941,939.97,0.33,True,
AM0458,duku_weather_disruption,21.941,939.97,0.33,True,
AM0458,hotel_full_price_surge,21.941,939.97,0.33,True,
AM0458,mayday_peak,21.941,939.97,0.33,True,
AM0458,summer_peak,21.941,939.97,0.33,True,
AM0459,base_summer,9.741,369.51,0.304,True,
AM0459,duku_weather_disruption,9.741,369.51,0.304,True,
AM0459,hotel_full_price_surge,9.741,369.51,0.304,True,
AM0459,mayday_peak,9.741,369.51,0.304,True,
AM0459,summer_peak,9.741,369.51,0.304,True,
AM0460,base_summer,10.868,403.78,0.325,True,
AM0460,duku_weather_disruption,10.868,403.78,0.325,True,
AM0460,hotel_full_price_surge,10.868,403.78,0.325,True,
AM0460,mayday_peak,10.868,403.78,0.325,True,
AM0460,summer_peak,10.868,403.78,0.325,True,
AM0461,base_summer,11.103,413.68,0.33,True,
AM0461,duku_weather_disruption,11.103,413.68,0.33,True,
AM0461,hotel_full_price_surge,11.103,413.68,0.33,True,
AM0461,mayday_peak,11.103,413.68,0.33,True,
AM0461,summer_peak,11.103,413.68,0.33,True,
AM0462,base_summer,10.199,475.19,0.33,True,
AM0462,duku_weather_disruption,10.199,475.19,0.33,True,
AM0462,hotel_full_price_surge,10.199,475.19,0.33,True,
AM0462,mayday_peak,10.199,475.19,0.33,True,
AM0462,summer_peak,10.199,475.19,0.33,True,
AM0463,base_summer,6.552,265.18,0.201,True,
AM0463,duku_weather_disruption,6.552,265.18,0.201,True,
AM0463,hotel_full_price_surge,6.552,265.18,0.201,True,
AM0463,mayday_peak,6.552,265.18,0.201,True,
AM0463,summer_peak,6.552,265.18,0.201,True,
AM0464,base_summer,10.318,510.35,0.33,True,
AM0464,duku_weather_disruption,10.318,510.35,0.33,True,
AM0464,hotel_full_price_surge,10.318,510.35,0.33,True,
AM0464,mayday_peak,10.318,510.35,0.33,True,
AM0464,summer_peak,10.318,510.35,0.33,True,
AM0465,base_summer,7.988,412.61,0.29,True,
AM0465,duku_weather_disruption,7.988,412.61,0.29,True,
AM0465,hotel_full_price_surge,7.988,412.61,0.29,True,
AM0465,mayday_peak,7.988,412.61,0.29,True,
AM0465,summer_peak,7.988,412.61,0.29,True,
AM0466,base_summer,7.199,379.26,0.27,True,
AM0466,duku_weather_disruption,7.199,379.26,0.27,True,
AM0466,hotel_full_price_surge,7.199,379.26,0.27,True,
AM0466,mayday_peak,7.199,379.26,0.27,True,
AM0466,summer_peak,7.199,379.26,0.27,True,
AM0467,base_summer,18.872,762.69,0.33,True,
AM0467,duku_weather_disruption,18.872,762.69,0.33,True,
AM0467,hotel_full_price_surge,18.872,762.69,0.33,True,
AM0467,mayday_peak,18.872,762.69,0.33,True,
AM0467,summer_peak,18.872,762.69,0.33,True,
AM0468,base_summer,19.096,703.4,0.33,True,
AM0468,duku_weather_disruption,19.096,703.4,0.33,True,
AM0468,hotel_full_price_surge,19.096,703.4,0.33,True,
AM0468,mayday_peak,19.096,703.4,0.33,True,
AM0468,summer_peak,19.096,703.4,0.33,True,
AM0469,base_summer,18.974,763.46,0.33,True,
AM0469,duku_weather_disruption,18.974,763.46,0.33,True,
