route_id,seed_column_id,seed_route_theme,route_theme_code,route_theme,route_name_note,product_type,target_segment,variant_code,days,active_spot_days,buffer_days,spots_count,route_spot_ids,route_sequence,region_set,hub_set,culture_spots,nature_spots,remote_or_high_altitude_spots,reservation_spots,route_capacity_persons_12day,seed_capacity_persons_12day,capacity_factor_vs_seed,attraction_score,diversity_score,comfort_score,low_pressure_score,avg_interspot_travel_hours_proxy,long_transfer_days_proxy,resource_intensity_score,portfolio_quality_score,capacity_source_note,generation_note,selected_in_portfolio,selection_status,selection_order
Q4V2_R019,COL003,East_Heritage,East_Heritage_culture_deep,乌鲁木齐—东疆文化深游12日线,由东疆文化遗产线种子生成的文化深游12天产品；seed仅表示初始线路来源，不等同于最终空间范围。,culture_deep,文化深游,culture_deep,12,9,3,9,P002;P004;P012;P005;P006;P003;P011;P013;P036,达坂城古镇 -> 葡萄沟 -> 苏公塔 -> 坎儿井民俗园 -> 交河故城 -> 火焰山 -> 高昌故城 -> 吐峪沟麻扎村 -> 北庭故城遗址,乌鲁木齐周边;东疆,达坂城镇;吐鲁番市;乌鲁木齐市,7,2,0,2,8110,15300,0.53,54.494,56.111,98.0,24.114,1.071,0,5.325,50.725,由旧9线路容量锚定，并按景点安全承载量、线路长度、分流属性校准,增强丝路、民俗、考古文化主题,False,candidate_not_selected,
Q4V2_R020,COL003,East_Heritage,East_Heritage_nature_flagship,乌鲁木齐—东疆自然风景12日线,由东疆文化遗产线种子生成的自然风景12天产品；seed仅表示初始线路来源，不等同于最终空间范围。,nature_flagship,自然风景,nature_flagship,12,9,3,9,P002;P001;P004;P012;P005;P006;P003;P011;P013,达坂城古镇 -> 天山天池 -> 葡萄沟 -> 苏公塔 -> 坎儿井民俗园 -> 交河故城 -> 火焰山 -> 高昌故城 -> 吐峪沟麻扎村,乌鲁木齐周边;东疆,达坂城镇;天池风景区;吐鲁番市,6,3,0,3,8870,15300,0.58,57.714,61.667,98.0,23.957,0.965,0,5.288,53.162,由旧9线路容量锚定，并按景点安全承载量、线路长度、分流属性校准,增强湖泊、草原、峡谷、冰川等自然体验,False,candidate_not_selected,
Q4V2_R021,COL003,East_Heritage,East_Heritage_premium_reserve,乌鲁木齐—东疆精品预约12日线,由东疆文化遗产线种子生成的精品预约12天产品；seed仅表示初始线路来源，不等同于最终空间范围。,premium_reserve,精品预约,premium_reserve,12,8,4,8,P002;P004;P012;P005;P006;P003;P011;P013,达坂城古镇 -> 葡萄沟 -> 苏公塔 -> 坎儿井民俗园 -> 交河故城 -> 火焰山 -> 高昌故城 -> 吐峪沟麻扎村,乌鲁木齐周边;东疆,达坂城镇;吐鲁番市,6,2,0,2,7340,15300,0.48,56.887,60.5,98.0,24.884,0.552,0,4.593,53.288,由旧9线路容量锚定，并按景点安全承载量、线路长度、分流属性校准,小团预约制，承载低但满意度和可控性高,False,candidate_not_selected,
Q4V2_R022,COL004,South_Culture,South_Culture_balanced_mass,帕米尔—巴州—东疆大众均衡12日线,由南疆文化线种子生成的大众均衡12天产品；seed仅表示初始线路来源，不等同于最终空间范围。,capacity_balanced,大众均衡,balanced_mass,12,10,2,10,P028;P027;P025;P024;P026;P030;P031;P029;P034;P013,石头城遗址 -> 帕米尔高原白沙湖 -> 艾提尕尔清真寺 -> 喀什古城 -> 香妃园 -> 库车王府 -> 克孜尔石窟 -> 天山神秘大峡谷 -> 罗布人村寨 -> 吐峪沟麻扎村,南疆;巴州-南疆北线;东疆,塔什库尔干县(帕米尔高原);喀什市;库车市;库尔勒市;吐鲁番市,8,4,2,6,3800,4371,0.869,45.685,66.0,67.161,29.095,3.175,3,7.511,36.6,由旧9线路容量锚定，并按景点安全承载量、线路长度、分流属性校准,保留原线路主题，扩展为12天中等强度产品,False,candidate_not_selected,
Q4V2_R023,COL004,South_Culture,South_Culture_family_comfort,帕米尔—喀什—巴州亲子舒适12日线,由南疆文化线种子生成的亲子舒适12天产品；seed仅表示初始线路来源，不等同于最终空间范围。,family_comfort,亲子舒适,family_comfort,12,8,4,8,P028;P027;P025;P024;P026;P030;P031;P029,石头城遗址 -> 帕米尔高原白沙湖 -> 艾提尕尔清真寺 -> 喀什古城 -> 香妃园 -> 库车王府 -> 克孜尔石窟 -> 天山神秘大峡谷,南疆;巴州-南疆北线,塔什库尔干县(帕米尔高原);喀什市;库车市,6,2,2,6,2330,4371,0.533,36.934,60.5,97.2,25.632,2.167,1,6.058,41.068,由旧9线路容量锚定，并按景点安全承载量、线路长度、分流属性校准,减少长转场与高强度景点，增加缓冲日,False,candidate_not_selected,
Q4V2_R025,COL004,South_Culture,South_Culture_low_pressure,帕米尔—巴州—东疆错峰分流12日线,由南疆文化线种子生成的错峰分流12天产品；seed仅表示初始线路来源，不等同于最终空间范围。,decongested_route,错峰分流,low_pressure,12,9,3,9,P028;P027;P025;P024;P026;P030;P031;P029;P013,石头城遗址 -> 帕米尔高原白沙湖 -> 艾提尕尔清真寺 -> 喀什古城 -> 香妃园 -> 库车王府 -> 克孜尔石窟 -> 天山神秘大峡谷 -> 吐峪沟麻扎村,南疆;巴州-南疆北线;东疆,塔什库尔干县(帕米尔高原);喀什市;库车市;吐鲁番市,7,3,2,6,3180,4371,0.728,44.796,67.889,77.465,29.978,3.195,2,6.968,39.886,由旧9线路容量锚定，并按景点安全承载量、线路长度、分流属性校准,优先选高承载、低热点替代点，承担拥挤分流,False,candidate_not_selected,
Q4V2_R026,COL004,South_Culture,South_Culture_culture_deep,帕米尔—喀什—巴州文化深游12日线,由南疆文化线种子生成的文化深游12天产品；seed仅表示初始线路来源，不等同于最终空间范围。,culture_deep,文化深游,culture_deep,12,9,3,9,P028;P027;P025;P024;P026;P030;P031;P029;P034,石头城遗址 -> 帕米尔高原白沙湖 -> 艾提尕尔清真寺 -> 喀什古城 -> 香妃园 -> 库车王府 -> 克孜尔石窟 -> 天山神秘大峡谷 -> 罗布人村寨,南疆;巴州-南疆北线,塔什库尔干县(帕米尔高原);喀什市;库车市;库尔勒市,7,3,2,6,2520,4371,0.577,38.462,58.889,78.373,24.778,2.672,2,6.785,35.437,由旧9线路容量锚定，并按景点安全承载量、线路长度、分流属性校准,增强丝路、民俗、考古文化主题,False,candidate_not_selected,
Q4V2_R027,COL004,South_Culture,South_Culture_nature_flagship,帕米尔—喀什—巴州自然风景12日线,由南疆文化线种子生成的自然风景12天产品；seed仅表示初始线路来源，不等同于最终空间范围。,nature_flagship,自然风景,nature_flagship,12,9,3,9,P028;P027;P025;P024;P026;P030;P031;P029;P034,石头城遗址 -> 帕米尔高原白沙湖 -> 艾提尕尔清真寺 -> 喀什古城 -> 香妃园 -> 库车王府 -> 克孜尔石窟 -> 天山神秘大峡谷 -> 罗布人村寨,南疆;巴州-南疆北线,塔什库尔干县(帕米尔高原);喀什市;库车市;库尔勒市,7,3,2,6,2750,4371,0.629,38.462,58.889,76.774,24.778,2.672,2,6.785,35.18,由旧9线路容量锚定，并按景点安全承载量、线路长度、分流属性校准,增强湖泊、草原、峡谷、冰川等自然体验,False,candidate_not_selected,
Q4V2_R028,COL004,South_Culture,South_Culture_premium_reserve,帕米尔—喀什—巴州精品预约12日线,由南疆文化线种子生成的精品预约12天产品；seed仅表示初始线路来源，不等同于最终空间范围。,premium_reserve,精品预约,premium_reserve,12,8,4,8,P028;P027;P025;P024;P026;P030;P031;P029,石头城遗址 -> 帕米尔高原白沙湖 -> 艾提尕尔清真寺 -> 喀什古城 -> 香妃园 -> 库车王府 -> 克孜尔石窟 -> 天山神秘大峡谷,南疆;巴州-南疆北线,塔什库尔干县(帕米尔高原);喀什市;库车市,6,2,2,6,2000,4371,0.458,36.934,60.5,94.5,25.632,2.167,1,6.058,40.239,由旧9线路容量锚定，并按景点安全承载量、线路长度、分流属性校准,小团预约制，承载低但满意度和可控性高,False,candidate_not_selected,
Q4V2_R031,COL005,Bazhou_Desert,Bazhou_Desert_senior_slow,巴州—东疆长者慢游12日线,由巴州沙漠湖泊线种子生成的长者慢游12天产品；seed仅表示初始线路来源，不等同于最终空间范围。,senior_slow,长者慢游,senior_slow,12,7,5,7,P034;P032;P030;P031;P029;P033;P013,罗布人村寨 -> 博斯腾湖 -> 库车王府 -> 克孜尔石窟 -> 天山神秘大峡谷 -> 巴音布鲁克草原 -> 吐峪沟麻扎村,巴州-南疆北线;东疆,库尔勒市;库车市;巴音布鲁克;吐鲁番市,4,5,0,2,5510,12240,0.45,42.892,69.429,98.0,26.209,3.745,1,5.161,48.195,由旧9线路容量锚定，并按景点安全承载量、线路长度、分流属性校准,低海拔、低转场、低红日的慢节奏产品,False,candidate_not_selected,
Q4V2_R032,COL005,Bazhou_Desert,Bazhou_Desert_low_pressure,巴州—东疆—乌鲁木齐错峰分流12日线,由巴州沙漠湖泊线种子生成的错峰分流12天产品；seed仅表示初始线路来源，不等同于最终空间范围。,decongested_route,错峰分流,low_pressure,12,9,3,9,P034;P032;P030;P029;P033;P017;P008;P001;P013,罗布人村寨 -> 博斯腾湖 -> 库车王府 -> 天山神秘大峡谷 -> 巴音布鲁克草原 -> 果子沟大桥 -> 赛里木湖 -> 天山天池 -> 吐峪沟麻扎村,巴州-南疆北线;伊犁;乌鲁木齐周边;东疆,库尔勒市;库车市;巴音布鲁克;赛里木湖;天池风景区;吐鲁番市,3,8,0,4,8200,12240,0.67,45.666,74.111,84.284,35.27,3.649,2,6.227,47.967,由旧9线路容量锚定，并按景点安全承载量、线路长度、分流属性校准,优先选高承载、低热点替代点，承担拥挤分流,False,candidate_not_selected,
Q4V2_R033,COL005,Bazhou_Desert,Bazhou_Desert_culture_deep,巴州—东疆—喀什文化深游12日线,由巴州沙漠湖泊线种子生成的文化深游12天产品；seed仅表示初始线路来源，不等同于最终空间范围。,culture_deep,文化深游,culture_deep,12,9,3,9,P034;P032;P030;P031;P029;P033;P013;P006;P024,罗布人村寨 -> 博斯腾湖 -> 库车王府 -> 克孜尔石窟 -> 天山神秘大峡谷 -> 巴音布鲁克草原 -> 吐峪沟麻扎村 -> 交河故城 -> 喀什古城,巴州-南疆北线;东疆;南疆,库尔勒市;库车市;巴音布鲁克;吐鲁番市;喀什市,6,5,0,3,6490,12240,0.53,50.585,76.222,76.888,34.179,4.863,2,6.652,46.279,由旧9线路容量锚定，并按景点安全承载量、线路长度、分流属性校准,增强丝路、民俗、考古文化主题,False,candidate_not_selected,
Q4V2_R034,COL005,Bazhou_Desert,Bazhou_Desert_nature_flagship,巴州—东疆—乌鲁木齐自然风景12日线,由巴州沙漠湖泊线种子生成的自然风景12天产品；seed仅表示初始线路来源，不等同于最终空间范围。,nature_flagship,自然风景,nature_flagship,12,9,3,9,P034;P032;P030;P029;P033;P017;P008;P001;P013,罗布人村寨 -> 博斯腾湖 -> 库车王府 -> 天山神秘大峡谷 -> 巴音布鲁克草原 -> 果子沟大桥 -> 赛里木湖 -> 天山天池 -> 吐峪沟麻扎村,巴州-南疆北线;伊犁;乌鲁木齐周边;东疆,库尔勒市;库车市;巴音布鲁克;赛里木湖;天池风景区;吐鲁番市,3,8,0,4,7100,12240,0.58,45.666,74.111,80.912,35.27,3.649,2,6.227,46.553,由旧9线路容量锚定，并按景点安全承载量、线路长度、分流属性校准,增强湖泊、草原、峡谷、冰川等自然体验,False,candidate_not_selected,
Q4V2_R035,COL005,Bazhou_Desert,Bazhou_Desert_premium_reserve,巴州—伊犁—东疆精品预约12日线,由巴州沙漠湖泊线种子生成的精品预约12天产品；seed仅表示初始线路来源，不等同于最终空间范围。,premium_reserve,精品预约,premium_reserve,12,8,4,8,P034;P032;P030;P031;P029;P033;P014;P013,罗布人村寨 -> 博斯腾湖 -> 库车王府 -> 克孜尔石窟 -> 天山神秘大峡谷 -> 巴音布鲁克草原 -> 霍城薰衣草花田 -> 吐峪沟麻扎村,巴州-南疆北线;伊犁;东疆,库尔勒市;库车市;巴音布鲁克;霍城县(惠远古城);吐鲁番市,4,6,0,3,5880,12240,0.48,45.62,75.75,89.606,29.702,4.138,2,5.848,47.784,由旧9线路容量锚定，并按景点安全承载量、线路长度、分流属性校准,小团预约制，承载低但满意度和可控性高,False,candidate_not_selected,
Q4V2_R036,COL006,Hotan_Plus,Hotan_Plus_balanced_mass,喀什—和田—东疆大众均衡12日线,由和田南疆扩展线种子生成的大众均衡12天产品；seed仅表示初始线路来源，不等同于最终空间范围。,capacity_balanced,大众均衡,balanced_mass,12,10,2,10,P024;P025;P026;P040;P027;P028;P037;P039;P034;P013,喀什古城 -> 艾提尕尔清真寺 -> 香妃园 -> 奥依塔克冰川 -> 帕米尔高原白沙湖 -> 石头城遗址 -> 和田博物馆 -> 千里葡萄长廊 -> 罗布人村寨 -> 吐峪沟麻扎村,南疆;巴州-南疆北线;东疆,喀什市;塔什库尔干县(帕米尔高原);和田市;库尔勒市;吐鲁番市,7,4,3,8,7250,12240,0.592,43.441,68.5,59.292,27.182,3.945,3,8.231,34.569,由旧9线路容量锚定，并按景点安全承载量、线路长度、分流属性校准,保留原线路主题，扩展为12天中等强度产品,False,candidate_not_selected,
Q4V2_R037,COL006,Hotan_Plus,Hotan_Plus_family_comfort,喀什—和田—东疆亲子舒适12日线,由和田南疆扩展线种子生成的亲子舒适12天产品；seed仅表示初始线路来源，不等同于最终空间范围。,family_comfort,亲子舒适,family_comfort,12,8,4,8,P024;P025;P026;P040;P037;P039;P006;P013,喀什古城 -> 艾提尕尔清真寺 -> 香妃园 -> 奥依塔克冰川 -> 和田博物馆 -> 千里葡萄长廊 -> 交河故城 -> 吐峪沟麻扎村,南疆;东疆,喀什市;和田市;吐鲁番市,6,2,1,6,5350,12240,0.437,42.551,60.5,88.15,26.065,3.975,2,6.241,42.225,由旧9线路容量锚定，并按景点安全承载量、线路长度、分流属性校准,减少长转场与高强度景点，增加缓冲日,False,candidate_not_selected,
Q4V2_R038,COL006,Hotan_Plus,Hotan_Plus_senior_slow,喀什—和田—东疆长者慢游12日线,由和田南疆扩展线种子生成的长者慢游12天产品；seed仅表示初始线路来源，不等同于最终空间范围。,senior_slow,长者慢游,senior_slow,12,7,5,7,P024;P025;P026;P040;P037;P039;P013,喀什古城 -> 艾提尕尔清真寺 -> 香妃园 -> 奥依塔克冰川 -> 和田博物馆 -> 千里葡萄长廊 -> 吐峪沟麻扎村,南疆;东疆,喀什市;和田市;吐鲁番市,5,2,1,6,4300,12240,0.351,40.436,62.286,94.52,26.939,4.564,2,5.898,43.536,由旧9线路容量锚定，并按景点安全承载量、线路长度、分流属性校准,低海拔、低转场、低红日的慢节奏产品,False,candidate_not_selected,
Q4V2_R040,COL006,Hotan_Plus,Hotan_Plus_culture_deep,喀什—和田—东疆文化深游12日线,由和田南疆扩展线种子生成的文化深游12天产品；seed仅表示初始线路来源，不等同于最终空间范围。,culture_deep,文化深游,culture_deep,12,9,3,9,P024;P025;P026;P040;P037;P039;P031;P006;P013,喀什古城 -> 艾提尕尔清真寺 -> 香妃园 -> 奥依塔克冰川 -> 和田博物馆 -> 千里葡萄长廊 -> 克孜尔石窟 -> 交河故城 -> 吐峪沟麻扎村,南疆;巴州-南疆北线;东疆,喀什市;和田市;库车市;吐鲁番市,7,2,1,6,5060,12240,0.413,45.196,65.111,73.665,30.364,3.736,3,6.708,40.246,由旧9线路容量锚定，并按景点安全承载量、线路长度、分流属性校准,增强丝路、民俗、考古文化主题,False,candidate_not_selected,
Q4V2_R042,COL006,Hotan_Plus,Hotan_Plus_premium_reserve,喀什—和田—东疆精品预约12日线,由和田南疆扩展线种子生成的精品预约12天产品；seed仅表示初始线路来源，不等同于最终空间范围。,premium_reserve,精品预约,premium_reserve,12,8,4,8,P024;P025;P026;P040;P037;P039;P034;P013,喀什古城 -> 艾提尕尔清真寺 -> 香妃园 -> 奥依塔克冰川 -> 和田博物馆 -> 千里葡萄长廊 -> 罗布人村寨 -> 吐峪沟麻扎村,南疆;巴州-南疆北线;东疆,喀什市;和田市;库尔勒市;吐鲁番市,6,3,1,6,4580,12240,0.374,44.718,72.625,80.526,31.265,4.127,3,6.294,43.593,由旧9线路容量锚定，并按景点安全承载量、线路长度、分流属性校准,小团预约制，承载低但满意度和可控性高,False,candidate_not_selected,
Q4V2_R044,COL007,Short_Urumqi_East,Short_Urumqi_East_family_comfort,乌鲁木齐—东疆亲子舒适12日线,由乌鲁木齐东疆短线种子生成的亲子舒适12天产品；seed仅表示初始线路来源，不等同于最终空间范围。,family_comfort,亲子舒适,family_comfort,12,8,4,8,P001;P002;P004;P005;P006;P003;P011;P013,天山天池 -> 达坂城古镇 -> 葡萄沟 -> 坎儿井民俗园 -> 交河故城 -> 火焰山 -> 高昌故城 -> 吐峪沟麻扎村,乌鲁木齐周边;东疆,天池风景区;达坂城镇;吐鲁番市,5,3,0,3,11420,20400,0.56,57.759,66.75,98.0,24.708,0.837,0,4.693,56.614,由旧9线路容量锚定，并按景点安全承载量、线路长度、分流属性校准,减少长转场与高强度景点，增加缓冲日,False,candidate_not_selected,
Q4V2_R047,COL007,Short_Urumqi_East,Short_Urumqi_East_culture_deep,乌鲁木齐—东疆文化深游12日线,由乌鲁木齐东疆短线种子生成的文化深游12天产品；seed仅表示初始线路来源，不等同于最终空间范围。,culture_deep,文化深游,culture_deep,12,9,3,9,P001;P036;P002;P004;P012;P006;P003;P011;P013,天山天池 -> 北庭故城遗址 -> 达坂城古镇 -> 葡萄沟 -> 苏公塔 -> 交河故城 -> 火焰山 -> 高昌故城 -> 吐峪沟麻扎村,乌鲁木齐周边;东疆,天池风景区;乌鲁木齐市;达坂城镇;吐鲁番市,6,3,0,3,10810,20400,0.53,56.159,61.667,98.0,23.957,1.028,0,5.31,53.66,由旧9线路容量锚定，并按景点安全承载量、线路长度、分流属性校准,增强丝路、民俗、考古文化主题,False,candidate_not_selected,
Q4V2_R049,COL007,Short_Urumqi_East,Short_Urumqi_East_premium_reserve,乌鲁木齐—东疆精品预约12日线,由乌鲁木齐东疆短线种子生成的精品预约12天产品；seed仅表示初始线路来源，不等同于最终空间范围。,premium_reserve,精品预约,premium_reserve,12,8,4,8,P001;P002;P004;P012;P006;P003;P011;P013,天山天池 -> 达坂城古镇 -> 葡萄沟 -> 苏公塔 -> 交河故城 -> 火焰山 -> 高昌故城 -> 吐峪沟麻扎村,乌鲁木齐周边;东疆,天池风景区;达坂城镇;吐鲁番市,5,3,0,3,9790,20400,0.48,58.759,66.75,98.0,24.708,0.843,0,4.695,56.053,由旧9线路容量锚定，并按景点安全承载量、线路长度、分流属性校准,小团预约制，承载低但满意度和可控性高,False,candidate_not_selected,
Q4V2_R050,COL008,SilkRoad_Deep,SilkRoad_Deep_balanced_mass,东疆—巴州—喀什大众均衡12日线,由丝路深游线种子生成的大众均衡12天产品；seed仅表示初始线路来源，不等同于最终空间范围。,capacity_balanced,大众均衡,balanced_mass,12,10,2,10,P013;P011;P012;P005;P006;P034;P030;P031;P025;P024,吐峪沟麻扎村 -> 高昌故城 -> 苏公塔 -> 坎儿井民俗园 -> 交河故城 -> 罗布人村寨 -> 库车王府 -> 克孜尔石窟 -> 艾提尕尔清真寺 -> 喀什古城,东疆;巴州-南疆北线;南疆,吐鲁番市;库尔勒市;库车市;喀什市,10,2,0,3,8160,10200,0.8,53.351,56.0,82.951,32.095,2.499,2,6.374,46.441,由旧9线路容量锚定，并按景点安全承载量、线路长度、分流属性校准,保留原线路主题，扩展为12天中等强度产品,False,candidate_not_selected,
Q4V2_R052,COL008,SilkRoad_Deep,SilkRoad_Deep_senior_slow,东疆—巴州—喀什长者慢游12日线,由丝路深游线种子生成的长者慢游12天产品；seed仅表示初始线路来源，不等同于最终空间范围。,senior_slow,长者慢游,senior_slow,12,7,5,7,P013;P011;P012;P006;P030;P031;P024,吐峪沟麻扎村 -> 高昌故城 -> 苏公塔 -> 交河故城 -> 库车王府 -> 克孜尔石窟 -> 喀什古城,东疆;巴州-南疆北线;南疆,吐鲁番市;库车市;喀什市,7,1,0,2,4590,10200,0.45,55.874,60.571,98.0,37.358,3.166,2,4.958,53.28,由旧9线路容量锚定，并按景点安全承载量、线路长度、分流属性校准,低海拔、低转场、低红日的慢节奏产品,False,candidate_not_selected,
Q4V2_R054,COL008,SilkRoad_Deep,SilkRoad_Deep_culture_deep,东疆—巴州—喀什文化深游12日线,由丝路深游线种子生成的文化深游12天产品；seed仅表示初始线路来源，不等同于最终空间范围。,culture_deep,文化深游,culture_deep,12,9,3,9,P013;P011;P012;P006;P030;P031;P026;P024;P025,吐峪沟麻扎村 -> 高昌故城 -> 苏公塔 -> 交河故城 -> 库车王府 -> 克孜尔石窟 -> 香妃园 -> 喀什古城 -> 艾提尕尔清真寺,东疆;巴州-南疆北线;南疆,吐鲁番市;库车市;喀什市,9,1,0,4,5410,10200,0.53,51.536,56.778,88.367,32.2,2.423,2,5.798,46.794,由旧9线路容量锚定，并按景点安全承载量、线路长度、分流属性校准,增强丝路、民俗、考古文化主题,False,candidate_not_selected,
Q4V2_R055,COL008,SilkRoad_Deep,SilkRoad_Deep_nature_flagship,东疆—巴州—喀什自然风景12日线,由丝路深游线种子生成的自然风景12天产品；seed仅表示初始线路来源，不等同于最终空间范围。,nature_flagship,自然风景,nature_flagship,12,9,3,9,P013;P003;P011;P012;P006;P034;P030;P031;P024,吐峪沟麻扎村 -> 火焰山 -> 高昌故城 -> 苏公塔 -> 交河故城 -> 罗布人村寨 -> 库车王府 -> 克孜尔石窟 -> 喀什古城,东疆;巴州-南疆北线;南疆,吐鲁番市;库尔勒市;库车市;喀什市,8,3,0,2,5920,10200,0.58,56.725,65.111,84.732,34.712,2.82,2,5.937,49.552,由旧9线路容量锚定，并按景点安全承载量、线路长度、分流属性校准,增强湖泊、草原、峡谷、冰川等自然体验,False,candidate_not_selected,
Q4V2_R056,COL008,SilkRoad_Deep,SilkRoad_Deep_premium_reserve,东疆—巴州—喀什精品预约12日线,由丝路深游线种子生成的精品预约12天产品；seed仅表示初始线路来源，不等同于最终空间范围。,premium_reserve,精品预约,premium_reserve,12,8,4,8,P013;P011;P012;P006;P034;P030;P031;P024,吐峪沟麻扎村 -> 高昌故城 -> 苏公塔 -> 交河故城 -> 罗布人村寨 -> 库车王府 -> 克孜尔石窟 -> 喀什古城,东疆;巴州-南疆北线;南疆,吐鲁番市;库尔勒市;库车市;喀什市,8,2,0,2,4900,10200,0.48,55.601,63.25,94.431,35.832,3.18,2,5.513,51.626,由旧9线路容量锚定，并按景点安全承载量、线路长度、分流属性校准,小团预约制，承载低但满意度和可控性高,False,candidate_not_selected,
Q4V2_R057,COL009,Border_Pamir,Border_Pamir_balanced_mass,东疆—赛湖—喀什大众均衡12日线,由帕米尔边境线种子生成的大众均衡12天产品；seed仅表示初始线路来源，不等同于最终空间范围。,capacity_balanced,大众均衡,balanced_mass,12,10,2,10,P028;P027;P040;P024;P034;P001;P013;P008;P017;P014,石头城遗址 -> 帕米尔高原白沙湖 -> 奥依塔克冰川 -> 喀什古城 -> 罗布人村寨 -> 天山天池 -> 吐峪沟麻扎村 -> 赛里木湖 -> 果子沟大桥 -> 霍城薰衣草花田,南疆;巴州-南疆北线;乌鲁木齐周边;东疆;伊犁,塔什库尔干县(帕米尔高原);喀什市;库尔勒市;天池风景区;吐鲁番市;赛里木湖;霍城县(惠远古城),4,8,3,7,5340,6120,0.873,51.026,84.0,57.799,41.003,4.269,3,8.344,40.779,由旧9线路容量锚定，并按景点安全承载量、线路长度、分流属性校准,保留原线路主题，扩展为12天中等强度产品,False,candidate_not_selected,
Q4V2_R058,COL009,Border_Pamir,Border_Pamir_family_comfort,帕米尔—和田—东疆亲子舒适12日线,由帕米尔边境线种子生成的亲子舒适12天产品；seed仅表示初始线路来源，不等同于最终空间范围。,family_comfort,亲子舒适,family_comfort,12,8,4,8,P028;P027;P040;P025;P024;P026;P037;P013,石头城遗址 -> 帕米尔高原白沙湖 -> 奥依塔克冰川 -> 艾提尕尔清真寺 -> 喀什古城 -> 香妃园 -> 和田博物馆 -> 吐峪沟麻扎村,南疆;东疆,塔什库尔干县(帕米尔高原);喀什市;和田市;吐鲁番市,6,3,3,7,3740,6120,0.611,41.601,63.625,77.561,24.382,4.143,2,7.2,36.912,由旧9线路容量锚定，并按景点安全承载量、线路长度、分流属性校准,减少长转场与高强度景点，增加缓冲日,False,candidate_not_selected,
Q4V2_R059,COL009,Border_Pamir,Border_Pamir_senior_slow,帕米尔—喀什—和田长者慢游12日线,由帕米尔边境线种子生成的长者慢游12天产品；seed仅表示初始线路来源，不等同于最终空间范围。,senior_slow,长者慢游,senior_slow,12,7,5,7,P028;P027;P040;P025;P024;P026;P037,石头城遗址 -> 帕米尔高原白沙湖 -> 奥依塔克冰川 -> 艾提尕尔清真寺 -> 喀什古城 -> 香妃园 -> 和田博物馆,南疆,塔什库尔干县(帕米尔高原);喀什市;和田市,5,2,3,7,3010,6120,0.492,33.017,53.286,98.0,19.815,1.93,1,5.875,38.314,由旧9线路容量锚定，并按景点安全承载量、线路长度、分流属性校准,低海拔、低转场、低红日的慢节奏产品,False,candidate_not_selected,
Q4V2_R060,COL009,Border_Pamir,Border_Pamir_low_pressure,东疆—赛湖—喀什错峰分流12日线,由帕米尔边境线种子生成的错峰分流12天产品；seed仅表示初始线路来源，不等同于最终空间范围。,decongested_route,错峰分流,low_pressure,12,9,3,9,P028;P027;P040;P024;P034;P001;P013;P008;P017,石头城遗址 -> 帕米尔高原白沙湖 -> 奥依塔克冰川 -> 喀什古城 -> 罗布人村寨 -> 天山天池 -> 吐峪沟麻扎村 -> 赛里木湖 -> 果子沟大桥,南疆;巴州-南疆北线;乌鲁木齐周边;东疆;伊犁,塔什库尔干县(帕米尔高原);喀什市;库尔勒市;天池风景区;吐鲁番市;赛里木湖,4,7,3,6,4470,6120,0.73,51.505,88.667,61.988,42.875,4.607,3,7.912,43.367,由旧9线路容量锚定，并按景点安全承载量、线路长度、分流属性校准,优先选高承载、低热点替代点，承担拥挤分流,False,candidate_not_selected,
Q4V2_R061,COL009,Border_Pamir,Border_Pamir_culture_deep,帕米尔—和田—东疆文化深游12日线,由帕米尔边境线种子生成的文化深游12天产品；seed仅表示初始线路来源，不等同于最终空间范围。,culture_deep,文化深游,culture_deep,12,9,3,9,P028;P027;P040;P025;P024;P026;P037;P034;P013,石头城遗址 -> 帕米尔高原白沙湖 -> 奥依塔克冰川 -> 艾提尕尔清真寺 -> 喀什古城 -> 香妃园 -> 和田博物馆 -> 罗布人村寨 -> 吐峪沟麻扎村,南疆;巴州-南疆北线;东疆,塔什库尔干县(帕米尔高原);喀什市;和田市;库尔勒市;吐鲁番市,7,4,3,7,3540,6120,0.578,45.61,70.667,64.603,28.867,3.787,3,7.625,36.314,由旧9线路容量锚定，并按景点安全承载量、线路长度、分流属性校准,增强丝路、民俗、考古文化主题,False,candidate_not_selected,
Q4V2_R062,COL009,Border_Pamir,Border_Pamir_nature_flagship,东疆—赛湖—喀什自然风景12日线,由帕米尔边境线种子生成的自然风景12天产品；seed仅表示初始线路来源，不等同于最终空间范围。,nature_flagship,自然风景,nature_flagship,12,9,3,9,P028;P027;P040;P024;P001;P003;P013;P008;P017,石头城遗址 -> 帕米尔高原白沙湖 -> 奥依塔克冰川 -> 喀什古城 -> 天山天池 -> 火焰山 -> 吐峪沟麻扎村 -> 赛里木湖 -> 果子沟大桥,南疆;乌鲁木齐周边;东疆;伊犁,塔什库尔干县(帕米尔高原);喀什市;天池风景区;吐鲁番市;赛里木湖,3,7,3,6,3870,6120,0.632,50.175,76.889,65.302,37.964,4.225,2,7.779,40.754,由旧9线路容量锚定，并按景点安全承载量、线路长度、分流属性校准,增强湖泊、草原、峡谷、冰川等自然体验,False,candidate_not_selected,
