day_index,spot_id,spot_name,region_cluster,time_slot,baseline_load,baseline_capacity,baseline_utilization,recommended_booking_ratio,release_batch_plan,operation_action,policy_note
5,P024,喀什古城,南疆,afternoon,135.46,51300.0,0.0026,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
5,P024,喀什古城,南疆,evening,38.2067,14820.0,0.0026,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
6,P006,交河故城,东疆,morning,725.3,2394.0,0.303,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
6,P034,罗布人村寨,巴州-南疆北线,morning,527.6,2394.0,0.2204,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
6,P006,交河故城,东疆,afternoon,377.156,2565.0,0.147,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
6,P006,交河故城,东疆,evening,106.3773,741.0,0.1436,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
6,P034,罗布人村寨,巴州-南疆北线,afternoon,274.352,2565.0,0.107,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
6,P034,罗布人村寨,巴州-南疆北线,evening,77.3813,741.0,0.1044,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
6,P003,火焰山,东疆,morning,414.35,4788.0,0.0865,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
6,P039,千里葡萄长廊,南疆,morning,257.4,3192.0,0.0806,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
6,P022,五彩滩,北疆,afternoon,239.9,5130.0,0.0468,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
6,P003,火焰山,东疆,afternoon,215.462,5130.0,0.042,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
6,P003,火焰山,东疆,evening,60.7713,1482.0,0.041,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
6,P008,赛里木湖,伊犁,morning,346.65,8778.0,0.0395,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
6,P039,千里葡萄长廊,南疆,afternoon,133.848,3420.0,0.0391,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
6,P039,千里葡萄长廊,南疆,evening,37.752,988.0,0.0382,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
6,P001,天山天池,乌鲁木齐周边,morning,341.5,10294.2,0.0332,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
6,P022,五彩滩,北疆,morning,124.748,4788.0,0.0261,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
6,P022,五彩滩,北疆,evening,35.1853,1482.0,0.0237,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
6,P008,赛里木湖,伊犁,afternoon,180.258,9405.0,0.0192,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
6,P008,赛里木湖,伊犁,evening,50.842,2717.0,0.0187,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
6,P001,天山天池,乌鲁木齐周边,afternoon,177.58,11029.5,0.0161,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
6,P001,天山天池,乌鲁木齐周边,evening,50.0867,3186.3,0.0157,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
7,P006,交河故城,东疆,morning,912.05,2394.0,0.381,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
7,P034,罗布人村寨,巴州-南疆北线,morning,832.25,2394.0,0.3476,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
7,P005,坎儿井民俗园,东疆,morning,683.5,2394.0,0.2855,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
7,P006,交河故城,东疆,afternoon,474.266,2565.0,0.1849,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
7,P006,交河故城,东疆,evening,133.7673,741.0,0.1805,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
7,P034,罗布人村寨,巴州-南疆北线,afternoon,432.77,2565.0,0.1687,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
7,P034,罗布人村寨,巴州-南疆北线,evening,122.0633,741.0,0.1647,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
7,P003,火焰山,东疆,morning,725.3,4788.0,0.1515,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
7,P005,坎儿井民俗园,东疆,afternoon,355.42,2565.0,0.1386,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
7,P005,坎儿井民俗园,东疆,evening,100.2467,741.0,0.1353,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
7,P010,喀拉峻大草原,伊犁,morning,581.05,4788.0,0.1214,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
7,P023,世界魔鬼城,北疆,morning,259.5,3192.0,0.0813,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
7,P003,火焰山,东疆,afternoon,377.156,5130.0,0.0735,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
7,P003,火焰山,东疆,evening,106.3773,1482.0,0.0718,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
7,P029,天山神秘大峡谷,巴州-南疆北线,morning,335.4,4788.0,0.0701,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
7,P014,霍城薰衣草花田,伊犁,morning,307.5,4788.0,0.0642,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
7,P010,喀拉峻大草原,伊犁,afternoon,302.146,5130.0,0.0589,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
7,P010,喀拉峻大草原,伊犁,evening,85.2207,1482.0,0.0575,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
7,P026,香妃园,南疆,morning,100.0,2394.0,0.0418,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
7,P023,世界魔鬼城,北疆,afternoon,134.94,3420.0,0.0395,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
7,P008,赛里木湖,伊犁,morning,341.5,8778.0,0.0389,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
7,P023,世界魔鬼城,北疆,evening,38.06,988.0,0.0385,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
7,P029,天山神秘大峡谷,巴州-南疆北线,afternoon,174.408,5130.0,0.034,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
7,P029,天山神秘大峡谷,巴州-南疆北线,evening,49.192,1482.0,0.0332,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
7,P014,霍城薰衣草花田,伊犁,afternoon,159.9,5130.0,0.0312,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
7,P014,霍城薰衣草花田,伊犁,evening,45.1,1482.0,0.0304,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
7,P019,禾木村,北疆,morning,239.9,7980.0,0.0301,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
7,P026,香妃园,南疆,afternoon,52.0,2565.0,0.0203,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
7,P026,香妃园,南疆,evening,14.6667,741.0,0.0198,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
7,P008,赛里木湖,伊犁,afternoon,177.58,9405.0,0.0189,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
7,P008,赛里木湖,伊犁,evening,50.0867,2717.0,0.0184,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
7,P019,禾木村,北疆,afternoon,124.748,8550.0,0.0146,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
7,P019,禾木村,北疆,evening,35.1853,2470.0,0.0142,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
8,P006,交河故城,东疆,morning,683.5,2394.0,0.2855,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
8,P030,库车王府,巴州-南疆北线,afternoon,385.5,2565.0,0.1503,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
8,P006,交河故城,东疆,afternoon,355.42,2565.0,0.1386,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
8,P006,交河故城,东疆,evening,100.2467,741.0,0.1353,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
8,P030,库车王府,巴州-南疆北线,morning,200.46,2394.0,0.0837,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
8,P030,库车王府,巴州-南疆北线,evening,56.54,741.0,0.0763,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
8,P033,巴音布鲁克草原,巴州-南疆北线,afternoon,335.4,5130.0,0.0654,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
8,P015,昭苏草原,伊犁,afternoon,234.4,5130.0,0.0457,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
8,P033,巴音布鲁克草原,巴州-南疆北线,morning,174.408,4788.0,0.0364,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
8,P033,巴音布鲁克草原,巴州-南疆北线,evening,49.192,1482.0,0.0332,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
8,P017,果子沟大桥,伊犁,afternoon,307.5,9405.0,0.0327,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
8,P015,昭苏草原,伊犁,morning,121.888,4788.0,0.0255,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
8,P015,昭苏草原,伊犁,evening,34.3787,1482.0,0.0232,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
8,P017,果子沟大桥,伊犁,morning,159.9,8778.0,0.0182,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
8,P017,果子沟大桥,伊犁,evening,45.1,2717.0,0.0166,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
8,P001,天山天池,乌鲁木齐周边,morning,160.5,10294.2,0.0156,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
8,P001,天山天池,乌鲁木齐周边,afternoon,83.46,11029.5,0.0076,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
8,P001,天山天池,乌鲁木齐周边,evening,23.54,3186.3,0.0074,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
9,P003,火焰山,东疆,morning,1041.95,4788.0,0.2176,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
9,P011,高昌故城,东疆,morning,373.85,2394.0,0.1562,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
9,P013,吐峪沟麻扎村,东疆,morning,351.45,2394.0,0.1468,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
9,P030,库车王府,巴州-南疆北线,morning,341.5,2394.0,0.1426,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
9,P012,苏公塔,东疆,morning,268.1,2394.0,0.112,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
9,P003,火焰山,东疆,afternoon,541.814,5130.0,0.1056,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
9,P003,火焰山,东疆,evening,152.8193,1482.0,0.1031,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
9,P008,赛里木湖,伊犁,morning,721.85,8778.0,0.0822,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
9,P011,高昌故城,东疆,afternoon,194.402,2565.0,0.0758,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
9,P011,高昌故城,东疆,evening,54.8313,741.0,0.074,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
9,P013,吐峪沟麻扎村,东疆,afternoon,182.754,2565.0,0.0712,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
9,P013,吐峪沟麻扎村,东疆,evening,51.546,741.0,0.0696,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
9,P030,库车王府,巴州-南疆北线,afternoon,177.58,2565.0,0.0692,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
9,P030,库车王府,巴州-南疆北线,evening,50.0867,741.0,0.0676,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
9,P001,天山天池,乌鲁木齐周边,morning,604.05,10294.2,0.0587,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
9,P012,苏公塔,东疆,afternoon,139.412,2565.0,0.0544,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
9,P022,五彩滩,北疆,morning,259.5,4788.0,0.0542,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
9,P012,苏公塔,东疆,evening,39.3213,741.0,0.0531,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
9,P029,天山神秘大峡谷,巴州-南疆北线,morning,234.4,4788.0,0.049,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
9,P008,赛里木湖,伊犁,afternoon,375.362,9405.0,0.0399,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
9,P008,赛里木湖,伊犁,evening,105.8713,2717.0,0.039,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
9,P001,天山天池,乌鲁木齐周边,afternoon,314.106,11029.5,0.0285,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
9,P001,天山天池,乌鲁木齐周边,evening,88.594,3186.3,0.0278,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
9,P022,五彩滩,北疆,afternoon,134.94,5130.0,0.0263,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
9,P022,五彩滩,北疆,evening,38.06,1482.0,0.0257,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
9,P029,天山神秘大峡谷,巴州-南疆北线,afternoon,121.888,5130.0,0.0238,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
9,P029,天山神秘大峡谷,巴州-南疆北线,evening,34.3787,1482.0,0.0232,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
9,P018,喀纳斯湖,北疆,morning,239.9,10773.0,0.0223,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
9,P018,喀纳斯湖,北疆,afternoon,124.748,11542.5,0.0108,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
9,P018,喀纳斯湖,北疆,evening,35.1853,3334.5,0.0106,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
10,P011,高昌故城,东疆,morning,951.6,2394.0,0.3975,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
10,P013,吐峪沟麻扎村,东疆,morning,791.75,2394.0,0.3307,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
10,P031,克孜尔石窟,巴州-南疆北线,morning,727.0,2394.0,0.3037,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
10,P011,高昌故城,东疆,afternoon,494.832,2565.0,0.1929,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
10,P011,高昌故城,东疆,evening,139.568,741.0,0.1884,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
10,P013,吐峪沟麻扎村,东疆,afternoon,411.71,2565.0,0.1605,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
10,P013,吐峪沟麻扎村,东疆,evening,116.1233,741.0,0.1567,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
10,P031,克孜尔石窟,巴州-南疆北线,afternoon,378.04,2565.0,0.1474,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
10,P031,克孜尔石窟,巴州-南疆北线,evening,106.6267,741.0,0.1439,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
10,P034,罗布人村寨,巴州-南疆北线,morning,234.4,2394.0,0.0979,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
10,P003,火焰山,东疆,morning,346.65,4788.0,0.0724,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
10,P001,天山天池,乌鲁木齐周边,morning,642.9,10294.2,0.0625,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
10,P021,可可托海,北疆,morning,239.9,4788.0,0.0501,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
10,P034,罗布人村寨,巴州-南疆北线,afternoon,121.888,2565.0,0.0475,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
10,P034,罗布人村寨,巴州-南疆北线,evening,34.3787,741.0,0.0464,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
10,P008,赛里木湖,伊犁,morning,351.45,8778.0,0.04,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
10,P003,火焰山,东疆,afternoon,180.258,5130.0,0.0351,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
10,P003,火焰山,东疆,evening,50.842,1482.0,0.0343,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
10,P019,禾木村,北疆,morning,259.5,7980.0,0.0325,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
10,P001,天山天池,乌鲁木齐周边,afternoon,334.308,11029.5,0.0303,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
10,P001,天山天池,乌鲁木齐周边,evening,94.292,3186.3,0.0296,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
10,P017,果子沟大桥,伊犁,morning,215.462,8778.0,0.0245,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
10,P021,可可托海,北疆,afternoon,124.748,5130.0,0.0243,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
10,P021,可可托海,北疆,evening,35.1853,1482.0,0.0237,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
10,P017,果子沟大桥,伊犁,evening,60.7713,2717.0,0.0224,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
10,P008,赛里木湖,伊犁,afternoon,182.754,9405.0,0.0194,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
10,P008,赛里木湖,伊犁,evening,51.546,2717.0,0.019,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
10,P019,禾木村,北疆,afternoon,134.94,8550.0,0.0158,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
10,P019,禾木村,北疆,evening,38.06,2470.0,0.0154,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
11,P013,吐峪沟麻扎村,东疆,morning,2534.0,2394.0,1.0585,0.84,40%首批+30%二批+20%候补+10%现场应急,red: 暂停加量，向低压线路和相邻时段转移，并补摆渡/安检资源,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
11,P013,吐峪沟麻扎村,东疆,afternoon,1317.68,2565.0,0.5137,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
11,P013,吐峪沟麻扎村,东疆,evening,371.6533,741.0,0.5016,1.0,70%首批+20%二批+10%机动,green: 可正常放票，保留少量应急名额,分时预约策略按时段压力动态调整，不再只做12天总容量上限。
