from_spot_id,from_spot_name,to_spot_id,to_spot_name,scenario_id,shortest_time_hours,shortest_cost_yuan_per_two,path_risk,path_modes
P011,高昌故城,P025,艾提尕尔清真寺,base_summer,10.283,2679.0,0.28,scenic_shuttle -> transfer -> rail -> transfer -> transfer -> air -> transfer -> scenic_shuttle
P011,高昌故城,P026,香妃园,base_summer,10.283,2679.0,0.28,scenic_shuttle -> transfer -> rail -> transfer -> transfer -> air -> transfer -> scenic_shuttle
P011,高昌故城,P027,帕米尔高原白沙湖,base_summer,13.93,2783.63,0.383,scenic_shuttle -> transfer -> rail -> transfer -> transfer -> air -> transfer -> scenic_shuttle -> self_drive
P011,高昌故城,P028,石头城遗址,base_summer,14.783,2838.5,0.36,scenic_shuttle -> transfer -> rail -> transfer -> transfer -> air -> transfer -> self_drive -> scenic_shuttle
P011,高昌故城,P029,天山神秘大峡谷,base_summer,10.282,408.9,0.368,self_drive -> self_drive
P011,高昌故城,P030,库车王府,base_summer,9.292,378.25,0.349,self_drive -> self_drive
P011,高昌故城,P031,克孜尔石窟,base_summer,10.299,408.17,0.367,self_drive -> self_drive
P011,高昌故城,P032,博斯腾湖,base_summer,5.8,233.5,0.16,scenic_shuttle -> self_drive -> scenic_shuttle
P011,高昌故城,P033,巴音布鲁克草原,base_summer,8.642,327.02,0.278,self_drive
P011,高昌故城,P034,罗布人村寨,base_summer,6.5,233.5,0.16,scenic_shuttle -> self_drive -> scenic_shuttle
P011,高昌故城,P035,江布拉克草原,base_summer,4.889,185.91,0.153,self_drive
P011,高昌故城,P036,北庭故城遗址,base_summer,5.12,203.59,0.163,self_drive
P011,高昌故城,P037,和田博物馆,base_summer,10.283,2491.0,0.28,scenic_shuttle -> transfer -> rail -> transfer -> transfer -> air -> transfer -> scenic_shuttle
P011,高昌故城,P038,尼雅遗址,base_summer,13.483,2551.5,0.36,scenic_shuttle -> transfer -> rail -> transfer -> transfer -> air -> transfer -> self_drive -> scenic_shuttle
P011,高昌故城,P039,千里葡萄长廊,base_summer,10.283,2491.0,0.28,scenic_shuttle -> transfer -> rail -> transfer -> transfer -> air -> transfer -> scenic_shuttle
P011,高昌故城,P040,奥依塔克冰川,base_summer,11.983,2679.0,0.28,scenic_shuttle -> transfer -> rail -> transfer -> transfer -> air -> transfer -> scenic_shuttle
P012,苏公塔,P001,天山天池,base_summer,3.334,148.57,0.13,self_drive
P012,苏公塔,P002,达坂城古镇,base_summer,1.849,70.53,0.083,self_drive
P012,苏公塔,P003,火焰山,base_summer,0.512,15.57,0.049,self_drive
P012,苏公塔,P004,葡萄沟,base_summer,0.298,5.0,0.043,self_drive
P012,苏公塔,P005,坎儿井民俗园,base_summer,0.258,3.25,0.042,self_drive
P012,苏公塔,P006,交河故城,base_summer,0.388,7.75,0.045,self_drive
P012,苏公塔,P007,楼兰古城,base_summer,9.716,2680.16,0.321,scenic_shuttle -> transfer -> rail -> transfer -> transfer -> air -> transfer -> scenic_shuttle -> self_drive
P012,苏公塔,P008,赛里木湖,base_summer,8.087,406.85,0.327,self_drive
P012,苏公塔,P009,那拉提草原,base_summer,9.694,347.22,0.33,self_drive -> self_drive
P012,苏公塔,P010,喀拉峻大草原,base_summer,12.266,344.25,0.28,scenic_shuttle -> transfer -> rail -> rail -> transfer -> self_drive -> scenic_shuttle
P012,苏公塔,P011,高昌故城,base_summer,0.796,20.27,0.052,self_drive
P012,苏公塔,P012,苏公塔,base_summer,0.0,0.0,0.0,
P012,苏公塔,P013,吐峪沟麻扎村,base_summer,0.841,26.11,0.056,self_drive
P012,苏公塔,P014,霍城薰衣草花田,base_summer,9.057,440.78,0.33,self_drive
P012,苏公塔,P015,昭苏草原,base_summer,14.7,593.48,0.463,self_drive -> self_drive
P012,苏公塔,P016,夏塔古道,base_summer,13.266,445.0,0.28,scenic_shuttle -> transfer -> rail -> rail -> transfer -> self_drive -> scenic_shuttle
P012,苏公塔,P017,果子沟大桥,base_summer,8.387,436.85,0.407,self_drive -> scenic_shuttle -> scenic_shuttle
P012,苏公塔,P018,喀纳斯湖,base_summer,8.791,437.7,0.407,self_drive -> scenic_shuttle -> scenic_shuttle
P012,苏公塔,P019,禾木村,base_summer,8.791,437.7,0.407,self_drive -> scenic_shuttle -> scenic_shuttle
P012,苏公塔,P020,白哈巴村,base_summer,9.649,454.93,0.457,self_drive -> scenic_shuttle -> scenic_shuttle -> self_drive
P012,苏公塔,P021,可可托海,base_summer,8.282,399.69,0.322,self_drive
P012,苏公塔,P022,五彩滩,base_summer,8.491,407.7,0.327,self_drive
P012,苏公塔,P023,世界魔鬼城,base_summer,6.808,343.26,0.248,self_drive
P012,苏公塔,P024,喀什古城,base_summer,9.583,2679.0,0.28,scenic_shuttle -> transfer -> rail -> transfer -> transfer -> air -> transfer -> scenic_shuttle
P012,苏公塔,P025,艾提尕尔清真寺,base_summer,9.583,2679.0,0.28,scenic_shuttle -> transfer -> rail -> transfer -> transfer -> air -> transfer -> scenic_shuttle
P012,苏公塔,P026,香妃园,base_summer,9.583,2679.0,0.28,scenic_shuttle -> transfer -> rail -> transfer -> transfer -> air -> transfer -> scenic_shuttle
P012,苏公塔,P027,帕米尔高原白沙湖,base_summer,13.23,2783.63,0.383,scenic_shuttle -> transfer -> rail -> transfer -> transfer -> air -> transfer -> scenic_shuttle -> self_drive
P012,苏公塔,P028,石头城遗址,base_summer,14.083,2838.5,0.36,scenic_shuttle -> transfer -> rail -> transfer -> transfer -> air -> transfer -> self_drive -> scenic_shuttle
P012,苏公塔,P029,天山神秘大峡谷,base_summer,9.382,387.48,0.315,self_drive
P012,苏公塔,P030,库车王府,base_summer,8.392,356.83,0.296,self_drive
P012,苏公塔,P031,克孜尔石窟,base_summer,9.399,386.75,0.314,self_drive
P012,苏公塔,P032,博斯腾湖,base_summer,5.1,233.5,0.16,scenic_shuttle -> self_drive -> scenic_shuttle
P012,苏公塔,P033,巴音布鲁克草原,base_summer,8.218,314.39,0.271,self_drive -> self_drive
P012,苏公塔,P034,罗布人村寨,base_summer,5.8,233.5,0.16,scenic_shuttle -> self_drive -> scenic_shuttle
P012,苏公塔,P035,江布拉克草原,base_summer,4.957,193.92,0.158,self_drive
P012,苏公塔,P036,北庭故城遗址,base_summer,4.387,204.84,0.164,self_drive
P012,苏公塔,P037,和田博物馆,base_summer,9.583,2491.0,0.28,scenic_shuttle -> transfer -> rail -> transfer -> transfer -> air -> transfer -> scenic_shuttle
P012,苏公塔,P038,尼雅遗址,base_summer,12.783,2551.5,0.36,scenic_shuttle -> transfer -> rail -> transfer -> transfer -> air -> transfer -> self_drive -> scenic_shuttle
P012,苏公塔,P039,千里葡萄长廊,base_summer,9.583,2491.0,0.28,scenic_shuttle -> transfer -> rail -> transfer -> transfer -> air -> transfer -> scenic_shuttle
P012,苏公塔,P040,奥依塔克冰川,base_summer,11.283,2679.0,0.28,scenic_shuttle -> transfer -> rail -> transfer -> transfer -> air -> transfer -> scenic_shuttle
P013,吐峪沟麻扎村,P001,天山天池,base_summer,3.907,169.98,0.143,self_drive
P013,吐峪沟麻扎村,P002,达坂城古镇,base_summer,2.424,91.94,0.096,self_drive
P013,吐峪沟麻扎村,P003,火焰山,base_summer,0.393,10.74,0.047,self_drive
P013,吐峪沟麻扎村,P004,葡萄沟,base_summer,0.912,27.22,0.056,self_drive
P013,吐峪沟麻扎村,P005,坎儿井民俗园,base_summer,1.014,28.68,0.057,self_drive
P013,吐峪沟麻扎村,P006,交河故城,base_summer,1.129,33.53,0.06,self_drive
P013,吐峪沟麻扎村,P007,楼兰古城,base_summer,10.319,2708.33,0.321,self_drive -> transfer -> air -> transfer -> scenic_shuttle -> self_drive
P013,吐峪沟麻扎村,P008,赛里木湖,base_summer,8.714,428.26,0.33,self_drive
P013,吐峪沟麻扎村,P009,那拉提草原,base_summer,10.059,364.68,0.301,self_drive
P013,吐峪沟麻扎村,P010,喀拉峻大草原,base_summer,12.966,344.25,0.28,scenic_shuttle -> transfer -> rail -> rail -> transfer -> self_drive -> scenic_shuttle
P013,吐峪沟麻扎村,P011,高昌故城,base_summer,0.424,9.8,0.046,self_drive
P013,吐峪沟麻扎村,P012,苏公塔,base_summer,0.846,26.25,0.056,self_drive
P013,吐峪沟麻扎村,P013,吐峪沟麻扎村,base_summer,0.0,0.0,0.0,
P013,吐峪沟麻扎村,P014,霍城薰衣草花田,base_summer,9.633,462.19,0.33,self_drive
P013,吐峪沟麻扎村,P015,昭苏草原,base_summer,15.276,614.89,0.463,self_drive -> self_drive
P013,吐峪沟麻扎村,P016,夏塔古道,base_summer,13.966,445.0,0.28,scenic_shuttle -> transfer -> rail -> rail -> transfer -> self_drive -> scenic_shuttle
P013,吐峪沟麻扎村,P017,果子沟大桥,base_summer,9.014,458.26,0.41,self_drive -> scenic_shuttle -> scenic_shuttle
P013,吐峪沟麻扎村,P018,喀纳斯湖,base_summer,9.377,459.11,0.41,self_drive -> scenic_shuttle -> scenic_shuttle
P013,吐峪沟麻扎村,P019,禾木村,base_summer,9.377,459.11,0.41,self_drive -> scenic_shuttle -> scenic_shuttle
P013,吐峪沟麻扎村,P020,白哈巴村,base_summer,10.235,476.34,0.46,self_drive -> scenic_shuttle -> scenic_shuttle -> self_drive
P013,吐峪沟麻扎村,P021,可可托海,base_summer,8.852,421.1,0.33,self_drive
P013,吐峪沟麻扎村,P022,五彩滩,base_summer,9.077,429.11,0.33,self_drive
P013,吐峪沟麻扎村,P023,世界魔鬼城,base_summer,7.371,364.67,0.261,self_drive
P013,吐峪沟麻扎村,P024,喀什古城,base_summer,10.186,2707.17,0.28,self_drive -> transfer -> air -> transfer -> scenic_shuttle
P013,吐峪沟麻扎村,P025,艾提尕尔清真寺,base_summer,10.186,2707.17,0.28,self_drive -> transfer -> air -> transfer -> scenic_shuttle
P013,吐峪沟麻扎村,P026,香妃园,base_summer,10.186,2707.17,0.28,self_drive -> transfer -> air -> transfer -> scenic_shuttle
P013,吐峪沟麻扎村,P027,帕米尔高原白沙湖,base_summer,13.833,2811.8,0.383,self_drive -> transfer -> air -> transfer -> scenic_shuttle -> self_drive
P013,吐峪沟麻扎村,P028,石头城遗址,base_summer,14.686,2866.67,0.36,self_drive -> transfer -> air -> transfer -> self_drive -> scenic_shuttle
P013,吐峪沟麻扎村,P029,天山神秘大峡谷,base_summer,10.228,413.73,0.371,self_drive -> self_drive
P013,吐峪沟麻扎村,P030,库车王府,base_summer,9.238,383.08,0.352,self_drive -> self_drive
P013,吐峪沟麻扎村,P031,克孜尔石窟,base_summer,10.245,413.0,0.37,self_drive -> self_drive
P013,吐峪沟麻扎村,P032,博斯腾湖,base_summer,5.8,233.5,0.16,scenic_shuttle -> self_drive -> scenic_shuttle
P013,吐峪沟麻扎村,P033,巴音布鲁克草原,base_summer,8.565,331.85,0.281,self_drive
P013,吐峪沟麻扎村,P034,罗布人村寨,base_summer,6.5,233.5,0.16,scenic_shuttle -> self_drive -> scenic_shuttle
P013,吐峪沟麻扎村,P035,江布拉克草原,base_summer,4.507,173.16,0.145,self_drive
P013,吐峪沟麻扎村,P036,北庭故城遗址,base_summer,4.702,190.84,0.156,self_drive
P013,吐峪沟麻扎村,P037,和田博物馆,base_summer,10.186,2519.17,0.28,self_drive -> transfer -> air -> transfer -> scenic_shuttle
P013,吐峪沟麻扎村,P038,尼雅遗址,base_summer,13.386,2579.67,0.36,self_drive -> transfer -> air -> transfer -> self_drive -> scenic_shuttle
P013,吐峪沟麻扎村,P039,千里葡萄长廊,base_summer,10.186,2519.17,0.28,self_drive -> transfer -> air -> transfer -> scenic_shuttle
P013,吐峪沟麻扎村,P040,奥依塔克冰川,base_summer,11.886,2707.17,0.28,self_drive -> transfer -> air -> transfer -> scenic_shuttle
P014,霍城薰衣草花田,P001,天山天池,base_summer,6.886,360.3,0.258,self_drive
P014,霍城薰衣草花田,P002,达坂城古镇,base_summer,7.582,388.4,0.275,self_drive
P014,霍城薰衣草花田,P003,火焰山,base_summer,9.025,455.32,0.33,self_drive
P014,霍城薰衣草花田,P004,葡萄沟,base_summer,8.668,443.21,0.33,self_drive
P014,霍城薰衣草花田,P005,坎儿井民俗园,base_summer,8.691,441.2,0.33,self_drive
P014,霍城薰衣草花田,P006,交河故城,base_summer,8.797,444.29,0.33,self_drive
P014,霍城薰衣草花田,P007,楼兰古城,base_summer,13.583,3733.91,0.381,scenic_shuttle -> self_drive -> transfer -> air -> air -> transfer -> scenic_shuttle -> self_drive
P014,霍城薰衣草花田,P008,赛里木湖,base_summer,0.897,49.1,0.132,self_drive -> scenic_shuttle -> scenic_shuttle
P014,霍城薰衣草花田,P009,那拉提草原,base_summer,4.368,183.59,0.151,self_drive
P014,霍城薰衣草花田,P010,喀拉峻大草原,base_summer,3.615,131.53,0.12,self_drive
P014,霍城薰衣草花田,P011,高昌故城,base_summer,9.298,460.01,0.33,self_drive
P014,霍城薰衣草花田,P012,苏公塔,base_summer,8.766,444.26,0.33,self_drive
P014,霍城薰衣草花田,P013,吐峪沟麻扎村,base_summer,9.207,472.19,0.33,self_drive
P014,霍城薰衣草花田,P014,霍城薰衣草花田,base_summer,0.0,0.0,0.0,
P014,霍城薰衣草花田,P015,昭苏草原,base_summer,5.643,152.7,0.133,self_drive
P014,霍城薰衣草花田,P016,夏塔古道,base_summer,4.994,190.65,0.156,self_drive
P014,霍城薰衣草花田,P017,果子沟大桥,base_summer,0.597,19.1,0.052,self_drive
P014,霍城薰衣草花田,P018,喀纳斯湖,base_summer,9.535,497.16,0.41,self_drive -> scenic_shuttle -> scenic_shuttle
P014,霍城薰衣草花田,P019,禾木村,base_summer,9.535,497.16,0.41,self_drive -> scenic_shuttle -> scenic_shuttle
P014,霍城薰衣草花田,P020,白哈巴村,base_summer,10.393,514.39,0.46,self_drive -> scenic_shuttle -> scenic_shuttle -> self_drive
P014,霍城薰衣草花田,P021,可可托海,base_summer,11.423,598.45,0.33,self_drive
P014,霍城薰衣草花田,P022,五彩滩,base_summer,9.235,467.16,0.33,self_drive
P014,霍城薰衣草花田,P023,世界魔鬼城,base_summer,6.547,337.37,0.244,self_drive
P014,霍城薰衣草花田,P024,喀什古城,base_summer,13.45,3732.75,0.34,scenic_shuttle -> self_drive -> transfer -> air -> air -> transfer -> scenic_shuttle
P014,霍城薰衣草花田,P025,艾提尕尔清真寺,base_summer,13.45,3732.75,0.34,scenic_shuttle -> self_drive -> transfer -> air -> air -> transfer -> scenic_shuttle
P014,霍城薰衣草花田,P026,香妃园,base_summer,13.45,3732.75,0.34,scenic_shuttle -> self_drive -> transfer -> air -> air -> transfer -> scenic_shuttle
P014,霍城薰衣草花田,P027,帕米尔高原白沙湖,base_summer,17.097,3837.38,0.443,scenic_shuttle -> self_drive -> transfer -> air -> air -> transfer -> scenic_shuttle -> self_drive
P014,霍城薰衣草花田,P028,石头城遗址,base_summer,17.95,3892.25,0.42,scenic_shuttle -> self_drive -> transfer -> air -> air -> transfer -> self_drive -> scenic_shuttle
P014,霍城薰衣草花田,P029,天山神秘大峡谷,base_summer,8.665,328.89,0.279,self_drive
P014,霍城薰衣草花田,P030,库车王府,base_summer,9.679,363.28,0.3,self_drive
P014,霍城薰衣草花田,P031,克孜尔石窟,base_summer,9.893,373.15,0.306,self_drive
P014,霍城薰衣草花田,P032,博斯腾湖,base_summer,10.858,511.32,0.382,self_drive -> self_drive
P014,霍城薰衣草花田,P033,巴音布鲁克草原,base_summer,5.501,224.66,0.176,self_drive
P014,霍城薰衣草花田,P034,罗布人村寨,base_summer,11.043,546.17,0.382,self_drive -> self_drive
P014,霍城薰衣草花田,P035,江布拉克草原,base_summer,8.721,449.96,0.33,self_drive
P014,霍城薰衣草花田,P036,北庭故城遗址,base_summer,7.969,416.57,0.29,self_drive
P014,霍城薰衣草花田,P037,和田博物馆,base_summer,13.45,3544.75,0.34,scenic_shuttle -> self_drive -> transfer -> air -> air -> transfer -> scenic_shuttle
P014,霍城薰衣草花田,P038,尼雅遗址,base_summer,16.65,3605.25,0.42,scenic_shuttle -> self_drive -> transfer -> air -> air -> transfer -> self_drive -> scenic_shuttle
P014,霍城薰衣草花田,P039,千里葡萄长廊,base_summer,13.45,3544.75,0.34,scenic_shuttle -> self_drive -> transfer -> air -> air -> transfer -> scenic_shuttle
P014,霍城薰衣草花田,P040,奥依塔克冰川,base_summer,15.15,3732.75,0.34,scenic_shuttle -> self_drive -> transfer -> air -> air -> transfer -> scenic_shuttle
P015,昭苏草原,P001,天山天池,base_summer,12.305,512.1,0.33,self_drive
P015,昭苏草原,P002,达坂城古镇,base_summer,13.002,540.21,0.408,self_drive -> self_drive
P015,昭苏草原,P003,火焰山,base_summer,14.438,607.12,0.474,self_drive -> self_drive
P015,昭苏草原,P004,葡萄沟,base_summer,14.087,595.01,0.474,self_drive -> self_drive
P015,昭苏草原,P005,坎儿井民俗园,base_summer,14.117,593.0,0.474,self_drive -> self_drive
P015,昭苏草原,P006,交河故城,base_summer,14.222,596.09,0.474,self_drive -> self_drive
P015,昭苏草原,P007,楼兰古城,base_summer,18.083,3808.16,0.381,scenic_shuttle -> self_drive -> transfer -> air -> air -> transfer -> scenic_shuttle -> self_drive
P015,昭苏草原,P008,赛里木湖,base_summer,6.306,200.9,0.224,self_drive -> scenic_shuttle -> scenic_shuttle
P015,昭苏草原,P009,那拉提草原,base_summer,7.238,169.17,0.143,self_drive
P015,昭苏草原,P010,喀拉峻大草原,base_summer,4.167,63.65,0.079,self_drive
P015,昭苏草原,P011,高昌故城,base_summer,14.717,611.82,0.474,self_drive -> self_drive
P015,昭苏草原,P012,苏公塔,base_summer,14.188,596.06,0.474,self_drive -> self_drive
P015,昭苏草原,P013,吐峪沟麻扎村,base_summer,14.628,623.99,0.474,self_drive -> self_drive
P015,昭苏草原,P014,霍城薰衣草花田,base_summer,5.55,152.57,0.132,self_drive
P015,昭苏草原,P015,昭苏草原,base_summer,0.0,0.0,0.0,
P015,昭苏草原,P016,夏塔古道,base_summer,3.716,66.06,0.08,self_drive
P015,昭苏草原,P017,果子沟大桥,base_summer,6.006,170.9,0.144,self_drive
P015,昭苏草原,P018,喀纳斯湖,base_summer,14.967,648.97,0.554,self_drive -> self_drive -> scenic_shuttle -> scenic_shuttle
P015,昭苏草原,P019,禾木村,base_summer,14.967,648.97,0.554,self_drive -> self_drive -> scenic_shuttle -> scenic_shuttle
P015,昭苏草原,P020,白哈巴村,base_summer,15.825,666.2,0.604,self_drive -> self_drive -> scenic_shuttle -> scenic_shuttle -> self_drive
P015,昭苏草原,P021,可可托海,base_summer,16.859,750.26,0.474,self_drive -> self_drive
P015,昭苏草原,P022,五彩滩,base_summer,14.667,618.97,0.474,self_drive -> self_drive
P015,昭苏草原,P023,世界魔鬼城,base_summer,11.98,489.18,0.377,self_drive -> self_drive
P015,昭苏草原,P024,喀什古城,base_summer,17.95,3807.0,0.34,scenic_shuttle -> self_drive -> transfer -> air -> air -> transfer -> scenic_shuttle
P015,昭苏草原,P025,艾提尕尔清真寺,base_summer,17.95,3807.0,0.34,scenic_shuttle -> self_drive -> transfer -> air -> air -> transfer -> scenic_shuttle
P015,昭苏草原,P026,香妃园,base_summer,17.95,3807.0,0.34,scenic_shuttle -> self_drive -> transfer -> air -> air -> transfer -> scenic_shuttle
P015,昭苏草原,P027,帕米尔高原白沙湖,base_summer,21.597,3911.63,0.443,scenic_shuttle -> self_drive -> transfer -> air -> air -> transfer -> scenic_shuttle -> self_drive
P015,昭苏草原,P028,石头城遗址,base_summer,22.45,3966.5,0.42,scenic_shuttle -> self_drive -> transfer -> air -> air -> transfer -> self_drive -> scenic_shuttle
P015,昭苏草原,P029,天山神秘大峡谷,base_summer,11.308,324.52,0.277,self_drive
P015,昭苏草原,P030,库车王府,base_summer,12.296,358.91,0.298,self_drive
P015,昭苏草原,P031,克孜尔石窟,base_summer,12.537,368.78,0.304,self_drive
P015,昭苏草原,P032,博斯腾湖,base_summer,13.738,409.96,0.328,self_drive
P015,昭苏草原,P033,巴音布鲁克草原,base_summer,8.108,220.29,0.214,self_drive
P015,昭苏草原,P034,罗布人村寨,base_summer,13.925,444.81,0.33,self_drive
P015,昭苏草原,P035,江布拉克草原,base_summer,14.138,601.77,0.474,self_drive -> self_drive
P015,昭苏草原,P036,北庭故城遗址,base_summer,13.39,568.38,0.425,self_drive -> self_drive
P015,昭苏草原,P037,和田博物馆,base_summer,17.95,3619.0,0.34,scenic_shuttle -> self_drive -> transfer -> air -> air -> transfer -> scenic_shuttle
P015,昭苏草原,P038,尼雅遗址,base_summer,20.698,703.44,0.33,self_drive
P015,昭苏草原,P039,千里葡萄长廊,base_summer,17.95,3619.0,0.34,scenic_shuttle -> self_drive -> transfer -> air -> air -> transfer -> scenic_shuttle
P015,昭苏草原,P040,奥依塔克冰川,base_summer,19.65,3807.0,0.34,scenic_shuttle -> self_drive -> transfer -> air -> air -> transfer -> scenic_shuttle
P016,夏塔古道,P001,天山天池,base_summer,11.521,550.03,0.414,self_drive -> self_drive
P016,夏塔古道,P002,达坂城古镇,base_summer,12.212,578.14,0.431,self_drive -> self_drive
P016,夏塔古道,P003,火焰山,base_summer,13.648,645.05,0.497,self_drive -> self_drive
P016,夏塔古道,P004,葡萄沟,base_summer,13.266,445.0,0.28,scenic_shuttle -> self_drive -> transfer -> rail -> rail -> transfer -> scenic_shuttle
P016,夏塔古道,P005,坎儿井民俗园,base_summer,13.266,445.0,0.28,scenic_shuttle -> self_drive -> transfer -> rail -> rail -> transfer -> scenic_shuttle
P016,夏塔古道,P006,交河故城,base_summer,13.266,445.0,0.28,scenic_shuttle -> self_drive -> transfer -> rail -> rail -> transfer -> scenic_shuttle
P016,夏塔古道,P007,楼兰古城,base_summer,16.583,3873.16,0.381,scenic_shuttle -> self_drive -> transfer -> air -> air -> transfer -> scenic_shuttle -> self_drive
P016,夏塔古道,P008,赛里木湖,base_summer,5.516,238.83,0.247,self_drive -> scenic_shuttle -> scenic_shuttle
P016,夏塔古道,P009,那拉提草原,base_summer,6.468,207.11,0.166,self_drive
P016,夏塔古道,P010,喀拉峻大草原,base_summer,3.372,104.4,0.103,self_drive
P016,夏塔古道,P011,高昌故城,base_summer,13.927,649.75,0.497,self_drive -> self_drive
P016,夏塔古道,P012,苏公塔,base_summer,13.266,445.0,0.28,scenic_shuttle -> self_drive -> transfer -> rail -> rail -> transfer -> scenic_shuttle
P016,夏塔古道,P013,吐峪沟麻扎村,base_summer,13.838,661.92,0.497,self_drive -> self_drive
P016,夏塔古道,P014,霍城薰衣草花田,base_summer,4.739,190.51,0.155,self_drive
P016,夏塔古道,P015,昭苏草原,base_summer,3.726,66.27,0.08,self_drive
P016,夏塔古道,P016,夏塔古道,base_summer,0.0,0.0,0.0,
P016,夏塔古道,P017,果子沟大桥,base_summer,5.216,208.83,0.167,self_drive
P016,夏塔古道,P018,喀纳斯湖,base_summer,14.177,686.9,0.577,self_drive -> self_drive -> scenic_shuttle -> scenic_shuttle
P016,夏塔古道,P019,禾木村,base_summer,14.177,686.9,0.577,self_drive -> self_drive -> scenic_shuttle -> scenic_shuttle
P016,夏塔古道,P020,白哈巴村,base_summer,15.035,704.13,0.627,self_drive -> self_drive -> scenic_shuttle -> scenic_shuttle -> self_drive
P016,夏塔古道,P021,可可托海,base_summer,16.069,788.19,0.497,self_drive -> self_drive
P016,夏塔古道,P022,五彩滩,base_summer,13.877,656.9,0.497,self_drive -> self_drive
P016,夏塔古道,P023,世界魔鬼城,base_summer,11.19,527.11,0.4,self_drive -> self_drive
P016,夏塔古道,P024,喀什古城,base_summer,16.45,3872.0,0.34,scenic_shuttle -> self_drive -> transfer -> air -> air -> transfer -> scenic_shuttle
P016,夏塔古道,P025,艾提尕尔清真寺,base_summer,16.45,3872.0,0.34,scenic_shuttle -> self_drive -> transfer -> air -> air -> transfer -> scenic_shuttle
P016,夏塔古道,P026,香妃园,base_summer,16.45,3872.0,0.34,scenic_shuttle -> self_drive -> transfer -> air -> air -> transfer -> scenic_shuttle
P016,夏塔古道,P027,帕米尔高原白沙湖,base_summer,20.097,3976.63,0.443,scenic_shuttle -> self_drive -> transfer -> air -> air -> transfer -> scenic_shuttle -> self_drive
P016,夏塔古道,P028,石头城遗址,base_summer,20.95,4031.5,0.42,scenic_shuttle -> self_drive -> transfer -> air -> air -> transfer -> self_drive -> scenic_shuttle
P016,夏塔古道,P029,天山神秘大峡谷,base_summer,10.541,362.46,0.3,self_drive
P016,夏塔古道,P030,库车王府,base_summer,11.543,396.84,0.321,self_drive
P016,夏塔古道,P031,克孜尔石窟,base_summer,11.775,406.72,0.326,self_drive
P016,夏塔古道,P032,博斯腾湖,base_summer,13.011,447.89,0.33,self_drive
P016,夏塔古道,P033,巴音布鲁克草原,base_summer,7.307,258.22,0.196,self_drive
P016,夏塔古道,P034,罗布人村寨,base_summer,13.135,482.74,0.33,self_drive
P016,夏塔古道,P035,江布拉克草原,base_summer,13.348,639.7,0.497,self_drive -> self_drive
P016,夏塔古道,P036,北庭故城遗址,base_summer,12.6,606.31,0.448,self_drive -> self_drive
P016,夏塔古道,P037,和田博物馆,base_summer,16.45,3684.0,0.34,scenic_shuttle -> self_drive -> transfer -> air -> air -> transfer -> scenic_shuttle
P016,夏塔古道,P038,尼雅遗址,base_summer,19.65,3744.5,0.42,scenic_shuttle -> self_drive -> transfer -> air -> air -> transfer -> self_drive -> scenic_shuttle
P016,夏塔古道,P039,千里葡萄长廊,base_summer,16.45,3684.0,0.34,scenic_shuttle -> self_drive -> transfer -> air -> air -> transfer -> scenic_shuttle
P016,夏塔古道,P040,奥依塔克冰川,base_summer,18.15,3872.0,0.34,scenic_shuttle -> self_drive -> transfer -> air -> air -> transfer -> scenic_shuttle
P017,果子沟大桥,P001,天山天池,base_summer,6.305,341.2,0.247,self_drive
P017,果子沟大桥,P002,达坂城古镇,base_summer,6.996,369.31,0.264,self_drive
P017,果子沟大桥,P003,火焰山,base_summer,8.432,436.22,0.33,self_drive
P017,果子沟大桥,P004,葡萄沟,base_summer,8.081,424.11,0.33,self_drive
P017,果子沟大桥,P005,坎儿井民俗园,base_summer,8.111,422.1,0.33,self_drive
P017,果子沟大桥,P006,交河故城,base_summer,8.216,425.19,0.33,self_drive
P017,果子沟大桥,P007,楼兰古城,base_summer,13.269,2894.45,0.434,self_drive -> transfer -> air -> transfer -> scenic_shuttle -> self_drive
P017,果子沟大桥,P008,赛里木湖,base_summer,0.3,30.0,0.08,scenic_shuttle -> scenic_shuttle
P017,果子沟大桥,P009,那拉提草原,base_summer,5.721,249.14,0.253,scenic_shuttle -> scenic_shuttle -> self_drive
P017,果子沟大桥,P010,喀拉峻大草原,base_summer,4.961,197.09,0.221,scenic_shuttle -> scenic_shuttle -> self_drive
P017,果子沟大桥,P011,高昌故城,base_summer,8.711,440.92,0.33,self_drive
P017,果子沟大桥,P012,苏公塔,base_summer,8.182,425.16,0.33,self_drive
P017,果子沟大桥,P013,吐峪沟麻扎村,base_summer,8.622,453.09,0.33,self_drive
P017,果子沟大桥,P014,霍城薰衣草花田,base_summer,1.455,67.03,0.142,scenic_shuttle -> scenic_shuttle -> self_drive
P017,果子沟大桥,P015,昭苏草原,base_summer,6.934,218.26,0.234,scenic_shuttle -> scenic_shuttle -> self_drive
P017,果子沟大桥,P016,夏塔古道,base_summer,6.326,256.21,0.257,scenic_shuttle -> scenic_shuttle -> self_drive
P017,果子沟大桥,P017,果子沟大桥,base_summer,0.0,0.0,0.0,
P017,果子沟大桥,P018,喀纳斯湖,base_summer,8.961,478.07,0.41,self_drive -> scenic_shuttle -> scenic_shuttle
P017,果子沟大桥,P019,禾木村,base_summer,8.961,478.07,0.41,self_drive -> scenic_shuttle -> scenic_shuttle
