from_spot_id,from_spot_name,to_spot_id,to_spot_name,scenario_id,mode_combo,dominant_mode,time_hours,cost_yuan_for_two,fatigue_score,risk_score,is_night_transport,requires_transfer,label_rank,generalized_cost_score,label_quality_note
P007,楼兰古城,P022,五彩滩,base_summer,self_drive -> scenic_shuttle -> transfer -> air -> transfer -> self_drive,air,13.43,2875.41,25.536,0.548,False,True,1,4823.38,public_transport_candidate_needs_schedule_confirmation
P007,楼兰古城,P023,世界魔鬼城,base_summer,self_drive -> scenic_shuttle -> transfer -> air -> transfer -> self_drive,air,11.753,2813.63,19.259,0.486,False,True,1,4383.24,public_transport_candidate_needs_schedule_confirmation
P007,楼兰古城,P024,喀什古城,base_summer,self_drive,taxi_transfer,0.198,1.73,0.158,0.051,False,False,1,46.37,amap_or_model_road_edge
P007,楼兰古城,P025,艾提尕尔清真寺,base_summer,self_drive,taxi_transfer,0.225,2.05,0.18,0.051,False,False,1,48.625,amap_or_model_road_edge
P007,楼兰古城,P026,香妃园,base_summer,self_drive,taxi_transfer,0.277,2.77,0.222,0.052,False,False,1,53.655,amap_or_model_road_edge
P007,楼兰古城,P027,帕米尔高原白沙湖,base_summer,self_drive,rental_car,3.603,105.02,4.035,0.124,False,False,1,487.1,amap_or_model_road_edge
P007,楼兰古城,P028,石头城遗址,base_summer,self_drive,rental_car,5.114,159.85,5.951,0.157,False,False,1,700.835,amap_or_model_road_edge
P007,楼兰古城,P029,天山神秘大峡谷,base_summer,self_drive,charter_car,8.479,417.54,12.26,0.382,False,False,1,1495.205,amap_or_model_road_edge
P007,楼兰古城,P030,库车王府,base_summer,self_drive,charter_car,7.243,390.33,9.281,0.311,False,False,1,1248.08,amap_or_model_road_edge
P007,楼兰古城,P031,克孜尔石窟,base_summer,self_drive,charter_car,7.681,384.68,10.274,0.313,False,False,1,1303.645,amap_or_model_road_edge
P007,楼兰古城,P032,博斯腾湖,base_summer,self_drive -> scenic_shuttle -> transfer -> rail -> transfer -> scenic_shuttle,rail,11.693,547.33,19.435,0.527,True,True,1,2147.36,public_transport_candidate_needs_schedule_confirmation
P007,楼兰古城,P033,巴音布鲁克草原,base_summer,self_drive,charter_car,11.664,521.51,22.47,0.43,False,False,1,2198.9,amap_or_model_road_edge
P007,楼兰古城,P034,罗布人村寨,base_summer,self_drive -> scenic_shuttle -> transfer -> air -> transfer -> self_drive,air,12.169,2800.55,20.722,0.485,False,True,1,4449.955,public_transport_candidate_needs_schedule_confirmation
P007,楼兰古城,P035,江布拉克草原,base_summer,self_drive -> scenic_shuttle -> transfer -> air -> transfer -> self_drive,air,9.94,2703.41,13.612,0.392,False,True,1,3899.05,public_transport_candidate_needs_schedule_confirmation
P007,楼兰古城,P036,北庭故城遗址,base_summer,self_drive -> scenic_shuttle -> transfer -> air -> transfer -> self_drive,air,9.245,2670.02,11.761,0.362,False,True,1,3740.04,public_transport_candidate_needs_schedule_confirmation
P007,楼兰古城,P037,和田博物馆,base_summer,self_drive,rental_car,5.474,272.38,6.522,0.225,False,False,1,892.46,amap_or_model_road_edge
P007,楼兰古城,P038,尼雅遗址,base_summer,self_drive -> scenic_shuttle -> transfer -> rail -> transfer -> self_drive -> scenic_shuttle,rail,9.265,1048.31,12.363,0.335,True,True,1,2129.92,public_transport_candidate_needs_schedule_confirmation
P007,楼兰古城,P039,千里葡萄长廊,base_summer,self_drive,rental_car,5.552,274.71,6.652,0.226,False,False,1,903.97,amap_or_model_road_edge
P007,楼兰古城,P040,奥依塔克冰川,base_summer,self_drive,taxi_transfer,2.041,57.19,1.633,0.085,False,False,1,253.11,amap_or_model_road_edge
P008,赛里木湖,P001,天山天池,base_summer,self_drive,rental_car,6.072,327.06,7.573,0.259,False,False,1,1035.765,amap_or_model_road_edge
P008,赛里木湖,P002,达坂城古镇,base_summer,self_drive,rental_car,6.763,355.16,8.949,0.286,False,False,1,1166.17,amap_or_model_road_edge
P008,赛里木湖,P003,火焰山,base_summer,self_drive,charter_car,8.193,422.07,11.521,0.378,False,False,1,1454.07,amap_or_model_road_edge
P008,赛里木湖,P004,葡萄沟,base_summer,self_drive,charter_car,7.845,409.97,10.663,0.331,False,False,1,1362.98,amap_or_model_road_edge
P008,赛里木湖,P005,坎儿井民俗园,base_summer,self_drive,charter_car,7.874,407.96,10.733,0.33,False,False,1,1364.535,amap_or_model_road_edge
P008,赛里木湖,P006,交河故城,base_summer,self_drive,charter_car,7.977,411.05,10.984,0.334,False,False,1,1384.925,amap_or_model_road_edge
P008,赛里木湖,P007,楼兰古城,base_summer,self_drive -> transfer -> air -> transfer -> scenic_shuttle -> self_drive,air,13.082,2880.31,24.15,0.546,False,True,1,4752.53,public_transport_candidate_needs_schedule_confirmation
P008,赛里木湖,P008,赛里木湖,base_summer,same_spot,same_spot,0.0,0.0,0.0,0.0,False,False,1,0.0,diagonal_zero_edge
P008,赛里木湖,P009,那拉提草原,base_summer,self_drive,rental_car,5.421,219.14,6.435,0.193,False,False,1,814.25,amap_or_model_road_edge
P008,赛里木湖,P010,喀拉峻大草原,base_summer,self_drive,rental_car,4.661,167.09,5.299,0.161,False,False,1,665.28,amap_or_model_road_edge
P008,赛里木湖,P011,高昌故城,base_summer,self_drive,charter_car,8.465,426.77,12.223,0.382,False,False,1,1502.28,amap_or_model_road_edge
P008,赛里木湖,P012,苏公塔,base_summer,self_drive,charter_car,7.941,411.02,10.895,0.333,False,False,1,1379.03,amap_or_model_road_edge
P008,赛里木湖,P013,吐峪沟麻扎村,base_summer,self_drive,charter_car,8.388,438.95,12.022,0.381,False,False,1,1502.12,amap_or_model_road_edge
P008,赛里木湖,P014,霍城薰衣草花田,base_summer,self_drive,taxi_transfer,1.155,37.03,0.924,0.072,False,False,1,162.235,amap_or_model_road_edge
P008,赛里木湖,P015,昭苏草原,base_summer,self_drive,rental_car,6.634,188.26,8.679,0.184,False,False,1,921.405,amap_or_model_road_edge
P008,赛里木湖,P016,夏塔古道,base_summer,self_drive,rental_car,6.026,226.21,7.488,0.197,False,False,1,892.28,amap_or_model_road_edge
P008,赛里木湖,P017,果子沟大桥,base_summer,scenic_shuttle -> scenic_shuttle,scenic_shuttle,0.3,30.0,1.07,0.095,False,True,1,145.65,amap_or_model_road_edge
P008,赛里木湖,P018,喀纳斯湖,base_summer,self_drive -> scenic_shuttle -> scenic_shuttle,scenic_shuttle,8.738,463.92,12.705,0.466,False,True,1,1621.075,amap_or_model_road_edge
P008,赛里木湖,P019,禾木村,base_summer,self_drive -> scenic_shuttle -> scenic_shuttle,scenic_shuttle,8.738,463.92,12.705,0.466,False,True,1,1621.075,amap_or_model_road_edge
P008,赛里木湖,P020,白哈巴村,base_summer,self_drive -> scenic_shuttle -> scenic_shuttle -> self_drive,scenic_shuttle,9.596,481.15,15.073,0.529,False,True,1,1812.695,amap_or_model_road_edge
P008,赛里木湖,P021,可可托海,base_summer,self_drive,charter_car,10.619,565.21,18.717,0.414,False,False,1,2027.54,amap_or_model_road_edge
P008,赛里木湖,P022,五彩滩,base_summer,self_drive,charter_car,8.438,433.92,12.152,0.382,False,False,1,1505.29,amap_or_model_road_edge
P008,赛里木湖,P023,世界魔鬼城,base_summer,self_drive,rental_car,5.763,304.13,7.014,0.244,False,False,1,967.865,amap_or_model_road_edge
P008,赛里木湖,P024,喀什古城,base_summer,self_drive -> transfer -> air -> transfer -> scenic_shuttle,air,12.949,2879.15,23.632,0.503,False,True,1,4697.605,public_transport_candidate_needs_schedule_confirmation
P008,赛里木湖,P025,艾提尕尔清真寺,base_summer,self_drive -> transfer -> air -> transfer -> scenic_shuttle,air,12.949,2879.15,23.632,0.503,False,True,1,4697.605,public_transport_candidate_needs_schedule_confirmation
P008,赛里木湖,P026,香妃园,base_summer,self_drive -> transfer -> air -> transfer -> scenic_shuttle,air,12.949,2879.15,23.632,0.503,False,True,1,4697.605,public_transport_candidate_needs_schedule_confirmation
P008,赛里木湖,P027,帕米尔高原白沙湖,base_summer,self_drive -> transfer -> air -> transfer -> scenic_shuttle -> self_drive,air,16.596,2983.78,40.146,0.661,False,True,1,5767.81,public_transport_candidate_needs_schedule_confirmation
P008,赛里木湖,P028,石头城遗址,base_summer,self_drive -> transfer -> air -> transfer -> self_drive -> scenic_shuttle,air,17.449,3038.65,44.699,0.651,False,True,1,6051.42,public_transport_candidate_needs_schedule_confirmation
P008,赛里木湖,P029,天山神秘大峡谷,base_summer,self_drive,charter_car,9.643,364.45,15.568,0.371,False,False,1,1625.115,amap_or_model_road_edge
P008,赛里木湖,P030,库车王府,base_summer,self_drive,charter_car,10.639,398.84,18.786,0.407,False,False,1,1860.775,amap_or_model_road_edge
P008,赛里木湖,P031,克孜尔石窟,base_summer,self_drive,charter_car,10.854,408.71,19.527,0.416,False,False,1,1916.915,amap_or_model_road_edge
P008,赛里木湖,P032,博斯腾湖,base_summer,self_drive,charter_car,10.076,478.08,16.923,0.406,False,False,1,1835.875,amap_or_model_road_edge
P008,赛里木湖,P033,巴音布鲁克草原,base_summer,self_drive,rental_car,6.512,260.22,8.429,0.226,False,False,1,1003.045,amap_or_model_road_edge
P008,赛里木湖,P034,罗布人村寨,base_summer,self_drive,charter_car,10.202,512.93,17.33,0.408,False,False,1,1894.65,amap_or_model_road_edge
P008,赛里木湖,P035,江布拉克草原,base_summer,self_drive,charter_car,7.879,416.72,10.745,0.333,False,False,1,1375.81,amap_or_model_road_edge
P008,赛里木湖,P036,北庭故城遗址,base_summer,self_drive,charter_car,7.168,383.33,9.118,0.305,False,False,1,1227.52,amap_or_model_road_edge
P008,赛里木湖,P037,和田博物馆,base_summer,self_drive -> transfer -> air -> transfer -> scenic_shuttle,air,12.949,2691.15,23.632,0.503,False,True,1,4509.605,public_transport_candidate_needs_schedule_confirmation
P008,赛里木湖,P038,尼雅遗址,base_summer,self_drive -> transfer -> air -> transfer -> self_drive -> scenic_shuttle,air,16.149,2751.65,37.865,0.631,False,True,1,5399.39,public_transport_candidate_needs_schedule_confirmation
P008,赛里木湖,P039,千里葡萄长廊,base_summer,self_drive -> transfer -> air -> transfer -> scenic_shuttle,air,12.949,2691.15,23.632,0.503,False,True,1,4509.605,public_transport_candidate_needs_schedule_confirmation
P008,赛里木湖,P040,奥依塔克冰川,base_summer,self_drive -> transfer -> air -> transfer -> scenic_shuttle,air,14.649,2879.15,30.734,0.529,False,True,1,5092.295,public_transport_candidate_needs_schedule_confirmation
P009,那拉提草原,P001,天山天池,base_summer,self_drive,charter_car,8.189,290.63,11.511,0.304,False,False,1,1277.64,amap_or_model_road_edge
P009,那拉提草原,P002,达坂城古镇,base_summer,self_drive,charter_car,8.134,287.7,11.373,0.301,False,False,1,1264.775,amap_or_model_road_edge
P009,那拉提草原,P003,火焰山,base_summer,self_drive,charter_car,9.557,354.61,15.307,0.363,False,False,1,1595.72,amap_or_model_road_edge
P009,那拉提草原,P004,葡萄沟,base_summer,self_drive,charter_car,9.223,342.51,14.318,0.351,False,False,1,1520.225,amap_or_model_road_edge
P009,那拉提草原,P005,坎儿井民俗园,base_summer,self_drive -> self_drive,charter_car,9.441,342.34,15.759,0.394,False,True,1,1618.33,amap_or_model_road_edge
P009,那拉提草原,P006,交河故城,base_summer,self_drive -> self_drive,charter_car,9.542,345.43,16.061,0.397,False,True,1,1640.345,amap_or_model_road_edge
P009,那拉提草原,P007,楼兰古城,base_summer,self_drive,charter_car,13.358,576.0,29.388,0.455,False,False,1,2638.99,amap_or_model_road_edge
P009,那拉提草原,P008,赛里木湖,base_summer,self_drive -> scenic_shuttle -> scenic_shuttle,scenic_shuttle,5.054,231.73,5.549,0.257,False,True,1,812.525,amap_or_model_road_edge
P009,那拉提草原,P009,那拉提草原,base_summer,same_spot,same_spot,0.0,0.0,0.0,0.0,False,False,1,0.0,diagonal_zero_edge
P009,那拉提草原,P010,喀拉峻大草原,base_summer,self_drive,rental_car,5.087,149.69,5.91,0.151,False,False,1,684.285,amap_or_model_road_edge
P009,那拉提草原,P011,高昌故城,base_summer,self_drive,charter_car,9.823,359.31,16.123,0.37,False,False,1,1650.65,amap_or_model_road_edge
P009,那拉提草原,P012,苏公塔,base_summer,self_drive -> self_drive,charter_car,9.513,345.4,15.974,0.397,False,True,1,1635.385,amap_or_model_road_edge
P009,那拉提草原,P013,吐峪沟麻扎村,base_summer,self_drive,charter_car,9.801,371.49,16.054,0.377,False,False,1,1663.155,amap_or_model_road_edge
P009,那拉提草原,P014,霍城薰衣草花田,base_summer,self_drive,rental_car,4.296,183.41,4.827,0.171,False,False,1,653.585,amap_or_model_road_edge
P009,那拉提草原,P015,昭苏草原,base_summer,self_drive,charter_car,7.116,170.87,9.006,0.176,False,False,1,930.8,amap_or_model_road_edge
P009,那拉提草原,P016,夏塔古道,base_summer,self_drive,rental_car,6.498,208.82,8.401,0.194,False,False,1,930.695,amap_or_model_road_edge
P009,那拉提草原,P017,果子沟大桥,base_summer,self_drive,rental_car,4.754,201.73,5.427,0.182,False,False,1,721.535,amap_or_model_road_edge
P009,那拉提草原,P018,喀纳斯湖,base_summer,self_drive -> scenic_shuttle -> scenic_shuttle,scenic_shuttle,11.017,433.41,19.578,0.494,False,True,1,1996.415,amap_or_model_road_edge
P009,那拉提草原,P019,禾木村,base_summer,self_drive -> scenic_shuttle -> scenic_shuttle,scenic_shuttle,11.017,433.41,19.578,0.494,False,True,1,1996.415,amap_or_model_road_edge
P009,那拉提草原,P020,白哈巴村,base_summer,self_drive -> scenic_shuttle -> scenic_shuttle -> self_drive,scenic_shuttle,11.875,450.64,22.65,0.557,False,True,1,2219.715,amap_or_model_road_edge
P009,那拉提草原,P021,可可托海,base_summer,self_drive,charter_car,13.107,541.75,28.298,0.452,False,False,1,2545.105,amap_or_model_road_edge
P009,那拉提草原,P022,五彩滩,base_summer,self_drive,charter_car,10.717,403.41,19.053,0.41,False,False,1,1881.89,amap_or_model_road_edge
P009,那拉提草原,P023,世界魔鬼城,base_summer,self_drive,charter_car,8.06,273.62,11.188,0.292,False,False,1,1234.38,amap_or_model_road_edge
P009,那拉提草原,P024,喀什古城,base_summer,self_drive,charter_car,13.329,575.07,29.261,0.455,False,False,1,2631.33,amap_or_model_road_edge
P009,那拉提草原,P025,艾提尕尔清真寺,base_summer,self_drive,charter_car,13.3,575.04,29.134,0.455,False,False,1,2624.57,amap_or_model_road_edge
P009,那拉提草原,P026,香妃园,base_summer,self_drive,charter_car,13.283,575.05,29.06,0.454,False,False,1,2620.055,amap_or_model_road_edge
P009,那拉提草原,P027,帕米尔高原白沙湖,base_summer,self_drive,charter_car,16.212,680.87,43.38,0.498,False,False,1,3499.19,amap_or_model_road_edge
P009,那拉提草原,P028,石头城遗址,base_summer,self_drive,charter_car,17.693,735.71,51.797,0.52,False,False,1,3997.83,amap_or_model_road_edge
P009,那拉提草原,P029,天山神秘大峡谷,base_summer,self_drive,rental_car,5.558,155.66,6.662,0.154,False,False,1,742.38,amap_or_model_road_edge
P009,那拉提草原,P030,库车王府,base_summer,self_drive,rental_car,6.568,190.05,8.543,0.184,False,False,1,914.765,amap_or_model_road_edge
P009,那拉提草原,P031,克孜尔石窟,base_summer,self_drive,rental_car,6.781,199.92,8.987,0.193,False,False,1,957.47,amap_or_model_road_edge
P009,那拉提草原,P032,博斯腾湖,base_summer,self_drive,charter_car,7.945,241.1,10.905,0.23,False,False,1,1147.9,amap_or_model_road_edge
P009,那拉提草原,P033,巴音布鲁克草原,base_summer,self_drive,taxi_transfer,2.254,51.43,1.803,0.081,False,False,1,260.055,amap_or_model_road_edge
P009,那拉提草原,P034,罗布人村寨,base_summer,self_drive,charter_car,8.048,275.95,11.158,0.293,False,False,1,1235.54,amap_or_model_road_edge
P009,那拉提草原,P035,江布拉克草原,base_summer,self_drive,charter_car,9.953,380.29,16.531,0.384,False,False,1,1702.94,amap_or_model_road_edge
P009,那拉提草原,P036,北庭故城遗址,base_summer,self_drive,charter_car,9.256,346.9,14.414,0.354,False,False,1,1531.89,amap_or_model_road_edge
P009,那拉提草原,P037,和田博物馆,base_summer,self_drive -> transfer -> air -> transfer -> scenic_shuttle,air,14.459,2640.13,29.889,0.495,False,True,1,4788.2,public_transport_candidate_needs_schedule_confirmation
P009,那拉提草原,P038,尼雅遗址,base_summer,self_drive,charter_car,15.017,534.58,37.165,0.48,False,False,1,3020.6,amap_or_model_road_edge
P009,那拉提草原,P039,千里葡萄长廊,base_summer,self_drive -> transfer -> air -> transfer -> scenic_shuttle,air,14.459,2640.13,29.889,0.495,False,True,1,4788.2,public_transport_candidate_needs_schedule_confirmation
P009,那拉提草原,P040,奥依塔克冰川,base_summer,self_drive,charter_car,14.706,633.04,35.631,0.476,False,False,1,3036.745,amap_or_model_road_edge
P010,喀拉峻大草原,P001,天山天池,base_summer,self_drive -> self_drive,charter_car,10.26,490.9,18.319,0.457,False,True,1,1948.555,amap_or_model_road_edge
P010,喀拉峻大草原,P002,达坂城古镇,base_summer,self_drive -> self_drive,charter_car,10.951,519.01,20.667,0.484,False,True,1,2122.71,amap_or_model_road_edge
P010,喀拉峻大草原,P003,火焰山,base_summer,self_drive -> self_drive,charter_car,12.387,585.92,26.096,0.572,False,True,1,2536.985,amap_or_model_road_edge
P010,喀拉峻大草原,P004,葡萄沟,base_summer,self_drive -> self_drive,charter_car,12.036,573.81,24.701,0.567,False,True,1,2446.815,amap_or_model_road_edge
P010,喀拉峻大草原,P005,坎儿井民俗园,base_summer,self_drive -> self_drive,charter_car,12.066,571.8,24.818,0.567,False,True,1,2451.12,amap_or_model_road_edge
P010,喀拉峻大草原,P006,交河故城,base_summer,self_drive -> self_drive,charter_car,12.171,574.89,25.232,0.569,False,True,1,2477.715,amap_or_model_road_edge
P010,喀拉峻大草原,P007,楼兰古城,base_summer,scenic_shuttle -> self_drive -> transfer -> air -> air -> transfer -> scenic_shuttle -> self_drive,air,15.583,3772.41,35.079,0.54,False,True,1,6220.37,public_transport_candidate_needs_schedule_confirmation
P010,喀拉峻大草原,P008,赛里木湖,base_summer,self_drive -> scenic_shuttle -> scenic_shuttle,scenic_shuttle,4.255,179.7,4.641,0.226,False,True,1,673.07,amap_or_model_road_edge
P010,喀拉峻大草原,P009,那拉提草原,base_summer,self_drive,rental_car,4.997,147.98,5.776,0.15,False,False,1,672.795,amap_or_model_road_edge
P010,喀拉峻大草原,P010,喀拉峻大草原,base_summer,same_spot,same_spot,0.0,0.0,0.0,0.0,False,False,1,0.0,diagonal_zero_edge
P010,喀拉峻大草原,P011,高昌故城,base_summer,self_drive -> self_drive,charter_car,12.666,590.62,27.237,0.576,False,True,1,2605.195,amap_or_model_road_edge
P010,喀拉峻大草原,P012,苏公塔,base_summer,self_drive -> self_drive,charter_car,12.137,574.86,25.098,0.568,False,True,1,2469.865,amap_or_model_road_edge
P010,喀拉峻大草原,P013,吐峪沟麻扎村,base_summer,self_drive -> self_drive,charter_car,12.577,602.79,26.87,0.575,False,True,1,2597.135,amap_or_model_road_edge
P010,喀拉峻大草原,P014,霍城薰衣草花田,base_summer,self_drive,rental_car,3.446,131.38,3.86,0.14,False,False,1,509.69,amap_or_model_road_edge
P010,喀拉峻大草原,P015,昭苏草原,base_summer,self_drive,rental_car,4.049,63.65,4.535,0.099,False,False,1,468.84,amap_or_model_road_edge
P010,喀拉峻大草原,P016,夏塔古道,base_summer,self_drive,rental_car,3.426,104.41,3.837,0.123,False,False,1,470.785,amap_or_model_road_edge
P010,喀拉峻大草原,P017,果子沟大桥,base_summer,self_drive,rental_car,3.955,149.7,4.43,0.151,False,False,1,578.075,amap_or_model_road_edge
P010,喀拉峻大草原,P018,喀纳斯湖,base_summer,self_drive -> self_drive -> scenic_shuttle -> scenic_shuttle,scenic_shuttle,12.916,627.77,26.734,0.66,False,True,1,2678.86,amap_or_model_road_edge
P010,喀拉峻大草原,P019,禾木村,base_summer,self_drive -> self_drive -> scenic_shuttle -> scenic_shuttle,scenic_shuttle,12.916,627.77,26.734,0.66,False,True,1,2678.86,amap_or_model_road_edge
P010,喀拉峻大草原,P020,白哈巴村,base_summer,self_drive -> self_drive -> scenic_shuttle -> scenic_shuttle -> self_drive,scenic_shuttle,13.774,645.0,30.392,0.723,False,True,1,2928.53,amap_or_model_road_edge
P010,喀拉峻大草原,P021,可可托海,base_summer,self_drive -> self_drive,charter_car,14.808,729.06,36.93,0.608,False,True,1,3273.99,amap_or_model_road_edge
P010,喀拉峻大草原,P022,五彩滩,base_summer,self_drive -> self_drive,charter_car,12.616,597.77,27.031,0.575,False,True,1,2600.725,amap_or_model_road_edge
P010,喀拉峻大草原,P023,世界魔鬼城,base_summer,self_drive -> self_drive,charter_car,9.929,467.98,17.255,0.438,False,True,1,1854.77,amap_or_model_road_edge
P010,喀拉峻大草原,P024,喀什古城,base_summer,scenic_shuttle -> self_drive -> transfer -> air -> air -> transfer -> scenic_shuttle,air,15.45,3771.25,34.441,0.497,False,True,1,6160.045,public_transport_candidate_needs_schedule_confirmation
P010,喀拉峻大草原,P025,艾提尕尔清真寺,base_summer,scenic_shuttle -> self_drive -> transfer -> air -> air -> transfer -> scenic_shuttle,air,15.45,3771.25,34.441,0.497,False,True,1,6160.045,public_transport_candidate_needs_schedule_confirmation
P010,喀拉峻大草原,P026,香妃园,base_summer,scenic_shuttle -> self_drive -> transfer -> air -> air -> transfer -> scenic_shuttle,air,15.45,3771.25,34.441,0.497,False,True,1,6160.045,public_transport_candidate_needs_schedule_confirmation
P010,喀拉峻大草原,P027,帕米尔高原白沙湖,base_summer,scenic_shuttle -> self_drive -> transfer -> air -> air -> transfer -> scenic_shuttle -> self_drive,air,19.097,3875.88,54.239,0.654,False,True,1,7377.43,public_transport_candidate_needs_schedule_confirmation
P010,喀拉峻大草原,P028,石头城遗址,base_summer,scenic_shuttle -> self_drive -> transfer -> air -> air -> transfer -> self_drive -> scenic_shuttle,air,19.95,3930.75,59.56,0.644,False,True,1,7695.6,public_transport_candidate_needs_schedule_confirmation
P010,喀拉峻大草原,P029,天山神秘大峡谷,base_summer,self_drive,charter_car,9.143,303.33,14.087,0.326,False,False,1,1452.85,amap_or_model_road_edge
P010,喀拉峻大草原,P030,库车王府,base_summer,self_drive,charter_car,10.161,337.71,17.197,0.362,False,False,1,1684.41,amap_or_model_road_edge
P010,喀拉峻大草原,P031,克孜尔石窟,base_summer,self_drive,charter_car,10.384,347.59,17.928,0.372,False,False,1,1740.99,amap_or_model_road_edge
P010,喀拉峻大草原,P032,博斯腾湖,base_summer,self_drive,charter_car,11.664,388.76,22.47,0.416,False,False,1,2057.75,amap_or_model_road_edge
P010,喀拉峻大草原,P033,巴音布鲁克草原,base_summer,self_drive,rental_car,5.924,199.09,7.301,0.181,False,False,1,843.575,amap_or_model_road_edge
P010,喀拉峻大草原,P034,罗布人村寨,base_summer,self_drive,charter_car,11.804,423.61,23.003,0.432,False,False,1,2131.085,amap_or_model_road_edge
P010,喀拉峻大草原,P035,江布拉克草原,base_summer,self_drive -> self_drive,charter_car,12.087,580.57,24.901,0.567,False,True,1,2464.36,amap_or_model_road_edge
P010,喀拉峻大草原,P036,北庭故城遗址,base_summer,self_drive -> self_drive,charter_car,11.339,547.18,22.061,0.507,False,True,1,2240.99,amap_or_model_road_edge
P010,喀拉峻大草原,P037,和田博物馆,base_summer,scenic_shuttle -> self_drive -> transfer -> air -> air -> transfer -> scenic_shuttle,air,15.45,3583.25,34.441,0.497,False,True,1,5972.045,public_transport_candidate_needs_schedule_confirmation
P010,喀拉峻大草原,P038,尼雅遗址,base_summer,scenic_shuttle -> self_drive -> transfer -> air -> air -> transfer -> self_drive -> scenic_shuttle,air,18.65,3643.75,51.555,0.625,False,True,1,6991.475,public_transport_candidate_needs_schedule_confirmation
P010,喀拉峻大草原,P039,千里葡萄长廊,base_summer,scenic_shuttle -> self_drive -> transfer -> air -> air -> transfer -> scenic_shuttle,air,15.45,3583.25,34.441,0.497,False,True,1,5972.045,public_transport_candidate_needs_schedule_confirmation
P010,喀拉峻大草原,P040,奥依塔克冰川,base_summer,scenic_shuttle -> self_drive -> transfer -> air -> air -> transfer -> scenic_shuttle,air,17.15,3771.25,43.074,0.522,False,True,1,6623.03,public_transport_candidate_needs_schedule_confirmation
P011,高昌故城,P001,天山天池,base_summer,self_drive,rental_car,3.956,165.15,4.431,0.16,False,False,1,599.005,amap_or_model_road_edge
P011,高昌故城,P002,达坂城古镇,base_summer,self_drive,taxi_transfer,2.477,87.11,1.982,0.103,False,False,1,324.795,amap_or_model_road_edge
P011,高昌故城,P003,火焰山,base_summer,self_drive,taxi_transfer,0.47,8.61,0.376,0.055,False,False,1,74.98,amap_or_model_road_edge
P011,高昌故城,P004,葡萄沟,base_summer,self_drive,taxi_transfer,0.968,22.39,0.774,0.064,False,False,1,129.5,amap_or_model_road_edge
P011,高昌故城,P005,坎儿井民俗园,base_summer,self_drive,taxi_transfer,1.067,23.85,0.854,0.064,False,False,1,138.025,amap_or_model_road_edge
P011,高昌故城,P006,交河故城,base_summer,self_drive,taxi_transfer,1.228,26.05,0.982,0.066,False,False,1,152.82,amap_or_model_road_edge
P011,高昌故城,P007,楼兰古城,base_summer,scenic_shuttle -> transfer -> rail -> transfer -> transfer -> air -> transfer -> scenic_shuttle -> self_drive,air,10.416,2680.16,14.98,0.402,False,True,1,3960.02,public_transport_candidate_needs_schedule_confirmation
P011,高昌故城,P008,赛里木湖,base_summer,self_drive,charter_car,8.773,423.43,13.049,0.387,False,False,1,1549.89,amap_or_model_road_edge
P011,高昌故城,P009,那拉提草原,base_summer,self_drive,charter_car,10.122,359.85,17.071,0.375,False,False,1,1707.315,amap_or_model_road_edge
P011,高昌故城,P010,喀拉峻大草原,base_summer,scenic_shuttle -> transfer -> rail -> rail -> transfer -> self_drive -> scenic_shuttle,rail,12.966,344.25,23.99,0.389,True,True,1,2111.01,public_transport_candidate_needs_schedule_confirmation
P011,高昌故城,P011,高昌故城,base_summer,same_spot,same_spot,0.0,0.0,0.0,0.0,False,False,1,0.0,diagonal_zero_edge
P011,高昌故城,P012,苏公塔,base_summer,self_drive,taxi_transfer,0.9,21.42,0.72,0.063,False,False,1,123.12,amap_or_model_road_edge
P011,高昌故城,P013,吐峪沟麻扎村,base_summer,self_drive,taxi_transfer,0.594,11.08,0.475,0.057,False,False,1,87.445,amap_or_model_road_edge
P011,高昌故城,P014,霍城薰衣草花田,base_summer,self_drive,charter_car,9.651,457.36,15.592,0.4,False,False,1,1736.785,amap_or_model_road_edge
P011,高昌故城,P015,昭苏草原,base_summer,self_drive -> self_drive,charter_car,15.294,610.06,39.36,0.617,False,True,1,3286.75,amap_or_model_road_edge
P011,高昌故城,P016,夏塔古道,base_summer,scenic_shuttle -> transfer -> rail -> rail -> transfer -> self_drive -> scenic_shuttle,rail,13.966,445.0,27.978,0.404,True,True,1,2435.22,public_transport_candidate_needs_schedule_confirmation
P011,高昌故城,P017,果子沟大桥,base_summer,self_drive -> scenic_shuttle -> scenic_shuttle,scenic_shuttle,9.073,453.43,13.598,0.471,False,True,1,1665.495,amap_or_model_road_edge
P011,高昌故城,P018,喀纳斯湖,base_summer,self_drive -> scenic_shuttle -> scenic_shuttle,scenic_shuttle,9.432,454.28,14.6,0.476,False,True,1,1727.0,amap_or_model_road_edge
P011,高昌故城,P019,禾木村,base_summer,self_drive -> scenic_shuttle -> scenic_shuttle,scenic_shuttle,9.432,454.28,14.6,0.476,False,True,1,1727.0,amap_or_model_road_edge
P011,高昌故城,P020,白哈巴村,base_summer,self_drive -> scenic_shuttle -> scenic_shuttle -> self_drive,scenic_shuttle,10.29,471.51,17.183,0.539,False,True,1,1928.295,amap_or_model_road_edge
P011,高昌故城,P021,可可托海,base_summer,self_drive,charter_car,8.908,416.27,13.422,0.389,False,False,1,1565.44,amap_or_model_road_edge
