route_id,route_type,persona_id,day,calendar_role,visit_spots_count,visit_spots,day_travel_hours,day_service_hours,day_active_hours,transport_cost_yuan_for_two,ticket_cost_yuan_for_two,risk_score,mode_combo,high_temp_exposure_hours,remote_or_altitude_spots,lodging_hub,hotel_cost_yuan,fatigue_index,comfort_score,stress_level,humanized_note
Q1V2_SENIOR_20_SLOW,长者慢游版,senior_slow,16,transfer,0,跨区转场至那拉提草原,7.238,0.0,7.238,169.17,0.0,0.19,adaptive_real_amap_route,0.0,0,,200.0,52.98,47.02,red,来自既有自适应画像排程；V2保留为方案族成员
Q1V2_SENIOR_20_SLOW,长者慢游版,senior_slow,17,active,1,那拉提草原,0.0,6.0,6.0,0.0,270.0,0.02,adaptive_real_amap_route,0.0,0,,200.0,2.6,97.4,green,来自既有自适应画像排程；V2保留为方案族成员
Q1V2_SENIOR_20_SLOW,长者慢游版,senior_slow,18,transfer,0,跨区转场至罗布人村寨,8.048,0.0,8.048,275.95,0.0,0.18,adaptive_real_amap_route,0.0,0,,200.0,79.49,20.51,red,来自既有自适应画像排程；V2保留为方案族成员
Q1V2_SENIOR_20_SLOW,长者慢游版,senior_slow,19,active,1,罗布人村寨,0.0,2.5,2.5,0.0,70.0,0.02,adaptive_real_amap_route,0.0,0,,200.0,1.8,98.2,green,来自既有自适应画像排程；V2保留为方案族成员
Q1V2_SENIOR_20_SLOW,长者慢游版,senior_slow,20,active,1,库车王府,5.437,1.5,6.937,214.57,80.0,0.158,adaptive_real_amap_route,0.0,0,,200.0,29.0,71.0,red,来自既有自适应画像排程；V2保留为方案族成员
Q1V2_SENIOR_20_SLOW,长者慢游版,senior_slow,21,active,1,克孜尔石窟,1.271,2.5,3.771,35.86,140.0,0.058,adaptive_real_amap_route,0.0,0,,200.0,2.37,97.63,green,来自既有自适应画像排程；V2保留为方案族成员
Q1V2_SENIOR_20_SLOW,长者慢游版,senior_slow,22,transfer,0,跨区转场至喀什古城,7.561,0.0,7.561,383.3,0.0,0.196,adaptive_real_amap_route,0.0,0,,200.0,62.49,37.51,red,来自既有自适应画像排程；V2保留为方案族成员
Q1V2_SENIOR_20_SLOW,长者慢游版,senior_slow,23,active,1,喀什古城,0.0,3.5,3.5,0.0,0.0,0.02,adaptive_real_amap_route,0.0,0,,200.0,1.8,98.2,green,来自既有自适应画像排程；V2保留为方案族成员
Q1V2_SENIOR_20_SLOW,长者慢游版,senior_slow,24,buffer,0,机动缓冲/低强度休整,0.0,0.0,0.0,0.0,0.0,0.0,buffer_day,0.0,0,按实际所在城市顺延,200.0,0.0,100.0,green,用于天气/预约/身体状态缓冲
Q1V2_SENIOR_20_SLOW,长者慢游版,senior_slow,25,buffer,0,机动缓冲/低强度休整,0.0,0.0,0.0,0.0,0.0,0.0,buffer_day,0.0,0,按实际所在城市顺延,200.0,0.0,100.0,green,用于天气/预约/身体状态缓冲
Q1V2_SENIOR_20_SLOW,长者慢游版,senior_slow,26,buffer,0,机动缓冲/低强度休整,0.0,0.0,0.0,0.0,0.0,0.0,buffer_day,0.0,0,按实际所在城市顺延,200.0,0.0,100.0,green,用于天气/预约/身体状态缓冲
Q1V2_SENIOR_20_SLOW,长者慢游版,senior_slow,27,buffer,0,机动缓冲/低强度休整,0.0,0.0,0.0,0.0,0.0,0.0,buffer_day,0.0,0,按实际所在城市顺延,200.0,0.0,100.0,green,用于天气/预约/身体状态缓冲
Q1V2_SENIOR_20_SLOW,长者慢游版,senior_slow,28,buffer,0,机动缓冲/低强度休整,0.0,0.0,0.0,0.0,0.0,0.0,buffer_day,0.0,0,按实际所在城市顺延,200.0,0.0,100.0,green,用于天气/预约/身体状态缓冲
Q1V2_SENIOR_20_SLOW,长者慢游版,senior_slow,29,buffer,0,机动缓冲/低强度休整,0.0,0.0,0.0,0.0,0.0,0.0,buffer_day,0.0,0,按实际所在城市顺延,200.0,0.0,100.0,green,用于天气/预约/身体状态缓冲
Q1V2_SENIOR_20_SLOW,长者慢游版,senior_slow,30,buffer,0,机动缓冲/低强度休整,0.0,0.0,0.0,0.0,0.0,0.0,buffer_day,0.0,0,按实际所在城市顺延,0.0,0.0,100.0,green,用于天气/预约/身体状态缓冲
