query_date,from_city,to_city,from_station,to_station,train_no,train_code,depart_time,arrive_time,duration,duration_hours,can_book,train_date_raw,train_location,from_station_no,to_station_no,seat_types,availability_business,availability_first_class,availability_second_class,availability_soft_sleeper,availability_hard_sleeper,availability_hard_seat,availability_no_seat,price_second_class_yuan,price_first_class_yuan,price_business_class_yuan,price_hard_seat_yuan,price_hard_sleeper_yuan,price_soft_sleeper_yuan,price_no_seat_yuan,min_ticket_price_yuan,source,source_url,query_timestamp
2026-06-20,乌鲁木齐,喀什,乌鲁木齐,喀什,93000K6726QC,K6726,22:39,17:38,18:59,18.983,Y,20260620,R1,01,08,3010W0,,,,,有,有,有,,,,,,,,,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:20.026425+08:00
2026-06-20,喀什,和田,喀什,和田,93000T952608,T9527,05:02,10:15,05:13,5.217,Y,20260619,R1,09,16,304010W0,,,,2,有,有,无,,,,,,,,,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:20.944392+08:00
2026-06-20,喀什,和田,喀什,和田,93000K97180G,K9719,05:52,11:19,05:27,5.45,Y,20260619,R1,11,19,304010W0,,,,2,有,有,无,,,,,,,,,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:21.224865+08:00
2026-06-20,喀什,和田,喀什,和田,94000Z653905,Z6539,09:00,12:49,03:49,3.817,Y,20260620,R1,01,03,10306040W0,,,,有,有,有,有,,,,,,,,,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:21.503837+08:00
2026-06-20,喀什,和田,喀什,和田,94000K978504,K9785,09:53,15:31,05:38,5.633,Y,20260620,R1,01,09,3010W0,,,,,有,有,有,,,,,,,,,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:21.784430+08:00
2026-06-20,喀什,和田,喀什,和田,94000T437907,T4379,11:10,18:50,07:40,7.667,Y,20260620,R1,01,07,3010W0,,,,,有,有,有,,,,,,,,,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:22.083949+08:00
2026-06-20,喀什,和田,喀什,和田,93000K675604,K6757,14:30,22:49,08:19,8.317,Y,20260619,R1,06,11,3010W0,,,,,有,有,无,,,,,,,,,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:22.370716+08:00
2026-06-20,喀什,和田,喀什,和田,93000075560S,7557,17:15,23:59,06:44,6.733,Y,20260619,R1,14,23,304010W0,,,,无,有,有,无,,,,,,,,,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:22.676757+08:00
2026-06-20,喀什,和田,喀什,和田,940000K31503,K315,22:23,04:24,06:01,6.017,Y,20260620,R1,01,09,104030W0,,,,无,有,有,有,,,,,,,,,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:22.961137+08:00
2026-06-20,乌鲁木齐,阿克苏,乌鲁木齐,阿克苏,93000K97180G,K9718,10:52,23:43,12:51,12.85,Y,20260620,R1,01,08,304010W0,,,,5,有,有,无,,,,,,,,,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:23.816806+08:00
2026-06-20,乌鲁木齐,阿克苏,乌鲁木齐,阿克苏,93000T952608,T9526,11:42,22:46,11:04,11.067,Y,20260620,R1,01,07,304010W0,,,,5,有,有,无,,,,,,,,,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:24.101026+08:00
2026-06-20,乌鲁木齐,阿克苏,乌鲁木齐南,阿克苏,93000T952608,T9526,11:59,22:46,10:47,10.783,Y,20260620,R1,02,07,304010W0,,,,5,有,有,无,,,,,,,,,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:24.389364+08:00
2026-06-20,乌鲁木齐,阿克苏,乌鲁木齐,阿克苏,93000K97720I,K9772,12:21,00:12,11:51,11.85,Y,20260620,R1,01,09,104030W0,,,,11,有,有,无,,,,128.5,222.5,348.5,128.5,128.5,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:24.700003+08:00
2026-06-20,乌鲁木齐,阿克苏,乌鲁木齐,阿克苏,93000T952009,T9520,13:56,01:16,11:20,11.333,Y,20260620,R1,01,10,104030W0,,,,无,无,有,有,,,,,,,,,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:24.924132+08:00
2026-06-20,乌鲁木齐,阿克苏,乌鲁木齐,阿克苏,93000075560S,7556,14:56,07:36,16:40,16.667,Y,20260620,R1,01,11,304010W0,,,,7,有,有,无,,,,,,,,,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:25.213267+08:00
2026-06-20,乌鲁木齐,阿克苏,乌鲁木齐,阿克苏,93000K675604,K6756,18:50,08:38,13:48,13.8,Y,20260620,R1,01,05,3010W0,,,,,有,有,无,,,,128.5,222.5,,128.5,128.5,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:25.515532+08:00
2026-06-20,乌鲁木齐,阿克苏,乌鲁木齐,阿克苏,93000K97760C,K9776,19:49,08:17,12:28,12.467,Y,20260620,R1,01,07,304010W0,,,,14,有,有,有,,,,128.5,222.5,348.5,128.5,128.5,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:25.775859+08:00
2026-06-20,乌鲁木齐,阿克苏,乌鲁木齐,阿克苏,93000K97820M,K9782,20:17,08:47,12:30,12.5,Y,20260620,R1,01,08,304010W0,,,,8,有,有,无,,,,,,,,,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:25.998726+08:00
2026-06-20,乌鲁木齐,阿克苏,乌鲁木齐南,阿克苏,93000K976808,K9768,20:50,09:38,12:48,12.8,Y,20260620,R1,01,07,104030W0,,,,7,有,有,有,,,,,,,,,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:26.291402+08:00
2026-06-20,乌鲁木齐,阿克苏,乌鲁木齐,阿克苏,93000T953601,T9536,21:48,09:04,11:16,11.267,Y,20260620,R1,01,03,304060,,,,有,有,,,,,,,,,,,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:26.578329+08:00
2026-06-20,乌鲁木齐,阿克苏,乌鲁木齐,阿克苏,93000T951620,T9516,22:13,07:50,09:37,9.617,Y,20260620,R1,01,04,304060,,,,有,有,,,,,,,,,,,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:26.862630+08:00
2026-06-20,乌鲁木齐,阿克苏,乌鲁木齐,阿克苏,93000K6726QC,K6726,22:39,10:42,12:03,12.05,Y,20260620,R1,01,07,3010W0,,,,,有,有,有,,,,,,,,,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:27.135267+08:00
2026-06-20,阿克苏,库车,阿克苏,库车,94000T952209,T9522,01:42,03:57,02:15,2.25,Y,20260619,R1,03,05,104030W0,,,,4,有,有,20,,,,,,,,,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:27.978384+08:00
2026-06-20,阿克苏,库车,阿克苏,库车,94000075580L,7558,03:05,06:10,03:05,3.083,Y,20260619,R1,13,15,304010W0,,,,1,17,有,无,,,,,,,,,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:28.247855+08:00
2026-06-20,阿克苏,库车,阿克苏,库车,94000K97200Y,K9720,04:08,06:34,02:26,2.433,Y,20260619,R1,10,11,304010W0,,,,无,16,有,无,,,,,,,,,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:28.552136+08:00
2026-06-20,阿克苏,库车,阿克苏,库车,94000K977008,K9770,04:45,07:04,02:19,2.317,Y,20260619,R1,02,04,104030W0,,,,无,有,有,无,,,,,,,,,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:28.830992+08:00
2026-06-20,阿克苏,库车,阿克苏,库车,94000T437018,T4370,10:12,12:33,02:21,2.35,Y,20260620,R1,01,03,10W0,,,,,,有,有,,,,,,,,,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:29.104896+08:00
2026-06-20,阿克苏,库车,阿克苏,库车,9400000T6201,T62,16:00,18:11,02:11,2.183,Y,20260620,R1,04,06,104030W0,,,,11,有,有,无,,,,,,,,,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:29.397002+08:00
2026-06-20,阿克苏,库车,阿克苏,库车,94000K672810,K6728,20:20,22:58,02:38,2.633,Y,20260620,R1,03,04,3010W0,,,,,有,有,无,,,,,,,,,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:29.688667+08:00
2026-06-20,阿克苏,库车,阿克苏,库车,940000T2700B,T270,21:16,23:35,02:19,2.317,Y,20260620,R1,03,05,104030W0,,,,3,有,有,无,,,,,,,,,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:29.980229+08:00
2026-06-20,阿克苏,库车,阿克苏,库车,94000K97780D,K9778,21:40,00:01,02:21,2.35,Y,20260620,R1,02,04,304010W0,,,,4,有,有,有,,,,,,,,,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:30.253977+08:00
2026-06-20,阿克苏,库车,阿克苏,库车,94000K97740G,K9774,22:11,00:59,02:48,2.8,Y,20260620,R1,04,06,104030W0,,,,无,有,有,无,,,,,,,,,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:30.546209+08:00
2026-06-20,阿克苏,库车,阿克苏,库车,94000T951830,T9518,22:30,00:37,02:07,2.117,Y,20260620,R1,01,02,304060,,,,6,有,,,,,,,,,,,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:30.827682+08:00
2026-06-20,阿克苏,库车,阿克苏,库车,94000K97840P,K9784,22:50,01:15,02:25,2.417,Y,20260620,R1,03,05,304010W0,,,,无,有,有,有,,,,,,,,,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:31.115884+08:00
2026-06-20,阿克苏,库车,阿克苏,库车,94000K675805,K6758,23:06,02:08,03:02,3.033,Y,20260620,R1,07,08,3010W0,,,,,有,有,无,,,,,,,,,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:31.394381+08:00
2026-06-20,阿克苏,库车,阿克苏,库车,94000T953802,T9538,23:30,01:37,02:07,2.117,Y,20260620,R1,01,02,304060,,,,无,有,,,,,,,,,,,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:31.678537+08:00
2026-06-20,阿克苏,库车,阿克苏,库车,94000T95280I,T9528,23:51,01:56,02:05,2.083,Y,20260620,R1,11,12,304010W0,,,,无,12,有,无,,,,,,,,,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:31.967034+08:00
2026-06-20,库车,库尔勒,库车,库尔勒,94000K97780D,K9778,00:05,02:50,02:45,2.75,Y,20260619,R1,04,06,304010W0,,,,1,有,有,有,,,,,,,,,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:32.846349+08:00
2026-06-20,库车,库尔勒,库车,库尔勒,94000T951830,T9518,00:40,03:07,02:27,2.45,Y,20260619,R1,02,03,304060,,,,无,有,,,,,,,,,,,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:33.128554+08:00
2026-06-20,库车,库尔勒,库车,库尔勒,94000K97740G,K9774,01:05,03:47,02:42,2.7,Y,20260619,R1,06,07,104030W0,,,,无,有,有,无,,,,,,,,,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:33.417893+08:00
2026-06-20,库车,库尔勒,库车,库尔勒,94000K97840P,K9784,01:21,05:05,03:44,3.733,Y,20260619,R1,05,06,304010W0,,,,4,有,有,有,,,,,,,,,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:33.706112+08:00
2026-06-20,库车,库尔勒,库车,库尔勒,94000T95280I,T9528,01:58,04:22,02:24,2.4,Y,20260619,R1,12,13,304010W0,,,,无,20,有,无,,,,,,,,,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:33.988275+08:00
2026-06-20,库车,库尔勒,库车,库尔勒,94000K675805,K6758,02:14,05:26,03:12,3.2,Y,20260619,R1,08,09,3010W0,,,,,有,有,无,,,,,,,,,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:34.277630+08:00
2026-06-20,库车,库尔勒,库车,库尔勒,94000T952209,T9522,04:03,06:30,02:27,2.45,Y,20260619,R1,05,06,104030W0,,,,无,有,有,无,,,,43.5,89.5,135.5,43.5,43.5,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:34.599677+08:00
2026-06-20,库车,库尔勒,库车,库尔勒,94000075580L,7558,06:12,10:42,04:30,4.5,Y,20260619,R1,15,17,304010W0,,,,1,19,有,无,,,,,,,,,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:34.826457+08:00
2026-06-20,库车,库尔勒,库车,库尔勒,94000K97200Y,K9720,06:45,09:41,02:56,2.933,Y,20260619,R1,11,14,304010W0,,,,5,有,有,无,,,,,,,,,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:35.110732+08:00
2026-06-20,库车,库尔勒,库车,库尔勒,94000K977008,K9770,07:12,10:01,02:49,2.817,Y,20260619,R1,04,06,104030W0,,,,无,有,有,无,,,,,,,,,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:35.396954+08:00
2026-06-20,库车,库尔勒,库车,库尔勒,94000T437018,T4370,12:37,15:22,02:45,2.75,Y,20260620,R1,03,04,10W0,,,,,,有,有,,,,43.5,,,43.5,43.5,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:35.695563+08:00
2026-06-20,库车,库尔勒,库车,库尔勒,9400000T6201,T62,18:13,20:48,02:35,2.583,Y,20260620,R1,06,09,104030W0,,,,11,有,有,无,,,,43.5,89.5,135.5,43.5,43.5,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:35.949851+08:00
2026-06-20,库车,库尔勒,库车,库尔勒,94000K672810,K6728,23:04,05:50,06:46,6.767,Y,20260620,R1,04,05,3010W0,,,,,有,有,无,,,,,,,,,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:36.188813+08:00
2026-06-20,库车,库尔勒,库车,库尔勒,940000T2700B,T270,23:47,02:26,02:39,2.65,Y,20260620,R1,05,06,104030W0,,,,1,有,有,无,,,,,,,,,12306_queryG_and_queryTicketPrice,https://kyfw.12306.cn/otn/leftTicket/init,2026-06-10T15:22:36.469653+08:00
