from_spot_id,from_spot_name,to_spot_id,to_spot_name,from_hub,to_hub,shortest_time_hours,shortest_distance_km,path_hubs
P009,那拉提草原,P023,世界魔鬼城,那拉提镇,阿勒泰市,16.0,1440.0,那拉提镇 -> 伊宁市(伊犁) -> 乌鲁木齐市 -> 阿勒泰市
P009,那拉提草原,P024,喀什古城,那拉提镇,喀什市,15.5,1130.0,那拉提镇 -> 巴音布鲁克 -> 库车市 -> 喀什市
P009,那拉提草原,P025,艾提尕尔清真寺,那拉提镇,喀什市,15.5,1130.0,那拉提镇 -> 巴音布鲁克 -> 库车市 -> 喀什市
P009,那拉提草原,P026,香妃园,那拉提镇,喀什市,15.5,1130.0,那拉提镇 -> 巴音布鲁克 -> 库车市 -> 喀什市
P009,那拉提草原,P027,帕米尔高原白沙湖,那拉提镇,塔什库尔干县(帕米尔高原),20.0,1420.0,那拉提镇 -> 巴音布鲁克 -> 库车市 -> 喀什市 -> 塔什库尔干县(帕米尔高原)
P009,那拉提草原,P028,石头城遗址,那拉提镇,塔什库尔干县(帕米尔高原),20.0,1420.0,那拉提镇 -> 巴音布鲁克 -> 库车市 -> 喀什市 -> 塔什库尔干县(帕米尔高原)
P009,那拉提草原,P029,天山神秘大峡谷,那拉提镇,库车市,6.5,420.0,那拉提镇 -> 巴音布鲁克 -> 库车市
P009,那拉提草原,P030,库车王府,那拉提镇,库车市,6.5,420.0,那拉提镇 -> 巴音布鲁克 -> 库车市
P009,那拉提草原,P031,克孜尔石窟,那拉提镇,库车市,6.5,420.0,那拉提镇 -> 巴音布鲁克 -> 库车市
P009,那拉提草原,P032,博斯腾湖,那拉提镇,库尔勒市,16.0,1411.0,那拉提镇 -> 伊宁市(伊犁) -> 乌鲁木齐市 -> 库尔勒市
P009,那拉提草原,P033,巴音布鲁克草原,那拉提镇,巴音布鲁克,2.5,160.0,那拉提镇 -> 巴音布鲁克
P009,那拉提草原,P034,罗布人村寨,那拉提镇,库尔勒市,16.0,1411.0,那拉提镇 -> 伊宁市(伊犁) -> 乌鲁木齐市 -> 库尔勒市
P009,那拉提草原,P035,江布拉克草原,那拉提镇,乌鲁木齐市,10.0,940.0,那拉提镇 -> 伊宁市(伊犁) -> 乌鲁木齐市
P009,那拉提草原,P036,北庭故城遗址,那拉提镇,乌鲁木齐市,10.0,940.0,那拉提镇 -> 伊宁市(伊犁) -> 乌鲁木齐市
P009,那拉提草原,P037,和田博物馆,那拉提镇,和田市,22.0,1630.0,那拉提镇 -> 巴音布鲁克 -> 库车市 -> 喀什市 -> 和田市
P009,那拉提草原,P038,尼雅遗址,那拉提镇,民丰县(尼雅遗址),23.5,1740.0,那拉提镇 -> 巴音布鲁克 -> 库车市 -> 喀什市 -> 和田市 -> 民丰县(尼雅遗址)
P009,那拉提草原,P039,千里葡萄长廊,那拉提镇,和田市,22.0,1630.0,那拉提镇 -> 巴音布鲁克 -> 库车市 -> 喀什市 -> 和田市
P009,那拉提草原,P040,奥依塔克冰川,那拉提镇,喀什市,15.5,1130.0,那拉提镇 -> 巴音布鲁克 -> 库车市 -> 喀什市
P010,喀拉峻大草原,P001,天山天池,特克斯县(八卦城),天池风景区,10.5,900.0,特克斯县(八卦城) -> 伊宁市(伊犁) -> 乌鲁木齐市 -> 天池风景区
P010,喀拉峻大草原,P002,达坂城古镇,特克斯县(八卦城),达坂城镇,10.5,905.0,特克斯县(八卦城) -> 伊宁市(伊犁) -> 乌鲁木齐市 -> 达坂城镇
P010,喀拉峻大草原,P003,火焰山,特克斯县(八卦城),吐鲁番市,11.5,985.0,特克斯县(八卦城) -> 伊宁市(伊犁) -> 乌鲁木齐市 -> 吐鲁番市
P010,喀拉峻大草原,P004,葡萄沟,特克斯县(八卦城),吐鲁番市,11.5,985.0,特克斯县(八卦城) -> 伊宁市(伊犁) -> 乌鲁木齐市 -> 吐鲁番市
P010,喀拉峻大草原,P005,坎儿井民俗园,特克斯县(八卦城),吐鲁番市,11.5,985.0,特克斯县(八卦城) -> 伊宁市(伊犁) -> 乌鲁木齐市 -> 吐鲁番市
P010,喀拉峻大草原,P006,交河故城,特克斯县(八卦城),吐鲁番市,11.5,985.0,特克斯县(八卦城) -> 伊宁市(伊犁) -> 乌鲁木齐市 -> 吐鲁番市
P010,喀拉峻大草原,P007,楼兰古城,特克斯县(八卦城),若羌县(楼兰),21.0,1746.0,特克斯县(八卦城) -> 伊宁市(伊犁) -> 乌鲁木齐市 -> 库尔勒市 -> 若羌县(楼兰)
P010,喀拉峻大草原,P008,赛里木湖,特克斯县(八卦城),赛里木湖,4.0,265.0,特克斯县(八卦城) -> 伊宁市(伊犁) -> 赛里木湖
P010,喀拉峻大草原,P009,那拉提草原,特克斯县(八卦城),那拉提镇,5.0,365.0,特克斯县(八卦城) -> 伊宁市(伊犁) -> 那拉提镇
P010,喀拉峻大草原,P010,喀拉峻大草原,特克斯县(八卦城),特克斯县(八卦城),0.0,0.0,特克斯县(八卦城)
P010,喀拉峻大草原,P011,高昌故城,特克斯县(八卦城),吐鲁番市,11.5,985.0,特克斯县(八卦城) -> 伊宁市(伊犁) -> 乌鲁木齐市 -> 吐鲁番市
P010,喀拉峻大草原,P012,苏公塔,特克斯县(八卦城),吐鲁番市,11.5,985.0,特克斯县(八卦城) -> 伊宁市(伊犁) -> 乌鲁木齐市 -> 吐鲁番市
P010,喀拉峻大草原,P013,吐峪沟麻扎村,特克斯县(八卦城),吐鲁番市,11.5,985.0,特克斯县(八卦城) -> 伊宁市(伊犁) -> 乌鲁木齐市 -> 吐鲁番市
P010,喀拉峻大草原,P014,霍城薰衣草花田,特克斯县(八卦城),霍城县(惠远古城),3.0,160.0,特克斯县(八卦城) -> 伊宁市(伊犁) -> 霍城县(惠远古城)
P010,喀拉峻大草原,P015,昭苏草原,特克斯县(八卦城),昭苏县(夏塔古道),5.5,295.0,特克斯县(八卦城) -> 伊宁市(伊犁) -> 昭苏县(夏塔古道)
P010,喀拉峻大草原,P016,夏塔古道,特克斯县(八卦城),昭苏县(夏塔古道),5.5,295.0,特克斯县(八卦城) -> 伊宁市(伊犁) -> 昭苏县(夏塔古道)
P010,喀拉峻大草原,P017,果子沟大桥,特克斯县(八卦城),赛里木湖,4.0,265.0,特克斯县(八卦城) -> 伊宁市(伊犁) -> 赛里木湖
P010,喀拉峻大草原,P018,喀纳斯湖,特克斯县(八卦城),禾木村,16.5,1425.0,特克斯县(八卦城) -> 伊宁市(伊犁) -> 乌鲁木齐市 -> 禾木村
P010,喀拉峻大草原,P019,禾木村,特克斯县(八卦城),禾木村,16.5,1425.0,特克斯县(八卦城) -> 伊宁市(伊犁) -> 乌鲁木齐市 -> 禾木村
P010,喀拉峻大草原,P020,白哈巴村,特克斯县(八卦城),白哈巴,17.5,1485.0,特克斯县(八卦城) -> 伊宁市(伊犁) -> 乌鲁木齐市 -> 白哈巴
P010,喀拉峻大草原,P021,可可托海,特克斯县(八卦城),可可托海,15.5,1335.0,特克斯县(八卦城) -> 伊宁市(伊犁) -> 乌鲁木齐市 -> 可可托海
P010,喀拉峻大草原,P022,五彩滩,特克斯县(八卦城),禾木村,16.5,1425.0,特克斯县(八卦城) -> 伊宁市(伊犁) -> 乌鲁木齐市 -> 禾木村
P010,喀拉峻大草原,P023,世界魔鬼城,特克斯县(八卦城),阿勒泰市,15.0,1305.0,特克斯县(八卦城) -> 伊宁市(伊犁) -> 乌鲁木齐市 -> 阿勒泰市
P010,喀拉峻大草原,P024,喀什古城,特克斯县(八卦城),喀什市,20.5,1495.0,特克斯县(八卦城) -> 伊宁市(伊犁) -> 那拉提镇 -> 巴音布鲁克 -> 库车市 -> 喀什市
P010,喀拉峻大草原,P025,艾提尕尔清真寺,特克斯县(八卦城),喀什市,20.5,1495.0,特克斯县(八卦城) -> 伊宁市(伊犁) -> 那拉提镇 -> 巴音布鲁克 -> 库车市 -> 喀什市
P010,喀拉峻大草原,P026,香妃园,特克斯县(八卦城),喀什市,20.5,1495.0,特克斯县(八卦城) -> 伊宁市(伊犁) -> 那拉提镇 -> 巴音布鲁克 -> 库车市 -> 喀什市
P010,喀拉峻大草原,P027,帕米尔高原白沙湖,特克斯县(八卦城),塔什库尔干县(帕米尔高原),25.0,1785.0,特克斯县(八卦城) -> 伊宁市(伊犁) -> 那拉提镇 -> 巴音布鲁克 -> 库车市 -> 喀什市 -> 塔什库尔干县(帕米尔高原)
P010,喀拉峻大草原,P028,石头城遗址,特克斯县(八卦城),塔什库尔干县(帕米尔高原),25.0,1785.0,特克斯县(八卦城) -> 伊宁市(伊犁) -> 那拉提镇 -> 巴音布鲁克 -> 库车市 -> 喀什市 -> 塔什库尔干县(帕米尔高原)
P010,喀拉峻大草原,P029,天山神秘大峡谷,特克斯县(八卦城),库车市,11.5,785.0,特克斯县(八卦城) -> 伊宁市(伊犁) -> 那拉提镇 -> 巴音布鲁克 -> 库车市
P010,喀拉峻大草原,P030,库车王府,特克斯县(八卦城),库车市,11.5,785.0,特克斯县(八卦城) -> 伊宁市(伊犁) -> 那拉提镇 -> 巴音布鲁克 -> 库车市
P010,喀拉峻大草原,P031,克孜尔石窟,特克斯县(八卦城),库车市,11.5,785.0,特克斯县(八卦城) -> 伊宁市(伊犁) -> 那拉提镇 -> 巴音布鲁克 -> 库车市
P010,喀拉峻大草原,P032,博斯腾湖,特克斯县(八卦城),库尔勒市,15.0,1276.0,特克斯县(八卦城) -> 伊宁市(伊犁) -> 乌鲁木齐市 -> 库尔勒市
P010,喀拉峻大草原,P033,巴音布鲁克草原,特克斯县(八卦城),巴音布鲁克,7.5,525.0,特克斯县(八卦城) -> 伊宁市(伊犁) -> 那拉提镇 -> 巴音布鲁克
P010,喀拉峻大草原,P034,罗布人村寨,特克斯县(八卦城),库尔勒市,15.0,1276.0,特克斯县(八卦城) -> 伊宁市(伊犁) -> 乌鲁木齐市 -> 库尔勒市
P010,喀拉峻大草原,P035,江布拉克草原,特克斯县(八卦城),乌鲁木齐市,9.0,805.0,特克斯县(八卦城) -> 伊宁市(伊犁) -> 乌鲁木齐市
P010,喀拉峻大草原,P036,北庭故城遗址,特克斯县(八卦城),乌鲁木齐市,9.0,805.0,特克斯县(八卦城) -> 伊宁市(伊犁) -> 乌鲁木齐市
P010,喀拉峻大草原,P037,和田博物馆,特克斯县(八卦城),和田市,27.0,1995.0,特克斯县(八卦城) -> 伊宁市(伊犁) -> 那拉提镇 -> 巴音布鲁克 -> 库车市 -> 喀什市 -> 和田市
P010,喀拉峻大草原,P038,尼雅遗址,特克斯县(八卦城),民丰县(尼雅遗址),28.5,2105.0,特克斯县(八卦城) -> 伊宁市(伊犁) -> 那拉提镇 -> 巴音布鲁克 -> 库车市 -> 喀什市 -> 和田市 -> 民丰县(尼雅遗址)
P010,喀拉峻大草原,P039,千里葡萄长廊,特克斯县(八卦城),和田市,27.0,1995.0,特克斯县(八卦城) -> 伊宁市(伊犁) -> 那拉提镇 -> 巴音布鲁克 -> 库车市 -> 喀什市 -> 和田市
P010,喀拉峻大草原,P040,奥依塔克冰川,特克斯县(八卦城),喀什市,20.5,1495.0,特克斯县(八卦城) -> 伊宁市(伊犁) -> 那拉提镇 -> 巴音布鲁克 -> 库车市 -> 喀什市
P011,高昌故城,P001,天山天池,吐鲁番市,天池风景区,4.0,275.0,吐鲁番市 -> 乌鲁木齐市 -> 天池风景区
P011,高昌故城,P002,达坂城古镇,吐鲁番市,达坂城镇,1.8,120.0,吐鲁番市 -> 达坂城镇
P011,高昌故城,P003,火焰山,吐鲁番市,吐鲁番市,0.0,0.0,吐鲁番市
P011,高昌故城,P004,葡萄沟,吐鲁番市,吐鲁番市,0.0,0.0,吐鲁番市
P011,高昌故城,P005,坎儿井民俗园,吐鲁番市,吐鲁番市,0.0,0.0,吐鲁番市
P011,高昌故城,P006,交河故城,吐鲁番市,吐鲁番市,0.0,0.0,吐鲁番市
P011,高昌故城,P007,楼兰古城,吐鲁番市,若羌县(楼兰),10.5,840.0,吐鲁番市 -> 库尔勒市 -> 若羌县(楼兰)
P011,高昌故城,P008,赛里木湖,吐鲁番市,赛里木湖,11.5,1020.0,吐鲁番市 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 赛里木湖
P011,高昌故城,P009,那拉提草原,吐鲁番市,那拉提镇,12.5,1120.0,吐鲁番市 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 那拉提镇
P011,高昌故城,P010,喀拉峻大草原,吐鲁番市,特克斯县(八卦城),11.5,985.0,吐鲁番市 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 特克斯县(八卦城)
P011,高昌故城,P011,高昌故城,吐鲁番市,吐鲁番市,0.0,0.0,吐鲁番市
P011,高昌故城,P012,苏公塔,吐鲁番市,吐鲁番市,0.0,0.0,吐鲁番市
P011,高昌故城,P013,吐峪沟麻扎村,吐鲁番市,吐鲁番市,0.0,0.0,吐鲁番市
P011,高昌故城,P014,霍城薰衣草花田,吐鲁番市,霍城县(惠远古城),10.5,915.0,吐鲁番市 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 霍城县(惠远古城)
P011,高昌故城,P015,昭苏草原,吐鲁番市,昭苏县(夏塔古道),13.0,1050.0,吐鲁番市 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 昭苏县(夏塔古道)
P011,高昌故城,P016,夏塔古道,吐鲁番市,昭苏县(夏塔古道),13.0,1050.0,吐鲁番市 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 昭苏县(夏塔古道)
P011,高昌故城,P017,果子沟大桥,吐鲁番市,赛里木湖,11.5,1020.0,吐鲁番市 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 赛里木湖
P011,高昌故城,P018,喀纳斯湖,吐鲁番市,禾木村,10.0,800.0,吐鲁番市 -> 乌鲁木齐市 -> 禾木村
P011,高昌故城,P019,禾木村,吐鲁番市,禾木村,10.0,800.0,吐鲁番市 -> 乌鲁木齐市 -> 禾木村
P011,高昌故城,P020,白哈巴村,吐鲁番市,白哈巴,11.0,860.0,吐鲁番市 -> 乌鲁木齐市 -> 白哈巴
P011,高昌故城,P021,可可托海,吐鲁番市,可可托海,9.0,710.0,吐鲁番市 -> 乌鲁木齐市 -> 可可托海
P011,高昌故城,P022,五彩滩,吐鲁番市,禾木村,10.0,800.0,吐鲁番市 -> 乌鲁木齐市 -> 禾木村
P011,高昌故城,P023,世界魔鬼城,吐鲁番市,阿勒泰市,8.5,680.0,吐鲁番市 -> 乌鲁木齐市 -> 阿勒泰市
P011,高昌故城,P024,喀什古城,吐鲁番市,喀什市,20.5,1645.0,吐鲁番市 -> 乌鲁木齐市 -> 喀什市
P011,高昌故城,P025,艾提尕尔清真寺,吐鲁番市,喀什市,20.5,1645.0,吐鲁番市 -> 乌鲁木齐市 -> 喀什市
P011,高昌故城,P026,香妃园,吐鲁番市,喀什市,20.5,1645.0,吐鲁番市 -> 乌鲁木齐市 -> 喀什市
P011,高昌故城,P027,帕米尔高原白沙湖,吐鲁番市,塔什库尔干县(帕米尔高原),25.0,1935.0,吐鲁番市 -> 乌鲁木齐市 -> 喀什市 -> 塔什库尔干县(帕米尔高原)
P011,高昌故城,P028,石头城遗址,吐鲁番市,塔什库尔干县(帕米尔高原),25.0,1935.0,吐鲁番市 -> 乌鲁木齐市 -> 喀什市 -> 塔什库尔干县(帕米尔高原)
P011,高昌故城,P029,天山神秘大峡谷,吐鲁番市,库车市,19.0,1540.0,吐鲁番市 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 那拉提镇 -> 巴音布鲁克 -> 库车市
P011,高昌故城,P030,库车王府,吐鲁番市,库车市,19.0,1540.0,吐鲁番市 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 那拉提镇 -> 巴音布鲁克 -> 库车市
P011,高昌故城,P031,克孜尔石窟,吐鲁番市,库车市,19.0,1540.0,吐鲁番市 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 那拉提镇 -> 巴音布鲁克 -> 库车市
P011,高昌故城,P032,博斯腾湖,吐鲁番市,库尔勒市,4.5,370.0,吐鲁番市 -> 库尔勒市
P011,高昌故城,P033,巴音布鲁克草原,吐鲁番市,巴音布鲁克,15.0,1280.0,吐鲁番市 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 那拉提镇 -> 巴音布鲁克
P011,高昌故城,P034,罗布人村寨,吐鲁番市,库尔勒市,4.5,370.0,吐鲁番市 -> 库尔勒市
P011,高昌故城,P035,江布拉克草原,吐鲁番市,乌鲁木齐市,2.5,180.0,吐鲁番市 -> 乌鲁木齐市
P011,高昌故城,P036,北庭故城遗址,吐鲁番市,乌鲁木齐市,2.5,180.0,吐鲁番市 -> 乌鲁木齐市
P011,高昌故城,P037,和田博物馆,吐鲁番市,和田市,20.5,1660.0,吐鲁番市 -> 库尔勒市 -> 若羌县(楼兰) -> 和田市
P011,高昌故城,P038,尼雅遗址,吐鲁番市,民丰县(尼雅遗址),22.0,1770.0,吐鲁番市 -> 库尔勒市 -> 若羌县(楼兰) -> 和田市 -> 民丰县(尼雅遗址)
P011,高昌故城,P039,千里葡萄长廊,吐鲁番市,和田市,20.5,1660.0,吐鲁番市 -> 库尔勒市 -> 若羌县(楼兰) -> 和田市
P011,高昌故城,P040,奥依塔克冰川,吐鲁番市,喀什市,20.5,1645.0,吐鲁番市 -> 乌鲁木齐市 -> 喀什市
P012,苏公塔,P001,天山天池,吐鲁番市,天池风景区,4.0,275.0,吐鲁番市 -> 乌鲁木齐市 -> 天池风景区
P012,苏公塔,P002,达坂城古镇,吐鲁番市,达坂城镇,1.8,120.0,吐鲁番市 -> 达坂城镇
P012,苏公塔,P003,火焰山,吐鲁番市,吐鲁番市,0.0,0.0,吐鲁番市
P012,苏公塔,P004,葡萄沟,吐鲁番市,吐鲁番市,0.0,0.0,吐鲁番市
P012,苏公塔,P005,坎儿井民俗园,吐鲁番市,吐鲁番市,0.0,0.0,吐鲁番市
P012,苏公塔,P006,交河故城,吐鲁番市,吐鲁番市,0.0,0.0,吐鲁番市
P012,苏公塔,P007,楼兰古城,吐鲁番市,若羌县(楼兰),10.5,840.0,吐鲁番市 -> 库尔勒市 -> 若羌县(楼兰)
P012,苏公塔,P008,赛里木湖,吐鲁番市,赛里木湖,11.5,1020.0,吐鲁番市 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 赛里木湖
P012,苏公塔,P009,那拉提草原,吐鲁番市,那拉提镇,12.5,1120.0,吐鲁番市 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 那拉提镇
P012,苏公塔,P010,喀拉峻大草原,吐鲁番市,特克斯县(八卦城),11.5,985.0,吐鲁番市 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 特克斯县(八卦城)
P012,苏公塔,P011,高昌故城,吐鲁番市,吐鲁番市,0.0,0.0,吐鲁番市
P012,苏公塔,P012,苏公塔,吐鲁番市,吐鲁番市,0.0,0.0,吐鲁番市
P012,苏公塔,P013,吐峪沟麻扎村,吐鲁番市,吐鲁番市,0.0,0.0,吐鲁番市
P012,苏公塔,P014,霍城薰衣草花田,吐鲁番市,霍城县(惠远古城),10.5,915.0,吐鲁番市 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 霍城县(惠远古城)
P012,苏公塔,P015,昭苏草原,吐鲁番市,昭苏县(夏塔古道),13.0,1050.0,吐鲁番市 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 昭苏县(夏塔古道)
P012,苏公塔,P016,夏塔古道,吐鲁番市,昭苏县(夏塔古道),13.0,1050.0,吐鲁番市 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 昭苏县(夏塔古道)
P012,苏公塔,P017,果子沟大桥,吐鲁番市,赛里木湖,11.5,1020.0,吐鲁番市 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 赛里木湖
P012,苏公塔,P018,喀纳斯湖,吐鲁番市,禾木村,10.0,800.0,吐鲁番市 -> 乌鲁木齐市 -> 禾木村
P012,苏公塔,P019,禾木村,吐鲁番市,禾木村,10.0,800.0,吐鲁番市 -> 乌鲁木齐市 -> 禾木村
P012,苏公塔,P020,白哈巴村,吐鲁番市,白哈巴,11.0,860.0,吐鲁番市 -> 乌鲁木齐市 -> 白哈巴
P012,苏公塔,P021,可可托海,吐鲁番市,可可托海,9.0,710.0,吐鲁番市 -> 乌鲁木齐市 -> 可可托海
P012,苏公塔,P022,五彩滩,吐鲁番市,禾木村,10.0,800.0,吐鲁番市 -> 乌鲁木齐市 -> 禾木村
P012,苏公塔,P023,世界魔鬼城,吐鲁番市,阿勒泰市,8.5,680.0,吐鲁番市 -> 乌鲁木齐市 -> 阿勒泰市
P012,苏公塔,P024,喀什古城,吐鲁番市,喀什市,20.5,1645.0,吐鲁番市 -> 乌鲁木齐市 -> 喀什市
P012,苏公塔,P025,艾提尕尔清真寺,吐鲁番市,喀什市,20.5,1645.0,吐鲁番市 -> 乌鲁木齐市 -> 喀什市
P012,苏公塔,P026,香妃园,吐鲁番市,喀什市,20.5,1645.0,吐鲁番市 -> 乌鲁木齐市 -> 喀什市
P012,苏公塔,P027,帕米尔高原白沙湖,吐鲁番市,塔什库尔干县(帕米尔高原),25.0,1935.0,吐鲁番市 -> 乌鲁木齐市 -> 喀什市 -> 塔什库尔干县(帕米尔高原)
P012,苏公塔,P028,石头城遗址,吐鲁番市,塔什库尔干县(帕米尔高原),25.0,1935.0,吐鲁番市 -> 乌鲁木齐市 -> 喀什市 -> 塔什库尔干县(帕米尔高原)
P012,苏公塔,P029,天山神秘大峡谷,吐鲁番市,库车市,19.0,1540.0,吐鲁番市 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 那拉提镇 -> 巴音布鲁克 -> 库车市
P012,苏公塔,P030,库车王府,吐鲁番市,库车市,19.0,1540.0,吐鲁番市 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 那拉提镇 -> 巴音布鲁克 -> 库车市
P012,苏公塔,P031,克孜尔石窟,吐鲁番市,库车市,19.0,1540.0,吐鲁番市 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 那拉提镇 -> 巴音布鲁克 -> 库车市
P012,苏公塔,P032,博斯腾湖,吐鲁番市,库尔勒市,4.5,370.0,吐鲁番市 -> 库尔勒市
P012,苏公塔,P033,巴音布鲁克草原,吐鲁番市,巴音布鲁克,15.0,1280.0,吐鲁番市 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 那拉提镇 -> 巴音布鲁克
P012,苏公塔,P034,罗布人村寨,吐鲁番市,库尔勒市,4.5,370.0,吐鲁番市 -> 库尔勒市
P012,苏公塔,P035,江布拉克草原,吐鲁番市,乌鲁木齐市,2.5,180.0,吐鲁番市 -> 乌鲁木齐市
P012,苏公塔,P036,北庭故城遗址,吐鲁番市,乌鲁木齐市,2.5,180.0,吐鲁番市 -> 乌鲁木齐市
P012,苏公塔,P037,和田博物馆,吐鲁番市,和田市,20.5,1660.0,吐鲁番市 -> 库尔勒市 -> 若羌县(楼兰) -> 和田市
P012,苏公塔,P038,尼雅遗址,吐鲁番市,民丰县(尼雅遗址),22.0,1770.0,吐鲁番市 -> 库尔勒市 -> 若羌县(楼兰) -> 和田市 -> 民丰县(尼雅遗址)
P012,苏公塔,P039,千里葡萄长廊,吐鲁番市,和田市,20.5,1660.0,吐鲁番市 -> 库尔勒市 -> 若羌县(楼兰) -> 和田市
P012,苏公塔,P040,奥依塔克冰川,吐鲁番市,喀什市,20.5,1645.0,吐鲁番市 -> 乌鲁木齐市 -> 喀什市
P013,吐峪沟麻扎村,P001,天山天池,吐鲁番市,天池风景区,4.0,275.0,吐鲁番市 -> 乌鲁木齐市 -> 天池风景区
P013,吐峪沟麻扎村,P002,达坂城古镇,吐鲁番市,达坂城镇,1.8,120.0,吐鲁番市 -> 达坂城镇
P013,吐峪沟麻扎村,P003,火焰山,吐鲁番市,吐鲁番市,0.0,0.0,吐鲁番市
P013,吐峪沟麻扎村,P004,葡萄沟,吐鲁番市,吐鲁番市,0.0,0.0,吐鲁番市
P013,吐峪沟麻扎村,P005,坎儿井民俗园,吐鲁番市,吐鲁番市,0.0,0.0,吐鲁番市
P013,吐峪沟麻扎村,P006,交河故城,吐鲁番市,吐鲁番市,0.0,0.0,吐鲁番市
P013,吐峪沟麻扎村,P007,楼兰古城,吐鲁番市,若羌县(楼兰),10.5,840.0,吐鲁番市 -> 库尔勒市 -> 若羌县(楼兰)
P013,吐峪沟麻扎村,P008,赛里木湖,吐鲁番市,赛里木湖,11.5,1020.0,吐鲁番市 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 赛里木湖
P013,吐峪沟麻扎村,P009,那拉提草原,吐鲁番市,那拉提镇,12.5,1120.0,吐鲁番市 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 那拉提镇
P013,吐峪沟麻扎村,P010,喀拉峻大草原,吐鲁番市,特克斯县(八卦城),11.5,985.0,吐鲁番市 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 特克斯县(八卦城)
P013,吐峪沟麻扎村,P011,高昌故城,吐鲁番市,吐鲁番市,0.0,0.0,吐鲁番市
P013,吐峪沟麻扎村,P012,苏公塔,吐鲁番市,吐鲁番市,0.0,0.0,吐鲁番市
P013,吐峪沟麻扎村,P013,吐峪沟麻扎村,吐鲁番市,吐鲁番市,0.0,0.0,吐鲁番市
P013,吐峪沟麻扎村,P014,霍城薰衣草花田,吐鲁番市,霍城县(惠远古城),10.5,915.0,吐鲁番市 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 霍城县(惠远古城)
P013,吐峪沟麻扎村,P015,昭苏草原,吐鲁番市,昭苏县(夏塔古道),13.0,1050.0,吐鲁番市 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 昭苏县(夏塔古道)
P013,吐峪沟麻扎村,P016,夏塔古道,吐鲁番市,昭苏县(夏塔古道),13.0,1050.0,吐鲁番市 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 昭苏县(夏塔古道)
P013,吐峪沟麻扎村,P017,果子沟大桥,吐鲁番市,赛里木湖,11.5,1020.0,吐鲁番市 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 赛里木湖
P013,吐峪沟麻扎村,P018,喀纳斯湖,吐鲁番市,禾木村,10.0,800.0,吐鲁番市 -> 乌鲁木齐市 -> 禾木村
P013,吐峪沟麻扎村,P019,禾木村,吐鲁番市,禾木村,10.0,800.0,吐鲁番市 -> 乌鲁木齐市 -> 禾木村
P013,吐峪沟麻扎村,P020,白哈巴村,吐鲁番市,白哈巴,11.0,860.0,吐鲁番市 -> 乌鲁木齐市 -> 白哈巴
P013,吐峪沟麻扎村,P021,可可托海,吐鲁番市,可可托海,9.0,710.0,吐鲁番市 -> 乌鲁木齐市 -> 可可托海
P013,吐峪沟麻扎村,P022,五彩滩,吐鲁番市,禾木村,10.0,800.0,吐鲁番市 -> 乌鲁木齐市 -> 禾木村
P013,吐峪沟麻扎村,P023,世界魔鬼城,吐鲁番市,阿勒泰市,8.5,680.0,吐鲁番市 -> 乌鲁木齐市 -> 阿勒泰市
P013,吐峪沟麻扎村,P024,喀什古城,吐鲁番市,喀什市,20.5,1645.0,吐鲁番市 -> 乌鲁木齐市 -> 喀什市
P013,吐峪沟麻扎村,P025,艾提尕尔清真寺,吐鲁番市,喀什市,20.5,1645.0,吐鲁番市 -> 乌鲁木齐市 -> 喀什市
P013,吐峪沟麻扎村,P026,香妃园,吐鲁番市,喀什市,20.5,1645.0,吐鲁番市 -> 乌鲁木齐市 -> 喀什市
P013,吐峪沟麻扎村,P027,帕米尔高原白沙湖,吐鲁番市,塔什库尔干县(帕米尔高原),25.0,1935.0,吐鲁番市 -> 乌鲁木齐市 -> 喀什市 -> 塔什库尔干县(帕米尔高原)
