from_hub_name,to_hub_name,shortest_time_hours,shortest_distance_km,path_hubs,path_edges
若羌县(楼兰),昭苏县(夏塔古道),22.5,1811.0,若羌县(楼兰) -> 库尔勒市 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 昭苏县(夏塔古道),E016 -> E012 -> E005 -> E037
若羌县(楼兰),巴音布鲁克,24.5,2041.0,若羌县(楼兰) -> 库尔勒市 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 那拉提镇 -> 巴音布鲁克,E016 -> E012 -> E005 -> E017 -> E039
若羌县(楼兰),库车市,25.5,2030.0,若羌县(楼兰) -> 和田市 -> 喀什市 -> 库车市,E053 -> E049 -> E044
若羌县(楼兰),塔什库尔干县(帕米尔高原),21.0,1610.0,若羌县(楼兰) -> 和田市 -> 喀什市 -> 塔什库尔干县(帕米尔高原),E053 -> E049 -> E045
若羌县(楼兰),莎车县,19.0,1510.0,若羌县(楼兰) -> 和田市 -> 喀什市 -> 莎车县,E053 -> E049 -> E047
若羌县(楼兰),和田市,10.0,820.0,若羌县(楼兰) -> 和田市,E053
若羌县(楼兰),民丰县(尼雅遗址),11.5,930.0,若羌县(楼兰) -> 和田市 -> 民丰县(尼雅遗址),E053 -> E051
若羌县(楼兰),茫崖市,4.5,350.0,若羌县(楼兰) -> 茫崖市,E055
那拉提镇,乌鲁木齐市,10.0,940.0,那拉提镇 -> 伊宁市(伊犁) -> 乌鲁木齐市,E018 -> E006
那拉提镇,吐鲁番市,12.5,1120.0,那拉提镇 -> 伊宁市(伊犁) -> 乌鲁木齐市 -> 吐鲁番市,E018 -> E006 -> E001
那拉提镇,达坂城镇,11.5,1040.0,那拉提镇 -> 伊宁市(伊犁) -> 乌鲁木齐市 -> 达坂城镇,E018 -> E006 -> E003
那拉提镇,伊宁市(伊犁),3.0,250.0,那拉提镇 -> 伊宁市(伊犁),E018
那拉提镇,喀什市,15.5,1130.0,那拉提镇 -> 巴音布鲁克 -> 库车市 -> 喀什市,E039 -> E041 -> E043
那拉提镇,阿勒泰市,16.0,1440.0,那拉提镇 -> 伊宁市(伊犁) -> 乌鲁木齐市 -> 阿勒泰市,E018 -> E006 -> E009
那拉提镇,库尔勒市,16.0,1411.0,那拉提镇 -> 伊宁市(伊犁) -> 乌鲁木齐市 -> 库尔勒市,E018 -> E006 -> E011
那拉提镇,若羌县(楼兰),22.0,1881.0,那拉提镇 -> 伊宁市(伊犁) -> 乌鲁木齐市 -> 库尔勒市 -> 若羌县(楼兰),E018 -> E006 -> E011 -> E015
那拉提镇,那拉提镇,0.0,0.0,那拉提镇,
那拉提镇,赛里木湖,5.0,400.0,那拉提镇 -> 伊宁市(伊犁) -> 赛里木湖,E018 -> E019
那拉提镇,天池风景区,11.5,1035.0,那拉提镇 -> 伊宁市(伊犁) -> 乌鲁木齐市 -> 天池风景区,E018 -> E006 -> E021
那拉提镇,可可托海,16.5,1470.0,那拉提镇 -> 伊宁市(伊犁) -> 乌鲁木齐市 -> 可可托海,E018 -> E006 -> E023
那拉提镇,禾木村,17.5,1560.0,那拉提镇 -> 伊宁市(伊犁) -> 乌鲁木齐市 -> 禾木村,E018 -> E006 -> E025
那拉提镇,白哈巴,18.5,1620.0,那拉提镇 -> 伊宁市(伊犁) -> 乌鲁木齐市 -> 白哈巴,E018 -> E006 -> E027
那拉提镇,鄯善县(库木塔格沙漠),13.7,1210.0,那拉提镇 -> 伊宁市(伊犁) -> 乌鲁木齐市 -> 吐鲁番市 -> 鄯善县(库木塔格沙漠),E018 -> E006 -> E001 -> E031
那拉提镇,霍城县(惠远古城),4.0,295.0,那拉提镇 -> 伊宁市(伊犁) -> 霍城县(惠远古城),E018 -> E033
那拉提镇,特克斯县(八卦城),5.0,365.0,那拉提镇 -> 伊宁市(伊犁) -> 特克斯县(八卦城),E018 -> E035
那拉提镇,昭苏县(夏塔古道),6.5,430.0,那拉提镇 -> 伊宁市(伊犁) -> 昭苏县(夏塔古道),E018 -> E037
那拉提镇,巴音布鲁克,2.5,160.0,那拉提镇 -> 巴音布鲁克,E039
那拉提镇,库车市,6.5,420.0,那拉提镇 -> 巴音布鲁克 -> 库车市,E039 -> E041
那拉提镇,塔什库尔干县(帕米尔高原),20.0,1420.0,那拉提镇 -> 巴音布鲁克 -> 库车市 -> 喀什市 -> 塔什库尔干县(帕米尔高原),E039 -> E041 -> E043 -> E045
那拉提镇,莎车县,18.0,1320.0,那拉提镇 -> 巴音布鲁克 -> 库车市 -> 喀什市 -> 莎车县,E039 -> E041 -> E043 -> E047
那拉提镇,和田市,22.0,1630.0,那拉提镇 -> 巴音布鲁克 -> 库车市 -> 喀什市 -> 和田市,E039 -> E041 -> E043 -> E050
那拉提镇,民丰县(尼雅遗址),23.5,1740.0,那拉提镇 -> 巴音布鲁克 -> 库车市 -> 喀什市 -> 和田市 -> 民丰县(尼雅遗址),E039 -> E041 -> E043 -> E050 -> E051
那拉提镇,茫崖市,26.5,2231.0,那拉提镇 -> 伊宁市(伊犁) -> 乌鲁木齐市 -> 库尔勒市 -> 若羌县(楼兰) -> 茫崖市,E018 -> E006 -> E011 -> E015 -> E055
赛里木湖,乌鲁木齐市,9.0,840.0,赛里木湖 -> 伊宁市(伊犁) -> 乌鲁木齐市,E020 -> E006
赛里木湖,吐鲁番市,11.5,1020.0,赛里木湖 -> 伊宁市(伊犁) -> 乌鲁木齐市 -> 吐鲁番市,E020 -> E006 -> E001
赛里木湖,达坂城镇,10.5,940.0,赛里木湖 -> 伊宁市(伊犁) -> 乌鲁木齐市 -> 达坂城镇,E020 -> E006 -> E003
赛里木湖,伊宁市(伊犁),2.0,150.0,赛里木湖 -> 伊宁市(伊犁),E020
赛里木湖,喀什市,20.5,1530.0,赛里木湖 -> 伊宁市(伊犁) -> 那拉提镇 -> 巴音布鲁克 -> 库车市 -> 喀什市,E020 -> E017 -> E039 -> E041 -> E043
赛里木湖,阿勒泰市,15.0,1340.0,赛里木湖 -> 伊宁市(伊犁) -> 乌鲁木齐市 -> 阿勒泰市,E020 -> E006 -> E009
赛里木湖,库尔勒市,15.0,1311.0,赛里木湖 -> 伊宁市(伊犁) -> 乌鲁木齐市 -> 库尔勒市,E020 -> E006 -> E011
赛里木湖,若羌县(楼兰),21.0,1781.0,赛里木湖 -> 伊宁市(伊犁) -> 乌鲁木齐市 -> 库尔勒市 -> 若羌县(楼兰),E020 -> E006 -> E011 -> E015
赛里木湖,那拉提镇,5.0,400.0,赛里木湖 -> 伊宁市(伊犁) -> 那拉提镇,E020 -> E017
赛里木湖,赛里木湖,0.0,0.0,赛里木湖,
赛里木湖,天池风景区,10.5,935.0,赛里木湖 -> 伊宁市(伊犁) -> 乌鲁木齐市 -> 天池风景区,E020 -> E006 -> E021
赛里木湖,可可托海,15.5,1370.0,赛里木湖 -> 伊宁市(伊犁) -> 乌鲁木齐市 -> 可可托海,E020 -> E006 -> E023
赛里木湖,禾木村,16.5,1460.0,赛里木湖 -> 伊宁市(伊犁) -> 乌鲁木齐市 -> 禾木村,E020 -> E006 -> E025
赛里木湖,白哈巴,17.5,1520.0,赛里木湖 -> 伊宁市(伊犁) -> 乌鲁木齐市 -> 白哈巴,E020 -> E006 -> E027
赛里木湖,鄯善县(库木塔格沙漠),12.7,1110.0,赛里木湖 -> 伊宁市(伊犁) -> 乌鲁木齐市 -> 吐鲁番市 -> 鄯善县(库木塔格沙漠),E020 -> E006 -> E001 -> E031
赛里木湖,霍城县(惠远古城),3.0,195.0,赛里木湖 -> 伊宁市(伊犁) -> 霍城县(惠远古城),E020 -> E033
赛里木湖,特克斯县(八卦城),4.0,265.0,赛里木湖 -> 伊宁市(伊犁) -> 特克斯县(八卦城),E020 -> E035
赛里木湖,昭苏县(夏塔古道),5.5,330.0,赛里木湖 -> 伊宁市(伊犁) -> 昭苏县(夏塔古道),E020 -> E037
赛里木湖,巴音布鲁克,7.5,560.0,赛里木湖 -> 伊宁市(伊犁) -> 那拉提镇 -> 巴音布鲁克,E020 -> E017 -> E039
赛里木湖,库车市,11.5,820.0,赛里木湖 -> 伊宁市(伊犁) -> 那拉提镇 -> 巴音布鲁克 -> 库车市,E020 -> E017 -> E039 -> E041
赛里木湖,塔什库尔干县(帕米尔高原),25.0,1820.0,赛里木湖 -> 伊宁市(伊犁) -> 那拉提镇 -> 巴音布鲁克 -> 库车市 -> 喀什市 -> 塔什库尔干县(帕米尔高原),E020 -> E017 -> E039 -> E041 -> E043 -> E045
赛里木湖,莎车县,23.0,1720.0,赛里木湖 -> 伊宁市(伊犁) -> 那拉提镇 -> 巴音布鲁克 -> 库车市 -> 喀什市 -> 莎车县,E020 -> E017 -> E039 -> E041 -> E043 -> E047
赛里木湖,和田市,27.0,2030.0,赛里木湖 -> 伊宁市(伊犁) -> 那拉提镇 -> 巴音布鲁克 -> 库车市 -> 喀什市 -> 和田市,E020 -> E017 -> E039 -> E041 -> E043 -> E050
赛里木湖,民丰县(尼雅遗址),28.5,2140.0,赛里木湖 -> 伊宁市(伊犁) -> 那拉提镇 -> 巴音布鲁克 -> 库车市 -> 喀什市 -> 和田市 -> 民丰县(尼雅遗址),E020 -> E017 -> E039 -> E041 -> E043 -> E050 -> E051
赛里木湖,茫崖市,25.5,2131.0,赛里木湖 -> 伊宁市(伊犁) -> 乌鲁木齐市 -> 库尔勒市 -> 若羌县(楼兰) -> 茫崖市,E020 -> E006 -> E011 -> E015 -> E055
天池风景区,乌鲁木齐市,1.5,95.0,天池风景区 -> 乌鲁木齐市,E022
天池风景区,吐鲁番市,4.0,275.0,天池风景区 -> 乌鲁木齐市 -> 吐鲁番市,E022 -> E001
天池风景区,达坂城镇,3.0,195.0,天池风景区 -> 乌鲁木齐市 -> 达坂城镇,E022 -> E003
天池风景区,伊宁市(伊犁),8.5,785.0,天池风景区 -> 乌鲁木齐市 -> 伊宁市(伊犁),E022 -> E005
天池风景区,喀什市,19.5,1560.0,天池风景区 -> 乌鲁木齐市 -> 喀什市,E022 -> E007
天池风景区,阿勒泰市,7.5,595.0,天池风景区 -> 乌鲁木齐市 -> 阿勒泰市,E022 -> E009
天池风景区,库尔勒市,7.5,566.0,天池风景区 -> 乌鲁木齐市 -> 库尔勒市,E022 -> E011
天池风景区,若羌县(楼兰),13.5,1036.0,天池风景区 -> 乌鲁木齐市 -> 库尔勒市 -> 若羌县(楼兰),E022 -> E011 -> E015
天池风景区,那拉提镇,11.5,1035.0,天池风景区 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 那拉提镇,E022 -> E005 -> E017
天池风景区,赛里木湖,10.5,935.0,天池风景区 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 赛里木湖,E022 -> E005 -> E019
天池风景区,天池风景区,0.0,0.0,天池风景区,
天池风景区,可可托海,8.0,625.0,天池风景区 -> 乌鲁木齐市 -> 可可托海,E022 -> E023
天池风景区,禾木村,9.0,715.0,天池风景区 -> 乌鲁木齐市 -> 禾木村,E022 -> E025
天池风景区,白哈巴,10.0,775.0,天池风景区 -> 乌鲁木齐市 -> 白哈巴,E022 -> E027
天池风景区,鄯善县(库木塔格沙漠),5.2,365.0,天池风景区 -> 乌鲁木齐市 -> 吐鲁番市 -> 鄯善县(库木塔格沙漠),E022 -> E001 -> E031
天池风景区,霍城县(惠远古城),9.5,830.0,天池风景区 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 霍城县(惠远古城),E022 -> E005 -> E033
天池风景区,特克斯县(八卦城),10.5,900.0,天池风景区 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 特克斯县(八卦城),E022 -> E005 -> E035
天池风景区,昭苏县(夏塔古道),12.0,965.0,天池风景区 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 昭苏县(夏塔古道),E022 -> E005 -> E037
天池风景区,巴音布鲁克,14.0,1195.0,天池风景区 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 那拉提镇 -> 巴音布鲁克,E022 -> E005 -> E017 -> E039
天池风景区,库车市,18.0,1455.0,天池风景区 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 那拉提镇 -> 巴音布鲁克 -> 库车市,E022 -> E005 -> E017 -> E039 -> E041
天池风景区,塔什库尔干县(帕米尔高原),24.0,1850.0,天池风景区 -> 乌鲁木齐市 -> 喀什市 -> 塔什库尔干县(帕米尔高原),E022 -> E007 -> E045
天池风景区,莎车县,22.0,1750.0,天池风景区 -> 乌鲁木齐市 -> 喀什市 -> 莎车县,E022 -> E007 -> E047
天池风景区,和田市,23.5,1856.0,天池风景区 -> 乌鲁木齐市 -> 库尔勒市 -> 若羌县(楼兰) -> 和田市,E022 -> E011 -> E015 -> E053
天池风景区,民丰县(尼雅遗址),25.0,1966.0,天池风景区 -> 乌鲁木齐市 -> 库尔勒市 -> 若羌县(楼兰) -> 和田市 -> 民丰县(尼雅遗址),E022 -> E011 -> E015 -> E053 -> E051
天池风景区,茫崖市,18.0,1386.0,天池风景区 -> 乌鲁木齐市 -> 库尔勒市 -> 若羌县(楼兰) -> 茫崖市,E022 -> E011 -> E015 -> E055
可可托海,乌鲁木齐市,6.5,530.0,可可托海 -> 乌鲁木齐市,E024
可可托海,吐鲁番市,9.0,710.0,可可托海 -> 乌鲁木齐市 -> 吐鲁番市,E024 -> E001
可可托海,达坂城镇,8.0,630.0,可可托海 -> 乌鲁木齐市 -> 达坂城镇,E024 -> E003
可可托海,伊宁市(伊犁),13.5,1220.0,可可托海 -> 乌鲁木齐市 -> 伊宁市(伊犁),E024 -> E005
可可托海,喀什市,24.5,1995.0,可可托海 -> 乌鲁木齐市 -> 喀什市,E024 -> E007
可可托海,阿勒泰市,12.5,1030.0,可可托海 -> 乌鲁木齐市 -> 阿勒泰市,E024 -> E009
可可托海,库尔勒市,12.5,1001.0,可可托海 -> 乌鲁木齐市 -> 库尔勒市,E024 -> E011
可可托海,若羌县(楼兰),18.5,1471.0,可可托海 -> 乌鲁木齐市 -> 库尔勒市 -> 若羌县(楼兰),E024 -> E011 -> E015
可可托海,那拉提镇,16.5,1470.0,可可托海 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 那拉提镇,E024 -> E005 -> E017
可可托海,赛里木湖,15.5,1370.0,可可托海 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 赛里木湖,E024 -> E005 -> E019
可可托海,天池风景区,8.0,625.0,可可托海 -> 乌鲁木齐市 -> 天池风景区,E024 -> E021
可可托海,可可托海,0.0,0.0,可可托海,
可可托海,禾木村,14.0,1150.0,可可托海 -> 乌鲁木齐市 -> 禾木村,E024 -> E025
可可托海,白哈巴,15.0,1210.0,可可托海 -> 乌鲁木齐市 -> 白哈巴,E024 -> E027
可可托海,鄯善县(库木塔格沙漠),10.2,800.0,可可托海 -> 乌鲁木齐市 -> 吐鲁番市 -> 鄯善县(库木塔格沙漠),E024 -> E001 -> E031
可可托海,霍城县(惠远古城),14.5,1265.0,可可托海 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 霍城县(惠远古城),E024 -> E005 -> E033
可可托海,特克斯县(八卦城),15.5,1335.0,可可托海 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 特克斯县(八卦城),E024 -> E005 -> E035
可可托海,昭苏县(夏塔古道),17.0,1400.0,可可托海 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 昭苏县(夏塔古道),E024 -> E005 -> E037
可可托海,巴音布鲁克,19.0,1630.0,可可托海 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 那拉提镇 -> 巴音布鲁克,E024 -> E005 -> E017 -> E039
可可托海,库车市,23.0,1890.0,可可托海 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 那拉提镇 -> 巴音布鲁克 -> 库车市,E024 -> E005 -> E017 -> E039 -> E041
可可托海,塔什库尔干县(帕米尔高原),29.0,2285.0,可可托海 -> 乌鲁木齐市 -> 喀什市 -> 塔什库尔干县(帕米尔高原),E024 -> E007 -> E045
可可托海,莎车县,27.0,2185.0,可可托海 -> 乌鲁木齐市 -> 喀什市 -> 莎车县,E024 -> E007 -> E047
可可托海,和田市,28.5,2291.0,可可托海 -> 乌鲁木齐市 -> 库尔勒市 -> 若羌县(楼兰) -> 和田市,E024 -> E011 -> E015 -> E053
可可托海,民丰县(尼雅遗址),30.0,2401.0,可可托海 -> 乌鲁木齐市 -> 库尔勒市 -> 若羌县(楼兰) -> 和田市 -> 民丰县(尼雅遗址),E024 -> E011 -> E015 -> E053 -> E051
可可托海,茫崖市,23.0,1821.0,可可托海 -> 乌鲁木齐市 -> 库尔勒市 -> 若羌县(楼兰) -> 茫崖市,E024 -> E011 -> E015 -> E055
禾木村,乌鲁木齐市,7.5,620.0,禾木村 -> 乌鲁木齐市,E026
禾木村,吐鲁番市,10.0,800.0,禾木村 -> 乌鲁木齐市 -> 吐鲁番市,E026 -> E001
禾木村,达坂城镇,9.0,720.0,禾木村 -> 乌鲁木齐市 -> 达坂城镇,E026 -> E003
禾木村,伊宁市(伊犁),14.5,1310.0,禾木村 -> 乌鲁木齐市 -> 伊宁市(伊犁),E026 -> E005
禾木村,喀什市,25.5,2085.0,禾木村 -> 乌鲁木齐市 -> 喀什市,E026 -> E007
禾木村,阿勒泰市,13.5,1120.0,禾木村 -> 乌鲁木齐市 -> 阿勒泰市,E026 -> E009
禾木村,库尔勒市,13.5,1091.0,禾木村 -> 乌鲁木齐市 -> 库尔勒市,E026 -> E011
禾木村,若羌县(楼兰),19.5,1561.0,禾木村 -> 乌鲁木齐市 -> 库尔勒市 -> 若羌县(楼兰),E026 -> E011 -> E015
禾木村,那拉提镇,17.5,1560.0,禾木村 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 那拉提镇,E026 -> E005 -> E017
禾木村,赛里木湖,16.5,1460.0,禾木村 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 赛里木湖,E026 -> E005 -> E019
禾木村,天池风景区,9.0,715.0,禾木村 -> 乌鲁木齐市 -> 天池风景区,E026 -> E021
禾木村,可可托海,14.0,1150.0,禾木村 -> 乌鲁木齐市 -> 可可托海,E026 -> E023
禾木村,禾木村,0.0,0.0,禾木村,
禾木村,白哈巴,16.0,1300.0,禾木村 -> 乌鲁木齐市 -> 白哈巴,E026 -> E027
禾木村,鄯善县(库木塔格沙漠),11.2,890.0,禾木村 -> 乌鲁木齐市 -> 吐鲁番市 -> 鄯善县(库木塔格沙漠),E026 -> E001 -> E031
禾木村,霍城县(惠远古城),15.5,1355.0,禾木村 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 霍城县(惠远古城),E026 -> E005 -> E033
禾木村,特克斯县(八卦城),16.5,1425.0,禾木村 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 特克斯县(八卦城),E026 -> E005 -> E035
禾木村,昭苏县(夏塔古道),18.0,1490.0,禾木村 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 昭苏县(夏塔古道),E026 -> E005 -> E037
禾木村,巴音布鲁克,20.0,1720.0,禾木村 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 那拉提镇 -> 巴音布鲁克,E026 -> E005 -> E017 -> E039
禾木村,库车市,24.0,1980.0,禾木村 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 那拉提镇 -> 巴音布鲁克 -> 库车市,E026 -> E005 -> E017 -> E039 -> E041
禾木村,塔什库尔干县(帕米尔高原),30.0,2375.0,禾木村 -> 乌鲁木齐市 -> 喀什市 -> 塔什库尔干县(帕米尔高原),E026 -> E007 -> E045
禾木村,莎车县,28.0,2275.0,禾木村 -> 乌鲁木齐市 -> 喀什市 -> 莎车县,E026 -> E007 -> E047
禾木村,和田市,29.5,2381.0,禾木村 -> 乌鲁木齐市 -> 库尔勒市 -> 若羌县(楼兰) -> 和田市,E026 -> E011 -> E015 -> E053
禾木村,民丰县(尼雅遗址),31.0,2491.0,禾木村 -> 乌鲁木齐市 -> 库尔勒市 -> 若羌县(楼兰) -> 和田市 -> 民丰县(尼雅遗址),E026 -> E011 -> E015 -> E053 -> E051
禾木村,茫崖市,24.0,1911.0,禾木村 -> 乌鲁木齐市 -> 库尔勒市 -> 若羌县(楼兰) -> 茫崖市,E026 -> E011 -> E015 -> E055
白哈巴,乌鲁木齐市,8.5,680.0,白哈巴 -> 乌鲁木齐市,E028
白哈巴,吐鲁番市,11.0,860.0,白哈巴 -> 乌鲁木齐市 -> 吐鲁番市,E028 -> E001
白哈巴,达坂城镇,10.0,780.0,白哈巴 -> 乌鲁木齐市 -> 达坂城镇,E028 -> E003
白哈巴,伊宁市(伊犁),15.5,1370.0,白哈巴 -> 乌鲁木齐市 -> 伊宁市(伊犁),E028 -> E005
白哈巴,喀什市,26.5,2145.0,白哈巴 -> 乌鲁木齐市 -> 喀什市,E028 -> E007
白哈巴,阿勒泰市,14.5,1180.0,白哈巴 -> 乌鲁木齐市 -> 阿勒泰市,E028 -> E009
白哈巴,库尔勒市,14.5,1151.0,白哈巴 -> 乌鲁木齐市 -> 库尔勒市,E028 -> E011
白哈巴,若羌县(楼兰),20.5,1621.0,白哈巴 -> 乌鲁木齐市 -> 库尔勒市 -> 若羌县(楼兰),E028 -> E011 -> E015
白哈巴,那拉提镇,18.5,1620.0,白哈巴 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 那拉提镇,E028 -> E005 -> E017
白哈巴,赛里木湖,17.5,1520.0,白哈巴 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 赛里木湖,E028 -> E005 -> E019
白哈巴,天池风景区,10.0,775.0,白哈巴 -> 乌鲁木齐市 -> 天池风景区,E028 -> E021
白哈巴,可可托海,15.0,1210.0,白哈巴 -> 乌鲁木齐市 -> 可可托海,E028 -> E023
白哈巴,禾木村,16.0,1300.0,白哈巴 -> 乌鲁木齐市 -> 禾木村,E028 -> E025
白哈巴,白哈巴,0.0,0.0,白哈巴,
白哈巴,鄯善县(库木塔格沙漠),12.2,950.0,白哈巴 -> 乌鲁木齐市 -> 吐鲁番市 -> 鄯善县(库木塔格沙漠),E028 -> E001 -> E031
白哈巴,霍城县(惠远古城),16.5,1415.0,白哈巴 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 霍城县(惠远古城),E028 -> E005 -> E033
白哈巴,特克斯县(八卦城),17.5,1485.0,白哈巴 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 特克斯县(八卦城),E028 -> E005 -> E035
白哈巴,昭苏县(夏塔古道),19.0,1550.0,白哈巴 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 昭苏县(夏塔古道),E028 -> E005 -> E037
白哈巴,巴音布鲁克,21.0,1780.0,白哈巴 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 那拉提镇 -> 巴音布鲁克,E028 -> E005 -> E017 -> E039
白哈巴,库车市,25.0,2040.0,白哈巴 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 那拉提镇 -> 巴音布鲁克 -> 库车市,E028 -> E005 -> E017 -> E039 -> E041
白哈巴,塔什库尔干县(帕米尔高原),31.0,2435.0,白哈巴 -> 乌鲁木齐市 -> 喀什市 -> 塔什库尔干县(帕米尔高原),E028 -> E007 -> E045
白哈巴,莎车县,29.0,2335.0,白哈巴 -> 乌鲁木齐市 -> 喀什市 -> 莎车县,E028 -> E007 -> E047
白哈巴,和田市,30.5,2441.0,白哈巴 -> 乌鲁木齐市 -> 库尔勒市 -> 若羌县(楼兰) -> 和田市,E028 -> E011 -> E015 -> E053
白哈巴,民丰县(尼雅遗址),32.0,2551.0,白哈巴 -> 乌鲁木齐市 -> 库尔勒市 -> 若羌县(楼兰) -> 和田市 -> 民丰县(尼雅遗址),E028 -> E011 -> E015 -> E053 -> E051
白哈巴,茫崖市,25.0,1971.0,白哈巴 -> 乌鲁木齐市 -> 库尔勒市 -> 若羌县(楼兰) -> 茫崖市,E028 -> E011 -> E015 -> E055
鄯善县(库木塔格沙漠),乌鲁木齐市,3.7,270.0,鄯善县(库木塔格沙漠) -> 吐鲁番市 -> 乌鲁木齐市,E032 -> E002
鄯善县(库木塔格沙漠),吐鲁番市,1.2,90.0,鄯善县(库木塔格沙漠) -> 吐鲁番市,E032
鄯善县(库木塔格沙漠),达坂城镇,3.0,210.0,鄯善县(库木塔格沙漠) -> 吐鲁番市 -> 达坂城镇,E032 -> E029
鄯善县(库木塔格沙漠),伊宁市(伊犁),10.7,960.0,鄯善县(库木塔格沙漠) -> 吐鲁番市 -> 乌鲁木齐市 -> 伊宁市(伊犁),E032 -> E002 -> E005
鄯善县(库木塔格沙漠),喀什市,21.7,1735.0,鄯善县(库木塔格沙漠) -> 吐鲁番市 -> 乌鲁木齐市 -> 喀什市,E032 -> E002 -> E007
鄯善县(库木塔格沙漠),阿勒泰市,9.7,770.0,鄯善县(库木塔格沙漠) -> 吐鲁番市 -> 乌鲁木齐市 -> 阿勒泰市,E032 -> E002 -> E009
鄯善县(库木塔格沙漠),库尔勒市,5.7,460.0,鄯善县(库木塔格沙漠) -> 吐鲁番市 -> 库尔勒市,E032 -> E013
鄯善县(库木塔格沙漠),若羌县(楼兰),11.7,930.0,鄯善县(库木塔格沙漠) -> 吐鲁番市 -> 库尔勒市 -> 若羌县(楼兰),E032 -> E013 -> E015
鄯善县(库木塔格沙漠),那拉提镇,13.7,1210.0,鄯善县(库木塔格沙漠) -> 吐鲁番市 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 那拉提镇,E032 -> E002 -> E005 -> E017
鄯善县(库木塔格沙漠),赛里木湖,12.7,1110.0,鄯善县(库木塔格沙漠) -> 吐鲁番市 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 赛里木湖,E032 -> E002 -> E005 -> E019
鄯善县(库木塔格沙漠),天池风景区,5.2,365.0,鄯善县(库木塔格沙漠) -> 吐鲁番市 -> 乌鲁木齐市 -> 天池风景区,E032 -> E002 -> E021
鄯善县(库木塔格沙漠),可可托海,10.2,800.0,鄯善县(库木塔格沙漠) -> 吐鲁番市 -> 乌鲁木齐市 -> 可可托海,E032 -> E002 -> E023
鄯善县(库木塔格沙漠),禾木村,11.2,890.0,鄯善县(库木塔格沙漠) -> 吐鲁番市 -> 乌鲁木齐市 -> 禾木村,E032 -> E002 -> E025
鄯善县(库木塔格沙漠),白哈巴,12.2,950.0,鄯善县(库木塔格沙漠) -> 吐鲁番市 -> 乌鲁木齐市 -> 白哈巴,E032 -> E002 -> E027
鄯善县(库木塔格沙漠),鄯善县(库木塔格沙漠),0.0,0.0,鄯善县(库木塔格沙漠),
鄯善县(库木塔格沙漠),霍城县(惠远古城),11.7,1005.0,鄯善县(库木塔格沙漠) -> 吐鲁番市 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 霍城县(惠远古城),E032 -> E002 -> E005 -> E033
鄯善县(库木塔格沙漠),特克斯县(八卦城),12.7,1075.0,鄯善县(库木塔格沙漠) -> 吐鲁番市 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 特克斯县(八卦城),E032 -> E002 -> E005 -> E035
鄯善县(库木塔格沙漠),昭苏县(夏塔古道),14.2,1140.0,鄯善县(库木塔格沙漠) -> 吐鲁番市 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 昭苏县(夏塔古道),E032 -> E002 -> E005 -> E037
鄯善县(库木塔格沙漠),巴音布鲁克,16.2,1370.0,鄯善县(库木塔格沙漠) -> 吐鲁番市 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 那拉提镇 -> 巴音布鲁克,E032 -> E002 -> E005 -> E017 -> E039
鄯善县(库木塔格沙漠),库车市,20.2,1630.0,鄯善县(库木塔格沙漠) -> 吐鲁番市 -> 乌鲁木齐市 -> 伊宁市(伊犁) -> 那拉提镇 -> 巴音布鲁克 -> 库车市,E032 -> E002 -> E005 -> E017 -> E039 -> E041
