route_id,spots_count,total_cost_yuan_excluding_meals,transport_cost_yuan_for_two,ticket_cost_yuan_for_two,rough_hotel_cost_yuan,planned_trip_days,buffer_days,red_days,time_window_violations,operational_success_probability,strict_comfort_success_probability,topic_executable_feasible,operational_robust_feasible,strict_comfort_reference_feasible,route_sequence
Q1V3_Q20_019,20,10191.78,4531.78,2276.0,3384.0,30,8,3,0,0.976,0.0,True,True,False,天山天池 -> 北庭故城遗址 -> 吐峪沟麻扎村 -> 高昌故城 -> 火焰山 -> 葡萄沟 -> 苏公塔 -> 交河故城 -> 坎儿井民俗园 -> 达坂城古镇 -> 果子沟大桥 -> 赛里木湖 -> 霍城薰衣草花田 -> 喀拉峻大草原 -> 昭苏草原 -> 那拉提草原 -> 罗布人村寨 -> 克孜尔石窟 -> 艾提尕尔清真寺 -> 喀什古城
Q1V3_Q20_037,20,10313.31,4533.31,2396.0,3384.0,30,8,2,0,0.922,0.0,True,True,False,天山天池 -> 北庭故城遗址 -> 吐峪沟麻扎村 -> 高昌故城 -> 火焰山 -> 葡萄沟 -> 苏公塔 -> 交河故城 -> 坎儿井民俗园 -> 达坂城古镇 -> 果子沟大桥 -> 赛里木湖 -> 霍城薰衣草花田 -> 喀拉峻大草原 -> 昭苏草原 -> 那拉提草原 -> 罗布人村寨 -> 克孜尔石窟 -> 香妃园 -> 艾提尕尔清真寺
Q1V3_Q20_002,20,10659.56,4613.96,2436.0,3609.6,30,11,3,0,0.946,0.0,True,True,False,达坂城古镇 -> 交河故城 -> 坎儿井民俗园 -> 苏公塔 -> 葡萄沟 -> 火焰山 -> 吐峪沟麻扎村 -> 高昌故城 -> 北庭故城遗址 -> 天山天池 -> 赛里木湖 -> 果子沟大桥 -> 霍城薰衣草花田 -> 喀拉峻大草原 -> 昭苏草原 -> 夏塔古道 -> 那拉提草原 -> 罗布人村寨 -> 克孜尔石窟 -> 艾提尕尔清真寺
Q1V3_Q20_001,20,10685.77,4640.17,2436.0,3609.6,30,11,3,0,0.926,0.0,True,True,False,达坂城古镇 -> 交河故城 -> 坎儿井民俗园 -> 苏公塔 -> 葡萄沟 -> 火焰山 -> 高昌故城 -> 吐峪沟麻扎村 -> 北庭故城遗址 -> 天山天池 -> 赛里木湖 -> 霍城薰衣草花田 -> 果子沟大桥 -> 喀拉峻大草原 -> 夏塔古道 -> 昭苏草原 -> 那拉提草原 -> 罗布人村寨 -> 克孜尔石窟 -> 艾提尕尔清真寺
Q1V3_Q20_051,20,10693.85,4824.25,2260.0,3609.6,30,7,4,0,0.934,0.0,True,True,False,天山天池 -> 达坂城古镇 -> 交河故城 -> 坎儿井民俗园 -> 苏公塔 -> 吐峪沟麻扎村 -> 高昌故城 -> 火焰山 -> 果子沟大桥 -> 赛里木湖 -> 霍城薰衣草花田 -> 喀拉峻大草原 -> 昭苏草原 -> 那拉提草原 -> 罗布人村寨 -> 克孜尔石窟 -> 香妃园 -> 喀什古城 -> 艾提尕尔清真寺 -> 石头城遗址
Q1V3_Q20_003,20,10821.41,4775.81,2436.0,3609.6,30,8,2,0,0.95,0.0,True,True,False,天山天池 -> 北庭故城遗址 -> 吐峪沟麻扎村 -> 高昌故城 -> 火焰山 -> 葡萄沟 -> 苏公塔 -> 交河故城 -> 坎儿井民俗园 -> 达坂城古镇 -> 果子沟大桥 -> 赛里木湖 -> 霍城薰衣草花田 -> 喀拉峻大草原 -> 昭苏草原 -> 夏塔古道 -> 那拉提草原 -> 克孜尔石窟 -> 罗布人村寨 -> 艾提尕尔清真寺
Q1V3_Q20_031,20,10852.88,5081.68,1936.0,3835.2,30,7,3,0,0.908,0.0,True,True,False,天山天池 -> 北庭故城遗址 -> 吐峪沟麻扎村 -> 苏公塔 -> 交河故城 -> 坎儿井民俗园 -> 达坂城古镇 -> 果子沟大桥 -> 赛里木湖 -> 霍城薰衣草花田 -> 昭苏草原 -> 那拉提草原 -> 罗布人村寨 -> 克孜尔石窟 -> 库车王府 -> 和田博物馆 -> 香妃园 -> 喀什古城 -> 帕米尔高原白沙湖 -> 石头城遗址
Q1V3_Q32_379,32,12679.46,3771.06,3494.0,5414.4,32,0,5,3,0.0,0.0,False,False,False,天山天池 -> 江布拉克草原 -> 北庭故城遗址 -> 可可托海 -> 五彩滩 -> 果子沟大桥 -> 赛里木湖 -> 霍城薰衣草花田 -> 喀拉峻大草原 -> 昭苏草原 -> 那拉提草原 -> 巴音布鲁克草原 -> 天山神秘大峡谷 -> 克孜尔石窟 -> 库车王府 -> 香妃园 -> 喀什古城 -> 艾提尕尔清真寺 -> 石头城遗址 -> 帕米尔高原白沙湖 -> 和田博物馆 -> 千里葡萄长廊 -> 罗布人村寨 -> 博斯腾湖 -> 达坂城古镇 -> 交河故城 -> 坎儿井民俗园 -> 苏公塔 -> 葡萄沟 -> 火焰山 -> 高昌故城 -> 吐峪沟麻扎村
Q1V3_Q32_340,32,12971.28,3867.28,3464.0,5640.0,35,0,5,3,0.0,0.0,False,False,False,天山天池 -> 达坂城古镇 -> 博斯腾湖 -> 罗布人村寨 -> 和田博物馆 -> 奥依塔克冰川 -> 石头城遗址 -> 帕米尔高原白沙湖 -> 艾提尕尔清真寺 -> 喀什古城 -> 香妃园 -> 克孜尔石窟 -> 库车王府 -> 天山神秘大峡谷 -> 那拉提草原 -> 昭苏草原 -> 夏塔古道 -> 喀拉峻大草原 -> 霍城薰衣草花田 -> 果子沟大桥 -> 赛里木湖 -> 五彩滩 -> 可可托海 -> 北庭故城遗址 -> 江布拉克草原 -> 交河故城 -> 坎儿井民俗园 -> 苏公塔 -> 葡萄沟 -> 火焰山 -> 高昌故城 -> 吐峪沟麻扎村
Q1V3_Q32_378,32,13055.22,3921.22,3494.0,5640.0,34,0,5,4,0.0,0.0,False,False,False,天山天池 -> 博斯腾湖 -> 罗布人村寨 -> 和田博物馆 -> 千里葡萄长廊 -> 石头城遗址 -> 帕米尔高原白沙湖 -> 艾提尕尔清真寺 -> 喀什古城 -> 香妃园 -> 克孜尔石窟 -> 库车王府 -> 天山神秘大峡谷 -> 巴音布鲁克草原 -> 那拉提草原 -> 昭苏草原 -> 喀拉峻大草原 -> 霍城薰衣草花田 -> 果子沟大桥 -> 赛里木湖 -> 达坂城古镇 -> 交河故城 -> 坎儿井民俗园 -> 苏公塔 -> 葡萄沟 -> 火焰山 -> 吐峪沟麻扎村 -> 高昌故城 -> 江布拉克草原 -> 北庭故城遗址 -> 可可托海 -> 五彩滩
Q1V3_Q32_349,32,13116.0,4012.0,3464.0,5640.0,35,0,5,3,0.0,0.0,False,False,False,天山天池 -> 江布拉克草原 -> 北庭故城遗址 -> 博斯腾湖 -> 罗布人村寨 -> 和田博物馆 -> 奥依塔克冰川 -> 石头城遗址 -> 帕米尔高原白沙湖 -> 艾提尕尔清真寺 -> 喀什古城 -> 香妃园 -> 克孜尔石窟 -> 库车王府 -> 天山神秘大峡谷 -> 那拉提草原 -> 昭苏草原 -> 夏塔古道 -> 喀拉峻大草原 -> 霍城薰衣草花田 -> 果子沟大桥 -> 赛里木湖 -> 五彩滩 -> 可可托海 -> 达坂城古镇 -> 交河故城 -> 坎儿井民俗园 -> 苏公塔 -> 葡萄沟 -> 火焰山 -> 高昌故城 -> 吐峪沟麻扎村
Q1V3_Q32_354,32,13127.92,3781.92,3706.0,5640.0,34,0,6,4,0.0,0.0,False,False,False,天山天池 -> 江布拉克草原 -> 北庭故城遗址 -> 吐峪沟麻扎村 -> 高昌故城 -> 火焰山 -> 葡萄沟 -> 苏公塔 -> 交河故城 -> 坎儿井民俗园 -> 达坂城古镇 -> 博斯腾湖 -> 罗布人村寨 -> 和田博物馆 -> 石头城遗址 -> 帕米尔高原白沙湖 -> 艾提尕尔清真寺 -> 喀什古城 -> 香妃园 -> 克孜尔石窟 -> 库车王府 -> 天山神秘大峡谷 -> 那拉提草原 -> 昭苏草原 -> 夏塔古道 -> 喀拉峻大草原 -> 霍城薰衣草花田 -> 果子沟大桥 -> 赛里木湖 -> 世界魔鬼城 -> 五彩滩 -> 喀纳斯湖
Q1V3_Q32_339,32,13143.5,4039.5,3464.0,5640.0,35,0,4,3,0.0,0.0,False,False,False,天山天池 -> 博斯腾湖 -> 罗布人村寨 -> 和田博物馆 -> 奥依塔克冰川 -> 石头城遗址 -> 帕米尔高原白沙湖 -> 艾提尕尔清真寺 -> 喀什古城 -> 香妃园 -> 克孜尔石窟 -> 库车王府 -> 天山神秘大峡谷 -> 那拉提草原 -> 昭苏草原 -> 夏塔古道 -> 喀拉峻大草原 -> 霍城薰衣草花田 -> 果子沟大桥 -> 赛里木湖 -> 达坂城古镇 -> 交河故城 -> 坎儿井民俗园 -> 苏公塔 -> 葡萄沟 -> 火焰山 -> 吐峪沟麻扎村 -> 高昌故城 -> 江布拉克草原 -> 北庭故城遗址 -> 可可托海 -> 五彩滩
Q1V3_Q32_342,32,13153.59,3859.59,3654.0,5640.0,33,0,5,3,0.0,0.0,False,False,False,天山天池 -> 江布拉克草原 -> 北庭故城遗址 -> 可可托海 -> 五彩滩 -> 果子沟大桥 -> 赛里木湖 -> 霍城薰衣草花田 -> 喀拉峻大草原 -> 昭苏草原 -> 夏塔古道 -> 那拉提草原 -> 巴音布鲁克草原 -> 天山神秘大峡谷 -> 克孜尔石窟 -> 库车王府 -> 香妃园 -> 喀什古城 -> 艾提尕尔清真寺 -> 石头城遗址 -> 帕米尔高原白沙湖 -> 和田博物馆 -> 罗布人村寨 -> 博斯腾湖 -> 达坂城古镇 -> 交河故城 -> 坎儿井民俗园 -> 苏公塔 -> 葡萄沟 -> 火焰山 -> 高昌故城 -> 吐峪沟麻扎村
Q1V3_Q32_341,32,13240.08,3946.08,3654.0,5640.0,33,0,3,3,0.0,0.0,False,False,False,天山天池 -> 赛里木湖 -> 果子沟大桥 -> 霍城薰衣草花田 -> 喀拉峻大草原 -> 昭苏草原 -> 夏塔古道 -> 那拉提草原 -> 巴音布鲁克草原 -> 天山神秘大峡谷 -> 克孜尔石窟 -> 库车王府 -> 香妃园 -> 喀什古城 -> 艾提尕尔清真寺 -> 石头城遗址 -> 帕米尔高原白沙湖 -> 和田博物馆 -> 罗布人村寨 -> 博斯腾湖 -> 达坂城古镇 -> 交河故城 -> 坎儿井民俗园 -> 苏公塔 -> 葡萄沟 -> 火焰山 -> 吐峪沟麻扎村 -> 高昌故城 -> 江布拉克草原 -> 北庭故城遗址 -> 可可托海 -> 五彩滩
Q1V3_Q32_355,32,13330.54,3984.54,3706.0,5640.0,34,0,5,4,0.0,0.0,False,False,False,天山天池 -> 江布拉克草原 -> 北庭故城遗址 -> 博斯腾湖 -> 罗布人村寨 -> 和田博物馆 -> 石头城遗址 -> 帕米尔高原白沙湖 -> 艾提尕尔清真寺 -> 喀什古城 -> 香妃园 -> 克孜尔石窟 -> 库车王府 -> 天山神秘大峡谷 -> 那拉提草原 -> 昭苏草原 -> 夏塔古道 -> 喀拉峻大草原 -> 霍城薰衣草花田 -> 果子沟大桥 -> 赛里木湖 -> 世界魔鬼城 -> 喀纳斯湖 -> 五彩滩 -> 达坂城古镇 -> 交河故城 -> 坎儿井民俗园 -> 苏公塔 -> 葡萄沟 -> 火焰山 -> 高昌故城 -> 吐峪沟麻扎村
Q1V3_Q32_394,32,13536.87,3994.87,3902.0,5640.0,35,0,2,3,0.0,0.0,False,False,False,天山天池 -> 北庭故城遗址 -> 博斯腾湖 -> 罗布人村寨 -> 和田博物馆 -> 奥依塔克冰川 -> 石头城遗址 -> 帕米尔高原白沙湖 -> 艾提尕尔清真寺 -> 喀什古城 -> 香妃园 -> 库车王府 -> 克孜尔石窟 -> 巴音布鲁克草原 -> 那拉提草原 -> 昭苏草原 -> 喀拉峻大草原 -> 霍城薰衣草花田 -> 果子沟大桥 -> 赛里木湖 -> 世界魔鬼城 -> 五彩滩 -> 白哈巴村 -> 可可托海 -> 达坂城古镇 -> 交河故城 -> 坎儿井民俗园 -> 苏公塔 -> 葡萄沟 -> 火焰山 -> 高昌故城 -> 吐峪沟麻扎村
Q1V3_Q32_366,32,13715.51,3991.91,3858.0,5865.6,36,0,6,5,0.0,0.0,False,False,False,天山天池 -> 江布拉克草原 -> 北庭故城遗址 -> 吐峪沟麻扎村 -> 高昌故城 -> 火焰山 -> 葡萄沟 -> 苏公塔 -> 交河故城 -> 坎儿井民俗园 -> 达坂城古镇 -> 博斯腾湖 -> 罗布人村寨 -> 和田博物馆 -> 石头城遗址 -> 帕米尔高原白沙湖 -> 艾提尕尔清真寺 -> 喀什古城 -> 香妃园 -> 克孜尔石窟 -> 库车王府 -> 天山神秘大峡谷 -> 巴音布鲁克草原 -> 那拉提草原 -> 昭苏草原 -> 夏塔古道 -> 喀拉峻大草原 -> 霍城薰衣草花田 -> 果子沟大桥 -> 世界魔鬼城 -> 喀纳斯湖 -> 可可托海
Q1V3_Q32_367,32,13738.81,4015.21,3858.0,5865.6,33,0,5,4,0.0,0.0,False,False,False,天山天池 -> 江布拉克草原 -> 北庭故城遗址 -> 可可托海 -> 喀纳斯湖 -> 世界魔鬼城 -> 果子沟大桥 -> 霍城薰衣草花田 -> 喀拉峻大草原 -> 昭苏草原 -> 夏塔古道 -> 那拉提草原 -> 巴音布鲁克草原 -> 天山神秘大峡谷 -> 克孜尔石窟 -> 库车王府 -> 香妃园 -> 喀什古城 -> 艾提尕尔清真寺 -> 石头城遗址 -> 帕米尔高原白沙湖 -> 和田博物馆 -> 罗布人村寨 -> 博斯腾湖 -> 达坂城古镇 -> 交河故城 -> 坎儿井民俗园 -> 苏公塔 -> 葡萄沟 -> 火焰山 -> 高昌故城 -> 吐峪沟麻扎村
Q1V3_Q32_365,32,13850.28,3956.68,4028.0,5865.6,34,0,6,4,0.0,0.0,False,False,False,天山天池 -> 北庭故城遗址 -> 可可托海 -> 喀纳斯湖 -> 五彩滩 -> 果子沟大桥 -> 赛里木湖 -> 霍城薰衣草花田 -> 喀拉峻大草原 -> 昭苏草原 -> 夏塔古道 -> 那拉提草原 -> 巴音布鲁克草原 -> 天山神秘大峡谷 -> 克孜尔石窟 -> 库车王府 -> 香妃园 -> 喀什古城 -> 艾提尕尔清真寺 -> 石头城遗址 -> 帕米尔高原白沙湖 -> 和田博物馆 -> 罗布人村寨 -> 博斯腾湖 -> 达坂城古镇 -> 交河故城 -> 坎儿井民俗园 -> 苏公塔 -> 葡萄沟 -> 火焰山 -> 高昌故城 -> 吐峪沟麻扎村
Q1V3_Q32_371,32,13888.46,4084.86,3938.0,5865.6,34,0,7,5,0.0,0.0,False,False,False,天山天池 -> 北庭故城遗址 -> 博斯腾湖 -> 罗布人村寨 -> 和田博物馆 -> 千里葡萄长廊 -> 石头城遗址 -> 帕米尔高原白沙湖 -> 艾提尕尔清真寺 -> 喀什古城 -> 香妃园 -> 克孜尔石窟 -> 库车王府 -> 天山神秘大峡谷 -> 巴音布鲁克草原 -> 那拉提草原 -> 昭苏草原 -> 夏塔古道 -> 喀拉峻大草原 -> 霍城薰衣草花田 -> 果子沟大桥 -> 赛里木湖 -> 喀纳斯湖 -> 可可托海 -> 达坂城古镇 -> 交河故城 -> 坎儿井民俗园 -> 苏公塔 -> 葡萄沟 -> 火焰山 -> 高昌故城 -> 吐峪沟麻扎村
Q1V3_Q32_382,32,13908.53,4164.93,3878.0,5865.6,34,0,7,3,0.0,0.0,False,False,False,天山天池 -> 江布拉克草原 -> 北庭故城遗址 -> 博斯腾湖 -> 罗布人村寨 -> 和田博物馆 -> 石头城遗址 -> 艾提尕尔清真寺 -> 喀什古城 -> 香妃园 -> 克孜尔石窟 -> 库车王府 -> 天山神秘大峡谷 -> 那拉提草原 -> 昭苏草原 -> 夏塔古道 -> 喀拉峻大草原 -> 霍城薰衣草花田 -> 果子沟大桥 -> 赛里木湖 -> 世界魔鬼城 -> 五彩滩 -> 喀纳斯湖 -> 可可托海 -> 达坂城古镇 -> 交河故城 -> 坎儿井民俗园 -> 苏公塔 -> 葡萄沟 -> 火焰山 -> 高昌故城 -> 吐峪沟麻扎村
Q1V3_Q32_346,32,14063.07,3783.47,4414.0,5865.6,35,0,5,5,0.0,0.0,False,False,False,天山天池 -> 江布拉克草原 -> 北庭故城遗址 -> 罗布人村寨 -> 博斯腾湖 -> 库车王府 -> 帕米尔高原白沙湖 -> 艾提尕尔清真寺 -> 喀什古城 -> 香妃园 -> 克孜尔石窟 -> 天山神秘大峡谷 -> 巴音布鲁克草原 -> 那拉提草原 -> 昭苏草原 -> 夏塔古道 -> 喀拉峻大草原 -> 霍城薰衣草花田 -> 果子沟大桥 -> 赛里木湖 -> 喀纳斯湖 -> 白哈巴村 -> 五彩滩 -> 可可托海 -> 达坂城古镇 -> 交河故城 -> 坎儿井民俗园 -> 苏公塔 -> 葡萄沟 -> 火焰山 -> 高昌故城 -> 吐峪沟麻扎村
Q1V3_Q32_361,32,14100.54,4031.34,3978.0,6091.2,34,0,8,4,0.0,0.0,False,False,False,天山天池 -> 罗布人村寨 -> 和田博物馆 -> 奥依塔克冰川 -> 帕米尔高原白沙湖 -> 艾提尕尔清真寺 -> 喀什古城 -> 香妃园 -> 克孜尔石窟 -> 库车王府 -> 天山神秘大峡谷 -> 那拉提草原 -> 昭苏草原 -> 夏塔古道 -> 喀拉峻大草原 -> 霍城薰衣草花田 -> 果子沟大桥 -> 赛里木湖 -> 禾木村 -> 喀纳斯湖 -> 五彩滩 -> 可可托海 -> 北庭故城遗址 -> 江布拉克草原 -> 达坂城古镇 -> 交河故城 -> 坎儿井民俗园 -> 苏公塔 -> 葡萄沟 -> 火焰山 -> 高昌故城 -> 吐峪沟麻扎村
Q1V3_Q32_345,32,14241.06,3961.46,4414.0,5865.6,35,0,6,5,0.0,0.0,False,False,False,天山天池 -> 罗布人村寨 -> 博斯腾湖 -> 库车王府 -> 帕米尔高原白沙湖 -> 艾提尕尔清真寺 -> 喀什古城 -> 香妃园 -> 克孜尔石窟 -> 天山神秘大峡谷 -> 巴音布鲁克草原 -> 那拉提草原 -> 昭苏草原 -> 夏塔古道 -> 喀拉峻大草原 -> 霍城薰衣草花田 -> 果子沟大桥 -> 赛里木湖 -> 达坂城古镇 -> 交河故城 -> 坎儿井民俗园 -> 苏公塔 -> 葡萄沟 -> 火焰山 -> 吐峪沟麻扎村 -> 高昌故城 -> 北庭故城遗址 -> 江布拉克草原 -> 五彩滩 -> 白哈巴村 -> 喀纳斯湖 -> 可可托海
Q1V3_Q30_282,30,11486.82,3401.62,3122.0,4963.2,31,0,4,3,0.0,0.0,False,False,False,天山天池 -> 江布拉克草原 -> 北庭故城遗址 -> 博斯腾湖 -> 罗布人村寨 -> 和田博物馆 -> 奥依塔克冰川 -> 石头城遗址 -> 帕米尔高原白沙湖 -> 艾提尕尔清真寺 -> 喀什古城 -> 香妃园 -> 克孜尔石窟 -> 库车王府 -> 天山神秘大峡谷 -> 那拉提草原 -> 昭苏草原 -> 夏塔古道 -> 喀拉峻大草原 -> 霍城薰衣草花田 -> 果子沟大桥 -> 赛里木湖 -> 达坂城古镇 -> 交河故城 -> 坎儿井民俗园 -> 苏公塔 -> 葡萄沟 -> 火焰山 -> 高昌故城 -> 吐峪沟麻扎村
Q1V3_Q30_330,30,12165.57,3844.77,3132.0,5188.8,33,0,3,2,0.0,0.0,False,False,False,天山天池 -> 江布拉克草原 -> 北庭故城遗址 -> 博斯腾湖 -> 罗布人村寨 -> 和田博物馆 -> 奥依塔克冰川 -> 石头城遗址 -> 帕米尔高原白沙湖 -> 艾提尕尔清真寺 -> 喀什古城 -> 香妃园 -> 库车王府 -> 克孜尔石窟 -> 那拉提草原 -> 昭苏草原 -> 夏塔古道 -> 喀拉峻大草原 -> 霍城薰衣草花田 -> 果子沟大桥 -> 赛里木湖 -> 五彩滩 -> 达坂城古镇 -> 交河故城 -> 坎儿井民俗园 -> 苏公塔 -> 葡萄沟 -> 火焰山 -> 高昌故城 -> 吐峪沟麻扎村
Q1V3_Q30_308,30,12189.05,3694.25,3306.0,5188.8,31,0,4,3,0.0,0.0,False,False,False,天山天池 -> 江布拉克草原 -> 北庭故城遗址 -> 罗布人村寨 -> 博斯腾湖 -> 库车王府 -> 奥依塔克冰川 -> 石头城遗址 -> 帕米尔高原白沙湖 -> 艾提尕尔清真寺 -> 喀什古城 -> 香妃园 -> 克孜尔石窟 -> 天山神秘大峡谷 -> 喀拉峻大草原 -> 昭苏草原 -> 夏塔古道 -> 霍城薰衣草花田 -> 果子沟大桥 -> 赛里木湖 -> 世界魔鬼城 -> 白哈巴村 -> 五彩滩 -> 达坂城古镇 -> 交河故城 -> 坎儿井民俗园 -> 苏公塔 -> 火焰山 -> 高昌故城 -> 吐峪沟麻扎村
Q1V3_Q30_336,30,12600.08,3803.68,3382.0,5414.4,31,0,4,5,0.0,0.0,False,False,False,天山天池 -> 江布拉克草原 -> 北庭故城遗址 -> 博斯腾湖 -> 罗布人村寨 -> 和田博物馆 -> 千里葡萄长廊 -> 帕米尔高原白沙湖 -> 艾提尕尔清真寺 -> 喀什古城 -> 香妃园 -> 库车王府 -> 天山神秘大峡谷 -> 巴音布鲁克草原 -> 那拉提草原 -> 昭苏草原 -> 夏塔古道 -> 霍城薰衣草花田 -> 果子沟大桥 -> 赛里木湖 -> 喀纳斯湖 -> 五彩滩 -> 达坂城古镇 -> 交河故城 -> 坎儿井民俗园 -> 苏公塔 -> 葡萄沟 -> 火焰山 -> 高昌故城 -> 吐峪沟麻扎村
Q1V3_Q30_283,30,12648.49,3940.09,3294.0,5414.4,33,0,5,2,0.0,0.0,False,False,False,天山天池 -> 博斯腾湖 -> 罗布人村寨 -> 和田博物馆 -> 石头城遗址 -> 艾提尕尔清真寺 -> 喀什古城 -> 香妃园 -> 克孜尔石窟 -> 库车王府 -> 天山神秘大峡谷 -> 那拉提草原 -> 昭苏草原 -> 夏塔古道 -> 喀拉峻大草原 -> 霍城薰衣草花田 -> 果子沟大桥 -> 赛里木湖 -> 达坂城古镇 -> 交河故城 -> 坎儿井民俗园 -> 苏公塔 -> 葡萄沟 -> 火焰山 -> 吐峪沟麻扎村 -> 高昌故城 -> 江布拉克草原 -> 北庭故城遗址 -> 可可托海 -> 五彩滩
Q1V3_Q30_284,30,12702.02,3993.62,3294.0,5414.4,33,0,6,2,0.0,0.0,False,False,False,天山天池 -> 江布拉克草原 -> 北庭故城遗址 -> 博斯腾湖 -> 罗布人村寨 -> 和田博物馆 -> 石头城遗址 -> 艾提尕尔清真寺 -> 喀什古城 -> 香妃园 -> 克孜尔石窟 -> 库车王府 -> 天山神秘大峡谷 -> 那拉提草原 -> 昭苏草原 -> 夏塔古道 -> 喀拉峻大草原 -> 霍城薰衣草花田 -> 果子沟大桥 -> 赛里木湖 -> 五彩滩 -> 可可托海 -> 达坂城古镇 -> 交河故城 -> 坎儿井民俗园 -> 苏公塔 -> 葡萄沟 -> 火焰山 -> 高昌故城 -> 吐峪沟麻扎村
Q1V3_Q30_314,30,12707.27,3998.87,3294.0,5414.4,31,0,7,2,0.0,0.0,False,False,False,天山天池 -> 博斯腾湖 -> 罗布人村寨 -> 和田博物馆 -> 石头城遗址 -> 喀什古城 -> 艾提尕尔清真寺 -> 香妃园 -> 克孜尔石窟 -> 库车王府 -> 天山神秘大峡谷 -> 那拉提草原 -> 昭苏草原 -> 夏塔古道 -> 喀拉峻大草原 -> 霍城薰衣草花田 -> 果子沟大桥 -> 赛里木湖 -> 五彩滩 -> 可可托海 -> 北庭故城遗址 -> 江布拉克草原 -> 达坂城古镇 -> 交河故城 -> 坎儿井民俗园 -> 苏公塔 -> 葡萄沟 -> 火焰山 -> 高昌故城 -> 吐峪沟麻扎村
Q1V3_Q30_329,30,12903.74,4131.74,3132.0,5640.0,31,0,4,1,0.0,0.0,False,False,False,天山天池 -> 江布拉克草原 -> 北庭故城遗址 -> 吐峪沟麻扎村 -> 高昌故城 -> 火焰山 -> 葡萄沟 -> 苏公塔 -> 交河故城 -> 坎儿井民俗园 -> 达坂城古镇 -> 果子沟大桥 -> 赛里木湖 -> 霍城薰衣草花田 -> 喀拉峻大草原 -> 昭苏草原 -> 夏塔古道 -> 那拉提草原 -> 博斯腾湖 -> 罗布人村寨 -> 克孜尔石窟 -> 库车王府 -> 和田博物馆 -> 香妃园 -> 喀什古城 -> 艾提尕尔清真寺 -> 奥依塔克冰川 -> 帕米尔高原白沙湖 -> 石头城遗址 -> 五彩滩
Q1V3_Q30_306,30,13208.28,3910.28,3658.0,5640.0,33,0,6,1,0.0,0.0,False,False,False,天山天池 -> 北庭故城遗址 -> 可可托海 -> 喀纳斯湖 -> 五彩滩 -> 果子沟大桥 -> 赛里木湖 -> 霍城薰衣草花田 -> 喀拉峻大草原 -> 昭苏草原 -> 夏塔古道 -> 那拉提草原 -> 天山神秘大峡谷 -> 克孜尔石窟 -> 库车王府 -> 香妃园 -> 喀什古城 -> 艾提尕尔清真寺 -> 石头城遗址 -> 帕米尔高原白沙湖 -> 和田博物馆 -> 罗布人村寨 -> 达坂城古镇 -> 交河故城 -> 坎儿井民俗园 -> 苏公塔 -> 葡萄沟 -> 火焰山 -> 高昌故城 -> 吐峪沟麻扎村
Q1V3_Q30_280,30,13304.33,5219.13,3122.0,4963.2,30,1,3,3,0.698,0.0,False,False,False,达坂城古镇 -> 交河故城 -> 坎儿井民俗园 -> 苏公塔 -> 葡萄沟 -> 火焰山 -> 吐峪沟麻扎村 -> 高昌故城 -> 江布拉克草原 -> 北庭故城遗址 -> 天山天池 -> 赛里木湖 -> 果子沟大桥 -> 霍城薰衣草花田 -> 喀拉峻大草原 -> 昭苏草原 -> 夏塔古道 -> 那拉提草原 -> 博斯腾湖 -> 罗布人村寨 -> 库车王府 -> 天山神秘大峡谷 -> 克孜尔石窟 -> 石头城遗址 -> 帕米尔高原白沙湖 -> 奥依塔克冰川 -> 艾提尕尔清真寺 -> 喀什古城 -> 香妃园 -> 和田博物馆
Q1V3_Q30_319,30,13463.2,3801.6,3796.0,5865.6,33,0,7,5,0.0,0.0,False,False,False,天山天池 -> 江布拉克草原 -> 北庭故城遗址 -> 吐峪沟麻扎村 -> 高昌故城 -> 火焰山 -> 葡萄沟 -> 苏公塔 -> 交河故城 -> 坎儿井民俗园 -> 达坂城古镇 -> 博斯腾湖 -> 罗布人村寨 -> 和田博物馆 -> 石头城遗址 -> 帕米尔高原白沙湖 -> 喀什古城 -> 香妃园 -> 库车王府 -> 天山神秘大峡谷 -> 巴音布鲁克草原 -> 那拉提草原 -> 昭苏草原 -> 夏塔古道 -> 喀拉峻大草原 -> 果子沟大桥 -> 赛里木湖 -> 五彩滩 -> 禾木村 -> 喀纳斯湖
Q1V3_Q30_322,30,13514.72,3975.12,3674.0,5865.6,35,0,7,2,0.0,0.0,False,False,False,天山天池 -> 达坂城古镇 -> 博斯腾湖 -> 罗布人村寨 -> 库车王府 -> 和田博物馆 -> 石头城遗址 -> 艾提尕尔清真寺 -> 喀什古城 -> 香妃园 -> 克孜尔石窟 -> 那拉提草原 -> 昭苏草原 -> 夏塔古道 -> 喀拉峻大草原 -> 霍城薰衣草花田 -> 果子沟大桥 -> 赛里木湖 -> 五彩滩 -> 喀纳斯湖 -> 可可托海 -> 北庭故城遗址 -> 江布拉克草原 -> 交河故城 -> 坎儿井民俗园 -> 苏公塔 -> 葡萄沟 -> 火焰山 -> 高昌故城 -> 吐峪沟麻扎村
