route_id,target_coverage_q,generation_method,spots_count,spot_id_sequence,route_sequence,label_sequence,transport_mode_sequence,mode_mix,mode_hours_mix,public_transport_hours_share,region_count,region_list,theme_count,theme_list,preference_satisfaction_rate,loulan_substitute_spots,topic_preference_spots,cultural_spots,natural_spots,remote_or_high_altitude_spots,reservation_spots,capacity_simulated_spots,transport_cost_yuan_for_two,ticket_cost_yuan_for_two,rough_hotel_cost_yuan,total_cost_yuan_excluding_meals,total_travel_hours,total_service_hours,total_fatigue_score,total_risk_score,long_transfer_edges,estimated_active_days,estimated_buffer_days,coverage_value_v3,risk_proxy_score,cvar_proxy_loss,fast_master_score,hard_constraints_pass,model_note,active_or_transfer_days,planned_trip_days,buffer_days,red_days,yellow_days,green_days,long_transfer_days,late_hotel_days,max_day_active_hours,mean_day_active_hours,mean_comfort_score,p10_comfort_score,time_window_violations,late_after_hard_end_violations,schedule_soft_feasible,schedule_strict_feasible,schedule_feasible,scheduler_note
Q1V3_Q26_169,26,balanced,26,P001 -> P035 -> P036 -> P034 -> P037 -> P028 -> P025 -> P024 -> P026 -> P030 -> P031 -> P009 -> P015 -> P016 -> P010 -> P014 -> P017 -> P008 -> P002 -> P006 -> P005 -> P012 -> P004 -> P003 -> P011 -> P013,天山天池 -> 江布拉克草原 -> 北庭故城遗址 -> 罗布人村寨 -> 和田博物馆 -> 石头城遗址 -> 艾提尕尔清真寺 -> 喀什古城 -> 香妃园 -> 库车王府 -> 克孜尔石窟 -> 那拉提草原 -> 昭苏草原 -> 夏塔古道 -> 喀拉峻大草原 -> 霍城薰衣草花田 -> 果子沟大桥 -> 赛里木湖 -> 达坂城古镇 -> 交河故城 -> 坎儿井民俗园 -> 苏公塔 -> 葡萄沟 -> 火焰山 -> 高昌故城 -> 吐峪沟麻扎村,L_P001_P035_01 | L_P035_P036_01 | L_P036_P034_01 | L_P034_P037_01 | L_P037_P028_01 | L_P028_P025_01 | L_P025_P024_01 | L_P024_P026_01 | L_P026_P030_01 | L_P030_P031_01 | L_P031_P009_01 | L_P009_P015_01 | L_P015_P016_01 | L_P016_P010_01 | L_P010_P014_01 | L_P014_P017_01 | L_P017_P008_01 | L_P008_P002_01 | L_P002_P006_01 | L_P006_P005_01 | L_P005_P012_01 | L_P012_P004_01 | L_P004_P003_01 | L_P003_P011_01 | L_P011_P013_01,rental_car | taxi_transfer | scenic_shuttle>taxi_transfer>rail>taxi_transfer>scenic_shuttle | charter_car | charter_car | rental_car | taxi_transfer | taxi_transfer | charter_car | taxi_transfer | charter_car | charter_car | rental_car | rental_car | rental_car | taxi_transfer | taxi_transfer | charter_car | taxi_transfer | taxi_transfer | taxi_transfer | taxi_transfer | taxi_transfer | taxi_transfer | taxi_transfer,charter_car:6;rail:1;rental_car:5;scenic_shuttle:2;taxi_transfer:15,charter_car:49.36;rail:1.24;rental_car:17.44;scenic_shuttle:2.48;taxi_transfer:10.37,0.0146,5,东疆、乌鲁木齐周边、伊犁、南疆、巴州-南疆北线,7,丝路遗址、城市博物馆、宗教文化、民族民俗、自然山水、西域古城、高原边境,1.0,10,16,15,11,1,14,23,3301.32,2782.0,4512.0,10595.32,84.989,77.25,87.819,3.03,7,21,9,1083.683,292.1,18986.5,637.2426,True,coverage-grid重新搜索；交通标签在候选路线评价中直接选择；CVaR为主搜索快速代理，精评见仿真表,28,30,2,3,6,21,7,0,11.752,6.251,87.594,74.43,0,0,True,True,True,启发式小时级排程：开放时间、午休、高温避让、长转场恢复、晚到酒店均显式记录
Q1V3_Q26_168,26,balanced,26,P001 -> P035 -> P036 -> P013 -> P011 -> P003 -> P004 -> P012 -> P006 -> P005 -> P002 -> P017 -> P008 -> P014 -> P010 -> P015 -> P016 -> P009 -> P034 -> P031 -> P030 -> P037 -> P026 -> P024 -> P025 -> P028,天山天池 -> 江布拉克草原 -> 北庭故城遗址 -> 吐峪沟麻扎村 -> 高昌故城 -> 火焰山 -> 葡萄沟 -> 苏公塔 -> 交河故城 -> 坎儿井民俗园 -> 达坂城古镇 -> 果子沟大桥 -> 赛里木湖 -> 霍城薰衣草花田 -> 喀拉峻大草原 -> 昭苏草原 -> 夏塔古道 -> 那拉提草原 -> 罗布人村寨 -> 克孜尔石窟 -> 库车王府 -> 和田博物馆 -> 香妃园 -> 喀什古城 -> 艾提尕尔清真寺 -> 石头城遗址,L_P001_P035_01 | L_P035_P036_01 | L_P036_P013_01 | L_P013_P011_01 | L_P011_P003_01 | L_P003_P004_01 | L_P004_P012_01 | L_P012_P006_01 | L_P006_P005_01 | L_P005_P002_01 | L_P002_P017_01 | L_P017_P008_01 | L_P008_P014_01 | L_P014_P010_01 | L_P010_P015_01 | L_P015_P016_01 | L_P016_P009_01 | L_P009_P034_01 | L_P034_P031_01 | L_P031_P030_01 | L_P030_P037_01 | L_P037_P026_01 | L_P026_P024_01 | L_P024_P025_01 | L_P025_P028_01,rental_car | taxi_transfer | scenic_shuttle>taxi_transfer>rail>taxi_transfer>scenic_shuttle | taxi_transfer | taxi_transfer | taxi_transfer | taxi_transfer | taxi_transfer | taxi_transfer | rental_car | charter_car | taxi_transfer | taxi_transfer | rental_car | rental_car | rental_car | charter_car | charter_car | scenic_shuttle>taxi_transfer>rail>taxi_transfer>scenic_shuttle | taxi_transfer | charter_car | rental_car | taxi_transfer | taxi_transfer | rental_car,charter_car:4;rail:2;rental_car:7;scenic_shuttle:4;taxi_transfer:16,charter_car:30.14;rail:1.98;rental_car:26.03;scenic_shuttle:3.95;taxi_transfer:11.19,0.023,5,东疆、乌鲁木齐周边、伊犁、南疆、巴州-南疆北线,7,丝路遗址、城市博物馆、宗教文化、民族民俗、自然山水、西域古城、高原边境,1.0,10,16,15,11,1,14,23,5314.25,2782.0,4512.0,12608.25,85.796,77.25,85.249,2.996,5,21,9,1083.683,285.38,18549.7,636.9117,True,coverage-grid重新搜索；交通标签在候选路线评价中直接选择；CVaR为主搜索快速代理，精评见仿真表,28,30,2,4,7,19,6,0,11.55,6.326,87.156,69.556,0,0,True,True,True,启发式小时级排程：开放时间、午休、高温避让、长转场恢复、晚到酒店均显式记录
Q1V3_Q26_178,26,south,26,P001 -> P035 -> P036 -> P013 -> P011 -> P003 -> P004 -> P012 -> P006 -> P005 -> P002 -> P017 -> P008 -> P014 -> P010 -> P015 -> P016 -> P009 -> P034 -> P031 -> P030 -> P037 -> P026 -> P024 -> P025 -> P022,天山天池 -> 江布拉克草原 -> 北庭故城遗址 -> 吐峪沟麻扎村 -> 高昌故城 -> 火焰山 -> 葡萄沟 -> 苏公塔 -> 交河故城 -> 坎儿井民俗园 -> 达坂城古镇 -> 果子沟大桥 -> 赛里木湖 -> 霍城薰衣草花田 -> 喀拉峻大草原 -> 昭苏草原 -> 夏塔古道 -> 那拉提草原 -> 罗布人村寨 -> 克孜尔石窟 -> 库车王府 -> 和田博物馆 -> 香妃园 -> 喀什古城 -> 艾提尕尔清真寺 -> 五彩滩,L_P001_P035_01 | L_P035_P036_01 | L_P036_P013_01 | L_P013_P011_01 | L_P011_P003_01 | L_P003_P004_01 | L_P004_P012_01 | L_P012_P006_01 | L_P006_P005_01 | L_P005_P002_01 | L_P002_P017_01 | L_P017_P008_01 | L_P008_P014_01 | L_P014_P010_01 | L_P010_P015_01 | L_P015_P016_01 | L_P016_P009_01 | L_P009_P034_01 | L_P034_P031_01 | L_P031_P030_01 | L_P030_P037_01 | L_P037_P026_01 | L_P026_P024_01 | L_P024_P025_01 | L_P025_P022_01,rental_car | taxi_transfer | scenic_shuttle>taxi_transfer>rail>taxi_transfer>scenic_shuttle | taxi_transfer | taxi_transfer | taxi_transfer | taxi_transfer | taxi_transfer | taxi_transfer | rental_car | charter_car | taxi_transfer | taxi_transfer | rental_car | rental_car | rental_car | charter_car | charter_car | scenic_shuttle>taxi_transfer>rail>taxi_transfer>scenic_shuttle | taxi_transfer | charter_car | rental_car | taxi_transfer | taxi_transfer | charter_car,charter_car:5;rail:2;rental_car:6;scenic_shuttle:4;taxi_transfer:16,charter_car:49.64;rail:1.98;rental_car:20.87;scenic_shuttle:3.95;taxi_transfer:11.19,0.0209,6,东疆、乌鲁木齐周边、伊犁、北疆、南疆、巴州-南疆北线,6,丝路遗址、城市博物馆、宗教文化、民族民俗、自然山水、西域古城,1.0,10,16,14,12,0,13,23,3736.73,2812.0,4737.6,11286.33,94.518,77.25,108.512,3.169,6,22,8,1096.501,299.82,19488.3,628.5722,True,coverage-grid重新搜索；交通标签在候选路线评价中直接选择；CVaR为主搜索快速代理，精评见仿真表,28,30,2,4,8,18,6,1,19.5,6.638,86.88,69.556,0,1,True,False,True,启发式小时级排程：开放时间、午休、高温避让、长转场恢复、晚到酒店均显式记录
Q1V3_Q26_171,26,cost_eff,26,P001 -> P036 -> P034 -> P037 -> P028 -> P025 -> P024 -> P026 -> P030 -> P031 -> P009 -> P015 -> P016 -> P010 -> P014 -> P017 -> P008 -> P022 -> P002 -> P006 -> P005 -> P012 -> P004 -> P003 -> P011 -> P013,天山天池 -> 北庭故城遗址 -> 罗布人村寨 -> 和田博物馆 -> 石头城遗址 -> 艾提尕尔清真寺 -> 喀什古城 -> 香妃园 -> 库车王府 -> 克孜尔石窟 -> 那拉提草原 -> 昭苏草原 -> 夏塔古道 -> 喀拉峻大草原 -> 霍城薰衣草花田 -> 果子沟大桥 -> 赛里木湖 -> 五彩滩 -> 达坂城古镇 -> 交河故城 -> 坎儿井民俗园 -> 苏公塔 -> 葡萄沟 -> 火焰山 -> 高昌故城 -> 吐峪沟麻扎村,L_P001_P036_01 | L_P036_P034_01 | L_P034_P037_01 | L_P037_P028_01 | L_P028_P025_01 | L_P025_P024_01 | L_P024_P026_01 | L_P026_P030_01 | L_P030_P031_01 | L_P031_P009_01 | L_P009_P015_01 | L_P015_P016_01 | L_P016_P010_01 | L_P010_P014_01 | L_P014_P017_01 | L_P017_P008_01 | L_P008_P022_01 | L_P022_P002_01 | L_P002_P006_01 | L_P006_P005_01 | L_P005_P012_01 | L_P012_P004_01 | L_P004_P003_01 | L_P003_P011_01 | L_P011_P013_01,taxi_transfer | scenic_shuttle>taxi_transfer>rail>taxi_transfer>scenic_shuttle | charter_car | charter_car | rental_car | taxi_transfer | taxi_transfer | charter_car | taxi_transfer | charter_car | charter_car | rental_car | rental_car | rental_car | taxi_transfer | taxi_transfer | charter_car | charter_car | taxi_transfer | taxi_transfer | taxi_transfer | taxi_transfer | taxi_transfer | taxi_transfer | taxi_transfer,charter_car:7;rail:1;rental_car:4;scenic_shuttle:2;taxi_transfer:15,charter_car:58.09;rail:1.24;rental_car:15.45;scenic_shuttle:2.48;taxi_transfer:10.4,0.0135,6,东疆、乌鲁木齐周边、伊犁、北疆、南疆、巴州-南疆北线,7,丝路遗址、城市博物馆、宗教文化、民族民俗、自然山水、西域古城、高原边境,1.0,10,16,15,11,1,14,23,3659.35,2786.0,4737.6,11182.95,91.77,76.25,94.816,3.275,8,22,8,1087.197,313.7,20390.5,608.4725,True,coverage-grid重新搜索；交通标签在候选路线评价中直接选择；CVaR为主搜索快速代理，精评见仿真表,29,30,1,4,6,20,8,0,11.752,6.2,86.904,69.538,0,0,True,True,True,启发式小时级排程：开放时间、午休、高温避让、长转场恢复、晚到酒店均显式记录
Q1V3_Q26_170,26,cost_eff,26,P001 -> P036 -> P013 -> P011 -> P003 -> P004 -> P012 -> P006 -> P005 -> P002 -> P017 -> P008 -> P014 -> P010 -> P015 -> P016 -> P009 -> P034 -> P031 -> P030 -> P037 -> P026 -> P024 -> P025 -> P028 -> P022,天山天池 -> 北庭故城遗址 -> 吐峪沟麻扎村 -> 高昌故城 -> 火焰山 -> 葡萄沟 -> 苏公塔 -> 交河故城 -> 坎儿井民俗园 -> 达坂城古镇 -> 果子沟大桥 -> 赛里木湖 -> 霍城薰衣草花田 -> 喀拉峻大草原 -> 昭苏草原 -> 夏塔古道 -> 那拉提草原 -> 罗布人村寨 -> 克孜尔石窟 -> 库车王府 -> 和田博物馆 -> 香妃园 -> 喀什古城 -> 艾提尕尔清真寺 -> 石头城遗址 -> 五彩滩,L_P001_P036_01 | L_P036_P013_01 | L_P013_P011_01 | L_P011_P003_01 | L_P003_P004_01 | L_P004_P012_01 | L_P012_P006_01 | L_P006_P005_01 | L_P005_P002_01 | L_P002_P017_01 | L_P017_P008_01 | L_P008_P014_01 | L_P014_P010_01 | L_P010_P015_01 | L_P015_P016_01 | L_P016_P009_01 | L_P009_P034_01 | L_P034_P031_01 | L_P031_P030_01 | L_P030_P037_01 | L_P037_P026_01 | L_P026_P024_01 | L_P024_P025_01 | L_P025_P028_01 | L_P028_P022_01,taxi_transfer | scenic_shuttle>taxi_transfer>rail>taxi_transfer>scenic_shuttle | taxi_transfer | taxi_transfer | taxi_transfer | taxi_transfer | taxi_transfer | taxi_transfer | rental_car | charter_car | taxi_transfer | taxi_transfer | rental_car | rental_car | rental_car | charter_car | charter_car | scenic_shuttle>taxi_transfer>rail>taxi_transfer>scenic_shuttle | taxi_transfer | charter_car | rental_car | taxi_transfer | taxi_transfer | rental_car | charter_car,charter_car:5;rail:2;rental_car:6;scenic_shuttle:4;taxi_transfer:16,charter_car:53.82;rail:1.98;rental_car:24.04;scenic_shuttle:3.95;taxi_transfer:11.22,0.0194,6,东疆、乌鲁木齐周边、伊犁、北疆、南疆、巴州-南疆北线,7,丝路遗址、城市博物馆、宗教文化、民族民俗、自然山水、西域古城、高原边境,1.0,10,16,15,11,1,14,23,3980.56,2786.0,4963.2,11729.76,101.916,76.25,126.941,3.223,6,23,7,1087.197,305.54,19860.1,602.3756,True,coverage-grid重新搜索；交通标签在候选路线评价中直接选择；CVaR为主搜索快速代理，精评见仿真表,28,30,2,4,8,18,6,1,23.689,6.83,86.462,69.556,0,1,True,False,True,启发式小时级排程：开放时间、午休、高温避让、长转场恢复、晚到酒店均显式记录
Q1V3_Q26_201,26,balanced,26,P001 -> P034 -> P037 -> P028 -> P025 -> P024 -> P026 -> P030 -> P031 -> P009 -> P015 -> P016 -> P010 -> P014 -> P017 -> P008 -> P022 -> P036 -> P002 -> P006 -> P005 -> P012 -> P004 -> P003 -> P011 -> P013,天山天池 -> 罗布人村寨 -> 和田博物馆 -> 石头城遗址 -> 艾提尕尔清真寺 -> 喀什古城 -> 香妃园 -> 库车王府 -> 克孜尔石窟 -> 那拉提草原 -> 昭苏草原 -> 夏塔古道 -> 喀拉峻大草原 -> 霍城薰衣草花田 -> 果子沟大桥 -> 赛里木湖 -> 五彩滩 -> 北庭故城遗址 -> 达坂城古镇 -> 交河故城 -> 坎儿井民俗园 -> 苏公塔 -> 葡萄沟 -> 火焰山 -> 高昌故城 -> 吐峪沟麻扎村,L_P001_P034_02 | L_P034_P037_01 | L_P037_P028_01 | L_P028_P025_01 | L_P025_P024_01 | L_P024_P026_01 | L_P026_P030_01 | L_P030_P031_01 | L_P031_P009_01 | L_P009_P015_01 | L_P015_P016_01 | L_P016_P010_01 | L_P010_P014_01 | L_P014_P017_01 | L_P017_P008_01 | L_P008_P022_01 | L_P022_P036_01 | L_P036_P002_01 | L_P002_P006_01 | L_P006_P005_01 | L_P005_P012_01 | L_P012_P004_01 | L_P004_P003_01 | L_P003_P011_01 | L_P011_P013_01,taxi_transfer>rail>taxi_transfer>scenic_shuttle | charter_car | charter_car | rental_car | taxi_transfer | taxi_transfer | charter_car | taxi_transfer | charter_car | charter_car | rental_car | rental_car | rental_car | taxi_transfer | taxi_transfer | charter_car | charter_car | rental_car | taxi_transfer | taxi_transfer | taxi_transfer | taxi_transfer | taxi_transfer | taxi_transfer | taxi_transfer,charter_car:7;rail:1;rental_car:5;scenic_shuttle:1;taxi_transfer:14,charter_car:58.03;rail:1.73;rental_car:18.59;scenic_shuttle:1.73;taxi_transfer:10.08,0.0184,6,东疆、乌鲁木齐周边、伊犁、北疆、南疆、巴州-南疆北线,7,丝路遗址、城市博物馆、宗教文化、民族民俗、自然山水、西域古城、高原边境,1.0,10,16,15,11,1,14,23,3753.98,2786.0,4737.6,11277.58,94.269,76.25,97.847,3.342,8,22,8,1087.197,319.06,20738.9,600.1632,True,coverage-grid重新搜索；交通标签在候选路线评价中直接选择；CVaR为主搜索快速代理，精评见仿真表,28,30,2,5,7,18,8,1,11.752,6.53,84.721,65.554,0,0,True,True,True,启发式小时级排程：开放时间、午休、高温避让、长转场恢复、晚到酒店均显式记录
Q1V3_Q26_176,26,comfort,26,P001 -> P035 -> P036 -> P013 -> P011 -> P003 -> P004 -> P012 -> P006 -> P005 -> P002 -> P017 -> P008 -> P014 -> P010 -> P015 -> P016 -> P009 -> P033 -> P029 -> P030 -> P034 -> P037 -> P024 -> P025 -> P040,天山天池 -> 江布拉克草原 -> 北庭故城遗址 -> 吐峪沟麻扎村 -> 高昌故城 -> 火焰山 -> 葡萄沟 -> 苏公塔 -> 交河故城 -> 坎儿井民俗园 -> 达坂城古镇 -> 果子沟大桥 -> 赛里木湖 -> 霍城薰衣草花田 -> 喀拉峻大草原 -> 昭苏草原 -> 夏塔古道 -> 那拉提草原 -> 巴音布鲁克草原 -> 天山神秘大峡谷 -> 库车王府 -> 罗布人村寨 -> 和田博物馆 -> 喀什古城 -> 艾提尕尔清真寺 -> 奥依塔克冰川,L_P001_P035_01 | L_P035_P036_01 | L_P036_P013_01 | L_P013_P011_01 | L_P011_P003_01 | L_P003_P004_01 | L_P004_P012_01 | L_P012_P006_01 | L_P006_P005_01 | L_P005_P002_01 | L_P002_P017_01 | L_P017_P008_01 | L_P008_P014_01 | L_P014_P010_01 | L_P010_P015_01 | L_P015_P016_01 | L_P016_P009_01 | L_P009_P033_01 | L_P033_P029_01 | L_P029_P030_01 | L_P030_P034_01 | L_P034_P037_01 | L_P037_P024_01 | L_P024_P025_01 | L_P025_P040_01,rental_car | taxi_transfer | scenic_shuttle>taxi_transfer>rail>taxi_transfer>scenic_shuttle | taxi_transfer | taxi_transfer | taxi_transfer | taxi_transfer | taxi_transfer | taxi_transfer | rental_car | charter_car | taxi_transfer | taxi_transfer | rental_car | rental_car | rental_car | charter_car | rental_car | rental_car | taxi_transfer | scenic_shuttle>taxi_transfer>rail>taxi_transfer>scenic_shuttle | charter_car | rental_car | taxi_transfer | rental_car,charter_car:3;rail:2;rental_car:9;scenic_shuttle:4;taxi_transfer:15,charter_car:25.42;rail:1.74;rental_car:28.62;scenic_shuttle:3.47;taxi_transfer:10.46,0.0219,5,东疆、乌鲁木齐周边、伊犁、南疆、巴州-南疆北线,7,丝路遗址、城市博物馆、宗教文化、民族民俗、自然山水、西域古城、高原边境,1.0,8,16,12,14,1,14,23,5102.89,2912.0,4512.0,12526.89,79.424,82.75,81.586,2.773,3,21,9,1011.236,263.54,17130.1,593.214,True,coverage-grid重新搜索；交通标签在候选路线评价中直接选择；CVaR为主搜索快速代理，精评见仿真表,26,30,4,3,10,17,4,0,11.752,6.818,85.282,70.3,2,0,True,False,True,启发式小时级排程：开放时间、午休、高温避让、长转场恢复、晚到酒店均显式记录
Q1V3_Q28_272,28,culture,28,P001 -> P036 -> P034 -> P037 -> P040 -> P028 -> P027 -> P025 -> P024 -> P026 -> P030 -> P031 -> P009 -> P015 -> P016 -> P010 -> P014 -> P017 -> P008 -> P022 -> P002 -> P006 -> P005 -> P012 -> P004 -> P003 -> P011 -> P013,天山天池 -> 北庭故城遗址 -> 罗布人村寨 -> 和田博物馆 -> 奥依塔克冰川 -> 石头城遗址 -> 帕米尔高原白沙湖 -> 艾提尕尔清真寺 -> 喀什古城 -> 香妃园 -> 库车王府 -> 克孜尔石窟 -> 那拉提草原 -> 昭苏草原 -> 夏塔古道 -> 喀拉峻大草原 -> 霍城薰衣草花田 -> 果子沟大桥 -> 赛里木湖 -> 五彩滩 -> 达坂城古镇 -> 交河故城 -> 坎儿井民俗园 -> 苏公塔 -> 葡萄沟 -> 火焰山 -> 高昌故城 -> 吐峪沟麻扎村,L_P001_P036_01 | L_P036_P034_01 | L_P034_P037_01 | L_P037_P040_01 | L_P040_P028_01 | L_P028_P027_01 | L_P027_P025_01 | L_P025_P024_01 | L_P024_P026_01 | L_P026_P030_01 | L_P030_P031_01 | L_P031_P009_01 | L_P009_P015_01 | L_P015_P016_01 | L_P016_P010_01 | L_P010_P014_01 | L_P014_P017_01 | L_P017_P008_01 | L_P008_P022_01 | L_P022_P002_01 | L_P002_P006_01 | L_P006_P005_01 | L_P005_P012_01 | L_P012_P004_01 | L_P004_P003_01 | L_P003_P011_01 | L_P011_P013_01,taxi_transfer | scenic_shuttle>taxi_transfer>rail>taxi_transfer>scenic_shuttle | charter_car | charter_car | rental_car | taxi_transfer | rental_car | taxi_transfer | taxi_transfer | charter_car | taxi_transfer | charter_car | charter_car | rental_car | rental_car | rental_car | taxi_transfer | taxi_transfer | charter_car | charter_car | taxi_transfer | taxi_transfer | taxi_transfer | taxi_transfer | taxi_transfer | taxi_transfer | taxi_transfer,charter_car:7;rail:1;rental_car:5;scenic_shuttle:2;taxi_transfer:16,charter_car:55.05;rail:1.24;rental_car:17.85;scenic_shuttle:2.48;taxi_transfer:11.87,0.0134,6,东疆、乌鲁木齐周边、伊犁、北疆、南疆、巴州-南疆北线,7,丝路遗址、城市博物馆、宗教文化、民族民俗、自然山水、西域古城、高原边境,1.0,10,16,15,13,3,16,25,3677.73,2956.0,4963.2,11596.93,92.596,82.25,94.595,3.332,8,23,7,1423.005,322.46,20959.9,931.6294,True,coverage-grid重新搜索；交通标签在候选路线评价中直接选择；CVaR为主搜索快速代理，精评见仿真表,31,31,0,3,9,19,8,0,11.752,6.138,88.404,76.0,1,0,False,False,False,启发式小时级排程：开放时间、午休、高温避让、长转场恢复、晚到酒店均显式记录
Q1V3_Q28_271,28,culture,28,P001 -> P036 -> P013 -> P011 -> P003 -> P004 -> P012 -> P006 -> P005 -> P002 -> P017 -> P008 -> P014 -> P010 -> P015 -> P016 -> P009 -> P034 -> P031 -> P030 -> P037 -> P026 -> P024 -> P025 -> P040 -> P027 -> P028 -> P022,天山天池 -> 北庭故城遗址 -> 吐峪沟麻扎村 -> 高昌故城 -> 火焰山 -> 葡萄沟 -> 苏公塔 -> 交河故城 -> 坎儿井民俗园 -> 达坂城古镇 -> 果子沟大桥 -> 赛里木湖 -> 霍城薰衣草花田 -> 喀拉峻大草原 -> 昭苏草原 -> 夏塔古道 -> 那拉提草原 -> 罗布人村寨 -> 克孜尔石窟 -> 库车王府 -> 和田博物馆 -> 香妃园 -> 喀什古城 -> 艾提尕尔清真寺 -> 奥依塔克冰川 -> 帕米尔高原白沙湖 -> 石头城遗址 -> 五彩滩,L_P001_P036_01 | L_P036_P013_01 | L_P013_P011_01 | L_P011_P003_01 | L_P003_P004_01 | L_P004_P012_01 | L_P012_P006_01 | L_P006_P005_01 | L_P005_P002_01 | L_P002_P017_01 | L_P017_P008_01 | L_P008_P014_01 | L_P014_P010_01 | L_P010_P015_01 | L_P015_P016_01 | L_P016_P009_01 | L_P009_P034_01 | L_P034_P031_01 | L_P031_P030_01 | L_P030_P037_01 | L_P037_P026_01 | L_P026_P024_01 | L_P024_P025_01 | L_P025_P040_01 | L_P040_P027_01 | L_P027_P028_01 | L_P028_P022_01,taxi_transfer | scenic_shuttle>taxi_transfer>rail>taxi_transfer>scenic_shuttle | taxi_transfer | taxi_transfer | taxi_transfer | taxi_transfer | taxi_transfer | taxi_transfer | rental_car | charter_car | taxi_transfer | taxi_transfer | rental_car | rental_car | rental_car | charter_car | charter_car | scenic_shuttle>taxi_transfer>rail>taxi_transfer>scenic_shuttle | taxi_transfer | charter_car | rental_car | taxi_transfer | taxi_transfer | rental_car | rental_car | rental_car | charter_car,charter_car:5;rail:2;rental_car:8;scenic_shuttle:4;taxi_transfer:16,charter_car:53.82;rail:1.98;rental_car:24.93;scenic_shuttle:3.95;taxi_transfer:11.22,0.0192,6,东疆、乌鲁木齐周边、伊犁、北疆、南疆、巴州-南疆北线,7,丝路遗址、城市博物馆、宗教文化、民族民俗、自然山水、西域古城、高原边境,1.0,10,16,15,13,3,16,25,3999.55,2956.0,5188.8,12144.35,102.804,82.25,127.854,3.314,6,24,6,1423.005,317.02,20606.3,921.7131,True,coverage-grid重新搜索；交通标签在候选路线评价中直接选择；CVaR为主搜索快速代理，精评见仿真表,29,30,1,4,10,16,6,1,23.689,6.901,86.886,69.704,0,1,True,False,True,启发式小时级排程：开放时间、午休、高温避让、长转场恢复、晚到酒店均显式记录
Q1V3_Q28_262,28,culture,28,P001 -> P035 -> P036 -> P032 -> P034 -> P030 -> P037 -> P028 -> P025 -> P024 -> P026 -> P031 -> P010 -> P015 -> P016 -> P014 -> P017 -> P008 -> P022 -> P021 -> P002 -> P006 -> P005 -> P012 -> P004 -> P003 -> P011 -> P013,天山天池 -> 江布拉克草原 -> 北庭故城遗址 -> 博斯腾湖 -> 罗布人村寨 -> 库车王府 -> 和田博物馆 -> 石头城遗址 -> 艾提尕尔清真寺 -> 喀什古城 -> 香妃园 -> 克孜尔石窟 -> 喀拉峻大草原 -> 昭苏草原 -> 夏塔古道 -> 霍城薰衣草花田 -> 果子沟大桥 -> 赛里木湖 -> 五彩滩 -> 可可托海 -> 达坂城古镇 -> 交河故城 -> 坎儿井民俗园 -> 苏公塔 -> 葡萄沟 -> 火焰山 -> 高昌故城 -> 吐峪沟麻扎村,L_P001_P035_01 | L_P035_P036_01 | L_P036_P032_01 | L_P032_P034_01 | L_P034_P030_01 | L_P030_P037_01 | L_P037_P028_01 | L_P028_P025_01 | L_P025_P024_01 | L_P024_P026_01 | L_P026_P031_01 | L_P031_P010_01 | L_P010_P015_01 | L_P015_P016_01 | L_P016_P014_01 | L_P014_P017_01 | L_P017_P008_01 | L_P008_P022_01 | L_P022_P021_01 | L_P021_P002_01 | L_P002_P006_01 | L_P006_P005_01 | L_P005_P012_01 | L_P012_P004_01 | L_P004_P003_01 | L_P003_P011_01 | L_P011_P013_01,rental_car | taxi_transfer | scenic_shuttle>taxi_transfer>rail>taxi_transfer>scenic_shuttle | rental_car | scenic_shuttle>taxi_transfer>rail>taxi_transfer>scenic_shuttle | charter_car | charter_car | rental_car | taxi_transfer | taxi_transfer | charter_car | charter_car | rental_car | rental_car | rental_car | taxi_transfer | taxi_transfer | charter_car | rental_car | charter_car | taxi_transfer | taxi_transfer | taxi_transfer | taxi_transfer | taxi_transfer | taxi_transfer | taxi_transfer,charter_car:6;rail:2;rental_car:7;scenic_shuttle:4;taxi_transfer:16,charter_car:51.72;rail:2.13;rental_car:27.3;scenic_shuttle:4.26;taxi_transfer:10.88,0.0212,6,东疆、乌鲁木齐周边、伊犁、北疆、南疆、巴州-南疆北线,7,丝路遗址、城市博物馆、宗教文化、民族民俗、自然山水、西域古城、高原边境,1.0,10,15,15,13,1,14,25,3945.9,2944.0,5188.8,12078.7,100.393,82.25,103.398,3.663,6,24,6,1402.911,342.14,22239.1,881.3583,True,coverage-grid重新搜索；交通标签在候选路线评价中直接选择；CVaR为主搜索快速代理，精评见仿真表,32,32,0,5,4,23,6,0,10.691,6.121,88.016,65.721,1,0,False,False,False,启发式小时级排程：开放时间、午休、高温避让、长转场恢复、晚到酒店均显式记录
