route_id,day,sequence_no,activity_type,from_name,to_name,spot_id,spot_name,start_time,end_time,duration_hours,open_time,close_time,time_window_feasible,travel_hours,service_hours,cost_yuan_for_two_or_room,label_id,mode_sequence,lodging_hub,late_hotel,heat_avoidance_applied,recovery_after_long_transfer,activity_note
Q1V3_Q20_002,1,2,lunch_break,,,,,12:00,13:00,1.0,,,True,0.0,0.0,0.0,,,,False,False,False,固定午休块
Q1V3_Q20_002,1,3,visit,,,P002,达坂城古镇,13:00,15:30,2.5,09:30,19:00,True,0.0,2.5,80.0,,,,False,False,False,
Q1V3_Q20_002,1,4,travel,达坂城古镇,交河故城,,,15:30,16:54,1.408,,,True,1.408,0.0,57.73,L_P002_P006_01,taxi_transfer,,False,False,False,
Q1V3_Q20_002,1,5,visit,,,P006,交河故城,16:54,18:39,1.75,09:00,19:00,True,0.0,1.75,60.0,,,,False,False,False,
Q1V3_Q20_002,2,6,travel,交河故城,坎儿井民俗园,,,08:30,08:48,0.302,,,True,0.302,0.0,5.37,L_P006_P005_01,taxi_transfer,,False,False,False,
Q1V3_Q20_002,2,7,visit,,,P005,坎儿井民俗园,08:48,10:18,1.5,08:30,19:00,True,0.0,1.5,80.0,,,,False,False,False,
Q1V3_Q20_002,2,8,travel,坎儿井民俗园,苏公塔,,,10:18,10:34,0.257,,,True,0.257,0.0,3.27,L_P005_P012_01,taxi_transfer,,False,False,False,
Q1V3_Q20_002,2,9,lunch_break,,,,,12:00,13:00,1.0,,,True,0.0,0.0,0.0,,,,False,False,False,固定午休块
Q1V3_Q20_002,2,10,visit,,,P012,苏公塔,13:00,14:30,1.5,09:00,19:00,True,0.0,1.5,90.0,,,,False,False,False,
Q1V3_Q20_002,2,11,travel,苏公塔,葡萄沟,,,14:30,14:48,0.298,,,True,0.298,0.0,5.0,L_P012_P004_01,taxi_transfer,,False,False,False,
Q1V3_Q20_002,2,12,visit,,,P004,葡萄沟,14:48,17:48,3.0,08:30,19:30,True,0.0,3.0,120.0,,,,False,False,False,
Q1V3_Q20_002,3,13,travel,葡萄沟,火焰山,,,08:30,09:04,0.571,,,True,0.571,0.0,16.79,L_P004_P003_01,taxi_transfer,,False,False,False,
Q1V3_Q20_002,3,14,visit,,,P003,火焰山,09:04,11:34,2.5,08:00,21:00,True,0.0,2.5,80.0,,,,False,False,False,
Q1V3_Q20_002,3,15,travel,火焰山,吐峪沟麻扎村,,,11:34,11:57,0.378,,,True,0.378,0.0,10.74,L_P003_P013_01,taxi_transfer,,False,False,False,
Q1V3_Q20_002,3,16,lunch_break,,,,,12:00,13:00,1.0,,,True,0.0,0.0,0.0,,,,False,False,False,固定午休块
Q1V3_Q20_002,3,17,heat_avoidance_wait,,,P013,吐峪沟麻扎村,13:00,16:00,3.0,,,True,0.0,0.0,0.0,,,,False,True,False,高温户外避让
Q1V3_Q20_002,3,18,visit,,,P013,吐峪沟麻扎村,16:00,18:30,2.5,08:00,20:00,True,0.0,2.5,60.0,,,,False,True,False,
Q1V3_Q20_002,4,19,travel,吐峪沟麻扎村,高昌故城,,,08:30,08:55,0.424,,,True,0.424,0.0,9.8,L_P013_P011_01,taxi_transfer,,False,False,False,
Q1V3_Q20_002,4,20,wait_open,,,P011,高昌故城,08:55,09:00,0.076,,,True,0.0,0.0,0.0,,,,False,False,False,等待开园
Q1V3_Q20_002,4,21,visit,,,P011,高昌故城,09:00,11:30,2.5,09:00,19:00,True,0.0,2.5,140.0,,,,False,False,False,
Q1V3_Q20_002,4,22,travel,高昌故城,北庭故城遗址,,,11:30,15:02,3.533,,,True,3.533,0.0,119.0,L_P011_P036_01,scenic_shuttle>taxi_transfer>rail>taxi_transfer>scenic_shuttle,,False,False,False,
Q1V3_Q20_002,4,23,visit,,,P036,北庭故城遗址,15:02,16:32,1.5,09:00,19:00,True,0.0,1.5,76.0,,,,False,False,False,
Q1V3_Q20_002,5,24,travel,北庭故城遗址,天山天池,,,08:30,09:48,1.304,,,True,1.304,0.0,61.25,L_P036_P001_01,taxi_transfer,,False,False,False,
Q1V3_Q20_002,5,25,lunch_break,,,,,12:00,13:00,1.0,,,True,0.0,0.0,0.0,,,,False,False,False,固定午休块
Q1V3_Q20_002,5,26,visit,,,P001,天山天池,13:00,18:00,5.0,08:00,19:00,True,0.0,5.0,310.0,,,,False,False,False,
Q1V3_Q20_002,6,27,long_transfer,天山天池,赛里木湖,,,08:30,14:43,6.21,,,True,6.21,0.0,323.25,L_P001_P008_01,charter_car,,False,False,False,长转场日，下一天降低活动强度
Q1V3_Q20_002,7,28,lunch_break,,,,,12:00,13:00,1.0,,,True,0.0,0.0,0.0,,,,False,False,False,固定午休块
Q1V3_Q20_002,7,29,visit,,,P008,赛里木湖,13:00,19:00,6.0,08:00,22:00,True,0.0,6.0,290.0,,,,False,False,True,
Q1V3_Q20_002,8,30,travel,赛里木湖,果子沟大桥,,,08:30,09:19,0.819,,,True,0.819,0.0,29.72,L_P008_P017_01,taxi_transfer,,False,False,False,
Q1V3_Q20_002,8,31,visit,,,P017,果子沟大桥,09:19,10:49,1.5,00:00,24:00,True,0.0,1.5,0.0,,,,False,False,False,
Q1V3_Q20_002,8,32,travel,果子沟大桥,霍城薰衣草花田,,,10:49,12:23,1.571,,,True,1.571,0.0,57.04,L_P017_P014_01,rental_car,,False,False,False,
Q1V3_Q20_002,8,33,lunch_break,,,,,12:23,13:00,0.61,,,True,0.0,0.0,0.0,,,,False,False,False,午休后入园
Q1V3_Q20_002,8,34,visit,,,P014,霍城薰衣草花田,13:00,15:30,2.5,08:00,20:00,True,0.0,2.5,70.0,,,,False,False,False,
Q1V3_Q20_002,9,35,travel,霍城薰衣草花田,喀拉峻大草原,,,08:30,12:07,3.615,,,True,3.615,0.0,131.53,L_P014_P010_01,rental_car,,False,False,False,
Q1V3_Q20_002,9,36,lunch_break,,,,,12:07,13:00,0.885,,,True,0.0,0.0,0.0,,,,False,False,False,午休后入园
Q1V3_Q20_002,9,37,visit,,,P010,喀拉峻大草原,13:00,19:00,6.0,08:00,20:00,True,0.0,6.0,280.0,,,,False,False,False,
Q1V3_Q20_002,10,38,travel,喀拉峻大草原,昭苏草原,,,08:30,12:33,4.049,,,True,4.049,0.0,63.65,L_P010_P015_01,rental_car,,False,False,False,
Q1V3_Q20_002,10,39,lunch_break,,,,,12:33,13:00,0.451,,,True,0.0,0.0,0.0,,,,False,False,False,午休后入园
Q1V3_Q20_002,10,40,visit,,,P015,昭苏草原,13:00,16:30,3.5,00:00,24:00,True,0.0,3.5,0.0,,,,False,False,False,
Q1V3_Q20_002,11,41,travel,昭苏草原,夏塔古道,,,08:30,12:13,3.716,,,True,3.716,0.0,66.06,L_P015_P016_01,rental_car,,False,False,False,
Q1V3_Q20_002,11,42,lunch_break,,,,,12:13,13:00,0.784,,,True,0.0,0.0,0.0,,,,False,False,False,午休后入园
Q1V3_Q20_002,11,43,visit,,,P016,夏塔古道,13:00,18:00,5.0,09:00,20:00,True,0.0,5.0,160.0,,,,False,False,False,
Q1V3_Q20_002,12,44,long_transfer,夏塔古道,那拉提草原,,,08:30,14:58,6.468,,,True,6.468,0.0,207.11,L_P016_P009_01,charter_car,,False,False,False,长转场日，下一天降低活动强度
Q1V3_Q20_002,13,45,lunch_break,,,,,12:00,13:00,1.0,,,True,0.0,0.0,0.0,,,,False,False,False,固定午休块
Q1V3_Q20_002,13,46,visit,,,P009,那拉提草原,13:00,19:00,6.0,08:30,20:00,True,0.0,6.0,270.0,,,,False,False,True,
Q1V3_Q20_002,14,47,long_transfer,那拉提草原,罗布人村寨,,,08:30,16:33,8.048,,,True,8.048,0.0,275.95,L_P009_P034_01,charter_car,,False,False,False,长转场日，下一天降低活动强度
Q1V3_Q20_002,15,48,wait_open,,,P034,罗布人村寨,08:30,09:00,0.5,,,True,0.0,0.0,0.0,,,,False,False,False,等待开园
Q1V3_Q20_002,15,49,visit,,,P034,罗布人村寨,09:00,11:30,2.5,09:00,19:00,True,0.0,2.5,70.0,,,,False,False,True,
Q1V3_Q20_002,16,50,long_transfer,罗布人村寨,克孜尔石窟,,,08:30,14:51,6.35,,,True,6.35,0.0,157.0,L_P034_P031_01,scenic_shuttle>taxi_transfer>rail>taxi_transfer>scenic_shuttle,,False,False,False,长转场日，下一天降低活动强度
Q1V3_Q20_002,17,51,wait_open,,,P031,克孜尔石窟,08:30,09:30,1.0,,,True,0.0,0.0,0.0,,,,False,False,False,等待开园
Q1V3_Q20_002,17,52,visit,,,P031,克孜尔石窟,09:30,12:00,2.5,09:30,19:00,True,0.0,2.5,140.0,,,,False,False,False,
Q1V3_Q20_002,18,53,long_transfer,克孜尔石窟,艾提尕尔清真寺,,,08:30,16:03,7.542,,,True,7.542,0.0,383.27,L_P031_P025_01,charter_car,,False,False,False,长转场日，下一天降低活动强度
Q1V3_Q20_002,19,54,wait_open,,,P025,艾提尕尔清真寺,08:30,10:00,1.5,,,True,0.0,0.0,0.0,,,,False,False,False,等待开园
Q1V3_Q20_002,19,55,visit,,,P025,艾提尕尔清真寺,10:00,11:30,1.5,10:00,14:00,True,0.0,1.5,60.0,,,,False,False,True,
Q1V3_Q20_002,19,56,return_depot,艾提尕尔清真寺,乌鲁木齐终点,,,11:30,18:33,7.05,,,True,7.05,0.0,2575.0,RETURN_TO_DEPOT,taxi_transfer,,False,False,False,
Q1V3_Q20_002,20,57,buffer_day,,,,,08:30,08:30,0.0,,,True,0.0,0.0,0.0,,,,False,False,False,机动缓冲日，可吸收天气/预约/交通扰动
Q1V3_Q20_002,21,58,buffer_day,,,,,08:30,08:30,0.0,,,True,0.0,0.0,0.0,,,,False,False,False,机动缓冲日，可吸收天气/预约/交通扰动
Q1V3_Q20_002,22,59,buffer_day,,,,,08:30,08:30,0.0,,,True,0.0,0.0,0.0,,,,False,False,False,机动缓冲日，可吸收天气/预约/交通扰动
Q1V3_Q20_002,23,60,buffer_day,,,,,08:30,08:30,0.0,,,True,0.0,0.0,0.0,,,,False,False,False,机动缓冲日，可吸收天气/预约/交通扰动
Q1V3_Q20_002,24,61,buffer_day,,,,,08:30,08:30,0.0,,,True,0.0,0.0,0.0,,,,False,False,False,机动缓冲日，可吸收天气/预约/交通扰动
Q1V3_Q20_002,25,62,buffer_day,,,,,08:30,08:30,0.0,,,True,0.0,0.0,0.0,,,,False,False,False,机动缓冲日，可吸收天气/预约/交通扰动
Q1V3_Q20_002,26,63,buffer_day,,,,,08:30,08:30,0.0,,,True,0.0,0.0,0.0,,,,False,False,False,机动缓冲日，可吸收天气/预约/交通扰动
Q1V3_Q20_002,27,64,buffer_day,,,,,08:30,08:30,0.0,,,True,0.0,0.0,0.0,,,,False,False,False,机动缓冲日，可吸收天气/预约/交通扰动
Q1V3_Q20_002,28,65,buffer_day,,,,,08:30,08:30,0.0,,,True,0.0,0.0,0.0,,,,False,False,False,机动缓冲日，可吸收天气/预约/交通扰动
Q1V3_Q20_002,29,66,buffer_day,,,,,08:30,08:30,0.0,,,True,0.0,0.0,0.0,,,,False,False,False,机动缓冲日，可吸收天气/预约/交通扰动
Q1V3_Q20_002,30,67,buffer_day,,,,,08:30,08:30,0.0,,,True,0.0,0.0,0.0,,,,False,False,False,机动缓冲日，可吸收天气/预约/交通扰动
Q1V3_Q20_001,1,1,travel,乌鲁木齐起点,达坂城古镇,,,08:30,09:50,1.333,,,True,1.333,0.0,55.43,DEPOT_TO_FIRST,taxi_transfer,,False,False,False,
Q1V3_Q20_001,1,2,lunch_break,,,,,12:00,13:00,1.0,,,True,0.0,0.0,0.0,,,,False,False,False,固定午休块
Q1V3_Q20_001,1,3,visit,,,P002,达坂城古镇,13:00,15:30,2.5,09:30,19:00,True,0.0,2.5,80.0,,,,False,False,False,
Q1V3_Q20_001,1,4,travel,达坂城古镇,交河故城,,,15:30,16:54,1.408,,,True,1.408,0.0,57.73,L_P002_P006_01,taxi_transfer,,False,False,False,
Q1V3_Q20_001,1,5,visit,,,P006,交河故城,16:54,18:39,1.75,09:00,19:00,True,0.0,1.75,60.0,,,,False,False,False,
Q1V3_Q20_001,2,6,travel,交河故城,坎儿井民俗园,,,08:30,08:48,0.302,,,True,0.302,0.0,5.37,L_P006_P005_01,taxi_transfer,,False,False,False,
Q1V3_Q20_001,2,7,visit,,,P005,坎儿井民俗园,08:48,10:18,1.5,08:30,19:00,True,0.0,1.5,80.0,,,,False,False,False,
Q1V3_Q20_001,2,8,travel,坎儿井民俗园,苏公塔,,,10:18,10:34,0.257,,,True,0.257,0.0,3.27,L_P005_P012_01,taxi_transfer,,False,False,False,
Q1V3_Q20_001,2,9,lunch_break,,,,,12:00,13:00,1.0,,,True,0.0,0.0,0.0,,,,False,False,False,固定午休块
Q1V3_Q20_001,2,10,visit,,,P012,苏公塔,13:00,14:30,1.5,09:00,19:00,True,0.0,1.5,90.0,,,,False,False,False,
Q1V3_Q20_001,2,11,travel,苏公塔,葡萄沟,,,14:30,14:48,0.298,,,True,0.298,0.0,5.0,L_P012_P004_01,taxi_transfer,,False,False,False,
Q1V3_Q20_001,2,12,visit,,,P004,葡萄沟,14:48,17:48,3.0,08:30,19:30,True,0.0,3.0,120.0,,,,False,False,False,
Q1V3_Q20_001,3,13,travel,葡萄沟,火焰山,,,08:30,09:04,0.571,,,True,0.571,0.0,16.79,L_P004_P003_01,taxi_transfer,,False,False,False,
Q1V3_Q20_001,3,14,visit,,,P003,火焰山,09:04,11:34,2.5,08:00,21:00,True,0.0,2.5,80.0,,,,False,False,False,
Q1V3_Q20_001,3,15,travel,火焰山,高昌故城,,,11:34,11:54,0.331,,,True,0.331,0.0,7.71,L_P003_P011_01,taxi_transfer,,False,False,False,
Q1V3_Q20_001,3,16,lunch_break,,,,,12:00,13:00,1.0,,,True,0.0,0.0,0.0,,,,False,False,False,固定午休块
Q1V3_Q20_001,3,17,visit,,,P011,高昌故城,13:00,15:30,2.5,09:00,19:00,True,0.0,2.5,140.0,,,,False,False,False,
Q1V3_Q20_001,4,18,travel,高昌故城,吐峪沟麻扎村,,,08:30,09:06,0.594,,,True,0.594,0.0,11.08,L_P011_P013_01,taxi_transfer,,False,False,False,
Q1V3_Q20_001,4,19,visit,,,P013,吐峪沟麻扎村,09:06,11:36,2.5,08:00,20:00,True,0.0,2.5,60.0,,,,False,False,False,
Q1V3_Q20_001,4,20,travel,吐峪沟麻扎村,北庭故城遗址,,,11:36,15:08,3.533,,,True,3.533,0.0,119.0,L_P013_P036_01,scenic_shuttle>taxi_transfer>rail>taxi_transfer>scenic_shuttle,,False,False,False,
Q1V3_Q20_001,4,21,visit,,,P036,北庭故城遗址,15:08,16:38,1.5,09:00,19:00,True,0.0,1.5,76.0,,,,False,False,False,
Q1V3_Q20_001,5,22,travel,北庭故城遗址,天山天池,,,08:30,09:48,1.304,,,True,1.304,0.0,61.25,L_P036_P001_01,taxi_transfer,,False,False,False,
Q1V3_Q20_001,5,23,lunch_break,,,,,12:00,13:00,1.0,,,True,0.0,0.0,0.0,,,,False,False,False,固定午休块
Q1V3_Q20_001,5,24,visit,,,P001,天山天池,13:00,18:00,5.0,08:00,19:00,True,0.0,5.0,310.0,,,,False,False,False,
Q1V3_Q20_001,6,25,long_transfer,天山天池,赛里木湖,,,08:30,14:43,6.21,,,True,6.21,0.0,323.25,L_P001_P008_01,charter_car,,False,False,False,长转场日，下一天降低活动强度
Q1V3_Q20_001,7,26,lunch_break,,,,,12:00,13:00,1.0,,,True,0.0,0.0,0.0,,,,False,False,False,固定午休块
Q1V3_Q20_001,7,27,visit,,,P008,赛里木湖,13:00,19:00,6.0,08:00,22:00,True,0.0,6.0,290.0,,,,False,False,True,
Q1V3_Q20_001,8,28,travel,赛里木湖,霍城薰衣草花田,,,08:30,09:39,1.155,,,True,1.155,0.0,37.03,L_P008_P014_01,taxi_transfer,,False,False,False,
Q1V3_Q20_001,8,29,lunch_break,,,,,12:00,13:00,1.0,,,True,0.0,0.0,0.0,,,,False,False,False,固定午休块
Q1V3_Q20_001,8,30,visit,,,P014,霍城薰衣草花田,13:00,15:30,2.5,08:00,20:00,True,0.0,2.5,70.0,,,,False,False,False,
Q1V3_Q20_001,8,31,travel,霍城薰衣草花田,果子沟大桥,,,15:30,16:06,0.597,,,True,0.597,0.0,19.1,L_P014_P017_01,taxi_transfer,,False,False,False,
Q1V3_Q20_001,8,32,visit,,,P017,果子沟大桥,16:06,17:36,1.5,00:00,24:00,True,0.0,1.5,0.0,,,,False,False,False,
Q1V3_Q20_001,9,33,travel,果子沟大桥,喀拉峻大草原,,,08:30,13:32,5.036,,,True,5.036,0.0,187.09,L_P017_P010_01,rental_car,,False,False,False,
Q1V3_Q20_001,9,34,visit,,,P010,喀拉峻大草原,13:32,19:32,6.0,08:00,20:00,True,0.0,6.0,280.0,,,,False,False,False,
Q1V3_Q20_001,10,35,travel,喀拉峻大草原,夏塔古道,,,08:30,11:56,3.426,,,True,3.426,0.0,104.41,L_P010_P016_01,rental_car,,False,False,False,
Q1V3_Q20_001,10,36,lunch_break,,,,,12:00,13:00,1.0,,,True,0.0,0.0,0.0,,,,False,False,False,固定午休块
Q1V3_Q20_001,10,37,visit,,,P016,夏塔古道,13:00,18:00,5.0,09:00,20:00,True,0.0,5.0,160.0,,,,False,False,False,
Q1V3_Q20_001,11,38,travel,夏塔古道,昭苏草原,,,08:30,12:14,3.726,,,True,3.726,0.0,66.27,L_P016_P015_01,rental_car,,False,False,False,
Q1V3_Q20_001,11,39,lunch_break,,,,,12:14,13:00,0.774,,,True,0.0,0.0,0.0,,,,False,False,False,午休后入园
Q1V3_Q20_001,11,40,visit,,,P015,昭苏草原,13:00,16:30,3.5,00:00,24:00,True,0.0,3.5,0.0,,,,False,False,False,
Q1V3_Q20_001,12,41,long_transfer,昭苏草原,那拉提草原,,,08:30,15:44,7.238,,,True,7.238,0.0,169.17,L_P015_P009_01,charter_car,,False,False,False,长转场日，下一天降低活动强度
Q1V3_Q20_001,13,42,lunch_break,,,,,12:00,13:00,1.0,,,True,0.0,0.0,0.0,,,,False,False,False,固定午休块
Q1V3_Q20_001,13,43,visit,,,P009,那拉提草原,13:00,19:00,6.0,08:30,20:00,True,0.0,6.0,270.0,,,,False,False,True,
Q1V3_Q20_001,14,44,long_transfer,那拉提草原,罗布人村寨,,,08:30,16:33,8.048,,,True,8.048,0.0,275.95,L_P009_P034_01,charter_car,,False,False,False,长转场日，下一天降低活动强度
Q1V3_Q20_001,15,45,wait_open,,,P034,罗布人村寨,08:30,09:00,0.5,,,True,0.0,0.0,0.0,,,,False,False,False,等待开园
Q1V3_Q20_001,15,46,visit,,,P034,罗布人村寨,09:00,11:30,2.5,09:00,19:00,True,0.0,2.5,70.0,,,,False,False,True,
Q1V3_Q20_001,16,47,long_transfer,罗布人村寨,克孜尔石窟,,,08:30,14:51,6.35,,,True,6.35,0.0,157.0,L_P034_P031_01,scenic_shuttle>taxi_transfer>rail>taxi_transfer>scenic_shuttle,,False,False,False,长转场日，下一天降低活动强度
Q1V3_Q20_001,17,48,wait_open,,,P031,克孜尔石窟,08:30,09:30,1.0,,,True,0.0,0.0,0.0,,,,False,False,False,等待开园
Q1V3_Q20_001,17,49,visit,,,P031,克孜尔石窟,09:30,12:00,2.5,09:30,19:00,True,0.0,2.5,140.0,,,,False,False,False,
Q1V3_Q20_001,18,50,long_transfer,克孜尔石窟,艾提尕尔清真寺,,,08:30,16:03,7.542,,,True,7.542,0.0,383.27,L_P031_P025_01,charter_car,,False,False,False,长转场日，下一天降低活动强度
Q1V3_Q20_001,19,51,wait_open,,,P025,艾提尕尔清真寺,08:30,10:00,1.5,,,True,0.0,0.0,0.0,,,,False,False,False,等待开园
Q1V3_Q20_001,19,52,visit,,,P025,艾提尕尔清真寺,10:00,11:30,1.5,10:00,14:00,True,0.0,1.5,60.0,,,,False,False,True,
Q1V3_Q20_001,19,53,return_depot,艾提尕尔清真寺,乌鲁木齐终点,,,11:30,18:33,7.05,,,True,7.05,0.0,2575.0,RETURN_TO_DEPOT,taxi_transfer,,False,False,False,
Q1V3_Q20_001,20,54,buffer_day,,,,,08:30,08:30,0.0,,,True,0.0,0.0,0.0,,,,False,False,False,机动缓冲日，可吸收天气/预约/交通扰动
Q1V3_Q20_001,21,55,buffer_day,,,,,08:30,08:30,0.0,,,True,0.0,0.0,0.0,,,,False,False,False,机动缓冲日，可吸收天气/预约/交通扰动
Q1V3_Q20_001,22,56,buffer_day,,,,,08:30,08:30,0.0,,,True,0.0,0.0,0.0,,,,False,False,False,机动缓冲日，可吸收天气/预约/交通扰动
Q1V3_Q20_001,23,57,buffer_day,,,,,08:30,08:30,0.0,,,True,0.0,0.0,0.0,,,,False,False,False,机动缓冲日，可吸收天气/预约/交通扰动
Q1V3_Q20_001,24,58,buffer_day,,,,,08:30,08:30,0.0,,,True,0.0,0.0,0.0,,,,False,False,False,机动缓冲日，可吸收天气/预约/交通扰动
Q1V3_Q20_001,25,59,buffer_day,,,,,08:30,08:30,0.0,,,True,0.0,0.0,0.0,,,,False,False,False,机动缓冲日，可吸收天气/预约/交通扰动
Q1V3_Q20_001,26,60,buffer_day,,,,,08:30,08:30,0.0,,,True,0.0,0.0,0.0,,,,False,False,False,机动缓冲日，可吸收天气/预约/交通扰动
Q1V3_Q20_001,27,61,buffer_day,,,,,08:30,08:30,0.0,,,True,0.0,0.0,0.0,,,,False,False,False,机动缓冲日，可吸收天气/预约/交通扰动
Q1V3_Q20_001,28,62,buffer_day,,,,,08:30,08:30,0.0,,,True,0.0,0.0,0.0,,,,False,False,False,机动缓冲日，可吸收天气/预约/交通扰动
Q1V3_Q20_001,29,63,buffer_day,,,,,08:30,08:30,0.0,,,True,0.0,0.0,0.0,,,,False,False,False,机动缓冲日，可吸收天气/预约/交通扰动
Q1V3_Q20_001,30,64,buffer_day,,,,,08:30,08:30,0.0,,,True,0.0,0.0,0.0,,,,False,False,False,机动缓冲日，可吸收天气/预约/交通扰动
Q1V3_Q20_003,1,1,travel,乌鲁木齐起点,天山天池,,,08:30,09:28,0.967,,,True,0.967,0.0,37.02,DEPOT_TO_FIRST,taxi_transfer,,False,False,False,
Q1V3_Q20_003,1,2,lunch_break,,,,,12:00,13:00,1.0,,,True,0.0,0.0,0.0,,,,False,False,False,固定午休块
Q1V3_Q20_003,1,3,visit,,,P001,天山天池,13:00,18:00,5.0,08:00,19:00,True,0.0,5.0,310.0,,,,False,False,False,
Q1V3_Q20_003,2,4,travel,天山天池,北庭故城遗址,,,08:30,09:49,1.313,,,True,1.313,0.0,60.98,L_P001_P036_01,taxi_transfer,,False,False,False,
Q1V3_Q20_003,2,5,visit,,,P036,北庭故城遗址,09:49,11:19,1.5,09:00,19:00,True,0.0,1.5,76.0,,,,False,False,False,
Q1V3_Q20_003,3,6,travel,北庭故城遗址,吐峪沟麻扎村,,,08:30,12:02,3.533,,,True,3.533,0.0,119.0,L_P036_P013_01,scenic_shuttle>taxi_transfer>rail>taxi_transfer>scenic_shuttle,,False,False,False,
Q1V3_Q20_003,3,7,lunch_break,,,,,12:02,13:00,0.967,,,True,0.0,0.0,0.0,,,,False,False,False,午休后入园
Q1V3_Q20_003,3,8,heat_avoidance_wait,,,P013,吐峪沟麻扎村,13:00,16:00,3.0,,,True,0.0,0.0,0.0,,,,False,True,False,高温户外避让
Q1V3_Q20_003,3,9,visit,,,P013,吐峪沟麻扎村,16:00,18:30,2.5,08:00,20:00,True,0.0,2.5,60.0,,,,False,True,False,
Q1V3_Q20_003,4,10,travel,吐峪沟麻扎村,高昌故城,,,08:30,08:55,0.424,,,True,0.424,0.0,9.8,L_P013_P011_01,taxi_transfer,,False,False,False,
Q1V3_Q20_003,4,11,wait_open,,,P011,高昌故城,08:55,09:00,0.076,,,True,0.0,0.0,0.0,,,,False,False,False,等待开园
Q1V3_Q20_003,4,12,visit,,,P011,高昌故城,09:00,11:30,2.5,09:00,19:00,True,0.0,2.5,140.0,,,,False,False,False,
Q1V3_Q20_003,4,13,travel,高昌故城,火焰山,,,11:30,11:58,0.47,,,True,0.47,0.0,8.61,L_P011_P003_01,taxi_transfer,,False,False,False,
Q1V3_Q20_003,4,14,lunch_break,,,,,12:00,13:00,1.0,,,True,0.0,0.0,0.0,,,,False,False,False,固定午休块
Q1V3_Q20_003,4,15,heat_avoidance_wait,,,P003,火焰山,13:00,16:00,3.0,,,True,0.0,0.0,0.0,,,,False,True,False,高温户外避让
Q1V3_Q20_003,4,16,visit,,,P003,火焰山,16:00,18:30,2.5,08:00,21:00,True,0.0,2.5,80.0,,,,False,True,False,
Q1V3_Q20_003,5,17,travel,火焰山,葡萄沟,,,08:30,09:05,0.578,,,True,0.578,0.0,16.67,L_P003_P004_01,taxi_transfer,,False,False,False,
Q1V3_Q20_003,5,18,lunch_break,,,,,12:00,13:00,1.0,,,True,0.0,0.0,0.0,,,,False,False,False,固定午休块
Q1V3_Q20_003,5,19,visit,,,P004,葡萄沟,13:00,16:00,3.0,08:30,19:30,True,0.0,3.0,120.0,,,,False,False,False,
Q1V3_Q20_003,5,20,travel,葡萄沟,苏公塔,,,16:00,16:18,0.295,,,True,0.295,0.0,5.0,L_P004_P012_01,taxi_transfer,,False,False,False,
Q1V3_Q20_003,5,21,visit,,,P012,苏公塔,16:18,17:48,1.5,09:00,19:00,True,0.0,1.5,90.0,,,,False,False,False,
Q1V3_Q20_003,6,22,travel,苏公塔,交河故城,,,08:30,08:53,0.388,,,True,0.388,0.0,7.75,L_P012_P006_01,taxi_transfer,,False,False,False,
Q1V3_Q20_003,6,23,wait_open,,,P006,交河故城,08:53,09:00,0.112,,,True,0.0,0.0,0.0,,,,False,False,False,等待开园
Q1V3_Q20_003,6,24,visit,,,P006,交河故城,09:00,10:45,1.75,09:00,19:00,True,0.0,1.75,60.0,,,,False,False,False,
Q1V3_Q20_003,6,25,travel,交河故城,坎儿井民俗园,,,10:45,11:03,0.302,,,True,0.302,0.0,5.37,L_P006_P005_01,taxi_transfer,,False,False,False,
Q1V3_Q20_003,6,26,lunch_break,,,,,12:00,13:00,1.0,,,True,0.0,0.0,0.0,,,,False,False,False,固定午休块
Q1V3_Q20_003,6,27,visit,,,P005,坎儿井民俗园,13:00,14:30,1.5,08:30,19:00,True,0.0,1.5,80.0,,,,False,False,False,
Q1V3_Q20_003,7,28,travel,坎儿井民俗园,达坂城古镇,,,08:30,10:18,1.794,,,True,1.794,0.0,67.52,L_P005_P002_01,rental_car,,False,False,False,
Q1V3_Q20_003,7,29,lunch_break,,,,,12:00,13:00,1.0,,,True,0.0,0.0,0.0,,,,False,False,False,固定午休块
Q1V3_Q20_003,7,30,visit,,,P002,达坂城古镇,13:00,15:30,2.5,09:30,19:00,True,0.0,2.5,80.0,,,,False,False,False,
Q1V3_Q20_003,8,31,long_transfer,达坂城古镇,果子沟大桥,,,08:30,15:42,7.2,,,True,7.2,0.0,377.64,L_P002_P017_01,charter_car,,False,False,False,长转场日，下一天降低活动强度
Q1V3_Q20_003,9,32,visit,,,P017,果子沟大桥,08:30,10:00,1.5,00:00,24:00,True,0.0,1.5,0.0,,,,False,False,False,
Q1V3_Q20_003,10,33,travel,果子沟大桥,赛里木湖,,,08:30,09:06,0.597,,,True,0.597,0.0,22.62,L_P017_P008_01,taxi_transfer,,False,False,False,
Q1V3_Q20_003,10,34,lunch_break,,,,,12:00,13:00,1.0,,,True,0.0,0.0,0.0,,,,False,False,False,固定午休块
Q1V3_Q20_003,10,35,visit,,,P008,赛里木湖,13:00,19:00,6.0,08:00,22:00,True,0.0,6.0,290.0,,,,False,False,False,
Q1V3_Q20_003,11,36,travel,赛里木湖,霍城薰衣草花田,,,08:30,09:39,1.155,,,True,1.155,0.0,37.03,L_P008_P014_01,taxi_transfer,,False,False,False,
