from_spot_id,from_spot_name,to_spot_id,to_spot_name,label_id,mode_sequence,node_path,edge_id_path,time_hours,cost_yuan_for_two,risk_score,fatigue_score,transfer_count,is_night_transport,hotel_saving_yuan,ordinary_tourist_feasible,schedule_confirmation_required,dominance_rank,label_quality_note
P011,高昌故城,P034,罗布人村寨,L_P011_P034_01,charter_car,SPOT::P011>SPOT::P034,AM1456,7.145,260.1,0.198,7.25,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P011,高昌故城,P034,罗布人村寨,L_P011_P034_02,scenic_shuttle>taxi_transfer>coach>taxi_transfer>scenic_shuttle,SPOT::P011>HUB::吐鲁番市>BUS::吐鲁番市>BUS::库尔勒市>HUB::库尔勒市>SPOT::P034,SH0129R>T0020>BS0116>T0026R>SH0152,7.8,260.0,0.21,7.9,0,False,0.0,True,True,2,local_cost_floor;template_public_edge
P011,高昌故城,P035,江布拉克草原,L_P011_P035_01,scenic_shuttle>taxi_transfer>rail>taxi_transfer>scenic_shuttle,SPOT::P011>HUB::吐鲁番市>RAIL::吐鲁番市>RAIL::乌鲁木齐市>HUB::乌鲁木齐市>SPOT::P035,SH0129R>T0002>RL0098R>T0001R>SH0153,4.733,119.0,0.16,3.653,0,False,0.0,True,True,1,local_cost_floor;template_public_edge
P011,高昌故城,P035,江布拉克草原,L_P011_P035_02,rental_car,SPOT::P011>SPOT::P035,AM1495,4.889,185.91,0.153,5.686,0,False,0.0,True,False,2,non_dominated_from_multimodal_edges
P011,高昌故城,P036,北庭故城遗址,L_P011_P036_01,scenic_shuttle>taxi_transfer>rail>taxi_transfer>scenic_shuttle,SPOT::P011>HUB::吐鲁番市>RAIL::吐鲁番市>RAIL::乌鲁木齐市>HUB::乌鲁木齐市>SPOT::P036,SH0129R>T0002>RL0098R>T0001R>SH0154,3.533,119.0,0.16,2.573,0,False,0.0,True,True,1,local_cost_floor;template_public_edge
P011,高昌故城,P037,和田博物馆,L_P011_P037_01,charter_car,SPOT::P011>SPOT::P037,AM1573,17.624,736.17,0.33,28.433,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P011,高昌故城,P038,尼雅遗址,L_P011_P038_01,charter_car,SPOT::P011>SPOT::P038,AM1612,15.906,598.24,0.33,23.756,0,False,0.0,False,False,1,non_dominated_from_multimodal_edges
P011,高昌故城,P039,千里葡萄长廊,L_P011_P039_01,charter_car,SPOT::P011>SPOT::P039,AM1651,17.629,736.05,0.33,28.448,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P011,高昌故城,P040,奥依塔克冰川,L_P011_P040_01,charter_car,SPOT::P011>SPOT::P040,AM1690,17.588,819.09,0.33,28.331,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P012,苏公塔,P001,天山天池,L_P012_P001_01,rental_car,SPOT::P012>SPOT::P001,AM0169,3.334,148.57,0.13,3.834,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P012,苏公塔,P001,天山天池,L_P012_P001_02,scenic_shuttle>taxi_transfer>rail>taxi_transfer,SPOT::P012>HUB::吐鲁番市>RAIL::吐鲁番市>RAIL::乌鲁木齐市>HUB::乌鲁木齐市>SPOT::P001,SH0130R>T0002>RL0098R>T0001R>AD1719,3.5,141.02,0.182,2.495,0,False,0.0,True,True,2,local_cost_floor;template_public_edge
P012,苏公塔,P002,达坂城古镇,L_P012_P002_01,rental_car,SPOT::P012>SPOT::P002,AM0208,1.849,70.53,0.083,2.126,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P012,苏公塔,P003,火焰山,L_P012_P003_01,taxi_transfer,SPOT::P012>SPOT::P003,AM0247,0.512,15.57,0.049,0.435,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P012,苏公塔,P004,葡萄沟,L_P012_P004_01,taxi_transfer,SPOT::P012>SPOT::P004,AM0286,0.298,5.0,0.043,0.253,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P012,苏公塔,P005,坎儿井民俗园,L_P012_P005_01,taxi_transfer,SPOT::P012>SPOT::P005,AM0325,0.258,3.25,0.042,0.219,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P012,苏公塔,P006,交河故城,L_P012_P006_01,taxi_transfer,SPOT::P012>SPOT::P006,AM0364,0.388,7.75,0.045,0.33,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P012,苏公塔,P007,楼兰古城,L_P012_P007_01,charter_car,SPOT::P012>SPOT::P007,AM0403,15.279,743.74,0.33,22.167,0,False,0.0,False,False,1,non_dominated_from_multimodal_edges
P012,苏公塔,P008,赛里木湖,L_P012_P008_01,charter_car,SPOT::P012>SPOT::P008,AM0442,8.087,406.85,0.327,8.435,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P012,苏公塔,P009,那拉提草原,L_P012_P009_01,charter_car,SPOT::P012>SPOT::P009,AM0481,10.497,305.05,0.265,12.115,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P012,苏公塔,P010,喀拉峻大草原,L_P012_P010_01,charter_car,SPOT::P012>SPOT::P010,AM0520,14.378,452.66,0.33,19.993,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P012,苏公塔,P011,高昌故城,L_P012_P011_01,taxi_transfer,SPOT::P012>SPOT::P011,AM0559,0.796,20.27,0.052,0.677,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P012,苏公塔,P012,苏公塔,L_P012_P012_01,same_spot,SPOT::P012,,0.0,0.0,0.0,0.0,0,False,0.0,True,False,1,same_spot
P012,苏公塔,P013,吐峪沟麻扎村,L_P012_P013_01,taxi_transfer,SPOT::P012>SPOT::P013,AM0638,0.841,26.11,0.056,0.715,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P012,苏公塔,P014,霍城薰衣草花田,L_P012_P014_01,charter_car,SPOT::P012>SPOT::P014,AM0677,9.057,440.78,0.33,9.805,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P012,苏公塔,P015,昭苏草原,L_P012_P015_01,charter_car,SPOT::P012>SPOT::P015,AM0716,16.295,473.84,0.33,24.774,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P012,苏公塔,P016,夏塔古道,L_P012_P016_01,charter_car,SPOT::P012>SPOT::P016,AM0755,15.659,511.79,0.33,23.123,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P012,苏公塔,P017,果子沟大桥,L_P012_P017_01,charter_car,SPOT::P012>SPOT::P017,AM0794,8.658,433.47,0.33,9.223,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P012,苏公塔,P018,喀纳斯湖,L_P012_P018_01,charter_car,SPOT::P012>SPOT::P018,AM0833,11.184,482.24,0.33,13.334,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P012,苏公塔,P019,禾木村,L_P012_P019_01,charter_car,SPOT::P012>SPOT::P019,AM0872,10.83,479.71,0.33,12.696,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P012,苏公塔,P020,白哈巴村,L_P012_P020_01,charter_car,SPOT::P012>SPOT::P020,AM0911,10.73,473.34,0.33,12.52,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P012,苏公塔,P021,可可托海,L_P012_P021_01,charter_car,SPOT::P012>SPOT::P021,AM0950,8.282,399.69,0.322,8.699,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P012,苏公塔,P022,五彩滩,L_P012_P022_01,charter_car,SPOT::P012>SPOT::P022,AM0989,8.491,407.7,0.327,8.987,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P012,苏公塔,P023,世界魔鬼城,L_P012_P023_01,charter_car,SPOT::P012>SPOT::P023,AM1028,6.808,343.26,0.248,6.86,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P012,苏公塔,P024,喀什古城,L_P012_P024_01,charter_car,SPOT::P012>SPOT::P024,AM1067,15.24,742.82,0.33,22.07,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P012,苏公塔,P025,艾提尕尔清真寺,L_P012_P025_01,charter_car,SPOT::P012>SPOT::P025,AM1106,15.214,742.79,0.33,22.006,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P012,苏公塔,P026,香妃园,L_P012_P026_01,charter_car,SPOT::P012>SPOT::P026,AM1145,15.228,742.8,0.33,22.04,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P012,苏公塔,P027,帕米尔高原白沙湖,L_P012_P027_01,charter_car,SPOT::P012>SPOT::P027,AM1184,18.002,848.62,0.33,29.526,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P012,苏公塔,P028,石头城遗址,L_P012_P028_01,charter_car,SPOT::P012>SPOT::P028,AM1223,19.455,903.45,0.33,33.938,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P012,苏公塔,P029,天山神秘大峡谷,L_P012_P029_01,charter_car,SPOT::P012>SPOT::P029,AM1262,9.382,387.48,0.315,10.297,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P012,苏公塔,P030,库车王府,L_P012_P030_01,charter_car,SPOT::P012>SPOT::P030,AM1301,8.392,356.83,0.296,8.85,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P012,苏公塔,P031,克孜尔石窟,L_P012_P031_01,charter_car,SPOT::P012>SPOT::P031,AM1340,9.399,386.75,0.314,10.323,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P012,苏公塔,P032,博斯腾湖,L_P012_P032_01,rental_car,SPOT::P012>SPOT::P032,AM1379,5.171,180.38,0.149,6.056,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P012,苏公塔,P033,巴音布鲁克草原,L_P012_P033_01,charter_car,SPOT::P012>SPOT::P033,AM1418,9.028,272.22,0.245,9.762,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P012,苏公塔,P034,罗布人村寨,L_P012_P034_01,charter_car,SPOT::P012>SPOT::P034,AM1457,6.252,241.8,0.187,6.257,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P012,苏公塔,P035,江布拉克草原,L_P012_P035_01,scenic_shuttle>taxi_transfer>rail>taxi_transfer>scenic_shuttle,SPOT::P012>HUB::吐鲁番市>RAIL::吐鲁番市>RAIL::乌鲁木齐市>HUB::乌鲁木齐市>SPOT::P035,SH0130R>T0002>RL0098R>T0001R>SH0153,4.033,119.0,0.16,3.023,0,False,0.0,True,True,1,local_cost_floor;template_public_edge
P012,苏公塔,P035,江布拉克草原,L_P012_P035_02,rental_car,SPOT::P012>SPOT::P035,AM1496,4.957,193.92,0.158,5.774,0,False,0.0,True,False,2,non_dominated_from_multimodal_edges
P012,苏公塔,P036,北庭故城遗址,L_P012_P036_01,scenic_shuttle>taxi_transfer>rail>taxi_transfer>scenic_shuttle,SPOT::P012>HUB::吐鲁番市>RAIL::吐鲁番市>RAIL::乌鲁木齐市>HUB::乌鲁木齐市>SPOT::P036,SH0130R>T0002>RL0098R>T0001R>SH0154,2.833,119.0,0.16,1.943,0,False,0.0,True,True,1,local_cost_floor;template_public_edge
P012,苏公塔,P037,和田博物馆,L_P012_P037_01,charter_car,SPOT::P012>SPOT::P037,AM1574,16.662,717.86,0.33,25.756,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P012,苏公塔,P038,尼雅遗址,L_P012_P038_01,charter_car,SPOT::P012>SPOT::P038,AM1613,14.994,579.94,0.33,21.465,0,False,0.0,False,False,1,non_dominated_from_multimodal_edges
P012,苏公塔,P039,千里葡萄长廊,L_P012_P039_01,charter_car,SPOT::P012>SPOT::P039,AM1652,16.674,717.75,0.33,25.789,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P012,苏公塔,P040,奥依塔克冰川,L_P012_P040_01,charter_car,SPOT::P012>SPOT::P040,AM1691,16.595,800.79,0.33,25.575,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P013,吐峪沟麻扎村,P001,天山天池,L_P013_P001_01,scenic_shuttle>taxi_transfer>rail>taxi_transfer,SPOT::P013>HUB::吐鲁番市>RAIL::吐鲁番市>RAIL::乌鲁木齐市>HUB::乌鲁木齐市>SPOT::P001,SH0131R>T0002>RL0098R>T0001R>AD1719,4.2,141.02,0.182,3.125,0,False,0.0,True,True,1,local_cost_floor;template_public_edge
P013,吐峪沟麻扎村,P001,天山天池,L_P013_P001_02,rental_car,SPOT::P013>SPOT::P001,AM0170,3.907,169.98,0.143,4.493,0,False,0.0,True,False,2,non_dominated_from_multimodal_edges
P013,吐峪沟麻扎村,P002,达坂城古镇,L_P013_P002_01,rental_car,SPOT::P013>SPOT::P002,AM0209,2.424,91.94,0.096,2.788,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P013,吐峪沟麻扎村,P003,火焰山,L_P013_P003_01,taxi_transfer,SPOT::P013>SPOT::P003,AM0248,0.393,10.74,0.047,0.334,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P013,吐峪沟麻扎村,P004,葡萄沟,L_P013_P004_01,taxi_transfer,SPOT::P013>SPOT::P004,AM0287,0.912,27.22,0.056,0.775,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P013,吐峪沟麻扎村,P005,坎儿井民俗园,L_P013_P005_01,taxi_transfer,SPOT::P013>SPOT::P005,AM0326,1.014,28.68,0.057,0.862,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P013,吐峪沟麻扎村,P006,交河故城,L_P013_P006_01,taxi_transfer,SPOT::P013>SPOT::P006,AM0365,1.129,33.53,0.06,0.96,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P013,吐峪沟麻扎村,P007,楼兰古城,L_P013_P007_01,charter_car,SPOT::P013>SPOT::P007,AM0404,16.159,769.53,0.33,24.415,0,False,0.0,False,False,1,non_dominated_from_multimodal_edges
P013,吐峪沟麻扎村,P008,赛里木湖,L_P013_P008_01,charter_car,SPOT::P013>SPOT::P008,AM0443,8.714,428.26,0.33,9.303,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P013,吐峪沟麻扎村,P009,那拉提草原,L_P013_P009_01,charter_car,SPOT::P013>SPOT::P009,AM0482,10.059,364.68,0.301,11.377,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P013,吐峪沟麻扎村,P010,喀拉峻大草原,L_P013_P010_01,charter_car,SPOT::P013>SPOT::P010,AM0521,13.996,512.29,0.33,19.111,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P013,吐峪沟麻扎村,P011,高昌故城,L_P013_P011_01,taxi_transfer,SPOT::P013>SPOT::P011,AM0560,0.424,9.8,0.046,0.36,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P013,吐峪沟麻扎村,P012,苏公塔,L_P013_P012_01,taxi_transfer,SPOT::P013>SPOT::P012,AM0599,0.846,26.25,0.056,0.719,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P013,吐峪沟麻扎村,P013,吐峪沟麻扎村,L_P013_P013_01,same_spot,SPOT::P013,,0.0,0.0,0.0,0.0,0,False,0.0,True,False,1,same_spot
P013,吐峪沟麻扎村,P014,霍城薰衣草花田,L_P013_P014_01,charter_car,SPOT::P013>SPOT::P014,AM0678,9.633,462.19,0.33,10.689,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P013,吐峪沟麻扎村,P015,昭苏草原,L_P013_P015_01,charter_car,SPOT::P013>SPOT::P015,AM0717,15.879,533.47,0.33,23.687,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P013,吐峪沟麻扎村,P016,夏塔古道,L_P013_P016_01,charter_car,SPOT::P013>SPOT::P016,AM0756,15.288,571.42,0.33,22.189,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P013,吐峪沟麻扎村,P017,果子沟大桥,L_P013_P017_01,charter_car,SPOT::P013>SPOT::P017,AM0795,9.281,454.88,0.33,10.142,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P013,吐峪沟麻扎村,P018,喀纳斯湖,L_P013_P018_01,charter_car,SPOT::P013>SPOT::P018,AM0834,11.736,503.65,0.33,14.368,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P013,吐峪沟麻扎村,P019,禾木村,L_P013_P019_01,charter_car,SPOT::P013>SPOT::P019,AM0873,11.387,501.12,0.33,13.709,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P013,吐峪沟麻扎村,P020,白哈巴村,L_P013_P020_01,charter_car,SPOT::P013>SPOT::P020,AM0912,11.32,494.75,0.33,13.584,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P013,吐峪沟麻扎村,P021,可可托海,L_P013_P021_01,charter_car,SPOT::P013>SPOT::P021,AM0951,8.852,421.1,0.33,9.503,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P013,吐峪沟麻扎村,P022,五彩滩,L_P013_P022_01,charter_car,SPOT::P013>SPOT::P022,AM0990,9.077,429.11,0.33,9.834,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P013,吐峪沟麻扎村,P023,世界魔鬼城,L_P013_P023_01,charter_car,SPOT::P013>SPOT::P023,AM1029,7.371,364.67,0.261,7.521,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P013,吐峪沟麻扎村,P024,喀什古城,L_P013_P024_01,charter_car,SPOT::P013>SPOT::P024,AM1068,16.127,768.6,0.33,24.331,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P013,吐峪沟麻扎村,P025,艾提尕尔清真寺,L_P013_P025_01,charter_car,SPOT::P013>SPOT::P025,AM1107,16.098,768.57,0.33,24.256,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P013,吐峪沟麻扎村,P026,香妃园,L_P013_P026_01,charter_car,SPOT::P013>SPOT::P026,AM1146,16.113,768.58,0.33,24.295,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P013,吐峪沟麻扎村,P027,帕米尔高原白沙湖,L_P013_P027_01,charter_car,SPOT::P013>SPOT::P027,AM1185,18.86,874.4,0.33,32.09,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P013,吐峪沟麻扎村,P028,石头城遗址,L_P013_P028_01,charter_car,SPOT::P013>SPOT::P028,AM1224,20.307,929.23,0.33,36.682,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P013,吐峪沟麻扎村,P029,天山神秘大峡谷,L_P013_P029_01,charter_car,SPOT::P013>SPOT::P029,AM1263,10.274,413.27,0.33,11.735,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P013,吐峪沟麻扎村,P030,库车王府,L_P013_P030_01,charter_car,SPOT::P013>SPOT::P030,AM1302,9.306,382.61,0.312,10.18,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P013,吐峪沟麻扎村,P031,克孜尔石窟,L_P013_P031_01,charter_car,SPOT::P013>SPOT::P031,AM1341,10.274,412.53,0.33,11.735,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P013,吐峪沟麻扎村,P032,博斯腾湖,L_P013_P032_01,rental_car,SPOT::P013>SPOT::P032,AM1380,5.971,206.16,0.165,7.177,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P013,吐峪沟麻扎村,P033,巴音布鲁克草原,L_P013_P033_01,charter_car,SPOT::P013>SPOT::P033,AM1419,8.565,331.85,0.281,9.091,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P013,吐峪沟麻扎村,P034,罗布人村寨,L_P013_P034_01,charter_car,SPOT::P013>SPOT::P034,AM1458,7.071,267.58,0.202,7.163,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P013,吐峪沟麻扎村,P034,罗布人村寨,L_P013_P034_02,scenic_shuttle>taxi_transfer>coach>taxi_transfer>scenic_shuttle,SPOT::P013>HUB::吐鲁番市>BUS::吐鲁番市>BUS::库尔勒市>HUB::库尔勒市>SPOT::P034,SH0131R>T0020>BS0116>T0026R>SH0152,7.8,260.0,0.21,7.9,0,False,0.0,True,True,2,local_cost_floor;template_public_edge
P013,吐峪沟麻扎村,P035,江布拉克草原,L_P013_P035_01,scenic_shuttle>taxi_transfer>rail>taxi_transfer>scenic_shuttle,SPOT::P013>HUB::吐鲁番市>RAIL::吐鲁番市>RAIL::乌鲁木齐市>HUB::乌鲁木齐市>SPOT::P035,SH0131R>T0002>RL0098R>T0001R>SH0153,4.733,119.0,0.16,3.653,0,False,0.0,True,True,1,local_cost_floor;template_public_edge
P013,吐峪沟麻扎村,P035,江布拉克草原,L_P013_P035_02,rental_car,SPOT::P013>SPOT::P035,AM1497,4.507,173.16,0.145,5.204,0,False,0.0,True,False,2,non_dominated_from_multimodal_edges
P013,吐峪沟麻扎村,P036,北庭故城遗址,L_P013_P036_01,scenic_shuttle>taxi_transfer>rail>taxi_transfer>scenic_shuttle,SPOT::P013>HUB::吐鲁番市>RAIL::吐鲁番市>RAIL::乌鲁木齐市>HUB::乌鲁木齐市>SPOT::P036,SH0131R>T0002>RL0098R>T0001R>SH0154,3.533,119.0,0.16,2.573,0,False,0.0,True,True,1,local_cost_floor;template_public_edge
P013,吐峪沟麻扎村,P036,北庭故城遗址,L_P013_P036_02,rental_car,SPOT::P013>SPOT::P036,AM1536,4.702,190.84,0.156,5.447,0,False,0.0,True,False,2,non_dominated_from_multimodal_edges
P013,吐峪沟麻扎村,P037,和田博物馆,L_P013_P037_01,charter_car,SPOT::P013>SPOT::P037,AM1575,17.525,743.64,0.33,28.151,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P013,吐峪沟麻扎村,P038,尼雅遗址,L_P013_P038_01,charter_car,SPOT::P013>SPOT::P038,AM1614,15.825,605.72,0.33,23.547,0,False,0.0,False,False,1,non_dominated_from_multimodal_edges
P013,吐峪沟麻扎村,P039,千里葡萄长廊,L_P013_P039_01,charter_car,SPOT::P013>SPOT::P039,AM1653,17.54,743.53,0.33,28.194,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P013,吐峪沟麻扎村,P040,奥依塔克冰川,L_P013_P040_01,charter_car,SPOT::P013>SPOT::P040,AM1692,17.469,826.57,0.33,27.992,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P014,霍城薰衣草花田,P001,天山天池,L_P014_P001_01,charter_car,SPOT::P014>SPOT::P001,AM0171,6.886,360.3,0.258,6.949,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P014,霍城薰衣草花田,P001,天山天池,L_P014_P001_02,scenic_shuttle>taxi_transfer>rail>taxi_transfer,SPOT::P014>HUB::霍城县(惠远古城)>HUB::伊宁市(伊犁)>RAIL::伊宁市(伊犁)>RAIL::乌鲁木齐市>HUB::乌鲁木齐市>SPOT::P001,SH0132R>R0075>T0005>RL0100R>T0001R>AD1719,9.4,278.77,0.262,6.285,0,True,180.0,True,True,2,local_cost_floor;template_public_edge
P014,霍城薰衣草花田,P001,天山天池,L_P014_P001_03,scenic_shuttle>taxi_transfer>air>taxi_transfer,SPOT::P014>HUB::霍城县(惠远古城)>HUB::伊宁市(伊犁)>AIR::伊宁市(伊犁)>AIR::乌鲁木齐市>HUB::乌鲁木齐市>SPOT::P001,SH0132R>R0075>T0011>AR0107R>T0010R>AD1719,8.967,1314.77,0.302,6.659,0,False,0.0,True,True,3,local_cost_floor;schedule_medium_price_missing;template_public_edge
P014,霍城薰衣草花田,P002,达坂城古镇,L_P014_P002_01,charter_car,SPOT::P014>SPOT::P002,AM0210,7.582,388.4,0.275,7.782,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P014,霍城薰衣草花田,P002,达坂城古镇,L_P014_P002_02,scenic_shuttle>taxi_transfer>rail>taxi_transfer,SPOT::P014>HUB::霍城县(惠远古城)>HUB::伊宁市(伊犁)>RAIL::伊宁市(伊犁)>RAIL::乌鲁木齐市>HUB::乌鲁木齐市>SPOT::P002,SH0132R>R0075>T0005>RL0100R>T0001R>AD1720,9.766,297.18,0.274,6.596,0,True,180.0,True,True,2,local_cost_floor;template_public_edge
P014,霍城薰衣草花田,P002,达坂城古镇,L_P014_P002_03,scenic_shuttle>taxi_transfer>air>taxi_transfer,SPOT::P014>HUB::霍城县(惠远古城)>HUB::伊宁市(伊犁)>AIR::伊宁市(伊犁)>AIR::乌鲁木齐市>HUB::乌鲁木齐市>SPOT::P002,SH0132R>R0075>T0011>AR0107R>T0010R>AD1720,9.333,1333.18,0.314,6.971,0,False,0.0,True,True,3,local_cost_floor;schedule_medium_price_missing;template_public_edge
P014,霍城薰衣草花田,P003,火焰山,L_P014_P003_01,charter_car,SPOT::P014>SPOT::P003,AM0249,9.025,455.32,0.33,9.757,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P014,霍城薰衣草花田,P004,葡萄沟,L_P014_P004_01,charter_car,SPOT::P014>SPOT::P004,AM0288,8.668,443.21,0.33,9.237,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P014,霍城薰衣草花田,P005,坎儿井民俗园,L_P014_P005_01,charter_car,SPOT::P014>SPOT::P005,AM0327,8.691,441.2,0.33,9.27,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P014,霍城薰衣草花田,P006,交河故城,L_P014_P006_01,charter_car,SPOT::P014>SPOT::P006,AM0366,8.797,444.29,0.33,9.423,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P014,霍城薰衣草花田,P007,楼兰古城,L_P014_P007_01,charter_car,SPOT::P014>SPOT::P007,AM0405,16.462,749.23,0.33,25.218,0,False,0.0,False,False,1,non_dominated_from_multimodal_edges
P014,霍城薰衣草花田,P008,赛里木湖,L_P014_P008_01,taxi_transfer,SPOT::P014>SPOT::P008,AM0444,1.179,41.71,0.065,1.002,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P014,霍城薰衣草花田,P009,那拉提草原,L_P014_P009_01,rental_car,SPOT::P014>SPOT::P009,AM0483,4.368,183.59,0.151,5.034,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P014,霍城薰衣草花田,P010,喀拉峻大草原,L_P014_P010_01,rental_car,SPOT::P014>SPOT::P010,AM0522,3.615,131.53,0.12,4.157,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P014,霍城薰衣草花田,P011,高昌故城,L_P014_P011_01,charter_car,SPOT::P014>SPOT::P011,AM0561,9.298,460.01,0.33,10.168,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P014,霍城薰衣草花田,P012,苏公塔,L_P014_P012_01,charter_car,SPOT::P014>SPOT::P012,AM0600,8.766,444.26,0.33,9.378,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P014,霍城薰衣草花田,P013,吐峪沟麻扎村,L_P014_P013_01,charter_car,SPOT::P014>SPOT::P013,AM0639,9.207,472.19,0.33,10.03,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P014,霍城薰衣草花田,P014,霍城薰衣草花田,L_P014_P014_01,same_spot,SPOT::P014,,0.0,0.0,0.0,0.0,0,False,0.0,True,False,1,same_spot
P014,霍城薰衣草花田,P015,昭苏草原,L_P014_P015_01,rental_car,SPOT::P014>SPOT::P015,AM0718,5.643,152.7,0.133,6.705,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P014,霍城薰衣草花田,P016,夏塔古道,L_P014_P016_01,rental_car,SPOT::P014>SPOT::P016,AM0757,4.994,190.65,0.156,5.822,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P014,霍城薰衣草花田,P017,果子沟大桥,L_P014_P017_01,taxi_transfer,SPOT::P014>SPOT::P017,AM0796,0.597,19.1,0.052,0.507,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
P014,霍城薰衣草花田,P018,喀纳斯湖,L_P014_P018_01,charter_car,SPOT::P014>SPOT::P018,AM0835,11.971,541.7,0.33,14.823,0,False,0.0,True,False,1,non_dominated_from_multimodal_edges
