plan_id,year,gateway_policy,entry_gateway,exit_gateway,spots_count,estimated_days,transport_cost_yuan_for_two,travel_hours,service_hours,active_hours,red_days,yellow_days,long_transfer_edges,time_window_violations,max_day_active_hours,mean_day_active_hours,risk_score,fatigue_score,schedule_soft_feasible,schedule_strict_feasible,spot_id_sequence,route_sequence,mode_hours_mix,mode_cost_mix
Q2V3_013_ROOTED_URUMQI,2,rooted_urumqi,乌鲁木齐市,乌鲁木齐市,23,24,3225.06,96.919,87.0,186.719,1,7,8,1,21.441,7.78,4.24,83.178,True,False,P033 -> P030 -> P031 -> P026 -> P024 -> P040 -> P028 -> P027 -> P025 -> P037 -> P039 -> P016 -> P015 -> P010 -> P014 -> P017 -> P008 -> P023 -> P022 -> P019 -> P018 -> P020 -> P021,巴音布鲁克草原 -> 库车王府 -> 克孜尔石窟 -> 香妃园 -> 喀什古城 -> 奥依塔克冰川 -> 石头城遗址 -> 帕米尔高原白沙湖 -> 艾提尕尔清真寺 -> 和田博物馆 -> 千里葡萄长廊 -> 夏塔古道 -> 昭苏草原 -> 喀拉峻大草原 -> 霍城薰衣草花田 -> 果子沟大桥 -> 赛里木湖 -> 世界魔鬼城 -> 五彩滩 -> 禾木村 -> 喀纳斯湖 -> 白哈巴村 -> 可可托海,"{""charter_car"": 45.771, ""gateway_access"": 11.844, ""rental_car"": 24.304, ""scenic_shuttle"": 9.0, ""self_drive"": 6.0}","{""charter_car"": 1969.72, ""gateway_access"": 507.94, ""rental_car"": 659.4, ""scenic_shuttle"": 0.0, ""self_drive"": 88.0}"
Q2V3_014_OPEN_GATEWAY,1,open_gateway,库车市,乌鲁木齐市,15,11,997.57,40.283,41.25,82.583,0,3,3,0,9.008,7.508,1.844,31.922,True,True,P031 -> P034 -> P032 -> P005 -> P006 -> P011 -> P012 -> P013 -> P003 -> P004 -> P002 -> P035 -> P036 -> P021 -> P001,克孜尔石窟 -> 罗布人村寨 -> 博斯腾湖 -> 坎儿井民俗园 -> 交河故城 -> 高昌故城 -> 苏公塔 -> 吐峪沟麻扎村 -> 火焰山 -> 葡萄沟 -> 达坂城古镇 -> 江布拉克草原 -> 北庭故城遗址 -> 可可托海 -> 天山天池,"{""charter_car"": 15.447, ""gateway_access"": 3.286, ""rail"": 3.55, ""scenic_shuttle"": 10.9, ""self_drive"": 7.1}","{""charter_car"": 677.32, ""gateway_access"": 62.25, ""rail"": 137.0, ""scenic_shuttle"": 0.0, ""self_drive"": 121.0}"
Q2V3_014_OPEN_GATEWAY,2,open_gateway,和田市,阿勒泰市,23,21,2184.89,72.213,89.0,163.313,0,6,6,0,9.277,7.777,3.521,62.822,True,True,P037 -> P039 -> P024 -> P040 -> P028 -> P027 -> P025 -> P026 -> P030 -> P029 -> P033 -> P009 -> P016 -> P015 -> P010 -> P014 -> P017 -> P008 -> P023 -> P022 -> P019 -> P018 -> P020,和田博物馆 -> 千里葡萄长廊 -> 喀什古城 -> 奥依塔克冰川 -> 石头城遗址 -> 帕米尔高原白沙湖 -> 艾提尕尔清真寺 -> 香妃园 -> 库车王府 -> 天山神秘大峡谷 -> 巴音布鲁克草原 -> 那拉提草原 -> 夏塔古道 -> 昭苏草原 -> 喀拉峻大草原 -> 霍城薰衣草花田 -> 果子沟大桥 -> 赛里木湖 -> 世界魔鬼城 -> 五彩滩 -> 禾木村 -> 喀纳斯湖 -> 白哈巴村,"{""charter_car"": 25.033, ""gateway_access"": 6.637, ""rental_car"": 25.543, ""scenic_shuttle"": 9.0, ""self_drive"": 6.0}","{""charter_car"": 1173.27, ""gateway_access"": 246.86, ""rental_car"": 676.76, ""scenic_shuttle"": 0.0, ""self_drive"": 88.0}"
Q2V3_015_ROOTED_URUMQI,1,rooted_urumqi,乌鲁木齐市,乌鲁木齐市,14,11,896.89,40.386,39.75,81.186,1,2,3,0,9.553,7.381,1.783,33.749,True,True,P001 -> P035 -> P036 -> P002 -> P005 -> P004 -> P003 -> P013 -> P012 -> P011 -> P006 -> P034 -> P032 -> P009,天山天池 -> 江布拉克草原 -> 北庭故城遗址 -> 达坂城古镇 -> 坎儿井民俗园 -> 葡萄沟 -> 火焰山 -> 吐峪沟麻扎村 -> 苏公塔 -> 高昌故城 -> 交河故城 -> 罗布人村寨 -> 博斯腾湖 -> 那拉提草原,"{""charter_car"": 8.053, ""gateway_access"": 8.376, ""rental_car"": 1.307, ""scenic_shuttle"": 10.9, ""self_drive"": 11.75}","{""charter_car"": 241.35, ""gateway_access"": 290.15, ""rental_car"": 54.64, ""scenic_shuttle"": 0.0, ""self_drive"": 310.75}"
Q2V3_015_ROOTED_URUMQI,2,rooted_urumqi,乌鲁木齐市,乌鲁木齐市,24,24,3190.67,97.628,90.5,190.928,1,7,8,1,21.441,7.955,4.282,83.401,True,False,P033 -> P029 -> P030 -> P031 -> P026 -> P024 -> P040 -> P028 -> P027 -> P025 -> P037 -> P039 -> P016 -> P015 -> P010 -> P014 -> P017 -> P008 -> P023 -> P022 -> P019 -> P018 -> P020 -> P021,巴音布鲁克草原 -> 天山神秘大峡谷 -> 库车王府 -> 克孜尔石窟 -> 香妃园 -> 喀什古城 -> 奥依塔克冰川 -> 石头城遗址 -> 帕米尔高原白沙湖 -> 艾提尕尔清真寺 -> 和田博物馆 -> 千里葡萄长廊 -> 夏塔古道 -> 昭苏草原 -> 喀拉峻大草原 -> 霍城薰衣草花田 -> 果子沟大桥 -> 赛里木湖 -> 世界魔鬼城 -> 五彩滩 -> 禾木村 -> 喀纳斯湖 -> 白哈巴村 -> 可可托海,"{""charter_car"": 45.771, ""gateway_access"": 11.844, ""rental_car"": 23.213, ""scenic_shuttle"": 10.8, ""self_drive"": 6.0}","{""charter_car"": 1969.72, ""gateway_access"": 507.94, ""rental_car"": 625.01, ""scenic_shuttle"": 0.0, ""self_drive"": 88.0}"
Q2V3_016_OPEN_GATEWAY,1,open_gateway,乌鲁木齐市,库尔勒市,14,10,850.08,33.05,38.75,72.85,0,3,3,0,8.785,7.285,1.628,27.035,True,True,P001 -> P021 -> P036 -> P035 -> P002 -> P004 -> P003 -> P013 -> P012 -> P011 -> P006 -> P005 -> P032 -> P034,天山天池 -> 可可托海 -> 北庭故城遗址 -> 江布拉克草原 -> 达坂城古镇 -> 葡萄沟 -> 火焰山 -> 吐峪沟麻扎村 -> 苏公塔 -> 高昌故城 -> 交河故城 -> 坎儿井民俗园 -> 博斯腾湖 -> 罗布人村寨,"{""charter_car"": 15.337, ""gateway_access"": 1.517, ""rental_car"": 1.296, ""scenic_shuttle"": 10.9, ""self_drive"": 4.0}","{""charter_car"": 671.41, ""gateway_access"": 67.02, ""rental_car"": 56.65, ""scenic_shuttle"": 0.0, ""self_drive"": 55.0}"
Q2V3_016_OPEN_GATEWAY,2,open_gateway,阿勒泰市,和田市,24,22,2214.61,75.292,91.5,168.892,0,6,6,0,9.177,7.677,3.644,65.125,True,True,P022 -> P019 -> P018 -> P020 -> P023 -> P008 -> P017 -> P014 -> P010 -> P015 -> P016 -> P009 -> P033 -> P029 -> P030 -> P031 -> P026 -> P024 -> P040 -> P028 -> P027 -> P025 -> P039 -> P037,五彩滩 -> 禾木村 -> 喀纳斯湖 -> 白哈巴村 -> 世界魔鬼城 -> 赛里木湖 -> 果子沟大桥 -> 霍城薰衣草花田 -> 喀拉峻大草原 -> 昭苏草原 -> 夏塔古道 -> 那拉提草原 -> 巴音布鲁克草原 -> 天山神秘大峡谷 -> 库车王府 -> 克孜尔石窟 -> 香妃园 -> 喀什古城 -> 奥依塔克冰川 -> 石头城遗址 -> 帕米尔高原白沙湖 -> 艾提尕尔清真寺 -> 千里葡萄长廊 -> 和田博物馆,"{""charter_car"": 30.679, ""gateway_access"": 4.674, ""rental_car"": 23.139, ""scenic_shuttle"": 10.8, ""self_drive"": 6.0}","{""charter_car"": 1362.44, ""gateway_access"": 182.03, ""rental_car"": 582.14, ""scenic_shuttle"": 0.0, ""self_drive"": 88.0}"
Q2V3_017_ROOTED_URUMQI,1,rooted_urumqi,乌鲁木齐市,乌鲁木齐市,16,12,857.42,42.23,45.75,88.68,0,2,2,0,8.89,7.39,1.872,33.372,True,True,P033 -> P029 -> P031 -> P034 -> P032 -> P005 -> P006 -> P011 -> P004 -> P003 -> P013 -> P012 -> P002 -> P036 -> P035 -> P001,巴音布鲁克草原 -> 天山神秘大峡谷 -> 克孜尔石窟 -> 罗布人村寨 -> 博斯腾湖 -> 坎儿井民俗园 -> 交河故城 -> 高昌故城 -> 葡萄沟 -> 火焰山 -> 吐峪沟麻扎村 -> 苏公塔 -> 达坂城古镇 -> 北庭故城遗址 -> 江布拉克草原 -> 天山天池,"{""charter_car"": 5.224, ""gateway_access"": 7.129, ""rail"": 3.55, ""rental_car"": 3.377, ""scenic_shuttle"": 13.9, ""self_drive"": 9.05}","{""charter_car"": 184.04, ""gateway_access"": 257.08, ""rail"": 137.0, ""rental_car"": 106.05, ""scenic_shuttle"": 0.0, ""self_drive"": 173.25}"
Q2V3_017_ROOTED_URUMQI,2,rooted_urumqi,乌鲁木齐市,乌鲁木齐市,22,24,3343.59,99.383,84.5,187.383,1,9,10,1,21.235,7.808,4.278,84.71,True,False,P021 -> P022 -> P019 -> P018 -> P020 -> P023 -> P008 -> P017 -> P014 -> P010 -> P015 -> P016 -> P037 -> P039 -> P024 -> P040 -> P028 -> P027 -> P025 -> P026 -> P030 -> P009,可可托海 -> 五彩滩 -> 禾木村 -> 喀纳斯湖 -> 白哈巴村 -> 世界魔鬼城 -> 赛里木湖 -> 果子沟大桥 -> 霍城薰衣草花田 -> 喀拉峻大草原 -> 昭苏草原 -> 夏塔古道 -> 和田博物馆 -> 千里葡萄长廊 -> 喀什古城 -> 奥依塔克冰川 -> 石头城遗址 -> 帕米尔高原白沙湖 -> 艾提尕尔清真寺 -> 香妃园 -> 库车王府 -> 那拉提草原,"{""charter_car"": 55.303, ""gateway_access"": 13.372, ""rental_car"": 17.508, ""scenic_shuttle"": 7.2, ""self_drive"": 6.0}","{""charter_car"": 2289.66, ""gateway_access"": 541.27, ""rental_car"": 424.66, ""scenic_shuttle"": 0.0, ""self_drive"": 88.0}"
Q2V3_018_OPEN_GATEWAY,1,open_gateway,库车市,乌鲁木齐市,17,12,997.57,43.883,46.25,91.183,0,3,3,0,9.099,7.599,2.004,34.442,True,True,P029 -> P030 -> P031 -> P034 -> P032 -> P005 -> P006 -> P011 -> P004 -> P003 -> P013 -> P012 -> P002 -> P035 -> P036 -> P021 -> P001,天山神秘大峡谷 -> 库车王府 -> 克孜尔石窟 -> 罗布人村寨 -> 博斯腾湖 -> 坎儿井民俗园 -> 交河故城 -> 高昌故城 -> 葡萄沟 -> 火焰山 -> 吐峪沟麻扎村 -> 苏公塔 -> 达坂城古镇 -> 江布拉克草原 -> 北庭故城遗址 -> 可可托海 -> 天山天池,"{""charter_car"": 15.447, ""gateway_access"": 3.286, ""rail"": 3.55, ""scenic_shuttle"": 14.5, ""self_drive"": 7.1}","{""charter_car"": 677.32, ""gateway_access"": 62.25, ""rail"": 137.0, ""scenic_shuttle"": 0.0, ""self_drive"": 121.0}"
Q2V3_018_OPEN_GATEWAY,2,open_gateway,喀什市,阿勒泰市,21,20,2191.75,72.475,84.0,158.575,1,5,6,1,14.222,7.929,3.472,63.056,True,False,P040 -> P028 -> P027 -> P025 -> P026 -> P024 -> P037 -> P039 -> P033 -> P009 -> P016 -> P015 -> P010 -> P014 -> P017 -> P008 -> P023 -> P022 -> P019 -> P018 -> P020,奥依塔克冰川 -> 石头城遗址 -> 帕米尔高原白沙湖 -> 艾提尕尔清真寺 -> 香妃园 -> 喀什古城 -> 和田博物馆 -> 千里葡萄长廊 -> 巴音布鲁克草原 -> 那拉提草原 -> 夏塔古道 -> 昭苏草原 -> 喀拉峻大草原 -> 霍城薰衣草花田 -> 果子沟大桥 -> 赛里木湖 -> 世界魔鬼城 -> 五彩滩 -> 禾木村 -> 喀纳斯湖 -> 白哈巴村,"{""charter_car"": 30.528, ""gateway_access"": 8.337, ""rental_car"": 22.11, ""scenic_shuttle"": 5.5, ""self_drive"": 6.0}","{""charter_car"": 1286.43, ""gateway_access"": 246.86, ""rental_car"": 570.46, ""scenic_shuttle"": 0.0, ""self_drive"": 88.0}"
Q2V3_019_OPEN_GATEWAY,1,open_gateway,那拉提镇,乌鲁木齐市,19,14,1160.05,49.014,58.25,108.314,0,3,3,0,9.237,7.737,2.201,39.356,True,True,P009 -> P033 -> P029 -> P031 -> P030 -> P034 -> P032 -> P005 -> P006 -> P011 -> P004 -> P003 -> P013 -> P012 -> P002 -> P035 -> P036 -> P021 -> P001,那拉提草原 -> 巴音布鲁克草原 -> 天山神秘大峡谷 -> 克孜尔石窟 -> 库车王府 -> 罗布人村寨 -> 博斯腾湖 -> 坎儿井民俗园 -> 交河故城 -> 高昌故城 -> 葡萄沟 -> 火焰山 -> 吐峪沟麻扎村 -> 苏公塔 -> 达坂城古镇 -> 江布拉克草原 -> 北庭故城遗址 -> 可可托海 -> 天山天池,"{""charter_car"": 15.447, ""gateway_access"": 1.586, ""rail"": 3.55, ""rental_car"": 5.631, ""scenic_shuttle"": 15.7, ""self_drive"": 7.1}","{""charter_car"": 677.32, ""gateway_access"": 67.25, ""rail"": 137.0, ""rental_car"": 157.48, ""scenic_shuttle"": 0.0, ""self_drive"": 121.0}"
Q2V3_019_OPEN_GATEWAY,2,open_gateway,喀什市,阿勒泰市,19,19,2187.7,70.922,72.0,144.672,1,4,5,1,21.441,7.614,3.338,61.509,True,False,P040 -> P028 -> P027 -> P025 -> P026 -> P024 -> P037 -> P039 -> P016 -> P015 -> P010 -> P014 -> P017 -> P008 -> P023 -> P022 -> P019 -> P018 -> P020,奥依塔克冰川 -> 石头城遗址 -> 帕米尔高原白沙湖 -> 艾提尕尔清真寺 -> 香妃园 -> 喀什古城 -> 和田博物馆 -> 千里葡萄长廊 -> 夏塔古道 -> 昭苏草原 -> 喀拉峻大草原 -> 霍城薰衣草花田 -> 果子沟大桥 -> 赛里木湖 -> 世界魔鬼城 -> 五彩滩 -> 禾木村 -> 喀纳斯湖 -> 白哈巴村,"{""charter_car"": 31.249, ""gateway_access"": 8.337, ""rental_car"": 19.836, ""scenic_shuttle"": 5.5, ""self_drive"": 6.0}","{""charter_car"": 1333.88, ""gateway_access"": 246.86, ""rental_car"": 518.96, ""scenic_shuttle"": 0.0, ""self_drive"": 88.0}"
Q2V3_020_ROOTED_URUMQI,1,rooted_urumqi,乌鲁木齐市,乌鲁木齐市,15,11,857.42,41.63,44.25,86.58,0,2,2,0,9.371,7.871,1.792,33.312,True,True,P033 -> P029 -> P031 -> P034 -> P032 -> P005 -> P006 -> P011 -> P012 -> P003 -> P013 -> P004 -> P002 -> P035 -> P001,巴音布鲁克草原 -> 天山神秘大峡谷 -> 克孜尔石窟 -> 罗布人村寨 -> 博斯腾湖 -> 坎儿井民俗园 -> 交河故城 -> 高昌故城 -> 苏公塔 -> 火焰山 -> 吐峪沟麻扎村 -> 葡萄沟 -> 达坂城古镇 -> 江布拉克草原 -> 天山天池,"{""charter_car"": 5.224, ""gateway_access"": 7.129, ""rail"": 3.55, ""rental_car"": 3.377, ""scenic_shuttle"": 12.1, ""self_drive"": 10.25}","{""charter_car"": 184.04, ""gateway_access"": 257.08, ""rail"": 137.0, ""rental_car"": 106.05, ""scenic_shuttle"": 0.0, ""self_drive"": 173.25}"
Q2V3_020_ROOTED_URUMQI,2,rooted_urumqi,乌鲁木齐市,乌鲁木齐市,23,24,3339.22,100.048,86.0,189.548,1,9,10,1,22.504,7.898,4.42,85.738,True,False,P036 -> P021 -> P022 -> P019 -> P018 -> P020 -> P023 -> P037 -> P039 -> P024 -> P040 -> P028 -> P027 -> P025 -> P026 -> P030 -> P009 -> P016 -> P015 -> P010 -> P014 -> P017 -> P008,北庭故城遗址 -> 可可托海 -> 五彩滩 -> 禾木村 -> 喀纳斯湖 -> 白哈巴村 -> 世界魔鬼城 -> 和田博物馆 -> 千里葡萄长廊 -> 喀什古城 -> 奥依塔克冰川 -> 石头城遗址 -> 帕米尔高原白沙湖 -> 艾提尕尔清真寺 -> 香妃园 -> 库车王府 -> 那拉提草原 -> 夏塔古道 -> 昭苏草原 -> 喀拉峻大草原 -> 霍城薰衣草花田 -> 果子沟大桥 -> 赛里木湖,"{""charter_car"": 62.29, ""gateway_access"": 7.896, ""rental_car"": 16.662, ""scenic_shuttle"": 7.2, ""self_drive"": 6.0}","{""charter_car"": 2466.85, ""gateway_access"": 397.44, ""rental_car"": 386.93, ""scenic_shuttle"": 0.0, ""self_drive"": 88.0}"
Q2V3_021_ROOTED_URUMQI,1,rooted_urumqi,乌鲁木齐市,乌鲁木齐市,16,11,857.42,41.03,44.75,86.48,0,2,2,0,9.362,7.862,1.872,32.532,True,True,P033 -> P029 -> P030 -> P034 -> P032 -> P005 -> P006 -> P011 -> P004 -> P003 -> P013 -> P012 -> P002 -> P036 -> P035 -> P001,巴音布鲁克草原 -> 天山神秘大峡谷 -> 库车王府 -> 罗布人村寨 -> 博斯腾湖 -> 坎儿井民俗园 -> 交河故城 -> 高昌故城 -> 葡萄沟 -> 火焰山 -> 吐峪沟麻扎村 -> 苏公塔 -> 达坂城古镇 -> 北庭故城遗址 -> 江布拉克草原 -> 天山天池,"{""charter_car"": 5.224, ""gateway_access"": 7.129, ""rail"": 3.55, ""rental_car"": 3.377, ""scenic_shuttle"": 12.7, ""self_drive"": 9.05}","{""charter_car"": 184.04, ""gateway_access"": 257.08, ""rail"": 137.0, ""rental_car"": 106.05, ""scenic_shuttle"": 0.0, ""self_drive"": 173.25}"
Q2V3_021_ROOTED_URUMQI,2,rooted_urumqi,乌鲁木齐市,乌鲁木齐市,22,24,3336.95,99.743,85.5,188.393,1,8,9,1,22.462,7.85,4.356,85.511,True,False,P008 -> P017 -> P014 -> P010 -> P015 -> P016 -> P009 -> P031 -> P026 -> P024 -> P040 -> P028 -> P027 -> P025 -> P037 -> P039 -> P023 -> P022 -> P019 -> P018 -> P020 -> P021,赛里木湖 -> 果子沟大桥 -> 霍城薰衣草花田 -> 喀拉峻大草原 -> 昭苏草原 -> 夏塔古道 -> 那拉提草原 -> 克孜尔石窟 -> 香妃园 -> 喀什古城 -> 奥依塔克冰川 -> 石头城遗址 -> 帕米尔高原白沙湖 -> 艾提尕尔清真寺 -> 和田博物馆 -> 千里葡萄长廊 -> 世界魔鬼城 -> 五彩滩 -> 禾木村 -> 喀纳斯湖 -> 白哈巴村 -> 可可托海,"{""charter_car"": 54.278, ""gateway_access"": 11.583, ""rental_car"": 20.682, ""scenic_shuttle"": 7.2, ""self_drive"": 6.0}","{""charter_car"": 2103.66, ""gateway_access"": 588.6, ""rental_car"": 556.69, ""scenic_shuttle"": 0.0, ""self_drive"": 88.0}"
Q2V3_022_OPEN_GATEWAY,1,open_gateway,那拉提镇,乌鲁木齐市,18,12,719.02,40.741,53.25,94.341,0,1,1,0,9.362,7.862,1.923,32.616,True,True,P009 -> P033 -> P029 -> P031 -> P030 -> P034 -> P032 -> P005 -> P006 -> P011 -> P004 -> P003 -> P013 -> P012 -> P002 -> P036 -> P035 -> P001,那拉提草原 -> 巴音布鲁克草原 -> 天山神秘大峡谷 -> 克孜尔石窟 -> 库车王府 -> 罗布人村寨 -> 博斯腾湖 -> 坎儿井民俗园 -> 交河故城 -> 高昌故城 -> 葡萄沟 -> 火焰山 -> 吐峪沟麻扎村 -> 苏公塔 -> 达坂城古镇 -> 北庭故城遗址 -> 江布拉克草原 -> 天山天池,"{""charter_car"": 5.224, ""gateway_access"": 1.586, ""rail"": 3.55, ""rental_car"": 5.631, ""scenic_shuttle"": 15.7, ""self_drive"": 9.05}","{""charter_car"": 184.04, ""gateway_access"": 67.25, ""rail"": 137.0, ""rental_car"": 157.48, ""scenic_shuttle"": 0.0, ""self_drive"": 173.25}"
Q2V3_022_OPEN_GATEWAY,2,open_gateway,喀什市,阿勒泰市,20,20,2497.64,78.465,77.0,157.565,1,5,6,1,21.441,7.878,3.642,67.871,True,False,P040 -> P028 -> P027 -> P025 -> P026 -> P024 -> P037 -> P039 -> P016 -> P015 -> P010 -> P014 -> P017 -> P008 -> P023 -> P022 -> P019 -> P018 -> P020 -> P021,奥依塔克冰川 -> 石头城遗址 -> 帕米尔高原白沙湖 -> 艾提尕尔清真寺 -> 香妃园 -> 喀什古城 -> 和田博物馆 -> 千里葡萄长廊 -> 夏塔古道 -> 昭苏草原 -> 喀拉峻大草原 -> 霍城薰衣草花田 -> 果子沟大桥 -> 赛里木湖 -> 世界魔鬼城 -> 五彩滩 -> 禾木村 -> 喀纳斯湖 -> 白哈巴村 -> 可可托海,"{""charter_car"": 38.299, ""gateway_access"": 8.83, ""rental_car"": 19.836, ""scenic_shuttle"": 5.5, ""self_drive"": 6.0}","{""charter_car"": 1586.64, ""gateway_access"": 304.04, ""rental_car"": 518.96, ""scenic_shuttle"": 0.0, ""self_drive"": 88.0}"
Q2V3_023_ROOTED_URUMQI,1,rooted_urumqi,乌鲁木齐市,乌鲁木齐市,18,13,958.53,48.485,53.25,102.785,0,3,3,0,9.407,7.907,2.149,38.308,True,True,P033 -> P009 -> P029 -> P031 -> P030 -> P034 -> P032 -> P005 -> P006 -> P011 -> P004 -> P003 -> P013 -> P012 -> P002 -> P036 -> P035 -> P001,巴音布鲁克草原 -> 那拉提草原 -> 天山神秘大峡谷 -> 克孜尔石窟 -> 库车王府 -> 罗布人村寨 -> 博斯腾湖 -> 坎儿井民俗园 -> 交河故城 -> 高昌故城 -> 葡萄沟 -> 火焰山 -> 吐峪沟麻扎村 -> 苏公塔 -> 达坂城古镇 -> 北庭故城遗址 -> 江布拉克草原 -> 天山天池,"{""charter_car"": 10.782, ""gateway_access"": 7.129, ""rail"": 3.55, ""rental_car"": 2.274, ""scenic_shuttle"": 15.7, ""self_drive"": 9.05}","{""charter_car"": 339.7, ""gateway_access"": 257.08, ""rail"": 137.0, ""rental_car"": 51.5, ""scenic_shuttle"": 0.0, ""self_drive"": 173.25}"
Q2V3_023_ROOTED_URUMQI,2,rooted_urumqi,乌鲁木齐市,乌鲁木齐市,20,23,3285.44,97.407,77.0,177.207,2,6,8,2,22.504,7.705,4.186,83.096,True,False,P021 -> P022 -> P019 -> P018 -> P020 -> P023 -> P037 -> P039 -> P024 -> P040 -> P028 -> P027 -> P025 -> P026 -> P016 -> P015 -> P010 -> P014 -> P017 -> P008,可可托海 -> 五彩滩 -> 禾木村 -> 喀纳斯湖 -> 白哈巴村 -> 世界魔鬼城 -> 和田博物馆 -> 千里葡萄长廊 -> 喀什古城 -> 奥依塔克冰川 -> 石头城遗址 -> 帕米尔高原白沙湖 -> 艾提尕尔清真寺 -> 香妃园 -> 夏塔古道 -> 昭苏草原 -> 喀拉峻大草原 -> 霍城薰衣草花田 -> 果子沟大桥 -> 赛里木湖,"{""charter_car"": 55.683, ""gateway_access"": 11.862, ""rental_car"": 16.662, ""scenic_shuttle"": 7.2, ""self_drive"": 6.0}","{""charter_car"": 2218.22, ""gateway_access"": 592.29, ""rental_car"": 386.93, ""scenic_shuttle"": 0.0, ""self_drive"": 88.0}"
Q2V3_024_OPEN_GATEWAY,1,open_gateway,伊宁市(伊犁),吐鲁番市,21,16,1221.03,61.205,65.25,127.505,0,3,3,0,9.469,7.969,2.763,51.466,True,True,P014 -> P010 -> P015 -> P016 -> P009 -> P033 -> P029 -> P031 -> P030 -> P034 -> P032 -> P005 -> P035 -> P036 -> P002 -> P004 -> P003 -> P013 -> P012 -> P011 -> P006,霍城薰衣草花田 -> 喀拉峻大草原 -> 昭苏草原 -> 夏塔古道 -> 那拉提草原 -> 巴音布鲁克草原 -> 天山神秘大峡谷 -> 克孜尔石窟 -> 库车王府 -> 罗布人村寨 -> 博斯腾湖 -> 坎儿井民俗园 -> 江布拉克草原 -> 北庭故城遗址 -> 达坂城古镇 -> 葡萄沟 -> 火焰山 -> 吐峪沟麻扎村 -> 苏公塔 -> 高昌故城 -> 交河故城,"{""charter_car"": 11.692, ""gateway_access"": 3.071, ""rail"": 3.55, ""rental_car"": 14.692, ""scenic_shuttle"": 15.1, ""self_drive"": 13.1}","{""charter_car"": 391.15, ""gateway_access"": 107.04, ""rail"": 137.0, ""rental_car"": 343.84, ""scenic_shuttle"": 0.0, ""self_drive"": 242.0}"
Q2V3_024_OPEN_GATEWAY,2,open_gateway,喀什市,伊宁市(伊犁),17,16,2238.74,59.961,65.0,127.061,1,5,6,1,17.518,7.941,2.841,50.629,True,False,P040 -> P028 -> P027 -> P025 -> P026 -> P024 -> P037 -> P039 -> P001 -> P021 -> P022 -> P019 -> P018 -> P020 -> P023 -> P008 -> P017,奥依塔克冰川 -> 石头城遗址 -> 帕米尔高原白沙湖 -> 艾提尕尔清真寺 -> 香妃园 -> 喀什古城 -> 和田博物馆 -> 千里葡萄长廊 -> 天山天池 -> 可可托海 -> 五彩滩 -> 禾木村 -> 喀纳斯湖 -> 白哈巴村 -> 世界魔鬼城 -> 赛里木湖 -> 果子沟大桥,"{""charter_car"": 42.989, ""gateway_access"": 3.3, ""rental_car"": 8.172, ""scenic_shuttle"": 5.5}","{""charter_car"": 1945.83, ""gateway_access"": 55.0, ""rental_car"": 237.91, ""scenic_shuttle"": 0.0}"
Q2V3_025_ROOTED_URUMQI,1,rooted_urumqi,乌鲁木齐市,乌鲁木齐市,19,17,1462.42,64.046,62.75,128.546,0,5,5,0,9.062,7.562,2.678,53.42,True,True,P033 -> P010 -> P015 -> P016 -> P009 -> P029 -> P031 -> P034 -> P005 -> P006 -> P011 -> P004 -> P003 -> P013 -> P012 -> P002 -> P036 -> P035 -> P001,巴音布鲁克草原 -> 喀拉峻大草原 -> 昭苏草原 -> 夏塔古道 -> 那拉提草原 -> 天山神秘大峡谷 -> 克孜尔石窟 -> 罗布人村寨 -> 坎儿井民俗园 -> 交河故城 -> 高昌故城 -> 葡萄沟 -> 火焰山 -> 吐峪沟麻扎村 -> 苏公塔 -> 达坂城古镇 -> 北庭故城遗址 -> 江布拉克草原 -> 天山天池,"{""charter_car"": 18.152, ""gateway_access"": 7.129, ""rail"": 3.55, ""rental_car"": 7.765, ""scenic_shuttle"": 12.6, ""self_drive"": 14.85}","{""charter_car"": 561.88, ""gateway_access"": 257.08, ""rail"": 137.0, ""rental_car"": 129.71, ""scenic_shuttle"": 0.0, ""self_drive"": 376.75}"
Q2V3_025_ROOTED_URUMQI,2,rooted_urumqi,乌鲁木齐市,乌鲁木齐市,19,19,2975.28,78.268,67.5,148.568,1,7,8,1,19.301,7.819,3.364,63.901,True,False,P021 -> P022 -> P019 -> P018 -> P020 -> P023 -> P008 -> P017 -> P014 -> P037 -> P039 -> P024 -> P040 -> P028 -> P027 -> P025 -> P026 -> P030 -> P032,可可托海 -> 五彩滩 -> 禾木村 -> 喀纳斯湖 -> 白哈巴村 -> 世界魔鬼城 -> 赛里木湖 -> 果子沟大桥 -> 霍城薰衣草花田 -> 和田博物馆 -> 千里葡萄长廊 -> 喀什古城 -> 奥依塔克冰川 -> 石头城遗址 -> 帕米尔高原白沙湖 -> 艾提尕尔清真寺 -> 香妃园 -> 库车王府 -> 博斯腾湖,"{""charter_car"": 46.773, ""gateway_access"": 11.002, ""rail"": 3.55, ""rental_car"": 9.743, ""scenic_shuttle"": 7.2}","{""charter_car"": 2065.99, ""gateway_access"": 477.34, ""rail"": 137.0, ""rental_car"": 294.95, ""scenic_shuttle"": 0.0}"
