label_id,from_id,to_id,mode,mode_combo,time_hours,cost_yuan_for_two,risk_score,fatigue_score,path_desc,source,schedule_required,is_gateway_label,gateway_name,direction
Q2L000292,P004,P028,charter_car,amap_selfdrive,19.716,908.23,0.73,16.759,amap road 1651.3km,amap_driving_od_matrix_clean,False,False,,
Q2L000291,P004,P028,air,scenic_shuttle -> self_drive -> transfer -> air -> transfer -> self_drive -> scenic_shuttle,12.35,1478.5,0.38,7.41,scenic_shuttle -> self_drive -> transfer -> air -> transfer -> self_drive -> scenic_shuttle,enhanced_od_matrix_with_amap,True,False,,
Q2L000294,P004,P029,charter_car,amap_selfdrive,9.664,392.26,0.378,8.214,amap road 713.2km,amap_driving_od_matrix_clean,False,False,,
Q2L000293,P004,P029,air,scenic_shuttle -> self_drive -> transfer -> air -> transfer -> scenic_shuttle,8.8,1119.0,0.3,5.28,scenic_shuttle -> self_drive -> transfer -> air -> transfer -> scenic_shuttle,enhanced_od_matrix_with_amap,True,False,,
Q2L000296,P004,P030,charter_car,amap_selfdrive,8.667,361.61,0.343,7.367,amap road 657.5km,amap_driving_od_matrix_clean,False,False,,
Q2L000295,P004,P030,air,scenic_shuttle -> self_drive -> transfer -> air -> transfer -> scenic_shuttle,7.6,1119.0,0.3,4.56,scenic_shuttle -> self_drive -> transfer -> air -> transfer -> scenic_shuttle,enhanced_od_matrix_with_amap,True,False,,
Q2L000298,P004,P031,charter_car,amap_selfdrive,9.652,391.53,0.378,8.204,amap road 711.9km,amap_driving_od_matrix_clean,False,False,,
Q2L000297,P004,P031,air,scenic_shuttle -> self_drive -> transfer -> air -> transfer -> scenic_shuttle,8.8,1119.0,0.3,5.28,scenic_shuttle -> self_drive -> transfer -> air -> transfer -> scenic_shuttle,enhanced_od_matrix_with_amap,True,False,,
Q2L000300,P004,P032,charter_car,amap_selfdrive,5.356,185.16,0.227,4.553,amap road 336.7km,amap_driving_od_matrix_clean,False,False,,
Q2L000299,P004,P032,self_drive,scenic_shuttle -> self_drive -> scenic_shuttle,5.1,203.5,0.16,5.1,scenic_shuttle -> self_drive -> scenic_shuttle,enhanced_od_matrix_with_amap,False,False,,
Q2L000302,P004,P033,charter_car,amap_selfdrive,7.92,309.39,0.317,6.732,amap road 562.5km,amap_driving_od_matrix_clean,False,False,,
Q2L000303,P004,P034,self_drive,scenic_shuttle -> self_drive -> scenic_shuttle,5.8,203.5,0.16,5.8,scenic_shuttle -> self_drive -> scenic_shuttle,enhanced_od_matrix_with_amap,False,False,,
Q2L000304,P004,P034,charter_car,amap_selfdrive,6.477,246.58,0.267,5.505,amap road 448.3km,amap_driving_od_matrix_clean,False,False,,
Q2L000305,P004,P035,self_drive,scenic_shuttle -> self_drive -> scenic_shuttle,4.3,99.0,0.16,4.3,scenic_shuttle -> self_drive -> scenic_shuttle,enhanced_od_matrix_with_amap,False,False,,
Q2L000306,P004,P035,charter_car,amap_selfdrive,5.022,195.14,0.216,4.269,amap road 354.8km,amap_driving_od_matrix_clean,False,False,,
Q2L000307,P004,P036,self_drive,scenic_shuttle -> self_drive -> scenic_shuttle,3.1,99.0,0.16,3.1,scenic_shuttle -> self_drive -> scenic_shuttle,enhanced_od_matrix_with_amap,False,False,,
Q2L000310,P004,P037,charter_car,amap_selfdrive,16.887,722.64,0.631,14.354,amap road 1313.9km,amap_driving_od_matrix_clean,False,False,,
Q2L000309,P004,P037,air,scenic_shuttle -> self_drive -> transfer -> air -> air -> transfer -> scenic_shuttle,10.85,1869.0,0.38,6.51,scenic_shuttle -> self_drive -> transfer -> air -> air -> transfer -> scenic_shuttle,enhanced_od_matrix_with_amap,True,False,,
Q2L000312,P004,P038,charter_car,amap_selfdrive,15.231,584.72,0.573,12.946,amap road 1063.1km,amap_driving_od_matrix_clean,False,False,,
Q2L000311,P004,P038,air,scenic_shuttle -> self_drive -> transfer -> air -> air -> transfer -> self_drive -> scenic_shuttle,14.05,1929.5,0.46,8.43,scenic_shuttle -> self_drive -> transfer -> air -> air -> transfer -> self_drive -> scenic_shuttle,enhanced_od_matrix_with_amap,True,False,,
Q2L000314,P004,P039,charter_car,amap_selfdrive,16.901,722.53,0.632,14.366,amap road 1313.7km,amap_driving_od_matrix_clean,False,False,,
Q2L000313,P004,P039,air,scenic_shuttle -> self_drive -> transfer -> air -> air -> transfer -> scenic_shuttle,10.85,1869.0,0.38,6.51,scenic_shuttle -> self_drive -> transfer -> air -> air -> transfer -> scenic_shuttle,enhanced_od_matrix_with_amap,True,False,,
Q2L000316,P004,P040,charter_car,amap_selfdrive,16.864,805.57,0.63,14.334,amap road 1464.7km,amap_driving_od_matrix_clean,False,False,,
Q2L000315,P004,P040,air,scenic_shuttle -> self_drive -> transfer -> air -> transfer -> scenic_shuttle,9.55,1319.0,0.3,5.73,scenic_shuttle -> self_drive -> transfer -> air -> transfer -> scenic_shuttle,enhanced_od_matrix_with_amap,True,False,,
Q2L000318,P005,P001,rental_car,amap_selfdrive,3.268,145.56,0.154,3.105,amap road 264.6km,amap_driving_od_matrix_clean,False,False,,
Q2L000319,P005,P002,self_drive,scenic_shuttle -> self_drive -> scenic_shuttle,3.1,66.0,0.16,3.1,scenic_shuttle -> self_drive -> scenic_shuttle,enhanced_od_matrix_with_amap,False,False,,
Q2L000320,P005,P002,rental_car,amap_selfdrive,1.794,67.52,0.103,1.704,amap road 122.8km,amap_driving_od_matrix_clean,False,False,,
Q2L000321,P005,P003,scenic_shuttle,scenic_shuttle -> scenic_shuttle,1.3,0.0,0.08,0.91,scenic_shuttle -> scenic_shuttle,enhanced_od_matrix_with_amap,False,False,,
Q2L000322,P005,P003,rental_car,amap_selfdrive,0.669,18.0,0.063,0.636,amap road 32.7km,amap_driving_od_matrix_clean,False,False,,
Q2L000323,P005,P004,scenic_shuttle,scenic_shuttle -> scenic_shuttle,0.6,0.0,0.08,0.42,scenic_shuttle -> scenic_shuttle,enhanced_od_matrix_with_amap,False,False,,
Q2L000324,P005,P004,rental_car,amap_selfdrive,0.442,7.9,0.055,0.42,amap road 14.4km,amap_driving_od_matrix_clean,False,False,,
Q2L000325,P005,P005,same_spot,same_spot,0.0,0.0,0.0,0.0,same spot,zero_self_loop,False,False,,
Q2L000326,P005,P006,scenic_shuttle,scenic_shuttle -> scenic_shuttle,0.6,0.0,0.08,0.42,scenic_shuttle -> scenic_shuttle,enhanced_od_matrix_with_amap,False,False,,
Q2L000327,P005,P006,rental_car,amap_selfdrive,0.223,4.16,0.048,0.212,amap road 7.6km,amap_driving_od_matrix_clean,False,False,,
Q2L000328,P005,P007,self_drive,scenic_shuttle -> self_drive -> self_drive -> scenic_shuttle,16.3,462.0,0.24,16.3,scenic_shuttle -> self_drive -> self_drive -> scenic_shuttle,enhanced_od_matrix_with_amap,False,False,,
Q2L000329,P005,P007,charter_car,amap_selfdrive,15.18,741.62,0.571,12.903,amap road 1348.4km,amap_driving_od_matrix_clean,False,False,,
Q2L000331,P005,P008,charter_car,amap_selfdrive,8.023,403.84,0.321,6.82,amap road 734.2km,amap_driving_od_matrix_clean,False,False,,
Q2L000330,P005,P008,air,scenic_shuttle -> self_drive -> transfer -> air -> transfer -> self_drive -> scenic_shuttle,9.2,1701.5,0.38,5.52,scenic_shuttle -> self_drive -> transfer -> air -> transfer -> self_drive -> scenic_shuttle,enhanced_od_matrix_with_amap,True,False,,
Q2L000333,P005,P009,charter_car,amap_selfdrive,10.377,302.93,0.403,8.82,amap road 550.8km,amap_driving_od_matrix_clean,False,False,,
Q2L000332,P005,P009,air,scenic_shuttle -> self_drive -> transfer -> air -> transfer -> self_drive -> scenic_shuttle,13.55,1756.5,0.38,8.13,scenic_shuttle -> self_drive -> transfer -> air -> transfer -> self_drive -> scenic_shuttle,enhanced_od_matrix_with_amap,True,False,,
Q2L000335,P005,P010,charter_car,amap_selfdrive,14.261,450.54,0.539,12.122,amap road 819.2km,amap_driving_od_matrix_clean,False,False,,
Q2L000334,P005,P010,air,scenic_shuttle -> self_drive -> transfer -> air -> transfer -> self_drive -> scenic_shuttle,11.05,1682.25,0.38,6.63,scenic_shuttle -> self_drive -> transfer -> air -> transfer -> self_drive -> scenic_shuttle,enhanced_od_matrix_with_amap,True,False,,
Q2L000336,P005,P011,scenic_shuttle,scenic_shuttle -> scenic_shuttle,1.3,0.0,0.08,0.91,scenic_shuttle -> scenic_shuttle,enhanced_od_matrix_with_amap,False,False,,
Q2L000337,P005,P011,rental_car,amap_selfdrive,0.953,22.7,0.073,0.905,amap road 41.3km,amap_driving_od_matrix_clean,False,False,,
Q2L000338,P005,P012,scenic_shuttle,scenic_shuttle -> scenic_shuttle,0.6,0.0,0.08,0.42,scenic_shuttle -> scenic_shuttle,enhanced_od_matrix_with_amap,False,False,,
Q2L000339,P005,P012,rental_car,amap_selfdrive,0.257,3.27,0.049,0.244,amap road 5.9km,amap_driving_od_matrix_clean,False,False,,
Q2L000340,P005,P013,scenic_shuttle,scenic_shuttle -> scenic_shuttle,1.3,0.0,0.08,0.91,scenic_shuttle -> scenic_shuttle,enhanced_od_matrix_with_amap,False,False,,
Q2L000341,P005,P013,rental_car,amap_selfdrive,1.016,28.55,0.076,0.965,amap road 51.9km,amap_driving_od_matrix_clean,False,False,,
Q2L000343,P005,P014,charter_car,amap_selfdrive,8.995,437.76,0.355,7.646,amap road 795.9km,amap_driving_od_matrix_clean,False,False,,
Q2L000342,P005,P014,air,scenic_shuttle -> self_drive -> transfer -> air -> transfer -> self_drive -> scenic_shuttle,9.05,1643.75,0.38,5.43,scenic_shuttle -> self_drive -> transfer -> air -> transfer -> self_drive -> scenic_shuttle,enhanced_od_matrix_with_amap,True,False,,
Q2L000345,P005,P015,charter_car,amap_selfdrive,16.175,471.72,0.606,13.749,amap road 857.7km,amap_driving_od_matrix_clean,False,False,,
Q2L000344,P005,P015,air,scenic_shuttle -> self_drive -> transfer -> air -> transfer -> self_drive -> scenic_shuttle,13.55,1718.0,0.38,8.13,scenic_shuttle -> self_drive -> transfer -> air -> transfer -> self_drive -> scenic_shuttle,enhanced_od_matrix_with_amap,True,False,,
Q2L000347,P005,P016,charter_car,amap_selfdrive,15.538,509.67,0.584,13.207,amap road 926.7km,amap_driving_od_matrix_clean,False,False,,
Q2L000346,P005,P016,air,scenic_shuttle -> self_drive -> transfer -> air -> transfer -> self_drive -> scenic_shuttle,12.05,1798.0,0.38,7.23,scenic_shuttle -> self_drive -> transfer -> air -> transfer -> self_drive -> scenic_shuttle,enhanced_od_matrix_with_amap,True,False,,
Q2L000349,P005,P017,charter_car,amap_selfdrive,8.593,430.46,0.341,7.304,amap road 782.6km,amap_driving_od_matrix_clean,False,False,,
Q2L000348,P005,P017,air,scenic_shuttle -> self_drive -> transfer -> air -> transfer -> self_drive -> scenic_shuttle,9.2,1701.5,0.38,5.52,scenic_shuttle -> self_drive -> transfer -> air -> transfer -> self_drive -> scenic_shuttle,enhanced_od_matrix_with_amap,True,False,,
Q2L000350,P005,P018,self_drive,scenic_shuttle -> self_drive -> self_drive -> scenic_shuttle,10.45,440.0,0.24,10.45,scenic_shuttle -> self_drive -> self_drive -> scenic_shuttle,enhanced_od_matrix_with_amap,False,False,,
Q2L000351,P005,P018,charter_car,amap_selfdrive,11.101,479.23,0.429,9.436,amap road 871.3km,amap_driving_od_matrix_clean,False,False,,
Q2L000352,P005,P019,self_drive,scenic_shuttle -> self_drive -> self_drive -> scenic_shuttle,10.45,440.0,0.24,10.45,scenic_shuttle -> self_drive -> self_drive -> scenic_shuttle,enhanced_od_matrix_with_amap,False,False,,
Q2L000353,P005,P019,charter_car,amap_selfdrive,10.754,476.7,0.416,9.141,amap road 866.7km,amap_driving_od_matrix_clean,False,False,,
Q2L000355,P005,P020,charter_car,amap_selfdrive,10.651,470.32,0.413,9.053,amap road 855.1km,amap_driving_od_matrix_clean,False,False,,
Q2L000354,P005,P020,self_drive,scenic_shuttle -> self_drive -> self_drive -> scenic_shuttle,11.45,773.0,0.24,11.45,scenic_shuttle -> self_drive -> self_drive -> scenic_shuttle,enhanced_od_matrix_with_amap,False,False,,
Q2L000357,P005,P021,charter_car,amap_selfdrive,8.213,396.68,0.327,6.981,amap road 721.2km,amap_driving_od_matrix_clean,False,False,,
Q2L000356,P005,P021,self_drive,scenic_shuttle -> self_drive -> self_drive -> scenic_shuttle,9.45,462.5,0.24,9.45,scenic_shuttle -> self_drive -> self_drive -> scenic_shuttle,enhanced_od_matrix_with_amap,False,False,,
Q2L000359,P005,P022,charter_car,amap_selfdrive,8.427,404.69,0.335,7.163,amap road 735.8km,amap_driving_od_matrix_clean,False,False,,
Q2L000358,P005,P022,self_drive,scenic_shuttle -> self_drive -> self_drive -> scenic_shuttle,10.45,440.0,0.24,10.45,scenic_shuttle -> self_drive -> self_drive -> scenic_shuttle,enhanced_od_matrix_with_amap,False,False,,
Q2L000361,P005,P023,charter_car,amap_selfdrive,6.753,340.25,0.276,5.74,amap road 618.6km,amap_driving_od_matrix_clean,False,False,,
Q2L000360,P005,P023,air,scenic_shuttle -> self_drive -> transfer -> air -> transfer -> scenic_shuttle,8.55,1019.0,0.3,5.13,scenic_shuttle -> self_drive -> transfer -> air -> transfer -> scenic_shuttle,enhanced_od_matrix_with_amap,True,False,,
Q2L000363,P005,P024,charter_car,amap_selfdrive,15.133,740.7,0.57,12.863,amap road 1346.7km,amap_driving_od_matrix_clean,False,False,,
Q2L000362,P005,P024,air,scenic_shuttle -> self_drive -> transfer -> air -> transfer -> scenic_shuttle,7.85,1319.0,0.3,4.71,scenic_shuttle -> self_drive -> transfer -> air -> transfer -> scenic_shuttle,enhanced_od_matrix_with_amap,True,False,,
Q2L000365,P005,P025,charter_car,amap_selfdrive,15.11,740.67,0.569,12.843,amap road 1346.7km,amap_driving_od_matrix_clean,False,False,,
Q2L000364,P005,P025,air,scenic_shuttle -> self_drive -> transfer -> air -> transfer -> scenic_shuttle,7.85,1319.0,0.3,4.71,scenic_shuttle -> self_drive -> transfer -> air -> transfer -> scenic_shuttle,enhanced_od_matrix_with_amap,True,False,,
Q2L000367,P005,P026,charter_car,amap_selfdrive,15.119,740.67,0.569,12.851,amap road 1346.7km,amap_driving_od_matrix_clean,False,False,,
Q2L000366,P005,P026,air,scenic_shuttle -> self_drive -> transfer -> air -> transfer -> scenic_shuttle,7.85,1319.0,0.3,4.71,scenic_shuttle -> self_drive -> transfer -> air -> transfer -> scenic_shuttle,enhanced_od_matrix_with_amap,True,False,,
Q2L000369,P005,P027,charter_car,amap_selfdrive,17.907,846.5,0.667,15.221,amap road 1539.1km,amap_driving_od_matrix_clean,False,False,,
Q2L000368,P005,P027,air,scenic_shuttle -> self_drive -> transfer -> air -> transfer -> self_drive -> scenic_shuttle,14.55,1478.5,0.38,8.73,scenic_shuttle -> self_drive -> transfer -> air -> transfer -> self_drive -> scenic_shuttle,enhanced_od_matrix_with_amap,True,False,,
Q2L000371,P005,P028,charter_car,amap_selfdrive,19.361,901.33,0.718,16.457,amap road 1638.8km,amap_driving_od_matrix_clean,False,False,,
Q2L000370,P005,P028,air,scenic_shuttle -> self_drive -> transfer -> air -> transfer -> self_drive -> scenic_shuttle,12.35,1478.5,0.38,7.41,scenic_shuttle -> self_drive -> transfer -> air -> transfer -> self_drive -> scenic_shuttle,enhanced_od_matrix_with_amap,True,False,,
Q2L000373,P005,P029,charter_car,amap_selfdrive,9.266,385.36,0.364,7.876,amap road 700.7km,amap_driving_od_matrix_clean,False,False,,
Q2L000372,P005,P029,air,scenic_shuttle -> self_drive -> transfer -> air -> transfer -> scenic_shuttle,8.8,1119.0,0.3,5.28,scenic_shuttle -> self_drive -> transfer -> air -> transfer -> scenic_shuttle,enhanced_od_matrix_with_amap,True,False,,
Q2L000375,P005,P030,charter_car,amap_selfdrive,8.281,354.71,0.33,7.039,amap road 644.9km,amap_driving_od_matrix_clean,False,False,,
Q2L000374,P005,P030,air,scenic_shuttle -> self_drive -> transfer -> air -> transfer -> scenic_shuttle,7.6,1119.0,0.3,4.56,scenic_shuttle -> self_drive -> transfer -> air -> transfer -> scenic_shuttle,enhanced_od_matrix_with_amap,True,False,,
Q2L000377,P005,P031,charter_car,amap_selfdrive,9.294,384.63,0.365,7.9,amap road 699.3km,amap_driving_od_matrix_clean,False,False,,
Q2L000376,P005,P031,air,scenic_shuttle -> self_drive -> transfer -> air -> transfer -> scenic_shuttle,8.8,1119.0,0.3,5.28,scenic_shuttle -> self_drive -> transfer -> air -> transfer -> scenic_shuttle,enhanced_od_matrix_with_amap,True,False,,
Q2L000379,P005,P032,charter_car,amap_selfdrive,5.071,178.26,0.217,4.31,amap road 324.1km,amap_driving_od_matrix_clean,False,False,,
Q2L000378,P005,P032,self_drive,scenic_shuttle -> self_drive -> scenic_shuttle,5.1,203.5,0.16,5.1,scenic_shuttle -> self_drive -> scenic_shuttle,enhanced_od_matrix_with_amap,False,False,,
Q2L000381,P005,P033,charter_car,amap_selfdrive,8.897,270.1,0.351,7.562,amap road 491.1km,amap_driving_od_matrix_clean,False,False,,
Q2L000380,P005,P033,air,scenic_shuttle -> self_drive -> transfer -> air -> transfer -> self_drive -> scenic_shuttle,11.45,1262.0,0.65,6.87,scenic_shuttle -> self_drive -> transfer -> air -> transfer -> self_drive -> scenic_shuttle,enhanced_od_matrix_with_amap,True,False,,
Q2L000382,P005,P034,self_drive,scenic_shuttle -> self_drive -> scenic_shuttle,5.8,203.5,0.16,5.8,scenic_shuttle -> self_drive -> scenic_shuttle,enhanced_od_matrix_with_amap,False,False,,
Q2L000383,P005,P034,charter_car,amap_selfdrive,6.149,239.68,0.255,5.227,amap road 435.8km,amap_driving_od_matrix_clean,False,False,,
Q2L000384,P005,P035,self_drive,scenic_shuttle -> self_drive -> scenic_shuttle,4.3,99.0,0.16,4.3,scenic_shuttle -> self_drive -> scenic_shuttle,enhanced_od_matrix_with_amap,False,False,,
Q2L000386,P005,P036,self_drive,scenic_shuttle -> self_drive -> scenic_shuttle,3.1,99.0,0.16,3.1,scenic_shuttle -> self_drive -> scenic_shuttle,enhanced_od_matrix_with_amap,False,False,,
Q2L000389,P005,P037,charter_car,amap_selfdrive,16.558,715.74,0.62,14.074,amap road 1301.3km,amap_driving_od_matrix_clean,False,False,,
Q2L000388,P005,P037,air,scenic_shuttle -> self_drive -> transfer -> air -> air -> transfer -> scenic_shuttle,10.85,1869.0,0.38,6.51,scenic_shuttle -> self_drive -> transfer -> air -> air -> transfer -> scenic_shuttle,enhanced_od_matrix_with_amap,True,False,,
Q2L000391,P005,P038,charter_car,amap_selfdrive,14.909,577.82,0.562,12.673,amap road 1050.6km,amap_driving_od_matrix_clean,False,False,,
Q2L000390,P005,P038,air,scenic_shuttle -> self_drive -> transfer -> air -> air -> transfer -> self_drive -> scenic_shuttle,14.05,1929.5,0.46,8.43,scenic_shuttle -> self_drive -> transfer -> air -> air -> transfer -> self_drive -> scenic_shuttle,enhanced_od_matrix_with_amap,True,False,,
Q2L000393,P005,P039,charter_car,amap_selfdrive,16.571,715.63,0.62,14.085,amap road 1301.1km,amap_driving_od_matrix_clean,False,False,,
Q2L000392,P005,P039,air,scenic_shuttle -> self_drive -> transfer -> air -> air -> transfer -> scenic_shuttle,10.85,1869.0,0.38,6.51,scenic_shuttle -> self_drive -> transfer -> air -> air -> transfer -> scenic_shuttle,enhanced_od_matrix_with_amap,True,False,,
Q2L000395,P005,P040,charter_car,amap_selfdrive,16.494,798.67,0.617,14.02,amap road 1452.1km,amap_driving_od_matrix_clean,False,False,,
Q2L000394,P005,P040,air,scenic_shuttle -> self_drive -> transfer -> air -> transfer -> scenic_shuttle,9.55,1319.0,0.3,5.73,scenic_shuttle -> self_drive -> transfer -> air -> transfer -> scenic_shuttle,enhanced_od_matrix_with_amap,True,False,,
Q2L000397,P006,P001,rental_car,amap_selfdrive,3.483,149.86,0.162,3.309,amap road 272.5km,amap_driving_od_matrix_clean,False,False,,
Q2L000398,P006,P002,self_drive,scenic_shuttle -> self_drive -> scenic_shuttle,3.1,66.0,0.16,3.1,scenic_shuttle -> self_drive -> scenic_shuttle,enhanced_od_matrix_with_amap,False,False,,
Q2L000399,P006,P002,rental_car,amap_selfdrive,1.992,71.82,0.11,1.892,amap road 130.6km,amap_driving_od_matrix_clean,False,False,,
Q2L000400,P006,P003,scenic_shuttle,scenic_shuttle -> scenic_shuttle,1.3,0.0,0.08,0.91,scenic_shuttle -> scenic_shuttle,enhanced_od_matrix_with_amap,False,False,,
Q2L000401,P006,P003,rental_car,amap_selfdrive,0.865,24.08,0.07,0.822,amap road 43.8km,amap_driving_od_matrix_clean,False,False,,
Q2L000402,P006,P004,scenic_shuttle,scenic_shuttle -> scenic_shuttle,0.6,0.0,0.08,0.42,scenic_shuttle -> scenic_shuttle,enhanced_od_matrix_with_amap,False,False,,
Q2L000403,P006,P004,rental_car,amap_selfdrive,0.638,12.31,0.062,0.606,amap road 22.4km,amap_driving_od_matrix_clean,False,False,,
Q2L000404,P006,P005,scenic_shuttle,scenic_shuttle -> scenic_shuttle,0.6,0.0,0.08,0.42,scenic_shuttle -> scenic_shuttle,enhanced_od_matrix_with_amap,False,False,,
Q2L000405,P006,P005,rental_car,amap_selfdrive,0.302,5.37,0.051,0.287,amap road 9.8km,amap_driving_od_matrix_clean,False,False,,
Q2L000406,P006,P006,same_spot,same_spot,0.0,0.0,0.0,0.0,same spot,zero_self_loop,False,False,,
Q2L000407,P006,P007,self_drive,scenic_shuttle -> self_drive -> self_drive -> scenic_shuttle,16.3,462.0,0.24,16.3,scenic_shuttle -> self_drive -> self_drive -> scenic_shuttle,enhanced_od_matrix_with_amap,False,False,,
Q2L000408,P006,P007,charter_car,amap_selfdrive,15.342,745.48,0.577,13.041,amap road 1355.4km,amap_driving_od_matrix_clean,False,False,,
Q2L000410,P006,P008,charter_car,amap_selfdrive,8.267,408.14,0.329,7.027,amap road 742.1km,amap_driving_od_matrix_clean,False,False,,
Q2L000409,P006,P008,air,scenic_shuttle -> self_drive -> transfer -> air -> transfer -> self_drive -> scenic_shuttle,9.2,1701.5,0.38,5.52,scenic_shuttle -> self_drive -> transfer -> air -> transfer -> self_drive -> scenic_shuttle,enhanced_od_matrix_with_amap,True,False,,
Q2L000412,P006,P009,charter_car,amap_selfdrive,10.591,306.79,0.411,9.002,amap road 557.8km,amap_driving_od_matrix_clean,False,False,,
Q2L000411,P006,P009,air,scenic_shuttle -> self_drive -> transfer -> air -> transfer -> self_drive -> scenic_shuttle,13.55,1756.5,0.38,8.13,scenic_shuttle -> self_drive -> transfer -> air -> transfer -> self_drive -> scenic_shuttle,enhanced_od_matrix_with_amap,True,False,,
Q2L000414,P006,P010,charter_car,amap_selfdrive,14.454,454.4,0.546,12.286,amap road 826.2km,amap_driving_od_matrix_clean,False,False,,
Q2L000413,P006,P010,air,scenic_shuttle -> self_drive -> transfer -> air -> transfer -> self_drive -> scenic_shuttle,11.05,1682.25,0.38,6.63,scenic_shuttle -> self_drive -> transfer -> air -> transfer -> self_drive -> scenic_shuttle,enhanced_od_matrix_with_amap,True,False,,
Q2L000415,P006,P011,scenic_shuttle,scenic_shuttle -> scenic_shuttle,1.3,0.0,0.08,0.91,scenic_shuttle -> scenic_shuttle,enhanced_od_matrix_with_amap,False,False,,
Q2L000416,P006,P011,rental_car,amap_selfdrive,1.148,28.77,0.08,1.091,amap road 52.3km,amap_driving_od_matrix_clean,False,False,,
Q2L000417,P006,P012,scenic_shuttle,scenic_shuttle -> scenic_shuttle,0.6,0.0,0.08,0.42,scenic_shuttle -> scenic_shuttle,enhanced_od_matrix_with_amap,False,False,,
Q2L000418,P006,P012,rental_car,amap_selfdrive,0.458,8.91,0.056,0.435,amap road 16.2km,amap_driving_od_matrix_clean,False,False,,
Q2L000419,P006,P013,scenic_shuttle,scenic_shuttle -> scenic_shuttle,1.3,0.0,0.08,0.91,scenic_shuttle -> scenic_shuttle,enhanced_od_matrix_with_amap,False,False,,
Q2L000420,P006,P013,rental_car,amap_selfdrive,1.209,34.62,0.082,1.149,amap road 62.9km,amap_driving_od_matrix_clean,False,False,,
Q2L000422,P006,P014,charter_car,amap_selfdrive,9.229,442.07,0.363,7.845,amap road 803.8km,amap_driving_od_matrix_clean,False,False,,
Q2L000421,P006,P014,air,scenic_shuttle -> self_drive -> transfer -> air -> transfer -> self_drive -> scenic_shuttle,9.05,1643.75,0.38,5.43,scenic_shuttle -> self_drive -> transfer -> air -> transfer -> self_drive -> scenic_shuttle,enhanced_od_matrix_with_amap,True,False,,
Q2L000424,P006,P015,charter_car,amap_selfdrive,16.373,475.58,0.613,13.917,amap road 864.7km,amap_driving_od_matrix_clean,False,False,,
Q2L000423,P006,P015,air,scenic_shuttle -> self_drive -> transfer -> air -> transfer -> self_drive -> scenic_shuttle,13.55,1718.0,0.38,8.13,scenic_shuttle -> self_drive -> transfer -> air -> transfer -> self_drive -> scenic_shuttle,enhanced_od_matrix_with_amap,True,False,,
Q2L000426,P006,P016,charter_car,amap_selfdrive,15.739,513.53,0.591,13.378,amap road 933.7km,amap_driving_od_matrix_clean,False,False,,
Q2L000425,P006,P016,air,scenic_shuttle -> self_drive -> transfer -> air -> transfer -> self_drive -> scenic_shuttle,12.05,1798.0,0.38,7.23,scenic_shuttle -> self_drive -> transfer -> air -> transfer -> self_drive -> scenic_shuttle,enhanced_od_matrix_with_amap,True,False,,
Q2L000428,P006,P017,charter_car,amap_selfdrive,8.837,434.76,0.349,7.511,amap road 790.5km,amap_driving_od_matrix_clean,False,False,,
Q2L000427,P006,P017,air,scenic_shuttle -> self_drive -> transfer -> air -> transfer -> self_drive -> scenic_shuttle,9.2,1701.5,0.38,5.52,scenic_shuttle -> self_drive -> transfer -> air -> transfer -> self_drive -> scenic_shuttle,enhanced_od_matrix_with_amap,True,False,,
Q2L000429,P006,P018,self_drive,scenic_shuttle -> self_drive -> self_drive -> scenic_shuttle,10.45,440.0,0.24,10.45,scenic_shuttle -> self_drive -> self_drive -> scenic_shuttle,enhanced_od_matrix_with_amap,False,False,,
Q2L000430,P006,P018,charter_car,amap_selfdrive,11.293,483.53,0.435,9.599,amap road 879.2km,amap_driving_od_matrix_clean,False,False,,
Q2L000431,P006,P019,self_drive,scenic_shuttle -> self_drive -> self_drive -> scenic_shuttle,10.45,440.0,0.24,10.45,scenic_shuttle -> self_drive -> self_drive -> scenic_shuttle,enhanced_od_matrix_with_amap,False,False,,
Q2L000432,P006,P019,charter_car,amap_selfdrive,10.943,481.0,0.423,9.302,amap road 874.6km,amap_driving_od_matrix_clean,False,False,,
Q2L000434,P006,P020,charter_car,amap_selfdrive,10.887,474.63,0.421,9.254,amap road 863.0km,amap_driving_od_matrix_clean,False,False,,
Q2L000433,P006,P020,self_drive,scenic_shuttle -> self_drive -> self_drive -> scenic_shuttle,11.45,773.0,0.24,11.45,scenic_shuttle -> self_drive -> self_drive -> scenic_shuttle,enhanced_od_matrix_with_amap,False,False,,
Q2L000436,P006,P021,charter_car,amap_selfdrive,8.452,400.98,0.336,7.184,amap road 729.1km,amap_driving_od_matrix_clean,False,False,,
Q2L000435,P006,P021,self_drive,scenic_shuttle -> self_drive -> self_drive -> scenic_shuttle,9.45,462.5,0.24,9.45,scenic_shuttle -> self_drive -> self_drive -> scenic_shuttle,enhanced_od_matrix_with_amap,False,False,,
Q2L000438,P006,P022,charter_car,amap_selfdrive,8.674,408.99,0.344,7.373,amap road 743.6km,amap_driving_od_matrix_clean,False,False,,
Q2L000437,P006,P022,self_drive,scenic_shuttle -> self_drive -> self_drive -> scenic_shuttle,10.45,440.0,0.24,10.45,scenic_shuttle -> self_drive -> self_drive -> scenic_shuttle,enhanced_od_matrix_with_amap,False,False,,
Q2L000440,P006,P023,charter_car,amap_selfdrive,6.987,344.56,0.285,5.939,amap road 626.5km,amap_driving_od_matrix_clean,False,False,,
