label_id,from_id,to_id,raw_mode,normalized_mode,mode_combo,raw_cost_yuan_for_two,calibrated_cost_yuan_for_two,cost_delta,time_hours,cost_calibration_note,source,is_gateway_label
Q2L001137,P015,P016,rental_car,rental_car,amap_selfdrive,66.06,66.06,0.0,3.716,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L001136,P015,P016,scenic_shuttle,scenic_shuttle,scenic_shuttle -> scenic_shuttle,80.0,160.0,80.0,4.5,scenic_shuttle_cost_floor_applied:80.00->160.00,enhanced_od_matrix_with_amap,False
Q2L001139,P015,P017,charter_car,charter_car,amap_selfdrive,170.9,170.9,0.0,6.006,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L001138,P015,P017,self_drive,charter_car,scenic_shuttle -> self_drive -> self_drive -> scenic_shuttle,181.5,181.5,0.0,8.65,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L001141,P015,P018,charter_car,charter_car,amap_selfdrive,618.87,618.87,0.0,18.164,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L001140,P015,P018,air,charter_car,scenic_shuttle -> self_drive -> transfer -> air -> transfer -> self_drive -> scenic_shuttle,1960.0,1960.0,0.0,18.4,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L001143,P015,P019,charter_car,charter_car,amap_selfdrive,616.34,616.34,0.0,17.894,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L001142,P015,P019,air,charter_car,scenic_shuttle -> self_drive -> transfer -> air -> transfer -> self_drive -> scenic_shuttle,1960.0,1960.0,0.0,18.4,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L001145,P015,P020,charter_car,charter_car,amap_selfdrive,609.97,609.97,0.0,17.722,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L001144,P015,P020,air,charter_car,scenic_shuttle -> self_drive -> transfer -> air -> transfer -> self_drive -> scenic_shuttle,2293.0,2293.0,0.0,19.4,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L001147,P015,P021,charter_car,charter_car,amap_selfdrive,675.62,675.62,0.0,17.555,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L001146,P015,P021,air,charter_car,scenic_shuttle -> self_drive -> transfer -> air -> transfer -> self_drive -> scenic_shuttle,1982.5,1982.5,0.0,17.4,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L001149,P015,P022,charter_car,charter_car,amap_selfdrive,544.33,544.33,0.0,15.408,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L001148,P015,P022,air,charter_car,scenic_shuttle -> self_drive -> transfer -> air -> transfer -> self_drive -> scenic_shuttle,1960.0,1960.0,0.0,18.4,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L001151,P015,P023,charter_car,charter_car,amap_selfdrive,414.55,414.55,0.0,12.713,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L001150,P015,P023,air,charter_car,scenic_shuttle -> self_drive -> transfer -> air -> air -> transfer -> scenic_shuttle,2419.0,2419.0,0.0,14.9,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L001153,P015,P024,charter_car,charter_car,amap_selfdrive,743.93,743.93,0.0,19.128,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L001152,P015,P024,air,charter_car,scenic_shuttle -> self_drive -> transfer -> air -> air -> transfer -> scenic_shuttle,2719.0,2719.0,0.0,14.2,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L001155,P015,P025,charter_car,charter_car,amap_selfdrive,743.9,743.9,0.0,19.107,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L001154,P015,P025,air,charter_car,scenic_shuttle -> self_drive -> transfer -> air -> air -> transfer -> scenic_shuttle,2719.0,2719.0,0.0,14.2,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L001157,P015,P026,charter_car,charter_car,amap_selfdrive,743.91,743.91,0.0,19.066,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L001156,P015,P026,air,charter_car,scenic_shuttle -> self_drive -> transfer -> air -> air -> transfer -> scenic_shuttle,2719.0,2719.0,0.0,14.2,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L001159,P015,P027,charter_car,charter_car,amap_selfdrive,849.73,849.73,0.0,22.026,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L001158,P015,P027,air,charter_car,scenic_shuttle -> self_drive -> transfer -> air -> air -> transfer -> self_drive -> scenic_shuttle,2878.5,2878.5,0.0,20.9,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L001161,P015,P028,charter_car,charter_car,amap_selfdrive,904.56,904.56,0.0,23.492,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L001160,P015,P028,air,charter_car,scenic_shuttle -> self_drive -> transfer -> air -> air -> transfer -> self_drive -> scenic_shuttle,2878.5,2878.5,0.0,18.7,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L001163,P015,P029,charter_car,charter_car,amap_selfdrive,324.52,324.52,0.0,11.308,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L001162,P015,P029,air,charter_car,scenic_shuttle -> self_drive -> transfer -> air -> air -> transfer -> scenic_shuttle,2519.0,2519.0,0.0,15.15,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L001165,P015,P030,charter_car,charter_car,amap_selfdrive,358.91,358.91,0.0,12.296,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L001164,P015,P030,air,charter_car,scenic_shuttle -> self_drive -> transfer -> air -> air -> transfer -> scenic_shuttle,2519.0,2519.0,0.0,13.95,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L001167,P015,P031,charter_car,charter_car,amap_selfdrive,368.78,368.78,0.0,12.537,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L001166,P015,P031,air,charter_car,scenic_shuttle -> self_drive -> transfer -> air -> air -> transfer -> scenic_shuttle,2519.0,2519.0,0.0,15.15,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L001169,P015,P032,charter_car,charter_car,amap_selfdrive,409.96,409.96,0.0,13.738,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L001168,P015,P032,air,charter_car,scenic_shuttle -> self_drive -> transfer -> air -> air -> transfer -> scenic_shuttle,2319.0,2319.0,0.0,13.7,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L001171,P015,P033,charter_car,charter_car,amap_selfdrive,220.29,220.29,0.0,8.108,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L001170,P015,P033,self_drive,charter_car,scenic_shuttle -> self_drive -> self_drive -> self_drive -> scenic_shuttle,324.5,324.5,0.0,12.15,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L001173,P015,P034,charter_car,charter_car,amap_selfdrive,444.81,444.81,0.0,13.925,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L001172,P015,P034,air,charter_car,scenic_shuttle -> self_drive -> transfer -> air -> air -> transfer -> scenic_shuttle,2319.0,2319.0,0.0,14.4,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L001175,P015,P035,charter_car,charter_car,amap_selfdrive,601.77,601.77,0.0,14.159,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L001174,P015,P035,air,charter_car,scenic_shuttle -> self_drive -> transfer -> air -> transfer -> scenic_shuttle,1619.0,1619.0,0.0,12.25,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L001177,P015,P036,charter_car,charter_car,amap_selfdrive,568.38,568.38,0.0,13.404,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L001176,P015,P036,air,charter_car,scenic_shuttle -> self_drive -> transfer -> air -> transfer -> scenic_shuttle,1619.0,1619.0,0.0,11.05,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L001179,P015,P037,charter_car,charter_car,amap_selfdrive,717.9,717.9,0.0,20.59,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L001178,P015,P037,air,charter_car,scenic_shuttle -> self_drive -> transfer -> air -> air -> air -> transfer -> scenic_shuttle,3269.0,3269.0,0.0,17.2,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L001181,P015,P038,charter_car,charter_car,amap_selfdrive,703.44,703.44,0.0,20.698,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L001180,P015,P038,air,charter_car,scenic_shuttle -> self_drive -> transfer -> air -> air -> air -> transfer -> self_drive -> scenic_shuttle,3329.5,3329.5,0.0,20.4,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L001183,P015,P039,charter_car,charter_car,amap_selfdrive,717.79,717.79,0.0,20.618,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L001182,P015,P039,air,charter_car,scenic_shuttle -> self_drive -> transfer -> air -> air -> air -> transfer -> scenic_shuttle,3269.0,3269.0,0.0,17.2,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L001185,P015,P040,charter_car,charter_car,amap_selfdrive,801.9,801.9,0.0,20.543,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L001184,P015,P040,air,charter_car,scenic_shuttle -> self_drive -> transfer -> air -> air -> transfer -> scenic_shuttle,2719.0,2719.0,0.0,15.9,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L001187,P016,P001,charter_car,charter_car,amap_selfdrive,550.04,550.04,0.0,11.629,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L001186,P016,P001,air,charter_car,scenic_shuttle -> self_drive -> transfer -> air -> transfer -> self_drive -> scenic_shuttle,1751.25,1751.25,0.0,10.9,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L001189,P016,P002,charter_car,charter_car,amap_selfdrive,494.49,494.49,0.0,13.266,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L001188,P016,P002,air,charter_car,scenic_shuttle -> self_drive -> transfer -> air -> transfer -> self_drive -> scenic_shuttle,1754.0,1754.0,0.0,11.75,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L001191,P016,P003,charter_car,charter_car,amap_selfdrive,561.41,561.41,0.0,14.635,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L001190,P016,P003,air,charter_car,scenic_shuttle -> self_drive -> transfer -> air -> transfer -> self_drive -> scenic_shuttle,1798.0,1798.0,0.0,12.75,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L001193,P016,P004,charter_car,charter_car,amap_selfdrive,549.3,549.3,0.0,14.328,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L001192,P016,P004,air,charter_car,scenic_shuttle -> self_drive -> transfer -> air -> transfer -> self_drive -> scenic_shuttle,1798.0,1798.0,0.0,12.05,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L001195,P016,P005,charter_car,charter_car,amap_selfdrive,510.78,510.78,0.0,14.96,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L001194,P016,P005,air,charter_car,scenic_shuttle -> self_drive -> transfer -> air -> transfer -> self_drive -> scenic_shuttle,1798.0,1798.0,0.0,12.05,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L001197,P016,P006,charter_car,charter_car,amap_selfdrive,513.41,513.41,0.0,15.029,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L001196,P016,P006,air,charter_car,scenic_shuttle -> self_drive -> transfer -> air -> transfer -> self_drive -> scenic_shuttle,1798.0,1798.0,0.0,12.05,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L001199,P016,P007,charter_car,charter_car,amap_selfdrive,782.79,782.79,0.0,18.426,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L001198,P016,P007,air,charter_car,scenic_shuttle -> self_drive -> transfer -> air -> air -> transfer -> self_drive -> scenic_shuttle,2657.5,2657.5,0.0,23.4,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L001201,P016,P008,charter_car,rental_car,amap_selfdrive,231.45,231.45,0.0,5.808,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L001200,P016,P008,self_drive,charter_car,scenic_shuttle -> self_drive -> self_drive -> scenic_shuttle,261.5,261.5,0.0,7.15,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L001203,P016,P009,charter_car,charter_car,amap_selfdrive,207.11,207.11,0.0,6.468,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L001202,P016,P009,self_drive,charter_car,scenic_shuttle -> self_drive -> self_drive -> scenic_shuttle,316.5,316.5,0.0,11.5,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L001205,P016,P010,rental_car,rental_car,amap_selfdrive,104.4,104.4,0.0,3.372,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L001207,P016,P011,charter_car,charter_car,amap_selfdrive,566.11,566.11,0.0,14.909,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L001206,P016,P011,air,charter_car,scenic_shuttle -> self_drive -> transfer -> air -> transfer -> self_drive -> scenic_shuttle,1798.0,1798.0,0.0,12.75,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L001209,P016,P012,charter_car,charter_car,amap_selfdrive,512.82,512.82,0.0,15.032,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L001208,P016,P012,air,charter_car,scenic_shuttle -> self_drive -> transfer -> air -> transfer -> self_drive -> scenic_shuttle,1798.0,1798.0,0.0,12.05,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L001211,P016,P013,charter_car,charter_car,amap_selfdrive,578.28,578.28,0.0,14.953,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L001210,P016,P013,air,charter_car,scenic_shuttle -> self_drive -> transfer -> air -> transfer -> self_drive -> scenic_shuttle,1798.0,1798.0,0.0,12.75,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L001213,P016,P014,rental_car,rental_car,amap_selfdrive,190.51,190.51,0.0,4.739,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L001215,P016,P015,rental_car,rental_car,amap_selfdrive,66.27,66.27,0.0,3.726,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L001214,P016,P015,scenic_shuttle,scenic_shuttle,scenic_shuttle -> scenic_shuttle,80.0,160.0,80.0,4.5,scenic_shuttle_cost_floor_applied:80.00->160.00,enhanced_od_matrix_with_amap,False
Q2L001216,P016,P016,same_spot,same_spot,same_spot,0.0,0.0,0.0,0.0,raw_cost_kept,zero_self_loop,False
Q2L001218,P016,P017,charter_car,rental_car,amap_selfdrive,208.83,208.83,0.0,5.216,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L001220,P016,P018,charter_car,charter_car,amap_selfdrive,656.81,656.81,0.0,17.439,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L001219,P016,P018,air,charter_car,scenic_shuttle -> self_drive -> transfer -> air -> transfer -> self_drive -> scenic_shuttle,2040.0,2040.0,0.0,16.9,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L001222,P016,P019,charter_car,charter_car,amap_selfdrive,654.28,654.28,0.0,17.143,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L001221,P016,P019,air,charter_car,scenic_shuttle -> self_drive -> transfer -> air -> transfer -> self_drive -> scenic_shuttle,2040.0,2040.0,0.0,16.9,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L001224,P016,P020,charter_car,charter_car,amap_selfdrive,647.9,647.9,0.0,17.004,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L001223,P016,P020,air,charter_car,scenic_shuttle -> self_drive -> transfer -> air -> transfer -> self_drive -> scenic_shuttle,2373.0,2373.0,0.0,17.9,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L001226,P016,P021,charter_car,charter_car,amap_selfdrive,713.56,713.56,0.0,16.863,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L001225,P016,P021,air,charter_car,scenic_shuttle -> self_drive -> transfer -> air -> transfer -> self_drive -> scenic_shuttle,2062.5,2062.5,0.0,15.9,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L001228,P016,P022,charter_car,charter_car,amap_selfdrive,582.27,582.27,0.0,14.698,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L001227,P016,P022,air,charter_car,scenic_shuttle -> self_drive -> transfer -> air -> transfer -> self_drive -> scenic_shuttle,2040.0,2040.0,0.0,16.9,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L001230,P016,P023,charter_car,charter_car,amap_selfdrive,452.48,452.48,0.0,11.974,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L001229,P016,P023,air,charter_car,scenic_shuttle -> self_drive -> transfer -> air -> air -> transfer -> scenic_shuttle,2499.0,2499.0,0.0,13.4,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L001232,P016,P024,charter_car,charter_car,amap_selfdrive,781.86,781.86,0.0,18.396,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L001231,P016,P024,air,charter_car,scenic_shuttle -> self_drive -> transfer -> air -> air -> transfer -> scenic_shuttle,2799.0,2799.0,0.0,12.7,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L001234,P016,P025,charter_car,charter_car,amap_selfdrive,781.83,781.83,0.0,18.367,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L001233,P016,P025,air,charter_car,scenic_shuttle -> self_drive -> transfer -> air -> air -> transfer -> scenic_shuttle,2799.0,2799.0,0.0,12.7,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L001236,P016,P026,charter_car,charter_car,amap_selfdrive,781.84,781.84,0.0,18.338,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L001235,P016,P026,air,charter_car,scenic_shuttle -> self_drive -> transfer -> air -> air -> transfer -> scenic_shuttle,2799.0,2799.0,0.0,12.7,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L001238,P016,P027,charter_car,charter_car,amap_selfdrive,887.67,887.67,0.0,21.282,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L001237,P016,P027,air,charter_car,scenic_shuttle -> self_drive -> transfer -> air -> air -> transfer -> self_drive -> scenic_shuttle,2958.5,2958.5,0.0,19.4,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L001240,P016,P028,charter_car,charter_car,amap_selfdrive,942.5,942.5,0.0,22.764,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L001239,P016,P028,air,charter_car,scenic_shuttle -> self_drive -> transfer -> air -> air -> transfer -> self_drive -> scenic_shuttle,2958.5,2958.5,0.0,17.2,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L001242,P016,P029,charter_car,charter_car,amap_selfdrive,362.46,362.46,0.0,10.541,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L001241,P016,P029,air,charter_car,scenic_shuttle -> self_drive -> transfer -> air -> air -> transfer -> scenic_shuttle,2599.0,2599.0,0.0,13.65,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L001244,P016,P030,charter_car,charter_car,amap_selfdrive,396.84,396.84,0.0,11.543,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L001243,P016,P030,air,charter_car,scenic_shuttle -> self_drive -> transfer -> air -> air -> transfer -> scenic_shuttle,2599.0,2599.0,0.0,12.45,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L001246,P016,P031,charter_car,charter_car,amap_selfdrive,406.72,406.72,0.0,11.775,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L001245,P016,P031,air,charter_car,scenic_shuttle -> self_drive -> transfer -> air -> air -> transfer -> scenic_shuttle,2599.0,2599.0,0.0,13.65,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L001248,P016,P032,charter_car,charter_car,amap_selfdrive,447.89,447.89,0.0,13.011,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L001247,P016,P032,air,charter_car,scenic_shuttle -> self_drive -> transfer -> air -> air -> transfer -> scenic_shuttle,2399.0,2399.0,0.0,12.2,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L001250,P016,P033,charter_car,charter_car,amap_selfdrive,258.22,258.22,0.0,7.307,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L001252,P016,P034,charter_car,charter_car,amap_selfdrive,482.74,482.74,0.0,13.135,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L001251,P016,P034,air,charter_car,scenic_shuttle -> self_drive -> transfer -> air -> air -> transfer -> scenic_shuttle,2399.0,2399.0,0.0,12.9,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L001254,P016,P035,charter_car,charter_car,amap_selfdrive,639.7,639.7,0.0,13.426,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L001253,P016,P035,air,charter_car,scenic_shuttle -> self_drive -> transfer -> air -> transfer -> scenic_shuttle,1699.0,1699.0,0.0,10.75,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L001256,P016,P036,charter_car,charter_car,amap_selfdrive,606.31,606.31,0.0,12.697,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L001255,P016,P036,air,charter_car,scenic_shuttle -> self_drive -> transfer -> air -> transfer -> scenic_shuttle,1699.0,1699.0,0.0,9.55,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L001258,P016,P037,charter_car,charter_car,amap_selfdrive,755.84,755.84,0.0,19.735,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L001257,P016,P037,air,charter_car,scenic_shuttle -> self_drive -> transfer -> air -> air -> air -> transfer -> scenic_shuttle,3349.0,3349.0,0.0,15.7,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L001260,P016,P038,charter_car,charter_car,amap_selfdrive,741.37,741.37,0.0,19.827,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L001259,P016,P038,air,charter_car,scenic_shuttle -> self_drive -> transfer -> air -> air -> air -> transfer -> self_drive -> scenic_shuttle,3409.5,3409.5,0.0,18.9,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L001262,P016,P039,charter_car,charter_car,amap_selfdrive,755.72,755.72,0.0,19.749,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L001261,P016,P039,air,charter_car,scenic_shuttle -> self_drive -> transfer -> air -> air -> air -> transfer -> scenic_shuttle,3349.0,3349.0,0.0,15.7,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L001264,P016,P040,charter_car,charter_car,amap_selfdrive,839.84,839.84,0.0,19.786,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L001263,P016,P040,air,charter_car,scenic_shuttle -> self_drive -> transfer -> air -> air -> transfer -> scenic_shuttle,2799.0,2799.0,0.0,14.4,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L001266,P017,P001,charter_car,charter_car,amap_selfdrive,341.2,341.2,0.0,6.305,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L001268,P017,P002,charter_car,charter_car,amap_selfdrive,369.31,369.31,0.0,6.996,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L001270,P017,P003,charter_car,charter_car,amap_selfdrive,436.22,436.22,0.0,8.432,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L001272,P017,P004,charter_car,charter_car,amap_selfdrive,424.11,424.11,0.0,8.081,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L001274,P017,P005,charter_car,charter_car,amap_selfdrive,422.1,422.1,0.0,8.111,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L001276,P017,P006,charter_car,charter_car,amap_selfdrive,425.19,425.19,0.0,8.216,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L001278,P017,P007,charter_car,charter_car,amap_selfdrive,804.79,804.79,0.0,17.859,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L001277,P017,P007,air,charter_car,scenic_shuttle -> self_drive -> transfer -> air -> air -> transfer -> self_drive -> scenic_shuttle,2561.0,2561.0,0.0,20.55,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L001279,P017,P008,scenic_shuttle,scenic_shuttle,scenic_shuttle -> scenic_shuttle,0.0,20.0,20.0,0.3,scenic_shuttle_cost_floor_applied:0.00->20.00,enhanced_od_matrix_with_amap,False
Q2L001280,P017,P008,rental_car,taxi_transfer,amap_selfdrive,22.62,22.62,0.0,0.597,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L001281,P017,P009,self_drive,charter_car,scenic_shuttle -> self_drive -> self_drive -> scenic_shuttle,220.0,220.0,0.0,8.65,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L001282,P017,P009,charter_car,rental_car,amap_selfdrive,239.15,239.15,0.0,5.838,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L001283,P017,P010,self_drive,charter_car,scenic_shuttle -> self_drive -> self_drive -> scenic_shuttle,145.75,145.75,0.0,6.15,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L001284,P017,P010,charter_car,rental_car,amap_selfdrive,187.09,187.09,0.0,5.036,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L001286,P017,P011,charter_car,charter_car,amap_selfdrive,440.92,440.92,0.0,8.711,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L001288,P017,P012,charter_car,charter_car,amap_selfdrive,425.16,425.16,0.0,8.182,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L001290,P017,P013,charter_car,charter_car,amap_selfdrive,453.09,453.09,0.0,8.622,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L001292,P017,P014,rental_car,rental_car,amap_selfdrive,57.04,57.04,0.0,1.571,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L001293,P017,P015,self_drive,charter_car,scenic_shuttle -> self_drive -> self_drive -> scenic_shuttle,181.5,181.5,0.0,8.65,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L001294,P017,P015,charter_car,charter_car,amap_selfdrive,208.26,208.26,0.0,7.02,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L001296,P017,P016,charter_car,charter_car,amap_selfdrive,246.21,246.21,0.0,6.428,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L001295,P017,P016,self_drive,charter_car,scenic_shuttle -> self_drive -> self_drive -> scenic_shuttle,261.5,261.5,0.0,7.15,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L001297,P017,P017,same_spot,same_spot,same_spot,0.0,0.0,0.0,0.0,raw_cost_kept,zero_self_loop,False
Q2L001299,P017,P018,charter_car,charter_car,amap_selfdrive,522.61,522.61,0.0,11.403,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L001298,P017,P018,air,charter_car,scenic_shuttle -> self_drive -> transfer -> air -> transfer -> self_drive -> scenic_shuttle,1943.5,1943.5,0.0,14.05,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L001301,P017,P019,charter_car,charter_car,amap_selfdrive,520.08,520.08,0.0,11.002,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L001300,P017,P019,air,charter_car,scenic_shuttle -> self_drive -> transfer -> air -> transfer -> self_drive -> scenic_shuttle,1943.5,1943.5,0.0,14.05,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L001303,P017,P020,charter_car,charter_car,amap_selfdrive,513.7,513.7,0.0,10.881,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L001302,P017,P020,air,charter_car,scenic_shuttle -> self_drive -> transfer -> air -> transfer -> self_drive -> scenic_shuttle,2276.5,2276.5,0.0,15.05,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L001305,P017,P021,charter_car,charter_car,amap_selfdrive,579.36,579.36,0.0,10.853,raw_cost_kept,amap_driving_od_matrix_clean,False
Q2L001304,P017,P021,air,charter_car,scenic_shuttle -> self_drive -> transfer -> air -> transfer -> self_drive -> scenic_shuttle,1966.0,1966.0,0.0,13.05,raw_cost_kept,enhanced_od_matrix_with_amap,False
Q2L001307,P017,P022,charter_car,charter_car,amap_selfdrive,448.07,448.07,0.0,8.661,raw_cost_kept,amap_driving_od_matrix_clean,False
