plan_id,gateway_policy,generation_method,include_special,covered_spots,target_spots,coverage_complete,missing_spots,duplicate_spots_count,year1_entry_gateway,year1_exit_gateway,year2_entry_gateway,year2_exit_gateway,year1_spots,year2_spots,year1_days,year2_days,max_year_days,year_day_difference,year1_transport_cost,year2_transport_cost,total_intra_transport_cost,total_travel_hours,total_service_hours,red_days,long_transfer_edges,time_window_violations,schedule_soft_feasible,schedule_strict_feasible,year1_route_sequence,year2_route_sequence,year1_spot_id_sequence,year2_spot_id_sequence,year1_mode_hours_mix,year2_mode_hours_mix,proved_optimal,solver_status,cost_calibration_version
Q2V3_059_OPEN_GATEWAY,open_gateway,random_region_restart,False,38,38,True,,0,喀什市,吐鲁番市,那拉提镇,阿勒泰市,19,19,16,16,16,0,2145.62,1588.49,3734.11,111.179,130.25,2,9,1,True,False,喀什古城 -> 香妃园 -> 艾提尕尔清真寺 -> 石头城遗址 -> 帕米尔高原白沙湖 -> 奥依塔克冰川 -> 和田博物馆 -> 千里葡萄长廊 -> 夏塔古道 -> 昭苏草原 -> 喀拉峻大草原 -> 霍城薰衣草花田 -> 果子沟大桥 -> 赛里木湖 -> 葡萄沟 -> 火焰山 -> 吐峪沟麻扎村 -> 高昌故城 -> 苏公塔,那拉提草原 -> 巴音布鲁克草原 -> 天山神秘大峡谷 -> 库车王府 -> 克孜尔石窟 -> 罗布人村寨 -> 博斯腾湖 -> 坎儿井民俗园 -> 交河故城 -> 达坂城古镇 -> 江布拉克草原 -> 天山天池 -> 北庭故城遗址 -> 可可托海 -> 五彩滩 -> 禾木村 -> 喀纳斯湖 -> 白哈巴村 -> 世界魔鬼城,P024 -> P026 -> P025 -> P028 -> P027 -> P040 -> P037 -> P039 -> P016 -> P015 -> P010 -> P014 -> P017 -> P008 -> P004 -> P003 -> P013 -> P011 -> P012,P009 -> P033 -> P029 -> P030 -> P031 -> P034 -> P032 -> P005 -> P006 -> P002 -> P035 -> P001 -> P036 -> P021 -> P022 -> P019 -> P018 -> P020 -> P023,"{""charter_car"": 34.524, ""gateway_access"": 1.309, ""rental_car"": 21.112, ""scenic_shuttle"": 0.3, ""taxi_transfer"": 5.256}","{""gateway_access"": 1.1, ""rail"": 3.55, ""rental_car"": 38.475, ""scenic_shuttle"": 1.9, ""taxi_transfer"": 3.653}",False,matheuristic_seed_2opt_relocate_swap,scenic_floor_base_v1 + road_mode_normalization_q1v3
Q2V3_039_OPEN_GATEWAY,open_gateway,random_region_restart,False,38,38,True,,0,吐鲁番市,和田市,吐鲁番市,库尔勒市,15,23,9,20,20,11,1624.65,2168.02,3792.67,93.494,130.25,0,7,0,True,True,交河故城 -> 葡萄沟 -> 高昌故城 -> 吐峪沟麻扎村 -> 北庭故城遗址 -> 江布拉克草原 -> 天山天池 -> 石头城遗址 -> 帕米尔高原白沙湖 -> 奥依塔克冰川 -> 艾提尕尔清真寺 -> 喀什古城 -> 香妃园 -> 和田博物馆 -> 千里葡萄长廊,坎儿井民俗园 -> 苏公塔 -> 火焰山 -> 达坂城古镇 -> 可可托海 -> 五彩滩 -> 禾木村 -> 喀纳斯湖 -> 白哈巴村 -> 世界魔鬼城 -> 赛里木湖 -> 果子沟大桥 -> 霍城薰衣草花田 -> 喀拉峻大草原 -> 昭苏草原 -> 夏塔古道 -> 那拉提草原 -> 巴音布鲁克草原 -> 天山神秘大峡谷 -> 库车王府 -> 克孜尔石窟 -> 博斯腾湖 -> 罗布人村寨,P006 -> P004 -> P011 -> P013 -> P036 -> P035 -> P001 -> P028 -> P027 -> P040 -> P025 -> P024 -> P026 -> P037 -> P039,P005 -> P012 -> P003 -> P002 -> P021 -> P022 -> P019 -> P018 -> P020 -> P023 -> P008 -> P017 -> P014 -> P010 -> P015 -> P016 -> P009 -> P033 -> P029 -> P030 -> P031 -> P032 -> P034,"{""air"": 4.583, ""gateway_access"": 1.223, ""rental_car"": 16.674, ""taxi_transfer"": 5.669}","{""charter_car"": 13.329, ""gateway_access"": 1.1, ""rail"": 3.55, ""rental_car"": 40.967, ""scenic_shuttle"": 2.2, ""taxi_transfer"": 4.199}",False,matheuristic_seed_2opt_relocate_swap,scenic_floor_base_v1 + road_mode_normalization_q1v3
Q2V3_079_OPEN_GATEWAY,open_gateway,random_region_restart,False,38,38,True,,0,吐鲁番市,喀什市,阿勒泰市,库尔勒市,21,17,16,16,16,0,2129.14,1677.81,3806.95,111.485,130.25,1,10,1,True,False,交河故城 -> 坎儿井民俗园 -> 苏公塔 -> 葡萄沟 -> 火焰山 -> 高昌故城 -> 吐峪沟麻扎村 -> 达坂城古镇 -> 江布拉克草原 -> 北庭故城遗址 -> 可可托海 -> 天山天池 -> 巴音布鲁克草原 -> 和田博物馆 -> 千里葡萄长廊 -> 香妃园 -> 喀什古城 -> 艾提尕尔清真寺 -> 奥依塔克冰川 -> 石头城遗址 -> 帕米尔高原白沙湖,五彩滩 -> 禾木村 -> 喀纳斯湖 -> 白哈巴村 -> 世界魔鬼城 -> 赛里木湖 -> 果子沟大桥 -> 霍城薰衣草花田 -> 喀拉峻大草原 -> 昭苏草原 -> 夏塔古道 -> 那拉提草原 -> 天山神秘大峡谷 -> 库车王府 -> 克孜尔石窟 -> 博斯腾湖 -> 罗布人村寨,P006 -> P005 -> P012 -> P004 -> P003 -> P011 -> P013 -> P002 -> P035 -> P036 -> P021 -> P001 -> P033 -> P037 -> P039 -> P026 -> P024 -> P025 -> P040 -> P028 -> P027,P022 -> P019 -> P018 -> P020 -> P023 -> P008 -> P017 -> P014 -> P010 -> P015 -> P016 -> P009 -> P029 -> P030 -> P031 -> P032 -> P034,"{""charter_car"": 19.495, ""gateway_access"": 4.57, ""rental_car"": 29.643, ""taxi_transfer"": 5.956}","{""charter_car"": 6.468, ""gateway_access"": 4.174, ""rail"": 3.55, ""rental_car"": 31.999, ""scenic_shuttle"": 2.2, ""taxi_transfer"": 3.43}",False,matheuristic_seed_2opt_relocate_swap,scenic_floor_base_v1 + road_mode_normalization_q1v3
Q2V3_027_OPEN_GATEWAY,open_gateway,grand_tour_split,False,38,38,True,,0,伊宁市(伊犁),乌鲁木齐市,伊宁市(伊犁),和田市,20,18,15,14,15,1,1368.08,2449.45,3817.53,95.392,130.25,0,8,0,True,True,霍城薰衣草花田 -> 喀拉峻大草原 -> 昭苏草原 -> 夏塔古道 -> 那拉提草原 -> 巴音布鲁克草原 -> 天山神秘大峡谷 -> 库车王府 -> 克孜尔石窟 -> 罗布人村寨 -> 博斯腾湖 -> 交河故城 -> 坎儿井民俗园 -> 苏公塔 -> 葡萄沟 -> 火焰山 -> 高昌故城 -> 吐峪沟麻扎村 -> 江布拉克草原 -> 天山天池,果子沟大桥 -> 赛里木湖 -> 世界魔鬼城 -> 五彩滩 -> 禾木村 -> 喀纳斯湖 -> 白哈巴村 -> 可可托海 -> 北庭故城遗址 -> 达坂城古镇 -> 石头城遗址 -> 帕米尔高原白沙湖 -> 奥依塔克冰川 -> 艾提尕尔清真寺 -> 喀什古城 -> 香妃园 -> 和田博物馆 -> 千里葡萄长廊,P014 -> P010 -> P015 -> P016 -> P009 -> P033 -> P029 -> P030 -> P031 -> P034 -> P032 -> P006 -> P005 -> P012 -> P004 -> P003 -> P011 -> P013 -> P035 -> P001,P017 -> P008 -> P023 -> P022 -> P019 -> P018 -> P020 -> P021 -> P036 -> P002 -> P028 -> P027 -> P040 -> P025 -> P024 -> P026 -> P037 -> P039,"{""charter_car"": 6.468, ""gateway_access"": 3.057, ""rail"": 3.55, ""rental_car"": 32.85, ""scenic_shuttle"": 1.3, ""taxi_transfer"": 4.925}","{""air"": 4.583, ""charter_car"": 7.05, ""gateway_access"": 1.1, ""rental_car"": 26.501, ""scenic_shuttle"": 0.9, ""taxi_transfer"": 3.108}",False,matheuristic_seed_2opt_relocate_swap,scenic_floor_base_v1 + road_mode_normalization_q1v3
Q2V3_025_OPEN_GATEWAY,open_gateway,grand_tour_split,False,38,38,True,,0,伊宁市(伊犁),乌鲁木齐市,喀什市,阿勒泰市,22,16,16,16,16,0,1426.64,2417.15,3843.79,114.231,130.25,1,11,1,True,False,赛里木湖 -> 霍城薰衣草花田 -> 喀拉峻大草原 -> 昭苏草原 -> 夏塔古道 -> 那拉提草原 -> 天山神秘大峡谷 -> 库车王府 -> 克孜尔石窟 -> 罗布人村寨 -> 博斯腾湖 -> 交河故城 -> 坎儿井民俗园 -> 苏公塔 -> 葡萄沟 -> 火焰山 -> 高昌故城 -> 吐峪沟麻扎村 -> 达坂城古镇 -> 北庭故城遗址 -> 江布拉克草原 -> 天山天池,喀什古城 -> 艾提尕尔清真寺 -> 香妃园 -> 石头城遗址 -> 帕米尔高原白沙湖 -> 奥依塔克冰川 -> 和田博物馆 -> 千里葡萄长廊 -> 巴音布鲁克草原 -> 果子沟大桥 -> 世界魔鬼城 -> 五彩滩 -> 禾木村 -> 喀纳斯湖 -> 白哈巴村 -> 可可托海,P008 -> P014 -> P010 -> P015 -> P016 -> P009 -> P029 -> P030 -> P031 -> P034 -> P032 -> P006 -> P005 -> P012 -> P004 -> P003 -> P011 -> P013 -> P002 -> P036 -> P035 -> P001,P024 -> P025 -> P026 -> P028 -> P027 -> P040 -> P037 -> P039 -> P033 -> P017 -> P023 -> P022 -> P019 -> P018 -> P020 -> P021,"{""charter_car"": 6.468, ""gateway_access"": 1.786, ""rail"": 3.55, ""rental_car"": 34.377, ""scenic_shuttle"": 1.3, ""taxi_transfer"": 7.414}","{""charter_car"": 32.525, ""gateway_access"": 6.681, ""rental_car"": 16.306, ""scenic_shuttle"": 0.6, ""taxi_transfer"": 3.224}",False,matheuristic_seed_2opt_relocate_swap,scenic_floor_base_v1 + road_mode_normalization_q1v3
Q2V3_021_OPEN_GATEWAY,open_gateway,grand_tour_split,False,38,38,True,,0,伊宁市(伊犁),乌鲁木齐市,喀什市,阿勒泰市,21,17,16,16,16,0,1429.18,2421.8,3850.98,112.853,130.25,1,9,1,True,False,喀拉峻大草原 -> 昭苏草原 -> 夏塔古道 -> 那拉提草原 -> 巴音布鲁克草原 -> 天山神秘大峡谷 -> 库车王府 -> 克孜尔石窟 -> 罗布人村寨 -> 博斯腾湖 -> 交河故城 -> 坎儿井民俗园 -> 苏公塔 -> 葡萄沟 -> 火焰山 -> 高昌故城 -> 吐峪沟麻扎村 -> 达坂城古镇 -> 北庭故城遗址 -> 江布拉克草原 -> 天山天池,喀什古城 -> 艾提尕尔清真寺 -> 香妃园 -> 石头城遗址 -> 帕米尔高原白沙湖 -> 奥依塔克冰川 -> 和田博物馆 -> 千里葡萄长廊 -> 霍城薰衣草花田 -> 果子沟大桥 -> 赛里木湖 -> 世界魔鬼城 -> 五彩滩 -> 禾木村 -> 喀纳斯湖 -> 白哈巴村 -> 可可托海,P010 -> P015 -> P016 -> P009 -> P033 -> P029 -> P030 -> P031 -> P034 -> P032 -> P006 -> P005 -> P012 -> P004 -> P003 -> P011 -> P013 -> P002 -> P036 -> P035 -> P001,P024 -> P025 -> P026 -> P028 -> P027 -> P040 -> P037 -> P039 -> P014 -> P017 -> P008 -> P023 -> P022 -> P019 -> P018 -> P020 -> P021,"{""charter_car"": 6.468, ""gateway_access"": 7.636, ""rail"": 3.55, ""rental_car"": 28.45, ""scenic_shuttle"": 1.3, ""taxi_transfer"": 6.259}","{""charter_car"": 31.693, ""gateway_access"": 6.681, ""rental_car"": 16.095, ""scenic_shuttle"": 0.9, ""taxi_transfer"": 3.821}",False,matheuristic_seed_2opt_relocate_swap,scenic_floor_base_v1 + road_mode_normalization_q1v3
Q2V3_031_OPEN_GATEWAY,open_gateway,grand_tour_split,False,38,38,True,,0,伊宁市(伊犁),乌鲁木齐市,喀什市,阿勒泰市,22,16,16,16,16,0,1434.18,2424.41,3858.59,113.235,130.25,1,9,1,True,False,果子沟大桥 -> 喀拉峻大草原 -> 昭苏草原 -> 夏塔古道 -> 那拉提草原 -> 巴音布鲁克草原 -> 天山神秘大峡谷 -> 库车王府 -> 克孜尔石窟 -> 罗布人村寨 -> 博斯腾湖 -> 交河故城 -> 坎儿井民俗园 -> 苏公塔 -> 葡萄沟 -> 火焰山 -> 高昌故城 -> 吐峪沟麻扎村 -> 达坂城古镇 -> 北庭故城遗址 -> 江布拉克草原 -> 天山天池,喀什古城 -> 艾提尕尔清真寺 -> 香妃园 -> 石头城遗址 -> 帕米尔高原白沙湖 -> 奥依塔克冰川 -> 和田博物馆 -> 千里葡萄长廊 -> 霍城薰衣草花田 -> 赛里木湖 -> 世界魔鬼城 -> 五彩滩 -> 禾木村 -> 喀纳斯湖 -> 白哈巴村 -> 可可托海,P017 -> P010 -> P015 -> P016 -> P009 -> P033 -> P029 -> P030 -> P031 -> P034 -> P032 -> P006 -> P005 -> P012 -> P004 -> P003 -> P011 -> P013 -> P002 -> P036 -> P035 -> P001,P024 -> P025 -> P026 -> P028 -> P027 -> P040 -> P037 -> P039 -> P014 -> P008 -> P023 -> P022 -> P019 -> P018 -> P020 -> P021,"{""charter_car"": 12.618, ""gateway_access"": 1.586, ""rail"": 3.55, ""rental_car"": 28.45, ""scenic_shuttle"": 1.3, ""taxi_transfer"": 6.259}","{""charter_car"": 31.693, ""gateway_access"": 6.681, ""rental_car"": 16.095, ""scenic_shuttle"": 0.6, ""taxi_transfer"": 4.403}",False,matheuristic_seed_2opt_relocate_swap,scenic_floor_base_v1 + road_mode_normalization_q1v3
Q2V3_029_OPEN_GATEWAY,open_gateway,grand_tour_split,False,38,38,True,,0,伊宁市(伊犁),乌鲁木齐市,喀什市,伊宁市(伊犁),21,17,16,16,16,0,1429.18,2446.26,3875.44,111.493,130.25,1,9,1,True,False,喀拉峻大草原 -> 昭苏草原 -> 夏塔古道 -> 那拉提草原 -> 巴音布鲁克草原 -> 天山神秘大峡谷 -> 库车王府 -> 克孜尔石窟 -> 罗布人村寨 -> 博斯腾湖 -> 交河故城 -> 坎儿井民俗园 -> 苏公塔 -> 葡萄沟 -> 火焰山 -> 高昌故城 -> 吐峪沟麻扎村 -> 达坂城古镇 -> 北庭故城遗址 -> 江布拉克草原 -> 天山天池,喀什古城 -> 艾提尕尔清真寺 -> 香妃园 -> 石头城遗址 -> 帕米尔高原白沙湖 -> 奥依塔克冰川 -> 和田博物馆 -> 千里葡萄长廊 -> 可可托海 -> 五彩滩 -> 禾木村 -> 喀纳斯湖 -> 白哈巴村 -> 世界魔鬼城 -> 赛里木湖 -> 霍城薰衣草花田 -> 果子沟大桥,P010 -> P015 -> P016 -> P009 -> P033 -> P029 -> P030 -> P031 -> P034 -> P032 -> P006 -> P005 -> P012 -> P004 -> P003 -> P011 -> P013 -> P002 -> P036 -> P035 -> P001,P024 -> P025 -> P026 -> P028 -> P027 -> P040 -> P037 -> P039 -> P021 -> P022 -> P019 -> P018 -> P020 -> P023 -> P008 -> P014 -> P017,"{""charter_car"": 6.468, ""gateway_access"": 7.636, ""rail"": 3.55, ""rental_car"": 28.45, ""scenic_shuttle"": 1.3, ""taxi_transfer"": 6.259}","{""charter_car"": 27.745, ""gateway_access"": 1.151, ""rental_car"": 23.358, ""scenic_shuttle"": 0.6, ""taxi_transfer"": 4.976}",False,matheuristic_seed_2opt_relocate_swap,scenic_floor_base_v1 + road_mode_normalization_q1v3
Q2V3_087_OPEN_GATEWAY,open_gateway,random_region_restart,False,38,38,True,,0,那拉提镇,阿勒泰市,喀什市,阿勒泰市,15,23,10,22,22,12,1175.74,2829.35,4005.09,114.457,130.25,1,12,1,True,False,巴音布鲁克草原 -> 天山神秘大峡谷 -> 库车王府 -> 克孜尔石窟 -> 罗布人村寨 -> 博斯腾湖 -> 交河故城 -> 坎儿井民俗园 -> 苏公塔 -> 葡萄沟 -> 火焰山 -> 高昌故城 -> 吐峪沟麻扎村 -> 江布拉克草原 -> 世界魔鬼城,喀什古城 -> 艾提尕尔清真寺 -> 香妃园 -> 石头城遗址 -> 帕米尔高原白沙湖 -> 奥依塔克冰川 -> 和田博物馆 -> 千里葡萄长廊 -> 那拉提草原 -> 夏塔古道 -> 昭苏草原 -> 喀拉峻大草原 -> 霍城薰衣草花田 -> 果子沟大桥 -> 赛里木湖 -> 天山天池 -> 达坂城古镇 -> 北庭故城遗址 -> 可可托海 -> 五彩滩 -> 禾木村 -> 喀纳斯湖 -> 白哈巴村,P033 -> P029 -> P030 -> P031 -> P034 -> P032 -> P006 -> P005 -> P012 -> P004 -> P003 -> P011 -> P013 -> P035 -> P023,P024 -> P025 -> P026 -> P028 -> P027 -> P040 -> P037 -> P039 -> P009 -> P016 -> P015 -> P010 -> P014 -> P017 -> P008 -> P001 -> P002 -> P036 -> P021 -> P022 -> P019 -> P018 -> P020,"{""charter_car"": 6.635, ""gateway_access"": 3.254, ""rail"": 3.55, ""rental_car"": 13.681, ""scenic_shuttle"": 1.3, ""taxi_transfer"": 4.925}","{""charter_car"": 33.938, ""gateway_access"": 6.188, ""rental_car"": 36.265, ""scenic_shuttle"": 0.9, ""taxi_transfer"": 3.821}",False,matheuristic_seed_2opt_relocate_swap,scenic_floor_base_v1 + road_mode_normalization_q1v3
Q2V3_081_OPEN_GATEWAY,open_gateway,random_region_restart,False,38,38,True,,0,吐鲁番市,那拉提镇,喀什市,库尔勒市,14,24,11,21,21,10,1098.84,2926.75,4025.59,112.318,130.25,1,11,0,True,True,交河故城 -> 坎儿井民俗园 -> 苏公塔 -> 葡萄沟 -> 火焰山 -> 高昌故城 -> 吐峪沟麻扎村 -> 北庭故城遗址 -> 江布拉克草原 -> 天山天池 -> 赛里木湖 -> 喀拉峻大草原 -> 昭苏草原 -> 夏塔古道,石头城遗址 -> 帕米尔高原白沙湖 -> 奥依塔克冰川 -> 艾提尕尔清真寺 -> 喀什古城 -> 香妃园 -> 和田博物馆 -> 千里葡萄长廊 -> 库车王府 -> 克孜尔石窟 -> 天山神秘大峡谷 -> 那拉提草原 -> 巴音布鲁克草原 -> 霍城薰衣草花田 -> 果子沟大桥 -> 世界魔鬼城 -> 五彩滩 -> 禾木村 -> 喀纳斯湖 -> 白哈巴村 -> 可可托海 -> 达坂城古镇 -> 博斯腾湖 -> 罗布人村寨,P006 -> P005 -> P012 -> P004 -> P003 -> P011 -> P013 -> P036 -> P035 -> P001 -> P008 -> P010 -> P015 -> P016,P028 -> P027 -> P040 -> P025 -> P024 -> P026 -> P037 -> P039 -> P030 -> P031 -> P029 -> P009 -> P033 -> P014 -> P017 -> P023 -> P022 -> P019 -> P018 -> P020 -> P021 -> P002 -> P032 -> P034,"{""charter_car"": 12.36, ""gateway_access"": 7.591, ""rental_car"": 14.715, ""taxi_transfer"": 3.687}","{""charter_car"": 22.36, ""gateway_access"": 6.161, ""rental_car"": 38.568, ""scenic_shuttle"": 1.9, ""taxi_transfer"": 4.976}",False,matheuristic_seed_2opt_relocate_swap,scenic_floor_base_v1 + road_mode_normalization_q1v3
Q2V3_057_OPEN_GATEWAY,open_gateway,random_region_restart,False,38,38,True,,0,阿勒泰市,喀什市,喀什市,伊宁市(伊犁),19,19,14,17,17,3,1984.81,2041.45,4026.26,101.94,130.25,1,8,0,True,True,世界魔鬼城 -> 五彩滩 -> 禾木村 -> 喀纳斯湖 -> 白哈巴村 -> 可可托海 -> 北庭故城遗址 -> 天山天池 -> 吐峪沟麻扎村 -> 高昌故城 -> 火焰山 -> 葡萄沟 -> 苏公塔 -> 坎儿井民俗园 -> 交河故城 -> 达坂城古镇 -> 江布拉克草原 -> 奥依塔克冰川 -> 艾提尕尔清真寺,石头城遗址 -> 帕米尔高原白沙湖 -> 喀什古城 -> 香妃园 -> 和田博物馆 -> 千里葡萄长廊 -> 库车王府 -> 克孜尔石窟 -> 天山神秘大峡谷 -> 罗布人村寨 -> 博斯腾湖 -> 巴音布鲁克草原 -> 那拉提草原 -> 夏塔古道 -> 昭苏草原 -> 喀拉峻大草原 -> 霍城薰衣草花田 -> 果子沟大桥 -> 赛里木湖,P023 -> P022 -> P019 -> P018 -> P020 -> P021 -> P036 -> P001 -> P013 -> P011 -> P003 -> P004 -> P012 -> P005 -> P006 -> P002 -> P035 -> P040 -> P025,P028 -> P027 -> P024 -> P026 -> P037 -> P039 -> P030 -> P031 -> P029 -> P034 -> P032 -> P033 -> P009 -> P016 -> P015 -> P010 -> P014 -> P017 -> P008,"{""air"": 4.583, ""charter_car"": 7.05, ""gateway_access"": 1.1, ""rail"": 2.433, ""rental_car"": 19.359, ""scenic_shuttle"": 0.6, ""taxi_transfer"": 3.106}","{""charter_car"": 21.481, ""gateway_access"": 6.361, ""rail"": 3.55, ""rental_car"": 26.75, ""scenic_shuttle"": 1.6, ""taxi_transfer"": 3.967}",False,matheuristic_seed_2opt_relocate_swap,scenic_floor_base_v1 + road_mode_normalization_q1v3
Q2V3_051_OPEN_GATEWAY,open_gateway,random_region_restart,False,38,38,True,,0,喀什市,阿勒泰市,喀什市,库尔勒市,19,19,16,16,16,0,2205.07,1848.19,4053.26,114.537,130.25,1,10,1,True,False,石头城遗址 -> 帕米尔高原白沙湖 -> 奥依塔克冰川 -> 和田博物馆 -> 千里葡萄长廊 -> 交河故城 -> 坎儿井民俗园 -> 苏公塔 -> 葡萄沟 -> 火焰山 -> 高昌故城 -> 吐峪沟麻扎村 -> 北庭故城遗址 -> 可可托海 -> 五彩滩 -> 禾木村 -> 喀纳斯湖 -> 白哈巴村 -> 世界魔鬼城,喀什古城 -> 艾提尕尔清真寺 -> 香妃园 -> 库车王府 -> 克孜尔石窟 -> 天山神秘大峡谷 -> 巴音布鲁克草原 -> 那拉提草原 -> 夏塔古道 -> 昭苏草原 -> 喀拉峻大草原 -> 霍城薰衣草花田 -> 果子沟大桥 -> 赛里木湖 -> 天山天池 -> 江布拉克草原 -> 达坂城古镇 -> 博斯腾湖 -> 罗布人村寨,P028 -> P027 -> P040 -> P037 -> P039 -> P006 -> P005 -> P012 -> P004 -> P003 -> P011 -> P013 -> P036 -> P021 -> P022 -> P019 -> P018 -> P020 -> P023,P024 -> P025 -> P026 -> P030 -> P031 -> P029 -> P033 -> P009 -> P016 -> P015 -> P010 -> P014 -> P017 -> P008 -> P001 -> P035 -> P002 -> P032 -> P034,"{""charter_car"": 23.445, ""gateway_access"": 6.161, ""rental_car"": 21.278, ""scenic_shuttle"": 0.6, ""taxi_transfer"": 5.078}","{""charter_car"": 19.642, ""gateway_access"": 1.151, ""rental_car"": 33.215, ""scenic_shuttle"": 1.6, ""taxi_transfer"": 2.367}",False,matheuristic_seed_2opt_relocate_swap,scenic_floor_base_v1 + road_mode_normalization_q1v3
Q2V3_037_OPEN_GATEWAY,open_gateway,random_region_restart,False,38,38,True,,0,阿勒泰市,和田市,阿勒泰市,吐鲁番市,14,24,12,18,18,6,2246.28,1910.99,4157.27,104.164,130.25,0,9,0,True,True,禾木村 -> 可可托海 -> 北庭故城遗址 -> 天山天池 -> 江布拉克草原 -> 达坂城古镇 -> 石头城遗址 -> 帕米尔高原白沙湖 -> 奥依塔克冰川 -> 艾提尕尔清真寺 -> 喀什古城 -> 香妃园 -> 和田博物馆 -> 千里葡萄长廊,五彩滩 -> 喀纳斯湖 -> 白哈巴村 -> 世界魔鬼城 -> 赛里木湖 -> 果子沟大桥 -> 霍城薰衣草花田 -> 喀拉峻大草原 -> 昭苏草原 -> 夏塔古道 -> 那拉提草原 -> 巴音布鲁克草原 -> 天山神秘大峡谷 -> 库车王府 -> 克孜尔石窟 -> 罗布人村寨 -> 博斯腾湖 -> 吐峪沟麻扎村 -> 高昌故城 -> 火焰山 -> 葡萄沟 -> 苏公塔 -> 坎儿井民俗园 -> 交河故城,P019 -> P021 -> P036 -> P001 -> P035 -> P002 -> P028 -> P027 -> P040 -> P025 -> P024 -> P026 -> P037 -> P039,P022 -> P018 -> P020 -> P023 -> P008 -> P017 -> P014 -> P010 -> P015 -> P016 -> P009 -> P033 -> P029 -> P030 -> P031 -> P034 -> P032 -> P013 -> P011 -> P003 -> P004 -> P012 -> P005 -> P006,"{""air"": 4.583, ""charter_car"": 7.189, ""gateway_access"": 6.434, ""rental_car"": 23.864, ""taxi_transfer"": 2.25}","{""charter_car"": 6.468, ""gateway_access"": 4.376, ""rail"": 3.55, ""rental_car"": 37.872, ""scenic_shuttle"": 1.9, ""taxi_transfer"": 5.678}",False,matheuristic_seed_2opt_relocate_swap,scenic_floor_base_v1 + road_mode_normalization_q1v3
Q2V3_089_OPEN_GATEWAY,open_gateway,random_region_restart,False,38,38,True,,0,乌鲁木齐市,和田市,喀什市,阿勒泰市,23,15,16,17,17,1,2088.28,2110.22,4198.5,116.428,130.25,1,11,1,True,False,天山天池 -> 可可托海 -> 北庭故城遗址 -> 江布拉克草原 -> 达坂城古镇 -> 交河故城 -> 坎儿井民俗园 -> 苏公塔 -> 葡萄沟 -> 火焰山 -> 高昌故城 -> 吐峪沟麻扎村 -> 罗布人村寨 -> 博斯腾湖 -> 巴音布鲁克草原 -> 天山神秘大峡谷 -> 库车王府 -> 克孜尔石窟 -> 香妃园 -> 喀什古城 -> 艾提尕尔清真寺 -> 和田博物馆 -> 千里葡萄长廊,奥依塔克冰川 -> 石头城遗址 -> 帕米尔高原白沙湖 -> 那拉提草原 -> 夏塔古道 -> 昭苏草原 -> 喀拉峻大草原 -> 霍城薰衣草花田 -> 果子沟大桥 -> 赛里木湖 -> 世界魔鬼城 -> 五彩滩 -> 禾木村 -> 喀纳斯湖 -> 白哈巴村,P001 -> P021 -> P036 -> P035 -> P002 -> P006 -> P005 -> P012 -> P004 -> P003 -> P011 -> P013 -> P034 -> P032 -> P033 -> P029 -> P030 -> P031 -> P026 -> P024 -> P025 -> P037 -> P039,P040 -> P028 -> P027 -> P009 -> P016 -> P015 -> P010 -> P014 -> P017 -> P008 -> P023 -> P022 -> P019 -> P018 -> P020,"{""charter_car"": 20.514, ""gateway_access"": 1.517, ""rental_car"": 23.167, ""scenic_shuttle"": 1.3, ""taxi_transfer"": 8.52}","{""charter_car"": 22.761, ""gateway_access"": 8.126, ""rental_car"": 26.697, ""scenic_shuttle"": 0.9, ""taxi_transfer"": 2.926}",False,matheuristic_seed_2opt_relocate_swap,scenic_floor_base_v1 + road_mode_normalization_q1v3
